home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Montana St.,Eastern Washington,-3,2021-02-13,BSky,99.3,103.1,68.8,17.1,17.5,49.6,49.1,17.3,19.0,22.8,27.3,34.7,33.1,1.99,76.8,2,0,BSky,107.4,103.0,72.8,15.4,17.8,53.6,49.0,17.0,16.4,24.1,26.5,35.3,34.4,1.65,77.2,5,1
California,Colorado,-12,2021-02-13,P12,104.4,102.3,65.3,18.7,17.1,50.7,54.0,19.8,18.1,23.5,25.3,33.8,39.7,2.0,77.4,0,0,P12,117.0,92.8,66.6,17.3,18.6,53.4,47.7,16.3,20.5,29.7,25.1,38.1,33.2,2.28,77.4,4,1
Alabama,Georgia,14,2021-02-13,SEC,111.8,86.5,74.2,14.1,17.4,51.2,45.2,18.9,21.0,30.7,29.2,35.5,29.3,1.87,77.8,3,1,SEC,108.9,99.5,72.9,15.5,16.6,51.6,51.3,22.5,22.1,35.6,33.9,32.5,32.7,1.89,75.8,3,0
Montana,Weber St.,2,2021-02-13,BSky,98.5,99.1,64.7,18.7,17.6,48.7,47.1,20.3,18.4,23.0,31.2,37.6,29.9,1.04,77.1,3,1,BSky,104.0,104.4,72.0,15.8,17.2,55.7,49.5,17.8,19.0,22.5,26.1,37.1,35.5,2.07,77.5,4,0
Belmont,Morehead St.,8,2021-02-13,OVC,113.2,102.1,70.9,15.7,17.3,59.5,49.6,16.6,21.4,24.2,27.0,37.3,35.1,1.36,77.0,5,1,OVC,99.6,97.2,65.7,18.3,17.0,51.8,47.5,23.9,19.2,32.0,24.9,33.1,30.3,1.69,77.3,5,1
Hawaii,UC Santa Barbara,-6,2021-02-13,BW,100.5,103.5,66.9,17.8,18.1,50.6,48.2,19.1,16.8,29.3,27.3,34.9,30.7,1.7,76.9,3,0,BW,107.1,96.9,65.7,17.3,18.0,53.3,45.7,15.5,21.6,27.3,25.2,35.9,31.2,2.32,77.3,5,1
UTSA,Florida Atlantic,4,2021-02-13,CUSA,105.6,106.7,71.5,16.5,16.7,48.4,52.3,15.9,18.6,26.9,26.8,31.9,36.0,1.91,76.7,4,1,CUSA,100.8,103.9,67.5,16.8,18.2,50.5,52.3,19.4,18.4,33.2,23.4,34.3,38.0,1.62,76.8,3,0
Florida St.,Wake Forest,13,2021-02-13,ACC,115.2,93.3,69.4,16.8,17.4,54.2,46.9,20.2,20.2,35.8,29.3,37.9,33.2,1.99,79.6,4,0,ACC,104.4,98.4,67.9,18.6,16.3,51.0,52.0,20.5,19.1,27.7,23.9,35.8,35.2,1.7,77.5,3,1
Toledo,Bowling Green,10,2021-02-13,MAC,116.2,101.8,67.9,17.1,17.1,53.9,48.6,16.1,17.7,31.2,30.6,38.2,29.6,1.78,76.8,4,0,MAC,106.2,104.2,70.3,16.0,17.0,48.0,52.2,14.1,19.1,29.3,29.7,32.2,35.3,1.82,76.3,0,0
Green Bay,Northern Kentucky,1,2021-02-13,Horz,103.1,110.5,67.0,18.5,16.5,49.5,54.0,16.5,17.5,26.3,30.1,34.1,36.8,1.28,76.2,2,1,Horz,103.7,108.1,65.1,18.2,17.8,50.9,51.5,19.5,20.1,35.1,33.8,30.7,35.1,1.27,75.7,4,0
Seattle,New Mexico St.,-4,2021-02-13,WAC,97.2,105.4,68.5,17.3,16.5,47.8,49.1,15.8,20.8,25.8,27.0,32.8,33.0,1.57,76.2,3,1,WAC,104.0,103.2,66.6,19.3,17.0,48.8,53.8,16.7,15.0,31.2,24.7,28.8,37.2,2.44,76.3,1,0
Albany,UMass Lowell,2,2021-02-13,AE,97.9,104.1,69.6,17.4,17.6,51.0,53.1,17.3,22.0,21.4,28.1,33.6,37.6,2.31,77.0,3,0,AE,100.5,106.3,68.9,17.2,17.4,51.9,49.1,21.3,16.7,26.7,26.4,35.7,31.8,1.48,77.5,4,1
Old Dominion,Charlotte,4,2021-02-13,CUSA,102.1,101.5,67.3,17.8,17.1,47.7,53.5,18.5,19.1,30.1,25.6,27.8,37.7,2.29,76.9,3,1,CUSA,99.9,103.0,62.1,19.0,18.3,52.0,50.2,20.7,20.1,22.0,25.3,34.5,31.3,1.87,77.5,2,0
Robert Morris,Oakland,-1,2021-02-13,Horz,97.5,107.4,67.2,17.2,17.5,49.7,52.8,19.2,18.8,29.6,33.1,35.4,37.1,1.74,75.5,1,1,Horz,104.4,109.5,69.7,17.3,16.6,48.0,56.7,18.4,19.5,29.4,33.8,32.6,37.8,1.45,75.8,2,0
Cal Baptist,Sacramento St.,1,2021-02-13,WAC,102.8,111.6,70.4,15.9,17.3,54.4,52.9,20.4,16.4,28.6,26.9,40.5,36.7,1.87,77.3,3,0,BSky,99.3,105.4,64.8,19.0,18.5,48.4,52.0,15.8,20.8,27.4,28.5,37.4,31.4,2.43,76.8,2,0
Western Kentucky,Rice,10,2021-02-13,CUSA,107.8,98.1,68.1,17.5,16.1,50.5,50.0,20.4,19.4,31.7,22.8,33.7,37.0,2.17,76.3,5,1,CUSA,104.8,105.4,70.4,16.9,16.8,53.8,51.0,20.1,17.5,27.9,26.5,37.5,34.4,1.34,77.1,2,0
Quinnipiac,Canisius,-1,2021-02-13,MAAC,92.0,101.5,70.9,16.4,17.2,47.5,41.9,21.3,15.7,21.3,29.2,33.6,28.2,1.16,77.6,2,0,MAAC,99.1,105.3,69.3,16.7,16.7,44.2,51.9,18.3,21.6,28.2,25.6,29.4,33.8,1.73,77.1,3,1
Boise St.,UNLV,11,2021-02-13,MWC,110.1,95.9,69.1,16.2,17.6,53.4,48.2,15.8,20.8,28.6,21.2,35.0,31.9,2.07,78.2,2,1,MWC,105.9,104.7,66.5,18.1,17.4,50.9,53.6,19.4,18.4,26.9,25.5,35.1,39.4,1.48,77.5,2,0
Troy,South Alabama,-1,2021-02-13,SB,93.5,103.4,67.6,18.1,16.9,44.0,51.9,21.3,18.5,28.3,25.5,28.0,37.4,1.41,76.7,3,0,SB,104.3,108.2,66.0,17.1,18.3,52.2,51.7,18.4,20.4,27.2,32.1,35.8,34.8,2.0,75.9,5,1
Morgan St.,Norfolk St.,3,2021-02-13,MEAC,99.6,106.8,71.9,15.9,15.8,50.0,48.4,20.5,21.1,34.5,30.0,32.9,30.6,2.24,77.0,5,1,MEAC,99.4,107.1,67.3,17.4,16.3,48.9,49.1,16.5,19.4,27.2,27.0,36.7,33.3,2.33,76.8,2,0
North Alabama,Bellarmine,-4,2021-02-13,ASun,94.1,104.3,71.7,16.1,17.3,46.0,49.6,20.3,20.8,26.3,25.2,30.3,34.2,1.77,76.2,1,0,ASun,105.4,106.8,64.4,18.0,18.5,54.7,54.1,17.7,22.4,27.1,26.8,36.5,37.5,2.04,76.8,5,1
Lafayette,Loyola MD,3,2021-02-13,Pat,102.9,108.6,68.6,17.2,17.1,50.5,50.9,14.8,17.2,26.6,27.8,36.8,32.6,1.94,77.7,2,1,Pat,98.1,105.8,68.2,18.2,17.3,50.1,51.3,20.5,18.1,30.2,25.5,29.5,40.0,1.74,77.3,1,0
IUPUI,Illinois Chicago,2,2021-02-13,Horz,98.2,106.9,70.8,16.8,16.6,48.3,53.2,18.3,19.2,25.9,26.6,34.1,31.7,2.13,74.9,3,1,Horz,94.3,102.8,69.0,17.1,17.0,50.0,47.3,19.2,14.5,23.5,27.8,33.9,29.6,2.37,77.6,0,0
Southern Illinois,Illinois St.,4,2021-02-13,MVC,101.3,104.5,67.1,17.9,17.8,52.6,54.4,18.4,19.9,18.1,25.3,38.4,37.6,0.98,76.2,2,0,MVC,98.8,105.3,69.1,16.5,18.2,50.0,52.2,19.1,16.2,24.0,27.8,36.9,32.3,1.04,77.1,0,0
Northern Iowa,Valparaiso,6,2021-02-13,MVC,104.0,103.5,69.4,17.2,17.6,50.1,52.9,19.6,15.3,25.4,22.5,33.7,36.3,1.36,76.8,2,0,MVC,96.8,101.6,68.3,17.0,18.0,46.4,51.2,17.7,18.5,20.3,27.8,29.4,34.1,1.43,76.8,1,0
Fairleigh Dickinson,Wagner,2,2021-02-13,NEC,101.3,110.8,70.7,16.5,16.6,51.7,52.8,20.2,20.1,28.9,33.1,36.9,31.8,1.48,75.4,4,0,NEC,98.1,107.1,63.2,19.1,16.3,48.5,52.1,19.0,20.3,33.8,27.3,32.0,34.4,1.87,76.6,4,1
Little Rock,Arkansas St.,5,2021-02-13,SB,101.7,105.0,67.1,17.3,17.8,52.1,50.6,23.1,20.4,31.2,28.8,32.7,33.9,1.96,78.0,2,0,SB,102.2,109.4,68.8,17.5,16.5,48.5,50.6,19.4,18.6,30.9,28.6,38.4,36.0,1.41,76.2,4,1
Hartford,NJIT,3,2021-02-13,AE,95.1,101.3,66.8,18.3,17.6,48.5,47.9,18.9,21.2,24.7,30.1,31.7,29.7,1.92,76.0,3,0,AE,96.5,103.6,68.5,17.6,17.5,46.2,49.9,15.6,20.3,24.3,30.2,32.3,31.3,2.23,76.1,2,0
Towson,Northeastern,-5,2021-02-13,CAA,99.8,109.6,66.6,18.8,16.6,45.2,52.7,18.5,16.2,35.5,31.0,28.1,39.4,1.64,76.8,0,0,CAA,99.6,98.3,67.4,18.1,16.4,52.7,48.4,20.3,17.1,18.1,24.0,35.8,30.8,1.12,77.6,4,0
Louisiana Monroe,Louisiana,-4,2021-02-13,SB,92.4,104.3,66.4,17.4,17.8,47.8,49.5,19.3,20.8,22.5,32.8,34.5,35.6,1.98,76.4,1,1,SB,100.5,103.7,70.9,16.1,17.5,50.6,49.1,20.8,17.7,31.3,27.6,35.2,36.2,1.73,77.6,2,0
Grambling St.,Texas Southern,-3,2021-02-13,SWAC,91.7,105.3,69.9,16.8,16.9,47.8,46.7,22.7,20.3,26.5,31.9,32.5,33.1,2.3,77.5,4,1,SWAC,98.5,104.9,69.8,16.7,16.2,46.4,48.4,21.8,17.6,32.2,27.4,28.3,33.3,2.55,77.9,4,1
VMI,Samford,6,2021-02-13,SC,106.4,108.3,70.3,16.5,17.0,54.1,51.6,18.0,14.4,22.5,26.3,38.2,35.5,1.58,76.4,2,0,SC,97.9,105.4,72.9,15.5,16.6,49.6,51.7,21.9,19.2,29.6,25.9,29.4,33.7,2.05,76.7,1,0
Jacksonville,Lipscomb,-2,2021-02-13,ASun,91.2,103.9,67.4,16.8,17.9,48.0,50.4,20.8,21.5,25.2,31.0,30.7,32.7,1.56,76.5,1,1,ASun,102.4,107.4,66.1,17.7,18.2,51.4,52.1,17.8,18.2,22.9,29.1,35.5,33.5,1.86,76.5,3,0
Tennessee Tech,Eastern Illinois,1,2021-02-13,OVC,93.8,109.7,68.4,17.1,17.3,48.6,54.3,23.2,17.7,25.8,28.4,30.5,35.1,1.49,77.0,0,0,OVC,94.5,107.6,69.0,17.1,17.0,47.6,51.7,19.3,18.9,28.3,29.2,31.7,36.9,2.45,76.7,2,0
Cal St. Bakersfield,UC San Diego,7,2021-02-13,BW,103.0,101.0,65.0,18.9,17.2,46.7,49.2,19.5,20.5,38.9,25.3,32.6,33.6,2.7,77.0,3,1,BW,99.3,104.6,70.8,17.2,17.0,53.9,53.1,23.7,19.3,18.2,33.0,33.5,37.3,1.94,76.9,2,0
UC Davis,Long Beach St.,6,2021-02-13,BW,99.6,104.3,70.7,16.4,16.7,48.7,56.1,20.1,22.3,26.8,25.9,32.5,36.8,1.52,75.7,2,1,BW,98.5,107.9,72.6,15.2,16.9,51.0,52.5,21.6,18.2,21.9,35.2,38.0,37.6,1.56,77.2,1,0
Houston Baptist,Lamar,2,2021-02-13,Slnd,95.5,111.1,72.2,16.4,15.7,50.0,54.3,24.4,18.5,24.9,33.5,34.7,33.3,1.4,76.7,1,0,Slnd,91.8,108.0,69.0,16.9,16.8,43.6,54.2,20.2,19.6,25.9,29.5,27.7,38.2,1.75,76.0,1,0
Texas St.,UT Arlington,7,2021-02-13,SB,100.8,99.9,62.6,19.8,17.5,52.2,50.7,20.0,23.9,28.6,27.4,38.9,35.5,2.38,75.7,3,1,SB,96.8,102.6,69.8,16.7,16.9,45.5,50.0,17.1,19.8,26.8,30.8,34.1,35.8,1.54,76.6,3,0
Holy Cross,Boston University,-4,2021-02-13,Pat,93.2,110.3,70.3,17.1,16.3,48.2,52.0,18.9,16.9,26.7,33.1,31.9,34.8,1.36,76.8,0,0,Pat,99.2,107.5,67.2,17.5,17.0,46.4,53.7,19.6,14.0,33.3,26.5,27.6,33.5,2.0,77.5,2,1
Youngstown St.,Purdue Fort Wayne,5,2021-02-13,Horz,104.6,110.9,67.1,17.8,17.7,47.8,55.2,15.9,17.8,34.9,30.5,30.7,36.2,1.64,76.5,4,1,Horz,99.5,110.7,70.6,16.3,17.4,57.9,53.8,24.8,18.5,27.6,30.6,39.6,35.2,2.06,77.6,0,0
Charleston,Elon,5,2021-02-13,CAA,101.7,106.8,63.7,18.9,17.9,51.3,51.5,17.4,17.7,25.3,26.1,38.1,35.4,1.98,76.9,3,1,CAA,96.0,105.5,67.3,16.6,18.7,44.7,51.4,19.3,17.7,21.2,25.8,30.2,34.0,1.57,75.8,0,0
Chattanooga,The Citadel,8,2021-02-13,SC,104.8,104.3,67.3,17.9,16.6,51.5,53.2,15.7,19.4,22.0,24.9,36.5,35.1,1.98,77.1,4,1,SC,104.2,112.0,75.3,15.1,16.7,54.1,52.6,17.0,13.9,23.9,27.3,36.2,31.3,1.89,76.5,2,1
Southern Miss,North Texas,-10,2021-02-13,CUSA,94.7,102.7,66.6,17.9,17.3,47.1,48.9,20.1,17.8,24.5,24.7,32.5,33.0,1.7,77.6,0,0,CUSA,105.1,94.2,64.0,18.4,17.3,55.1,45.7,20.7,21.3,27.6,26.1,36.9,30.3,2.32,76.9,4,1
Air Force,Fresno St.,-5,2021-02-13,MWC,96.5,111.0,61.9,19.7,17.7,53.8,57.8,22.9,20.7,14.8,34.8,35.4,38.1,1.97,76.8,0,0,MWC,98.8,101.7,66.2,17.9,17.6,48.9,50.3,22.3,20.1,31.4,26.2,29.9,34.4,1.27,77.3,3,1
Southeastern Louisiana,Nicholls St.,-6,2021-02-13,Slnd,93.0,108.5,68.4,17.6,16.2,43.6,54.2,23.2,21.8,33.0,29.9,27.2,34.9,1.82,76.8,3,0,Slnd,99.6,102.9,71.5,15.9,16.5,50.4,48.8,18.7,21.2,29.9,30.0,32.3,33.1,2.61,76.1,4,1
Alabama St.,Alabama A&M,-4,2021-02-13,SWAC,83.5,109.0,69.9,15.7,17.5,42.2,47.7,22.8,21.5,32.1,28.2,29.9,31.7,1.85,75.1,2,0,SWAC,88.9,105.5,69.5,17.5,15.9,46.4,43.1,19.6,19.8,30.3,30.7,27.2,26.9,0.74,76.5,3,1
Northwestern St.,McNeese St.,6,2021-02-13,Slnd,97.4,110.0,71.1,16.5,15.9,47.7,54.0,19.7,18.1,25.9,31.9,31.7,33.9,2.01,75.1,4,1,Slnd,97.4,115.3,68.7,17.1,15.9,52.6,57.2,22.3,18.2,25.5,29.4,37.9,40.9,2.37,76.1,2,1
Tennessee St.,Eastern Kentucky,-7,2021-02-13,OVC,87.3,101.4,71.2,16.6,16.7,45.4,49.1,21.8,23.0,25.4,31.3,26.1,32.2,1.67,76.6,0,0,OVC,99.4,100.7,75.3,15.2,16.2,49.8,50.9,16.8,24.9,28.6,31.1,33.9,33.5,1.3,76.0,2,0
North Dakota,South Dakota,-8,2021-02-13,Sum,95.1,109.0,67.4,17.6,17.2,48.8,53.9,19.5,18.0,22.7,27.6,32.0,39.4,1.49,77.4,2,0,Sum,104.2,102.8,68.4,17.6,16.6,51.6,47.8,15.6,15.7,21.2,23.3,36.7,33.1,1.66,76.5,4,0
Western Illinois,Denver,6,2021-02-13,Sum,97.8,110.1,71.9,16.7,15.9,46.1,53.8,17.2,16.2,27.5,24.0,31.7,39.0,2.12,77.3,4,1,Sum,93.8,112.0,70.9,16.7,17.2,49.0,56.6,21.2,18.8,21.5,26.3,34.0,40.8,1.31,76.6,1,0
