home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Stanford,USC,-2,2021-01-21,P12,106.6,90.9,71.4,16.2,16.8,50.1,45.8,21.7,20.5,29.1,29.2,31.1,33.0,1.33,78.8,3,0,P12,111.3,91.3,68.5,17.1,17.8,52.4,43.4,18.0,17.5,35.1,27.5,33.2,32.2,1.75,79.6,4,0
Penn St.,Rutgers,1,2021-01-21,B10,111.9,96.6,69.1,16.4,17.7,49.2,52.5,15.9,20.4,33.9,29.6,35.8,29.3,2.15,76.1,0,0,B10,109.7,93.0,69.0,16.8,17.4,51.3,48.6,14.9,18.1,29.5,27.5,34.8,31.8,1.92,77.9,1,0
Arizona St.,Arizona,-3,2021-01-21,P12,109.3,97.7,73.8,15.7,17.0,49.8,51.8,14.1,22.3,19.8,30.5,31.5,34.7,1.8,76.7,1,0,P12,113.7,95.4,69.7,16.3,17.9,51.1,47.1,16.4,19.4,37.1,23.6,36.3,31.2,1.34,78.6,3,1
Iowa,Indiana,10,2021-01-21,B10,125.2,96.4,71.0,15.5,17.1,57.4,48.2,13.4,18.2,33.7,30.5,39.5,34.2,1.67,77.8,5,1,B10,110.1,92.2,66.7,17.7,17.4,51.3,48.2,17.1,18.5,23.3,25.1,32.4,34.0,1.38,77.2,3,0
Memphis,Wichita St.,2,2021-01-21,Amer,102.6,90.8,71.8,15.8,17.1,46.9,45.4,21.1,22.7,34.0,22.3,30.2,29.9,1.1,77.7,2,0,Amer,109.3,97.6,68.7,17.3,17.4,46.7,46.2,15.5,17.0,30.6,34.4,32.7,29.6,1.86,76.5,4,1
Utah St.,Colorado St.,7,2021-01-21,MWC,105.9,89.6,69.8,16.8,17.2,51.2,44.5,20.1,21.6,35.5,19.8,35.4,32.1,1.45,78.2,5,1,MWC,106.7,97.2,70.7,16.2,17.7,55.4,47.1,19.2,20.0,19.5,25.7,38.7,30.1,1.18,75.8,4,0
Washington St.,Utah,-3,2021-01-21,P12,99.0,95.3,68.9,17.3,16.6,48.0,42.6,20.8,17.3,28.6,27.9,33.4,27.8,1.14,78.6,1,0,P12,107.4,96.4,67.2,17.7,17.6,49.1,48.5,16.6,21.3,25.7,30.4,30.3,32.8,1.39,77.3,1,0
Loyola Marymount,Saint Mary's,-1,2021-01-21,WCC,101.4,97.2,68.4,17.3,17.0,49.0,47.5,23.4,19.4,30.6,23.1,29.9,35.5,1.76,78.1,4,1,WCC,104.5,94.9,62.8,20.3,16.1,49.4,46.7,16.8,16.8,29.5,19.4,32.8,34.6,1.52,77.6,1,0
Santa Clara,San Francisco,-2,2021-01-21,WCC,98.0,94.9,71.2,15.3,18.1,43.8,43.0,17.6,16.8,24.6,22.3,26.9,30.3,1.97,79.1,2,1,WCC,106.6,96.7,68.9,17.5,16.3,53.0,46.0,18.1,19.5,25.3,25.5,36.3,27.4,2.06,77.8,2,0
Pepperdine,Pacific,1,2021-01-21,WCC,104.6,102.5,70.5,15.6,17.8,50.1,50.8,18.6,17.9,21.0,31.0,30.0,29.9,1.9,76.8,2,1,WCC,102.3,97.0,66.1,19.9,16.8,45.0,47.2,14.8,19.2,31.5,19.7,31.3,29.2,2.27,76.8,4,1
California,UCLA,-8,2021-01-21,P12,103.9,102.0,66.0,18.4,17.1,52.4,53.7,19.9,18.7,21.7,24.8,33.9,40.4,2.0,77.4,2,1,P12,116.4,97.3,64.8,18.5,17.6,52.7,49.5,16.1,18.1,33.9,24.9,38.6,31.0,1.55,77.5,5,1
Miami OH,Bowling Green,-3,2021-01-21,MAC,101.0,104.5,65.8,18.4,16.9,47.7,52.3,15.9,20.7,25.3,29.8,36.4,34.6,1.96,75.2,2,1,MAC,105.5,101.2,70.2,16.3,16.5,48.6,49.7,15.1,20.0,29.3,29.4,33.9,33.1,1.8,76.2,3,0
Northern Colorado,Eastern Washington,-4,2021-01-21,BSky,98.0,103.0,68.2,18.3,17.6,49.6,48.1,20.9,17.4,21.9,24.6,36.7,28.8,1.81,76.6,2,1,BSky,104.2,101.1,72.3,15.4,17.4,50.5,48.4,16.6,15.6,19.0,27.0,34.2,31.6,1.79,77.3,3,0
Weber St.,Southern Utah,-1,2021-01-21,BSky,98.7,104.2,70.8,15.2,17.0,53.9,48.6,19.7,18.6,22.3,28.1,36.0,34.1,2.05,77.5,3,1,BSky,104.9,107.1,70.7,17.1,16.3,51.4,54.2,16.3,17.3,30.5,19.9,33.2,37.8,2.44,76.8,4,1
Sacramento St.,Montana,-1,2021-01-21,BSky,97.2,102.2,64.8,19.1,19.3,48.2,48.8,16.0,23.8,25.9,26.5,40.5,27.4,2.39,77.0,3,1,BSky,97.0,98.0,65.0,18.6,17.4,46.7,46.9,20.6,19.0,22.2,32.0,36.8,31.3,1.05,77.2,3,0
Portland St.,Idaho St.,1,2021-01-21,BSky,96.0,107.8,72.6,16.2,15.7,42.4,50.3,22.6,19.0,31.8,23.3,27.8,32.5,2.18,77.6,1,0,BSky,98.1,107.5,65.0,19.9,17.0,49.8,50.4,25.3,16.7,30.5,25.6,29.9,40.3,1.84,76.7,4,0
Sacred Heart,St. Francis PA,-1,2021-01-21,NEC,95.9,109.1,68.4,17.8,16.4,45.8,49.9,20.2,15.6,29.7,28.3,33.2,29.4,1.14,75.6,3,1,NEC,97.9,106.6,69.9,16.5,16.4,46.6,50.9,20.1,19.8,26.1,32.1,31.3,27.1,1.28,76.8,1,0
Merrimack,Fairleigh Dickinson,1,2021-01-21,NEC,92.8,106.3,68.4,16.3,19.1,48.5,56.2,15.4,24.4,20.5,31.5,29.4,45.1,1.33,75.7,1,0,NEC,100.7,111.4,71.0,16.4,16.6,50.5,54.9,21.0,18.5,27.4,33.2,35.7,31.7,1.41,75.5,2,1
Northern Arizona,Montana St.,-5,2021-01-21,BSky,100.0,113.7,64.3,19.3,17.7,46.0,60.6,16.9,18.2,26.2,27.9,32.8,40.3,1.23,77.4,2,1,BSky,99.0,102.4,68.6,16.9,17.4,48.9,46.0,17.4,19.6,19.6,30.1,32.1,32.0,1.94,76.6,5,1
New Mexico,San Jose St.,4,2021-01-21,MWC,95.7,104.5,66.3,18.2,17.1,39.5,53.2,21.5,19.2,31.1,32.4,25.1,37.2,1.46,78.0,1,0,MWC,97.0,111.2,74.2,16.1,15.9,41.1,54.8,18.2,14.6,21.1,35.7,29.9,35.1,1.61,78.2,1,0
Murray St.,Jacksonville St.,8,2021-01-21,OVC,101.8,99.2,67.4,16.5,18.0,53.8,47.9,24.4,21.0,29.9,29.5,32.8,28.7,1.65,76.7,1,1,OVC,98.2,103.4,66.2,18.1,16.2,49.9,46.4,21.1,15.5,30.2,27.8,33.1,29.1,2.11,77.1,2,0
Tennessee St.,SIU Edwardsville,3,2021-01-21,OVC,90.7,103.0,70.4,16.6,16.6,46.8,48.4,21.4,22.3,24.1,28.1,26.8,31.2,1.68,76.3,1,0,OVC,93.7,107.4,69.7,17.0,16.7,51.9,50.6,24.7,22.4,22.5,35.0,35.4,33.3,1.81,76.7,3,1
Central Connecticut,Mount St. Mary's,-4,2021-01-21,NEC,93.3,109.6,71.0,15.9,16.6,49.4,54.4,19.6,19.2,20.7,31.7,33.3,36.6,1.65,75.6,1,0,NEC,95.5,102.7,63.0,20.0,16.3,49.1,47.0,22.8,16.8,27.3,22.0,32.6,30.1,1.56,76.8,3,1
Buffalo,Eastern Michigan,10,2021-01-21,MAC,106.1,100.3,75.0,14.2,17.2,49.5,45.4,17.7,16.8,35.7,29.1,33.3,26.7,2.32,76.9,2,0,MAC,98.6,104.0,67.6,17.4,16.8,45.9,60.5,18.4,19.3,29.5,31.8,26.0,39.8,2.27,76.3,2,0
Akron,Central Michigan,10,2021-01-21,MAC,104.6,101.1,69.0,17.4,17.6,52.3,47.6,20.8,14.1,30.8,27.3,32.5,29.9,1.95,75.7,3,1,MAC,101.0,108.1,73.2,15.5,16.5,48.2,52.4,18.3,19.0,31.3,34.0,33.0,35.1,2.11,77.3,1,0
Belmont,Eastern Illinois,12,2021-01-21,OVC,108.4,101.4,72.1,16.3,16.4,56.7,49.2,17.3,21.0,25.4,25.6,34.4,34.0,1.35,76.9,5,1,OVC,100.6,106.8,70.4,16.5,17.1,48.4,53.2,18.1,19.7,29.2,27.4,32.8,41.0,2.65,76.6,2,0
Morehead St.,Southeast Missouri St.,8,2021-01-21,OVC,95.9,100.7,65.0,18.5,16.6,48.5,48.8,25.3,18.7,30.0,26.4,29.1,31.0,1.68,77.4,5,1,OVC,94.1,107.6,68.1,17.4,17.1,49.2,51.2,21.9,18.7,26.8,20.6,35.0,33.6,1.76,76.2,2,1
Austin Peay,Tennessee Tech,11,2021-01-21,OVC,103.8,106.4,68.7,17.4,16.1,47.0,54.5,23.1,22.0,37.0,28.4,28.3,35.0,1.66,75.0,3,1,OVC,93.2,107.5,70.2,17.1,16.6,48.5,53.5,23.7,17.0,24.2,28.2,31.5,33.4,1.42,77.2,1,1
Eastern Kentucky,Tennessee Martin,16,2021-01-21,OVC,98.2,99.2,76.1,15.3,15.7,47.7,48.3,17.1,26.0,29.2,29.6,30.4,29.9,1.32,75.9,5,1,OVC,95.6,114.8,69.4,17.7,16.5,44.4,60.6,20.7,20.4,27.5,28.2,34.1,40.2,1.61,76.7,0,0
BYU,Portland,21,2021-01-21,WCC,109.5,94.7,68.9,16.9,16.5,52.3,46.5,20.3,17.5,29.6,25.1,32.8,32.9,2.03,78.0,4,1,WCC,94.3,105.1,74.1,16.4,15.5,43.5,54.5,19.7,18.3,21.0,29.1,29.7,32.2,2.01,75.7,0,0
