home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
LSU,Alabama,1,2021-01-19,SEC,117.9,98.0,70.5,16.0,16.6,56.2,47.1,18.5,21.1,34.1,31.5,36.7,27.6,1.07,77.5,4,1,SEC,113.0,91.2,74.4,14.2,17.5,50.7,45.9,17.8,21.5,32.4,29.8,34.1,30.6,1.91,77.9,5,1
Florida,Tennessee,-3,2021-01-19,SEC,111.2,94.0,70.8,16.0,17.2,52.5,48.3,19.4,21.5,30.4,30.3,37.6,36.7,1.54,77.4,2,0,SEC,112.2,87.1,65.9,17.2,17.8,52.0,44.8,14.6,25.4,32.5,24.5,34.7,30.3,1.61,77.5,4,1
Ohio St.,Purdue,4,2021-01-19,B10,117.7,95.6,66.5,18.2,17.3,51.9,47.6,15.0,16.1,32.7,26.7,34.1,33.8,1.98,77.4,4,1,B10,111.3,92.3,67.1,18.4,17.1,52.5,48.7,19.7,16.5,31.6,23.4,35.7,30.7,1.08,78.4,3,1
Pittsburgh,Duke,-3,2021-01-19,ACC,105.6,93.1,70.2,16.5,16.6,48.5,44.4,19.2,19.3,36.9,26.2,30.8,25.9,1.1,77.8,4,1,ACC,112.6,93.2,69.0,16.3,17.1,52.0,52.6,19.5,21.0,33.9,24.3,34.0,37.7,0.9,76.9,3,0
Mississippi St.,Mississippi,1,2021-01-19,SEC,110.0,98.2,65.6,18.4,17.6,51.6,47.8,19.8,18.0,38.6,25.1,37.7,35.6,1.29,78.9,3,1,SEC,105.8,92.7,67.2,17.1,16.8,49.3,48.1,19.8,25.1,34.1,26.1,29.8,36.5,1.96,77.2,1,0
Missouri,South Carolina,5,2021-01-19,SEC,108.4,91.4,69.4,16.6,17.4,49.9,43.9,19.9,17.3,29.6,28.9,27.3,27.3,2.5,77.6,3,1,SEC,107.0,94.0,73.8,15.9,17.3,49.1,49.1,22.1,22.1,35.1,24.7,30.8,30.8,1.64,77.6,3,0
Illinois,Penn St.,8,2021-01-19,B10,116.6,92.6,71.0,16.5,16.7,57.7,46.9,18.4,15.9,33.9,21.0,40.5,33.2,1.63,77.0,3,0,B10,112.3,96.7,69.0,16.5,17.8,50.3,52.6,15.2,20.4,33.4,30.2,35.5,29.2,2.2,76.0,1,0
Michigan,Maryland,9,2021-01-19,B10,116.1,90.4,68.1,16.7,17.6,57.8,43.8,18.6,15.0,30.6,24.1,36.4,33.7,2.06,77.9,4,0,B10,112.7,96.9,66.5,17.5,18.7,54.0,50.7,16.2,16.2,24.5,25.8,36.5,35.8,1.83,78.4,2,1
Villanova,Seton Hall,9,2021-01-19,BE,119.8,93.1,63.6,18.3,17.5,56.0,52.8,11.6,19.0,27.3,21.4,37.5,36.2,1.87,77.9,5,1,BE,111.9,95.9,67.7,17.1,17.7,52.0,49.8,19.2,18.6,28.4,29.1,33.1,36.4,2.35,79.2,4,1
Syracuse,Miami FL,6,2021-01-19,ACC,110.8,95.9,70.2,15.2,17.2,50.8,46.5,16.7,20.9,29.3,31.6,31.4,29.5,1.52,78.0,2,0,ACC,105.2,94.7,69.0,17.9,16.3,48.4,48.5,20.2,19.1,29.8,25.1,28.0,36.0,1.44,78.3,2,1
Utah St.,Colorado St.,6,2021-01-19,MWC,104.9,89.7,69.9,16.8,17.3,51.0,44.2,20.1,21.6,35.3,20.4,34.1,32.0,1.45,78.2,5,1,MWC,106.7,96.4,70.8,16.2,17.7,56.0,46.4,19.0,20.1,20.3,24.7,39.2,28.6,1.17,75.9,4,1
DePaul,Butler,2,2021-01-19,BE,104.3,96.0,72.9,15.5,17.6,51.6,47.1,24.0,21.1,32.9,31.3,37.8,28.1,1.86,76.8,1,1,BE,104.3,96.3,66.0,19.5,17.3,48.2,53.8,16.9,17.7,24.7,21.0,34.4,37.4,1.55,76.6,2,1
Kent St.,Buffalo,2,2021-01-19,MAC,106.1,101.1,71.9,17.2,16.8,54.9,47.5,20.1,17.5,36.3,26.5,35.2,34.0,2.25,77.2,3,1,MAC,105.8,100.0,74.9,14.3,17.1,49.7,45.1,17.5,16.7,34.8,28.3,34.1,26.1,2.32,76.9,3,0
Bowling Green,Akron,5,2021-01-19,MAC,106.9,101.4,70.5,16.3,16.4,49.4,50.1,15.0,19.8,29.5,28.9,34.4,33.1,1.8,76.2,4,1,MAC,104.6,102.5,69.1,17.3,17.9,53.7,49.2,20.5,13.6,29.8,27.3,32.4,30.2,1.96,75.7,3,1
Oregon St.,USC,-11,2021-01-19,P12,105.5,104.1,64.9,18.3,17.0,46.5,51.0,16.2,17.3,31.1,29.5,34.2,31.8,2.01,78.4,3,1,P12,112.2,91.3,69.0,17.0,17.6,52.7,43.2,17.8,17.8,35.8,28.5,33.5,31.8,1.75,79.7,5,1
Miami OH,Ball St.,-3,2021-01-19,MAC,99.9,104.1,65.9,18.4,16.9,47.6,52.5,16.6,20.0,24.0,29.6,36.4,33.7,1.96,75.3,2,0,MAC,102.9,100.0,70.4,16.9,16.8,50.8,48.4,18.0,19.8,26.3,30.5,33.2,30.5,1.97,76.9,3,1
Towson,UNC Wilmington,-1,2021-01-19,CAA,100.1,106.4,67.8,18.3,16.0,45.7,51.7,20.4,14.9,34.0,28.8,26.3,37.9,1.79,77.2,2,1,CAA,101.3,104.2,69.8,16.4,17.3,49.2,49.0,19.0,19.3,28.3,31.1,36.2,30.3,1.86,76.7,3,0
Gardner Webb,UNC Asheville,3,2021-01-19,BSth,100.1,104.7,69.4,16.1,16.7,49.2,50.0,17.7,17.3,22.8,26.5,33.3,34.8,1.19,75.9,2,0,BSth,101.1,105.9,70.4,16.6,16.5,55.0,48.7,20.3,19.5,27.1,27.7,34.2,30.1,1.72,77.0,3,1
Campbell,Radford,1,2021-01-19,BSth,98.4,106.7,66.8,18.0,16.9,55.3,51.9,19.8,22.3,15.5,32.9,34.4,32.1,1.8,75.5,3,1,BSth,97.0,103.9,64.5,19.6,17.2,49.8,47.4,23.7,18.3,33.4,24.8,30.4,35.4,1.15,75.5,4,1
Loyola Marymount,San Diego,7,2021-01-19,WCC,101.5,97.0,69.2,17.3,16.8,48.6,48.0,23.6,20.3,31.8,22.5,29.3,36.2,1.76,78.1,4,0,WCC,97.5,100.5,71.0,16.0,16.8,44.0,50.6,18.3,17.6,18.1,26.5,31.4,41.8,2.15,77.5,1,0
Longwood,High Point,1,2021-01-19,BSth,95.0,106.6,65.5,18.1,17.2,50.1,52.8,20.9,19.1,25.5,26.6,31.5,30.2,1.21,75.9,1,0,BSth,96.2,104.6,68.4,18.0,16.4,50.4,51.1,19.1,19.2,25.2,26.9,33.3,31.6,1.14,76.1,2,0
Charleston Southern,USC Upstate,-1,2021-01-19,BSth,90.0,107.6,69.3,16.8,16.4,45.1,52.6,25.7,18.8,26.9,30.4,31.3,34.6,1.12,76.5,0,0,BSth,96.5,109.8,68.2,17.8,16.1,47.8,55.1,20.8,18.8,25.6,28.6,35.6,35.9,1.68,76.0,3,0
Oklahoma,Kansas St.,14,2021-01-19,B12,112.7,94.3,68.5,17.0,17.4,51.4,49.5,15.1,19.7,30.4,27.2,34.3,37.7,2.11,77.1,2,1,B12,103.0,102.3,64.7,18.3,18.2,50.1,55.3,21.1,20.0,31.3,28.9,32.0,36.7,1.07,76.7,1,0
Tennessee St.,Southeast Missouri St.,4,2021-01-19,OVC,91.5,103.1,70.5,16.6,16.6,47.5,48.9,21.5,22.4,23.3,28.8,28.2,31.7,1.68,76.3,1,0,OVC,94.1,108.3,68.2,17.4,17.2,49.7,52.3,22.0,18.6,27.2,19.6,35.8,35.2,1.77,76.2,1,0
Northern Illinois,Ohio,-9,2021-01-19,MAC,93.2,106.7,64.9,18.5,17.5,43.9,55.7,22.4,16.6,32.3,27.6,29.0,38.2,1.89,76.9,1,0,MAC,108.6,105.1,69.3,17.0,17.0,56.0,53.5,16.8,20.6,26.6,28.7,38.2,35.3,1.47,76.9,3,0
Toledo,Central Michigan,15,2021-01-19,MAC,113.5,101.8,67.8,17.5,17.2,53.2,48.9,16.4,18.5,32.5,29.7,39.9,29.5,1.73,76.8,4,0,MAC,100.8,107.7,73.0,15.5,16.6,49.1,52.1,18.0,19.3,29.4,33.5,35.5,35.5,2.09,77.3,2,1
Presbyterian,Winthrop,-17,2021-01-19,BSth,91.2,110.4,66.6,19.0,16.8,44.2,56.9,22.4,23.1,33.3,26.0,31.3,43.2,0.86,77.0,1,0,BSth,105.5,99.3,76.7,14.1,17.3,54.5,49.5,20.0,22.3,34.0,21.3,35.7,32.3,1.95,76.7,5,1
