home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Rutgers,Wisconsin,-2,2021-01-15,B10,110.5,93.4,69.3,16.8,17.3,52.5,49.2,14.4,18.4,28.0,28.1,37.1,32.6,1.91,77.9,1,0,B10,113.9,90.0,64.9,18.2,17.9,52.4,45.7,12.3,17.8,24.0,22.2,40.5,34.6,2.33,78.1,3,0
Western Kentucky,Marshall,1,2021-01-15,CUSA,107.0,99.1,68.9,17.4,16.2,48.9,51.8,19.5,19.8,32.1,21.4,30.7,38.7,2.15,76.2,3,0,CUSA,107.4,97.1,73.2,14.5,17.3,53.8,47.5,18.4,20.3,25.2,27.4,33.2,35.1,1.97,77.2,3,1
Buffalo,Bowling Green,4,2021-01-15,MAC,106.7,100.2,74.8,14.3,17.0,51.1,46.8,17.3,16.8,34.6,24.5,36.2,26.6,2.32,77.0,4,1,MAC,106.8,102.2,70.8,16.2,16.6,50.9,51.2,14.9,19.9,27.1,28.0,35.4,34.3,1.79,76.2,4,0
St. Bonaventure,Duquesne,7,2021-01-15,A10,108.6,95.9,67.8,17.2,17.5,49.1,47.3,16.9,20.0,33.3,23.6,31.8,26.3,1.93,77.2,4,1,A10,102.8,96.5,68.5,17.0,18.2,45.9,48.7,19.2,20.3,30.4,28.7,27.6,30.0,1.9,76.2,2,0
Charlotte,UAB,-2,2021-01-15,CUSA,100.2,100.6,63.8,18.7,18.0,51.8,49.4,18.9,20.9,22.0,22.1,33.5,31.2,1.76,77.5,3,0,CUSA,104.4,97.4,69.7,16.7,17.5,50.7,41.1,14.7,24.1,29.7,26.9,31.0,24.1,2.28,76.8,4,1
Rice,Old Dominion,-3,2021-01-15,CUSA,101.4,106.1,70.4,16.6,16.4,54.9,51.1,18.5,18.8,29.4,28.3,36.3,35.5,1.55,76.8,4,1,CUSA,102.8,99.9,68.4,17.9,17.1,48.3,53.0,18.3,20.4,29.4,26.9,31.0,36.2,2.33,76.8,4,1
Little Rock,Texas St.,4,2021-01-15,SB,106.2,103.8,67.7,17.0,16.3,55.3,51.3,22.5,19.7,31.0,29.5,35.9,32.9,1.93,77.7,3,1,SB,100.0,100.3,64.7,18.8,17.2,52.3,50.1,20.8,24.3,26.1,30.3,38.3,33.7,2.36,75.7,4,1
UT Arlington,Louisiana,2,2021-01-15,SB,102.5,103.4,71.5,15.8,16.8,48.0,54.5,15.7,20.5,23.5,28.2,35.9,37.8,1.66,76.5,3,1,SB,97.8,99.7,72.6,15.8,17.3,48.3,50.2,22.4,19.9,28.9,25.5,28.9,33.8,1.72,77.5,3,0
Hawaii,Cal St. Bakersfield,-2,2021-01-15,BW,99.8,104.4,71.4,15.3,18.3,54.7,54.1,15.5,18.3,24.6,29.2,35.6,35.0,1.77,77.0,3,0,BW,100.4,99.3,64.1,20.0,15.8,44.4,48.2,20.3,21.5,42.9,26.2,29.7,31.5,2.71,77.0,4,1
North Texas,UTEP,6,2021-01-15,CUSA,103.1,97.1,65.2,17.4,17.3,54.5,46.7,20.2,21.6,26.5,27.6,37.9,32.9,2.34,77.0,3,0,CUSA,101.8,101.6,68.0,16.7,18.4,50.1,51.2,14.5,19.9,27.4,28.0,36.7,32.3,1.93,77.8,3,0
Nevada,Fresno St.,6,2021-01-15,MWC,104.0,98.8,70.5,16.8,17.4,49.5,46.9,19.8,17.8,25.9,24.3,34.6,32.7,1.02,78.3,2,0,MWC,101.1,101.4,66.0,18.0,16.5,50.1,52.2,21.1,19.7,36.6,20.0,28.9,37.2,1.35,77.2,3,1
St. Francis PA,Bryant,-3,2021-01-15,NEC,98.4,106.8,71.0,16.3,16.4,47.7,51.4,21.0,19.6,24.9,32.1,33.8,25.5,1.24,76.9,1,1,NEC,102.8,105.3,77.4,14.2,15.9,55.1,46.6,20.5,17.7,27.0,30.3,38.7,29.6,1.62,75.8,4,0
South Alabama,Appalachian St.,1,2021-01-15,SB,102.7,107.9,67.0,16.9,18.4,53.7,55.9,19.6,22.7,24.8,34.6,37.4,37.3,2.07,76.0,1,0,SB,100.1,103.8,65.7,18.1,18.1,50.5,51.9,20.6,19.8,25.8,27.5,34.0,32.9,1.76,76.5,3,1
Milwaukee,Purdue Fort Wayne,2,2021-01-15,Horz,98.3,102.6,69.2,16.7,17.5,52.3,49.4,17.2,18.4,22.4,21.7,35.3,35.8,1.71,76.8,4,1,Horz,101.4,106.4,72.5,16.2,17.0,59.0,52.4,25.4,21.1,30.5,31.6,42.4,31.1,2.06,77.6,3,1
Oakland,Youngstown St.,-1,2021-01-15,Horz,100.4,109.7,70.6,16.8,16.5,44.5,58.0,18.4,20.1,28.0,35.2,30.0,39.4,1.41,75.8,4,0,Horz,105.2,111.0,66.7,17.7,18.3,47.9,56.0,16.4,17.1,35.8,34.3,29.6,37.7,1.6,76.4,2,0
Illinois Chicago,Robert Morris,2,2021-01-15,Horz,96.2,103.0,69.5,17.2,16.3,50.8,47.4,17.9,14.8,22.5,26.8,35.0,27.9,2.28,78.0,2,0,Horz,99.8,105.5,69.0,16.9,15.9,53.9,56.8,21.9,20.0,34.7,34.4,40.2,40.7,1.72,75.8,2,1
Stetson,Liberty,-7,2021-01-15,ASun,99.0,105.7,68.9,18.3,15.0,48.3,49.9,25.2,17.9,25.5,30.8,37.3,34.1,0.81,77.5,3,0,ASun,106.9,99.9,64.1,19.1,17.5,57.1,48.1,14.9,18.6,22.3,23.7,38.1,32.3,1.74,75.8,4,1
Delaware,Hofstra,-4,2021-01-15,CAA,97.0,105.7,67.2,18.2,17.4,46.6,51.1,19.6,20.1,23.5,27.2,30.1,41.5,1.76,77.9,2,0,CAA,102.7,102.2,69.5,16.5,17.4,49.4,50.1,18.5,16.8,25.5,24.4,29.1,33.7,1.73,76.8,3,0
