home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Long Beach St.,Cal St. Northridge,2,2021-01-15,BW,99.2,107.8,74.7,14.8,17.2,49.4,51.7,21.1,17.6,21.8,36.5,39.0,36.8,1.51,77.0,0,0,BW,99.1,108.6,71.3,15.8,17.6,46.1,53.1,16.7,20.7,25.0,24.5,30.6,35.1,1.32,76.9,0,1
Wagner,LIU,1,2021-01-15,NEC,96.0,105.6,65.1,19.0,16.2,45.1,51.3,19.7,20.1,34.0,26.5,27.7,34.6,1.83,76.5,0,0,NEC,95.1,102.1,74.8,14.6,16.6,46.4,46.6,20.0,26.3,34.3,31.5,26.2,31.6,1.73,76.3,4,1
Seattle,Utah Valley,1,2021-01-15,WAC,95.6,105.3,67.7,17.6,16.7,47.0,51.2,16.1,20.2,24.7,22.9,29.7,36.3,1.52,76.2,3,1,WAC,96.9,105.1,70.3,16.8,16.4,50.8,51.4,20.2,16.4,30.1,21.4,33.0,35.7,1.76,77.5,1,1
Detroit,Green Bay,3,2021-01-15,Horz,101.0,107.6,69.4,16.8,16.5,46.6,54.6,16.3,18.9,25.8,31.3,31.0,37.0,2.56,77.3,1,0,Horz,100.9,109.4,68.7,18.6,15.7,48.0,52.9,15.7,16.0,23.8,30.0,34.1,31.7,1.27,76.4,2,1
Southern Miss,Middle Tennessee,-2,2021-01-15,CUSA,94.9,104.6,64.1,19.4,17.4,47.5,48.2,23.8,16.6,29.9,24.2,34.8,32.7,1.69,77.4,4,0,CUSA,93.0,97.4,70.9,17.0,15.8,44.4,46.7,25.0,24.0,25.1,24.7,29.4,21.3,1.96,76.5,2,1
Wright St.,Cleveland St.,10,2021-01-15,Horz,104.0,95.2,71.9,16.0,16.7,54.8,42.9,19.7,16.7,33.9,25.6,35.0,28.4,1.38,77.4,3,1,Horz,98.0,99.1,66.7,17.8,17.3,49.5,47.6,21.5,22.1,32.0,34.2,30.7,30.0,1.9,77.1,5,1
UC Santa Barbara,UC San Diego,8,2021-01-15,BW,103.6,100.4,67.3,17.0,17.9,49.2,48.6,15.4,23.2,23.8,29.1,32.9,34.9,2.34,77.4,3,1,BW,99.7,103.7,70.2,17.4,15.9,52.6,57.5,20.9,23.7,18.2,26.9,26.7,42.9,1.49,77.2,2,0
Arkansas St.,Louisiana Monroe,2,2021-01-15,SB,97.3,108.2,69.3,17.3,16.2,42.5,50.4,22.3,19.1,28.5,27.5,30.7,35.9,1.58,76.3,3,0,SB,94.2,104.7,67.2,17.3,17.2,48.8,49.2,19.3,21.2,22.5,30.6,36.1,36.0,1.91,76.4,3,0
Louisiana Tech,UTSA,9,2021-01-15,CUSA,102.5,96.6,69.6,16.4,16.6,49.6,45.9,17.7,19.4,26.4,25.9,32.6,30.7,2.14,76.1,3,1,CUSA,104.3,107.7,72.0,15.9,16.9,48.2,56.1,17.6,17.6,27.5,25.7,30.2,38.5,1.92,76.8,2,1
North Dakota,North Dakota St.,-5,2021-01-15,Sum,93.5,104.7,67.3,18.3,16.9,46.5,52.6,21.2,18.2,24.6,28.4,28.9,35.4,1.4,77.5,3,0,Sum,101.4,101.2,65.0,19.1,16.1,49.4,48.7,19.5,13.0,26.3,20.7,33.6,31.5,1.42,78.0,4,1
Florida Gulf Coast,Bellarmine,4,2021-01-15,ASun,96.9,103.1,68.1,17.2,17.0,49.3,48.8,24.4,21.5,30.5,34.4,30.5,29.2,1.57,76.8,4,1,ASun,98.6,107.9,66.4,17.8,18.4,52.4,60.4,18.3,21.9,24.5,25.4,41.0,43.9,1.97,77.1,1,0
Manhattan,Niagara,-3,2021-01-15,MAAC,89.5,103.0,67.4,17.6,17.5,41.2,48.4,20.7,22.9,31.1,28.7,25.1,31.4,1.99,76.6,2,1,MAAC,100.8,105.8,65.6,18.4,18.5,47.3,50.4,14.8,19.4,22.7,26.6,33.2,35.3,2.52,75.5,3,1
Georgia Southern,Troy,4,2021-01-15,SB,97.5,105.8,68.3,18.0,17.3,48.0,57.7,22.3,23.8,33.4,30.8,25.0,43.3,1.82,76.2,2,0,SB,93.3,104.1,66.9,18.1,16.9,41.2,53.7,21.9,17.9,26.7,24.3,25.3,37.1,1.36,76.5,1,0
USC Upstate,Hampton,4,2021-01-15,BSth,96.4,108.5,67.8,17.9,16.1,48.4,55.2,21.2,19.4,24.2,29.4,36.2,35.7,1.63,76.0,3,0,BSth,93.4,107.9,72.4,16.2,16.7,47.9,50.4,18.0,19.0,25.0,28.9,32.1,33.9,1.86,78.0,2,1
Cal Baptist,Tarleton St.,5,2021-01-15,WAC,98.7,109.9,70.4,16.3,17.2,48.3,52.0,19.9,20.5,31.7,38.0,34.4,33.3,1.81,77.3,4,0,WAC,93.3,108.3,69.2,17.7,16.8,46.6,49.0,25.1,22.5,20.9,32.1,33.3,30.6,1.61,76.4,1,0
Lipscomb,North Florida,7,2021-01-15,ASun,102.0,106.4,66.5,17.7,18.0,51.6,52.6,17.6,17.9,18.0,29.3,38.4,33.8,1.86,76.4,4,1,ASun,100.5,111.2,68.0,17.7,16.1,50.7,48.5,24.9,14.6,28.7,37.8,36.2,31.2,1.22,77.4,2,1
Northern Kentucky,IUPUI,6,2021-01-15,Horz,99.3,104.0,66.2,17.8,17.7,47.8,51.4,21.1,21.8,37.0,35.8,27.5,31.8,1.26,75.7,2,0,Horz,95.9,106.5,73.2,16.2,16.1,45.5,51.9,22.7,23.2,21.1,26.6,29.1,33.0,2.12,75.5,2,0
Rider,Siena,-8,2021-01-15,MAAC,98.5,110.7,67.3,18.2,17.7,48.0,53.1,18.7,15.4,27.8,28.4,31.8,35.7,1.72,76.4,1,0,MAAC,104.6,101.4,66.8,19.5,16.3,53.8,47.6,16.2,15.5,30.3,22.9,35.1,30.9,1.93,76.4,4,1
Kennesaw St.,North Alabama,-5,2021-01-15,ASun,87.5,107.4,67.2,18.8,16.4,42.3,51.4,21.0,15.6,25.1,28.1,27.7,32.1,0.89,76.4,0,0,ASun,95.5,104.6,72.1,15.5,16.9,43.7,52.0,21.4,23.4,21.9,28.8,26.4,39.0,1.75,76.2,2,1
Mount St. Mary's,Merrimack,6,2021-01-15,NEC,95.5,103.0,63.4,19.9,16.4,48.1,47.9,21.9,16.6,27.3,22.1,31.1,30.3,1.57,76.8,2,1,NEC,93.0,106.2,68.4,16.3,18.6,51.1,55.8,14.4,22.8,20.4,32.7,29.7,44.6,1.37,75.7,1,0
UT Rio Grande Valley,Dixie St.,8,2021-01-15,WAC,95.3,101.3,71.3,15.3,17.1,40.0,48.0,18.3,24.9,29.5,33.0,27.5,31.4,2.05,76.0,3,1,WAC,95.2,108.6,71.3,15.2,16.5,47.2,53.5,17.9,18.2,21.9,33.1,32.3,32.0,1.86,76.2,3,0
Cal Poly,UC Riverside,-8,2021-01-15,BW,92.1,107.4,68.1,18.0,16.6,42.4,51.3,20.9,18.6,25.5,30.9,25.2,33.6,1.36,76.9,1,0,BW,99.2,98.9,65.8,19.6,16.8,54.1,44.3,19.9,16.3,29.1,25.1,38.2,26.1,1.99,78.8,3,0
Monmouth,Quinnipiac,10,2021-01-15,MAAC,102.5,102.5,75.9,14.6,17.6,53.7,48.0,19.0,20.2,25.4,30.0,41.0,30.4,1.96,75.9,3,1,MAAC,93.1,103.2,69.0,16.7,18.0,45.9,40.3,22.5,16.9,22.4,29.0,28.1,26.2,1.2,77.5,3,0
Marist,Fairfield,7,2021-01-15,MAAC,93.3,101.5,66.7,18.1,17.0,50.2,47.4,22.8,19.8,23.7,25.8,31.9,32.9,1.45,75.9,0,0,MAAC,90.4,105.5,66.5,18.7,17.3,44.4,51.4,19.2,16.1,26.8,26.3,30.1,33.9,1.71,76.8,2,0
Denver,Oral Roberts,-10,2021-01-15,Sum,93.0,109.9,71.4,16.6,17.3,47.3,56.7,23.6,17.9,20.2,25.4,30.4,41.6,1.35,76.8,2,0,Sum,106.8,106.8,71.3,16.4,16.2,50.6,49.6,17.3,16.8,27.8,33.9,36.7,32.6,1.61,76.7,3,1
Campbell,Presbyterian,8,2021-01-15,BSth,97.8,107.2,66.9,18.0,16.7,54.7,52.6,19.8,22.1,15.5,33.9,33.0,32.7,1.82,75.5,2,1,BSth,92.0,110.2,66.9,19.0,16.7,44.7,55.9,22.0,23.5,35.2,27.3,32.5,41.9,0.81,77.0,2,0
UNC Asheville,Charleston Southern,11,2021-01-15,BSth,100.8,105.3,70.0,16.7,16.5,54.7,48.6,20.6,19.3,27.5,27.7,34.3,30.7,1.7,77.0,3,1,BSth,89.7,107.3,68.9,16.8,16.5,44.6,52.0,26.1,18.9,26.8,31.2,32.0,34.8,1.12,76.3,4,0
Winthrop,Longwood,15,2021-01-15,BSth,105.8,100.2,77.3,14.1,17.0,54.9,49.9,20.1,22.1,34.3,21.8,36.2,33.0,1.95,76.7,5,1,BSth,95.8,107.0,66.2,17.9,17.5,50.5,53.1,20.6,19.1,26.3,26.4,32.1,30.3,1.21,75.9,1,0
