home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
UMKC,North Dakota St.,-2,2021-01-29,Sum,97.3,103.4,62.8,19.4,18.0,52.2,52.1,21.7,20.8,23.6,24.5,35.6,39.2,1.94,76.4,2,1,Sum,102.6,101.4,64.5,19.3,16.4,50.2,48.5,19.4,14.0,27.6,20.0,34.5,31.3,1.45,78.1,4,1
Long Beach St.,UC San Diego,-2,2021-01-29,BW,99.7,109.7,74.4,15.0,17.0,50.5,53.2,20.8,17.9,20.3,36.1,39.6,38.5,1.51,77.0,2,0,BW,99.0,104.2,70.8,17.4,16.2,54.5,52.3,24.8,20.1,17.9,33.7,31.7,37.5,1.94,76.9,1,0
Purdue Fort Wayne,Oakland,3,2021-01-29,Horz,101.4,107.9,73.0,16.2,16.8,58.4,52.4,25.9,19.9,29.3,30.0,41.4,32.1,2.06,77.6,3,0,Horz,103.2,110.2,70.5,16.9,16.6,47.1,56.5,18.4,19.4,28.1,34.7,32.5,37.7,1.43,75.8,3,0
Georgia Southern,Coastal Carolina,-4,2021-01-29,SB,95.9,104.4,67.6,18.1,17.6,48.6,53.7,22.0,23.1,31.1,30.5,29.4,39.5,1.81,76.2,3,0,SB,104.9,104.6,71.5,17.0,16.4,52.8,48.7,21.6,18.5,36.3,27.8,39.3,34.7,1.62,76.6,4,1
Arkansas St.,UT Arlington,-3,2021-01-29,SB,99.5,109.8,70.3,17.0,16.4,45.7,50.2,21.2,17.6,31.4,26.8,35.1,35.1,1.45,76.2,2,0,SB,100.1,103.4,71.5,16.2,16.4,45.9,51.9,16.3,20.2,24.6,30.2,34.3,37.2,1.63,76.7,3,1
North Florida,North Alabama,-1,2021-01-29,ASun,100.9,111.9,67.9,17.8,16.5,52.1,47.9,24.2,15.1,28.7,35.7,35.8,31.2,1.26,77.4,4,1,ASun,95.2,102.7,73.3,15.7,17.1,45.6,47.2,20.0,23.4,22.9,25.1,30.5,33.2,1.74,76.3,5,1
IUPUI,Milwaukee,-2,2021-01-29,Horz,97.0,108.2,72.3,16.7,16.3,46.9,55.4,20.1,21.5,23.5,29.4,31.4,34.3,2.11,75.1,2,0,Horz,98.1,103.7,69.9,16.3,17.5,49.1,52.7,16.3,20.1,21.9,22.0,31.2,37.8,1.71,76.8,2,1
Northern Kentucky,Illinois Chicago,2,2021-01-29,Horz,100.9,106.9,65.0,18.0,17.8,50.0,51.7,21.3,20.4,36.3,34.7,28.5,34.5,1.22,75.6,2,1,Horz,95.2,101.1,69.7,17.1,16.5,50.9,45.0,18.7,14.3,22.2,26.8,35.0,25.7,2.36,77.8,3,0
Florida Gulf Coast,Stetson,1,2021-01-29,ASun,95.4,104.8,69.8,17.1,17.2,47.6,50.1,22.4,20.7,30.6,33.5,29.1,30.8,1.61,76.8,2,0,ASun,99.9,106.7,67.8,18.8,16.3,47.3,52.1,21.3,17.3,25.8,28.8,34.8,34.7,0.84,77.0,1,0
Charlotte,FIU,5,2021-01-29,CUSA,99.6,100.2,63.4,18.9,18.1,50.9,48.9,20.5,20.7,21.8,25.4,33.8,30.5,1.76,77.6,2,1,CUSA,102.4,107.8,71.5,16.0,17.0,53.1,52.4,20.9,21.4,26.9,34.2,35.1,35.6,1.9,74.7,0,0
Troy,Appalachian St.,-4,2021-01-29,SB,93.8,104.4,66.5,18.1,17.0,42.9,53.7,21.9,18.9,28.5,26.2,27.3,39.1,1.4,76.7,0,0,SB,103.3,104.9,65.9,18.4,17.6,50.8,52.4,19.2,20.2,27.2,29.1,34.5,34.0,1.83,76.4,4,1
Cal Poly,Cal St. Northridge,-2,2021-01-29,BW,90.4,108.9,68.0,17.5,17.5,40.9,51.0,21.1,17.4,22.5,31.5,28.3,36.0,1.39,76.9,0,0,BW,100.2,112.0,72.0,16.0,17.3,47.6,55.8,17.5,18.2,22.4,26.9,31.6,38.5,1.31,76.8,2,0
Northern Arizona,Northern Colorado,-4,2021-01-29,BSky,98.5,113.2,64.2,19.4,17.7,45.6,59.6,17.6,18.6,26.0,27.2,31.7,39.2,1.24,77.4,1,0,BSky,99.0,104.3,68.5,18.3,17.1,50.8,48.5,20.4,17.3,22.2,25.7,37.3,27.9,1.79,76.6,3,0
Cleveland St.,Green Bay,6,2021-01-29,Horz,98.0,99.0,66.4,17.9,17.1,48.1,46.4,20.6,21.3,30.7,33.4,30.8,28.9,1.94,77.1,3,0,Horz,102.1,109.5,67.5,18.4,16.1,49.5,54.1,16.6,18.2,25.7,30.2,36.1,34.7,1.27,76.3,3,1
Presbyterian,Longwood,-4,2021-01-29,BSth,91.7,109.7,65.8,19.0,16.5,46.1,55.1,23.9,22.8,31.6,30.0,32.1,39.1,0.86,77.2,1,1,BSth,97.9,106.4,64.7,18.5,17.4,51.4,52.4,20.4,19.5,25.5,26.1,33.4,30.4,1.2,75.9,3,1
South Dakota,Nebraska Omaha,8,2021-01-29,Sum,102.9,104.0,68.4,17.6,17.3,50.3,47.4,15.9,16.7,21.3,24.0,37.3,32.3,1.68,76.5,5,1,Sum,96.7,105.5,71.2,16.5,16.5,44.0,54.0,19.0,16.5,24.2,26.9,28.8,38.8,1.89,76.1,0,0
North Dakota,Western Illinois,5,2021-01-29,Sum,93.8,105.4,67.6,17.9,17.3,46.9,53.7,19.6,18.3,23.2,28.2,29.6,38.1,1.45,77.5,1,0,Sum,95.0,110.9,70.9,16.7,16.4,44.2,54.5,15.8,15.8,25.4,26.3,30.3,37.9,2.17,77.2,0,0
Cal Baptist,Dixie St.,7,2021-01-29,WAC,101.2,110.4,69.7,15.9,17.7,52.8,52.1,20.6,18.2,30.2,28.7,39.2,37.3,1.89,77.3,4,1,WAC,93.2,109.4,73.1,15.2,16.8,45.7,52.5,21.4,19.2,22.7,34.3,27.9,30.4,1.86,76.2,0,0
Winthrop,UNC Asheville,11,2021-01-29,BSth,105.7,99.6,75.9,14.3,17.5,54.4,50.6,19.5,22.8,34.0,20.8,36.3,33.8,1.98,76.7,5,1,BSth,101.8,108.2,69.6,16.8,17.0,54.6,50.3,20.2,19.7,26.5,31.1,36.8,33.2,1.79,76.8,2,0
Utah Valley,Tarleton St.,8,2021-01-29,WAC,98.5,106.0,71.1,16.7,16.2,52.7,50.2,21.8,14.6,30.1,23.5,33.3,36.0,1.82,77.6,3,0,WAC,95.5,110.9,68.5,18.4,16.0,48.5,55.5,19.2,21.7,17.7,29.8,39.5,39.5,1.43,76.3,1,1
Gardner Webb,High Point,9,2021-01-29,BSth,103.8,106.4,68.2,16.7,17.0,51.8,50.5,17.2,17.9,25.4,26.2,36.7,34.4,1.16,75.9,3,1,BSth,95.3,107.2,68.0,17.9,17.4,49.6,52.4,20.5,20.1,27.7,28.1,32.3,34.2,1.17,76.2,1,0
Jacksonville,Liberty,-10,2021-01-29,ASun,94.1,106.8,67.9,16.1,17.7,48.4,50.8,20.2,23.0,25.7,32.4,30.9,35.4,1.56,76.4,2,0,ASun,107.2,100.5,64.0,19.0,17.7,56.6,47.1,15.6,17.7,21.7,24.0,37.3,31.6,1.75,75.8,4,1
Kennesaw St.,Bellarmine,-8,2021-01-29,ASun,84.8,105.5,68.1,18.5,16.3,41.9,50.9,21.5,17.5,24.3,26.4,27.4,32.1,0.89,76.5,0,0,ASun,102.5,107.5,65.0,17.8,18.6,54.0,55.4,17.9,21.4,27.1,26.2,39.2,39.1,2.03,76.9,4,1
Campbell,Charleston Southern,8,2021-01-29,BSth,98.9,107.7,67.1,18.0,17.3,55.6,52.4,19.5,22.7,14.6,34.1,35.3,31.1,1.78,75.4,2,0,BSth,91.1,109.1,68.9,16.9,16.6,46.0,53.5,24.7,18.1,26.4,29.9,31.5,36.4,1.12,76.5,0,0
Little Rock,Louisiana Monroe,10,2021-01-29,SB,104.3,104.2,67.7,16.9,17.1,52.5,50.5,22.7,20.6,31.7,29.4,33.3,33.9,1.94,77.9,2,0,SB,94.0,106.6,67.2,17.1,17.6,48.3,51.3,18.6,21.3,21.1,31.1,35.2,38.4,1.94,76.3,0,0
Saint Peter's,Manhattan,11,2021-01-29,MAAC,96.2,96.4,67.2,17.4,16.9,46.9,45.6,21.3,22.1,29.6,31.0,35.3,35.4,1.28,76.0,2,0,MAAC,89.6,102.1,66.1,18.2,17.6,42.1,46.5,22.0,22.7,32.6,27.5,26.8,30.1,2.01,76.7,4,1
Cal St. Bakersfield,Cal St. Fullerton,12,2021-01-29,BW,100.5,97.9,65.0,19.2,16.7,44.5,47.2,19.6,21.3,39.5,25.7,31.4,30.9,2.71,77.0,4,0,BW,94.2,106.3,69.7,16.6,16.8,51.2,52.0,18.3,18.9,22.0,28.3,35.9,36.9,1.45,77.0,3,0
Wright St.,Robert Morris,17,2021-01-29,Horz,106.9,94.9,71.7,16.0,16.8,55.1,42.6,19.2,16.9,34.4,25.9,35.4,28.1,1.33,77.4,4,1,Horz,99.5,108.0,68.0,17.2,17.0,49.1,54.9,18.9,19.2,31.3,31.2,35.5,37.2,1.79,75.6,1,0
