home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Virginia,Pittsburgh,10,2021-02-06,ACC,115.7,90.9,59.9,19.9,18.9,57.5,48.2,14.3,16.6,22.5,21.1,39.1,34.2,1.86,77.7,4,1,ACC,107.1,96.3,69.5,16.7,17.1,48.4,48.1,17.6,18.1,34.2,27.2,32.6,30.2,1.25,77.6,2,1
Rhode Island,Massachusetts,7,2021-02-06,A10,105.5,92.9,69.2,17.0,16.9,50.4,46.1,21.3,18.1,29.7,26.4,32.4,31.5,1.91,76.4,2,0,A10,105.4,99.6,72.8,16.4,16.3,48.1,52.2,16.1,21.5,25.3,22.6,32.0,34.8,1.04,76.9,4,1
Northern Iowa,Indiana St.,1,2021-02-06,MVC,104.6,103.0,70.4,17.0,17.4,50.6,54.3,19.2,15.6,24.0,20.4,33.2,36.9,1.37,76.7,2,0,MVC,102.5,98.9,67.9,17.6,17.3,49.0,51.7,20.3,21.9,25.8,28.3,35.2,31.2,1.82,76.7,5,1
Georgia,Vanderbilt,6,2021-02-06,SEC,107.9,99.3,72.9,15.6,16.5,51.1,50.7,22.0,22.4,35.9,34.7,32.2,31.7,1.91,76.0,3,1,SEC,107.4,103.8,69.1,17.6,16.4,51.3,53.7,20.0,18.1,31.6,26.0,34.4,35.1,1.38,77.1,1,1
Furman,Wofford,6,2021-02-06,SC,110.0,101.5,68.5,16.0,17.2,57.6,51.9,18.1,21.8,27.8,30.9,35.9,35.5,1.95,76.6,3,1,SC,105.7,102.3,66.1,17.9,17.3,54.9,51.9,19.5,18.7,27.6,29.3,35.9,35.0,1.5,75.5,3,0
Michigan St.,Nebraska,8,2021-02-06,B10,108.5,94.6,69.3,16.5,17.4,49.0,48.3,19.1,15.7,31.3,25.9,33.4,32.4,1.71,77.9,1,0,B10,103.8,99.0,72.1,14.7,17.8,47.2,51.0,17.8,19.5,26.4,29.1,31.5,33.2,2.0,78.2,0,0
Eastern Kentucky,Murray St.,1,2021-02-06,OVC,99.9,100.7,75.6,15.2,16.2,50.1,49.4,16.2,25.6,29.3,32.5,33.8,31.9,1.33,75.8,4,0,OVC,103.0,102.3,66.5,17.4,18.0,53.6,49.7,20.6,20.1,28.7,27.2,35.4,30.7,1.52,76.8,3,0
South Dakota St.,South Dakota,6,2021-02-06,Sum,109.0,103.0,70.5,15.9,17.4,55.2,47.7,16.6,14.4,21.0,23.8,41.2,31.2,1.55,77.3,4,0,Sum,103.3,102.0,68.4,17.7,16.7,51.5,47.6,15.1,16.4,21.6,23.1,37.6,33.1,1.66,76.5,5,1
Hofstra,Drexel,2,2021-02-06,CAA,105.0,104.5,67.8,17.0,17.8,50.3,50.2,17.9,17.4,29.0,28.1,30.6,32.1,1.7,76.7,5,1,CAA,103.0,102.4,64.6,18.9,16.6,51.3,49.3,18.6,18.5,28.9,21.2,31.2,29.0,1.8,77.2,2,0
Ball St.,Toledo,-9,2021-02-06,MAC,100.2,101.3,70.0,16.8,16.8,49.1,48.8,19.7,18.6,25.5,31.1,32.7,30.7,1.9,76.8,1,0,MAC,117.0,101.8,67.7,17.3,17.1,54.7,48.4,16.3,17.8,32.2,30.8,39.1,28.8,1.78,76.8,5,1
South Alabama,Coastal Carolina,-1,2021-02-06,SB,103.5,108.7,66.0,17.1,18.4,52.8,52.8,19.5,20.7,27.0,32.2,37.8,36.0,1.99,75.9,3,1,SB,102.9,103.1,70.8,17.0,16.6,52.0,47.7,22.6,18.7,36.7,28.0,38.0,33.3,1.68,76.6,3,0
Oakland,Cleveland St.,-2,2021-02-06,Horz,103.8,108.9,70.1,17.1,16.6,47.7,56.7,18.2,19.5,28.8,33.9,32.9,37.6,1.45,75.8,3,0,Horz,98.4,98.2,66.4,17.8,17.2,49.8,46.9,20.4,21.3,30.7,33.3,32.6,29.0,2.01,76.9,4,1
Wyoming,Colorado St.,-9,2021-02-06,MWC,106.8,109.8,70.1,17.0,16.9,53.1,53.2,15.7,18.1,23.1,28.8,35.2,33.3,1.03,77.9,2,0,MWC,107.6,95.2,70.6,16.4,17.3,56.6,47.9,20.3,19.9,20.7,25.8,39.1,29.7,1.2,75.8,3,1
Buffalo,Miami OH,7,2021-02-06,MAC,105.8,98.9,73.9,14.5,17.1,50.8,45.9,18.1,18.2,34.3,28.8,33.6,26.5,2.32,76.8,2,1,MAC,104.4,104.3,66.3,18.3,16.8,50.7,51.3,15.6,18.6,26.4,28.8,36.3,33.6,1.94,75.1,3,0
UC Irvine,Cal St. Bakersfield,6,2021-02-06,BW,100.1,93.4,67.2,18.4,16.9,46.5,45.8,20.7,20.3,33.7,24.3,31.6,32.1,0.99,77.5,4,1,BW,100.8,100.2,66.0,18.8,16.9,46.4,48.5,20.2,20.6,38.8,25.8,32.3,32.9,2.69,77.0,2,0
FIU,UTSA,1,2021-02-06,CUSA,101.4,107.7,70.6,16.3,17.3,52.0,53.0,20.0,21.7,26.9,33.2,33.8,36.3,1.86,74.5,1,0,CUSA,103.8,108.1,71.5,16.4,16.8,47.6,53.3,16.2,17.7,26.2,26.5,31.2,37.0,1.92,76.7,4,1
Texas St.,Little Rock,3,2021-02-06,SB,100.3,99.7,62.9,19.6,17.3,52.2,50.7,20.5,23.5,28.5,26.9,39.0,35.1,2.38,75.7,3,1,SB,101.6,103.0,67.5,17.1,17.5,51.5,49.8,22.8,20.9,32.0,29.3,31.1,33.2,1.96,77.9,3,0
Sam Houston St.,Nicholls St.,2,2021-02-06,Slnd,100.7,103.9,70.8,16.2,16.3,49.2,50.2,21.2,21.2,29.7,34.0,36.4,30.6,1.85,75.2,4,0,Slnd,99.7,103.4,71.1,16.1,16.5,50.8,49.6,18.0,21.6,29.5,29.4,32.5,34.0,2.46,76.1,5,1
Weber St.,Montana St.,4,2021-02-06,BSky,102.4,103.0,72.2,15.8,16.9,56.6,48.8,17.9,19.4,22.8,26.1,38.4,34.0,2.08,77.5,4,1,BSky,98.7,101.7,68.6,17.0,17.8,50.6,47.7,17.9,19.5,20.4,28.5,34.1,31.8,1.98,76.7,4,0
North Dakota St.,Oral Roberts,5,2021-02-06,Sum,99.8,98.5,64.1,19.3,16.8,49.5,48.0,19.7,14.1,27.6,20.4,32.8,32.4,1.46,78.1,4,1,Sum,106.2,108.6,70.2,16.3,17.1,51.9,50.9,17.2,17.8,26.8,32.3,38.1,34.1,1.62,76.5,3,0
Illinois St.,Missouri St.,-5,2021-02-06,MVC,98.1,104.8,70.1,16.3,18.3,50.5,52.0,19.3,16.6,23.3,28.5,37.2,31.9,1.05,77.1,1,0,MVC,104.5,101.0,70.3,17.1,17.0,52.1,48.3,18.6,14.7,23.3,23.3,31.2,34.1,1.62,77.5,1,0
The Citadel,Western Carolina,-1,2021-02-06,SC,102.6,113.1,76.4,14.9,16.6,54.2,54.0,17.4,13.8,23.9,27.5,37.0,32.4,1.87,76.5,1,0,SC,99.5,106.4,70.6,16.6,16.9,51.2,53.7,19.8,16.7,24.8,25.0,32.1,34.8,1.77,76.1,1,0
Memphis,East Carolina,11,2021-02-06,Amer,103.8,87.8,71.5,15.9,17.1,50.8,44.4,21.9,23.1,33.4,25.4,35.7,28.0,1.11,77.8,4,1,Amer,101.5,98.1,68.4,17.6,17.2,47.2,48.2,19.0,20.8,27.7,27.3,32.5,31.8,2.0,77.7,1,1
Arkansas St.,Louisiana,-3,2021-02-06,SB,100.8,109.7,69.1,17.2,16.5,47.3,50.4,19.9,18.2,32.1,28.6,36.7,36.1,1.42,76.2,2,1,SB,100.6,102.1,71.1,16.1,17.4,51.2,48.3,20.9,17.6,30.1,27.9,35.5,34.2,1.75,77.7,4,0
Morehead St.,Austin Peay,5,2021-02-06,OVC,97.4,96.2,66.2,18.3,16.7,51.5,47.1,24.1,19.2,30.5,24.8,32.8,29.5,1.7,77.3,5,1,OVC,104.7,107.7,67.3,18.0,16.3,51.0,55.0,22.1,21.2,35.8,27.2,34.1,35.4,1.58,75.0,3,1
East Tennessee St.,Chattanooga,6,2021-02-06,SC,102.5,98.4,66.3,17.9,17.0,50.9,50.1,21.3,21.2,32.5,27.4,34.3,34.5,1.94,77.2,4,1,SC,102.3,104.4,67.6,17.7,16.5,51.0,53.0,16.1,19.4,21.9,25.5,35.8,34.1,1.96,77.1,3,1
Milwaukee,Northern Kentucky,1,2021-02-06,Horz,98.0,104.9,69.8,16.3,17.5,49.4,52.0,16.3,18.8,22.6,24.5,32.1,37.9,1.7,76.8,2,0,Horz,102.4,107.8,65.0,18.1,17.8,50.6,51.5,19.9,20.5,35.1,35.0,30.1,35.8,1.24,75.8,5,1
Elon,UNC Wilmington,-1,2021-02-06,CAA,96.3,105.4,67.5,16.5,18.9,45.4,52.5,19.2,17.7,19.0,23.7,30.3,34.7,1.63,75.7,0,0,CAA,102.9,107.6,69.3,16.6,17.7,49.0,51.5,16.1,19.7,26.4,32.1,33.7,30.0,1.83,76.6,1,0
Stetson,Lipscomb,3,2021-02-06,ASun,98.9,104.6,68.1,18.4,16.4,47.9,50.9,20.0,18.1,25.5,29.6,36.0,32.6,0.83,77.0,3,1,ASun,102.3,107.6,66.2,17.7,18.0,51.4,51.8,18.0,17.4,23.7,29.6,36.6,33.1,1.88,76.5,2,0
Texas Southern,UT Rio Grande Valley,2,2021-02-06,SWAC,97.4,104.2,70.0,16.4,16.4,46.0,48.1,22.0,17.9,32.2,27.0,28.6,32.6,2.52,77.8,3,1,WAC,94.8,100.3,70.5,15.6,16.6,42.7,46.4,18.7,26.5,31.0,32.5,26.7,26.9,2.12,76.0,4,1
Cal St. Northridge,UC Davis,-2,2021-02-06,BW,99.2,110.6,70.7,16.3,17.4,48.8,54.6,17.5,18.7,21.8,26.3,33.3,35.5,1.34,76.8,2,1,BW,99.5,105.0,71.7,15.9,16.8,48.2,57.6,20.0,22.3,24.4,25.4,30.6,38.7,1.56,75.7,1,0
Robert Morris,Youngstown St.,1,2021-02-06,Horz,98.5,108.4,67.6,17.4,17.1,49.4,54.8,19.1,18.4,30.1,31.9,35.3,38.6,1.76,75.7,0,0,Horz,104.6,112.1,67.6,17.6,17.8,47.8,56.1,16.0,17.7,34.5,31.4,30.1,37.6,1.6,76.5,2,1
Fresno St.,Utah St.,-10,2021-02-06,MWC,97.9,101.0,66.2,18.0,17.3,47.8,50.1,21.6,19.8,31.1,27.2,29.0,33.6,1.25,77.3,2,0,MWC,105.6,89.7,69.5,16.7,17.5,50.8,45.4,20.2,21.1,35.2,20.7,35.0,33.3,1.49,78.2,3,1
UAB,UTEP,8,2021-02-06,CUSA,104.1,95.4,67.4,17.3,17.8,49.4,44.0,14.6,24.0,29.5,26.0,29.5,28.9,2.28,76.9,5,1,CUSA,100.6,101.3,67.5,17.2,18.1,46.5,49.7,15.7,18.2,24.6,27.2,31.3,33.6,1.93,77.8,2,0
New Hampshire,UMass Lowell,-1,2021-02-06,AE,94.3,104.7,67.4,18.5,16.9,45.2,49.6,17.4,18.1,27.2,21.0,31.9,33.9,1.52,76.9,2,0,AE,99.8,105.5,69.1,17.1,17.3,51.5,49.1,21.9,16.8,27.5,25.5,35.0,30.7,1.52,77.5,4,1
Fordham,La Salle,-4,2021-02-06,A10,88.7,97.7,63.7,18.6,18.5,41.1,51.5,20.9,20.1,21.0,31.3,26.0,33.5,1.64,75.8,0,0,A10,101.3,101.4,68.6,16.9,17.3,50.9,50.4,21.4,20.5,24.7,30.3,35.6,30.0,1.35,76.7,3,1
Southeast Missouri St.,Jacksonville St.,-3,2021-02-06,OVC,94.9,106.2,67.7,17.5,17.5,49.6,51.6,21.7,19.3,26.9,21.1,34.3,36.0,1.74,76.2,3,1,OVC,103.1,106.9,66.0,18.1,16.7,52.2,49.4,20.7,15.2,31.4,28.2,34.8,33.3,2.14,77.2,3,1
Portland St.,Montana,-4,2021-02-06,BSky,94.3,104.5,71.4,16.7,16.3,42.4,49.2,21.5,21.7,32.1,24.4,27.4,34.3,2.14,77.7,2,0,BSky,97.5,98.6,65.3,18.6,17.5,47.5,46.6,20.3,18.0,23.2,31.8,36.6,30.0,1.05,77.2,3,1
Oklahoma,Iowa St.,14,2021-02-06,B12,112.3,91.7,68.0,17.2,17.4,50.4,48.2,15.2,19.9,29.1,27.1,33.8,35.8,2.07,77.0,4,0,B12,103.0,99.6,70.3,16.6,16.8,50.7,51.3,22.3,20.0,22.8,35.5,32.2,30.6,1.79,76.4,0,0
Central Michigan,Western Michigan,3,2021-02-06,MAC,99.4,107.4,72.4,15.5,16.6,48.1,53.3,18.6,19.3,29.1,33.1,33.2,34.4,2.15,77.3,1,0,MAC,95.3,104.3,66.0,18.6,16.4,49.3,49.8,20.5,13.7,23.3,28.1,32.5,31.0,1.68,76.3,1,1
Middle Tennessee,Charlotte,-4,2021-02-06,CUSA,89.7,99.3,70.2,17.3,16.6,44.3,49.7,23.1,21.4,24.6,25.7,29.8,27.3,1.94,76.7,1,1,CUSA,99.0,99.9,62.5,19.0,18.2,52.1,48.7,21.0,20.1,21.1,25.0,33.8,30.1,1.84,77.5,3,0
Green Bay,IUPUI,3,2021-02-06,Horz,101.8,110.3,67.3,18.4,16.4,49.7,54.5,16.7,17.9,25.9,29.6,34.9,36.5,1.28,76.3,2,0,Horz,97.2,107.3,71.2,16.8,16.5,47.0,54.1,18.6,19.5,25.2,27.5,32.6,33.0,2.13,75.0,2,1
Florida Gulf Coast,North Alabama,3,2021-02-06,ASun,94.3,103.1,70.2,16.8,17.1,47.5,48.2,21.1,19.2,30.5,30.9,28.6,32.0,1.61,76.8,3,1,ASun,94.6,104.4,72.6,15.9,17.1,46.0,49.8,19.8,21.3,25.1,25.4,31.0,34.8,1.73,76.3,3,0
Dixie St.,Seattle,-1,2021-02-06,WAC,92.5,108.2,73.4,15.1,16.7,45.4,52.9,19.4,19.6,23.1,33.0,28.4,33.0,1.88,76.3,2,1,WAC,95.2,106.2,68.8,17.3,16.5,46.1,50.2,15.6,20.0,25.7,25.2,30.7,34.5,1.53,76.2,2,0
Nebraska Omaha,Western Illinois,3,2021-02-06,Sum,96.9,108.6,71.3,16.4,16.6,45.6,55.3,18.3,16.3,23.6,27.2,32.3,39.4,1.87,76.1,0,0,Sum,98.4,111.4,71.7,16.7,16.2,46.1,54.8,15.9,16.2,26.6,24.6,32.0,39.4,2.13,77.2,2,1
Bradley,Southern Illinois,7,2021-02-06,MVC,101.2,96.9,66.5,16.9,18.9,49.1,48.0,20.0,18.2,30.1,27.3,30.0,36.6,1.6,77.3,0,0,MVC,100.5,104.3,67.4,17.6,17.9,53.1,54.5,18.5,20.3,17.5,26.8,38.5,37.8,0.98,76.3,1,1
Denver,North Dakota,-2,2021-02-06,Sum,94.4,112.6,70.6,16.8,17.3,48.6,57.3,21.7,17.5,22.4,25.8,33.5,42.5,1.33,76.7,0,0,Sum,94.8,108.2,67.9,17.6,17.2,48.6,53.8,19.4,17.8,22.5,27.7,31.9,39.2,1.48,77.4,2,1
Troy,Georgia Southern,3,2021-02-06,SB,92.9,101.8,67.4,18.1,16.8,43.8,51.3,21.6,18.8,28.4,25.2,27.5,36.9,1.4,76.6,4,1,SB,92.8,102.9,67.8,17.9,17.3,47.4,53.4,22.1,23.6,29.6,30.2,29.7,38.9,1.81,76.2,2,0
Charleston,Towson,5,2021-02-06,CAA,101.4,106.7,64.0,18.9,17.6,50.4,53.5,16.8,18.1,24.0,24.1,36.9,37.4,1.97,76.9,3,0,CAA,99.9,109.2,66.8,18.7,16.3,45.8,52.0,19.1,15.4,35.7,30.6,28.8,38.6,1.66,76.9,0,0
Texas A&M Corpus Chris,Incarnate Word,2,2021-02-06,Slnd,92.2,108.7,68.5,17.4,16.7,46.3,50.8,24.1,18.1,23.9,31.8,33.6,32.2,2.27,75.9,0,0,Slnd,94.9,110.4,65.5,18.2,16.9,52.1,51.2,20.9,18.9,23.5,32.9,40.3,28.0,1.14,75.8,2,1
Eastern Illinois,Tennessee St.,2,2021-02-06,OVC,93.7,107.6,68.7,17.1,17.1,47.3,52.5,19.2,19.2,27.9,29.2,31.1,37.6,2.46,76.7,1,0,OVC,86.6,100.2,70.8,16.7,16.8,45.4,47.2,22.3,22.6,25.3,31.1,25.4,30.1,1.66,76.6,1,0
Tennessee Martin,Tennessee Tech,-2,2021-02-06,OVC,92.7,113.9,68.0,17.8,16.8,44.2,58.6,21.3,20.4,29.8,32.0,33.6,39.3,1.61,76.9,2,0,OVC,93.8,108.4,69.0,17.2,17.1,48.5,54.0,23.6,17.6,26.0,28.7,30.5,34.2,1.45,77.2,1,0
Alcorn St.,Jackson St.,-3,2021-02-06,SWAC,91.1,109.6,69.6,17.6,16.3,43.5,56.9,20.8,20.8,30.5,35.8,28.1,37.8,2.09,75.2,3,0,SWAC,90.8,102.0,69.4,16.7,16.6,42.7,45.6,22.9,21.7,28.8,31.0,31.0,32.0,2.28,76.4,4,1
Manhattan,Monmouth,-7,2021-02-06,MAAC,88.2,100.5,66.7,17.7,17.6,41.4,47.1,21.2,23.0,30.5,27.8,26.6,31.7,2.0,76.7,2,0,MAAC,102.6,103.0,75.7,14.6,17.5,51.3,47.4,18.3,19.9,25.6,27.2,39.5,30.2,2.03,76.0,4,1
Kansas St.,Texas Tech,-15,2021-02-06,B12,100.0,103.6,65.4,18.6,17.5,47.9,55.2,22.8,18.2,30.4,28.8,30.0,38.2,1.03,76.9,0,0,B12,112.2,89.4,66.2,17.9,17.7,48.8,46.7,16.1,24.7,35.4,28.5,33.1,33.9,1.42,76.9,3,1
Rice,Southern Miss,7,2021-02-06,CUSA,103.4,105.6,70.5,16.8,16.8,53.9,50.9,19.6,17.5,27.6,26.4,36.6,34.8,1.38,77.0,1,1,CUSA,94.6,103.2,66.5,18.2,17.0,47.4,48.2,20.3,17.0,24.6,23.8,34.4,32.4,1.69,77.5,0,0
Valparaiso,Drake,-12,2021-02-06,MVC,96.2,102.3,67.7,17.2,18.1,46.0,51.5,18.2,18.7,21.3,27.2,28.2,34.1,1.41,76.8,3,0,MVC,111.1,95.6,67.3,17.3,17.6,56.5,45.1,16.3,21.3,34.9,24.0,38.7,28.9,2.06,76.2,5,1
Oregon,Washington,14,2021-02-06,P12,111.2,94.3,69.3,16.3,17.4,52.7,48.1,17.5,21.3,29.2,24.4,34.4,30.6,2.25,77.4,2,0,P12,103.6,103.4,71.0,16.4,17.7,47.8,50.3,19.4,16.7,25.2,37.9,32.2,33.6,1.92,77.9,2,0
Detroit,Purdue Fort Wayne,7,2021-02-06,Horz,105.9,107.6,67.1,17.6,17.2,53.7,54.6,16.9,18.5,26.1,30.1,38.3,38.0,2.46,77.5,4,1,Horz,100.1,109.4,71.4,16.3,17.2,58.4,53.7,25.0,19.0,28.7,29.2,40.6,34.5,2.06,77.6,0,0
Alabama St.,Arkansas Pine Bluff,3,2021-02-06,SWAC,84.0,108.3,69.7,15.7,17.5,41.1,47.6,22.7,21.1,31.7,28.5,30.0,30.8,1.85,75.1,1,0,SWAC,89.0,113.8,68.5,18.4,15.5,41.4,56.3,22.2,16.8,26.5,30.8,30.2,42.9,2.26,75.8,0,0
New Mexico St.,Cal Baptist,9,2021-02-06,WAC,102.4,101.1,66.3,19.4,17.1,43.2,51.7,17.8,13.3,29.6,25.0,25.7,31.3,2.45,76.3,1,0,WAC,102.4,110.0,70.6,16.0,17.2,54.5,51.5,20.0,16.9,29.2,26.6,40.1,36.3,1.88,77.3,4,1
