home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Longwood,Gardner Webb,-1,2021-02-11,BSth,96.9,105.5,64.2,18.6,17.7,50.5,52.5,20.7,20.4,26.5,26.4,32.3,31.2,1.23,75.8,3,0,BSth,103.8,107.6,67.3,16.8,17.7,52.4,49.5,17.7,18.2,26.0,28.4,36.8,33.0,1.15,75.9,2,0
Kansas,Iowa St.,13,2021-02-11,B12,111.5,91.9,68.7,16.2,17.8,49.7,48.8,18.4,19.7,32.2,26.6,34.2,35.2,1.48,78.2,3,1,B12,103.9,100.2,70.2,16.7,16.9,50.1,51.3,21.1,19.6,23.2,36.1,34.0,31.1,1.84,76.2,0,0
Wagner,Fairleigh Dickinson,3,2021-02-11,NEC,97.8,106.7,63.0,19.1,16.3,46.8,51.7,18.6,20.2,34.7,27.4,28.8,34.7,1.9,76.5,3,1,NEC,100.9,109.9,70.6,16.4,16.5,51.5,52.1,20.2,19.9,29.0,33.7,37.2,30.2,1.47,75.4,4,1
Mount St. Mary's,LIU,4,2021-02-11,NEC,97.4,104.2,61.4,20.3,17.1,49.3,47.3,21.0,16.9,32.3,24.4,34.5,30.5,1.55,76.9,3,1,NEC,95.9,104.3,74.7,14.7,17.2,49.1,50.4,20.5,21.3,34.0,28.1,31.3,32.8,1.77,76.0,3,1
Belmont,Eastern Kentucky,11,2021-02-11,OVC,112.6,102.1,70.9,15.8,17.4,59.4,49.6,16.3,21.5,23.9,27.3,37.0,34.7,1.35,77.0,5,1,OVC,99.6,100.8,75.4,15.1,16.3,49.8,50.1,16.6,25.1,29.0,31.1,33.5,32.8,1.29,75.9,3,1
St. Francis PA,St. Francis NY,3,2021-02-11,NEC,96.5,107.7,69.2,16.9,16.7,48.4,51.8,20.2,18.9,28.8,28.5,33.1,30.3,1.3,77.0,2,0,NEC,97.6,110.2,73.6,16.1,16.3,48.7,52.4,16.9,20.4,29.3,31.4,31.0,39.9,2.16,74.9,1,0
Tennessee Tech,SIU Edwardsville,1,2021-02-11,OVC,94.4,108.8,68.4,17.2,17.3,48.6,53.6,23.4,17.4,26.1,28.9,30.7,34.1,1.48,77.0,0,0,OVC,94.8,107.0,68.9,17.5,16.3,49.9,52.2,23.8,20.4,29.5,32.2,31.2,33.3,1.75,76.5,1,0
Central Connecticut,Merrimack,-1,2021-02-11,NEC,94.6,109.8,69.4,16.4,17.2,49.9,54.4,19.2,20.1,22.0,31.7,33.6,37.3,1.66,75.5,2,1,NEC,92.3,103.3,67.3,17.5,17.6,50.9,49.2,18.1,21.6,20.1,30.1,30.5,38.9,1.39,75.7,4,1
Air Force,Fresno St.,-5,2021-02-11,MWC,96.5,110.7,61.6,19.6,17.7,53.8,57.5,22.8,20.0,15.0,34.6,34.9,37.8,1.96,76.8,0,0,MWC,98.6,101.5,65.9,18.0,17.3,47.8,50.1,21.6,19.8,31.1,27.2,29.0,33.6,1.25,77.3,2,0
Campbell,USC Upstate,5,2021-02-11,BSth,98.4,108.1,66.4,18.2,17.3,55.5,52.3,19.5,22.5,16.0,32.8,34.9,30.9,1.77,75.4,3,1,BSth,97.1,110.6,68.7,17.6,16.5,48.3,54.6,20.3,18.4,24.3,29.2,35.1,35.6,1.67,76.0,1,1
South Alabama,Troy,6,2021-02-11,SB,103.9,107.6,66.0,17.1,18.3,52.2,51.8,18.7,20.8,27.0,32.3,36.3,34.8,1.99,75.9,4,1,SB,93.1,103.2,67.5,18.0,16.9,43.6,51.8,21.7,18.8,28.3,25.2,27.6,38.0,1.4,76.7,4,0
Hampton,Presbyterian,5,2021-02-11,BSth,94.2,107.2,71.5,16.1,16.9,48.5,48.0,17.6,18.2,23.6,31.8,33.2,32.3,1.85,78.0,3,1,BSth,90.9,107.7,65.1,19.3,17.1,46.5,53.4,24.1,22.1,32.1,31.4,32.5,36.8,0.88,77.4,2,0
Tennessee St.,Morehead St.,-8,2021-02-11,OVC,87.0,100.9,71.1,16.6,16.7,45.2,48.7,21.9,23.1,25.7,30.9,25.4,31.7,1.67,76.6,1,0,OVC,98.7,97.0,65.6,18.5,16.9,51.6,47.4,24.0,19.1,31.8,25.2,32.7,30.0,1.7,77.3,5,1
Georgia St.,Georgia Southern,10,2021-02-11,SB,103.9,101.6,70.4,15.5,18.0,50.5,48.3,17.6,20.0,29.3,34.8,31.0,32.5,1.66,76.4,2,0,SB,94.3,103.1,67.8,17.9,17.3,48.1,52.7,21.8,23.6,29.4,30.0,31.0,38.6,1.81,76.2,2,1
Jacksonville St.,Eastern Illinois,9,2021-02-11,OVC,103.2,105.7,66.3,18.1,16.7,51.9,48.9,20.7,15.4,31.4,27.5,33.6,33.4,2.15,77.2,3,1,OVC,94.8,107.9,68.9,17.1,17.0,48.3,51.9,19.7,19.0,27.8,29.3,32.2,37.0,2.45,76.7,2,1
High Point,Charleston Southern,8,2021-02-11,BSth,96.8,106.0,66.6,18.4,17.1,47.3,52.5,19.2,20.0,31.5,26.5,30.0,34.9,1.19,76.3,3,0,BSth,90.7,108.6,68.2,17.0,17.1,46.7,53.6,24.3,18.2,26.0,29.5,31.3,36.0,1.11,76.5,0,0
Louisiana,Louisiana Monroe,10,2021-02-11,SB,100.6,102.6,71.1,16.0,17.5,51.1,48.8,20.9,17.6,30.5,27.6,35.4,35.7,1.74,77.7,3,0,SB,91.4,104.4,66.5,17.3,17.8,47.4,49.9,19.4,20.9,22.4,32.2,34.1,35.8,1.99,76.4,0,0
Murray St.,Southeast Missouri St.,11,2021-02-11,OVC,103.3,101.4,66.5,17.4,17.7,54.0,49.5,20.5,20.0,27.9,26.7,35.4,30.3,1.55,76.7,3,1,OVC,94.1,105.3,67.9,17.5,17.5,49.1,51.4,21.5,19.5,26.3,21.7,34.4,34.7,1.73,76.2,3,0
Idaho St.,Idaho,10,2021-02-11,BSky,96.4,107.0,63.8,19.6,17.2,49.1,49.2,25.6,17.0,30.3,27.6,31.3,38.8,1.86,76.7,3,1,BSky,91.2,114.0,67.9,17.3,17.4,48.8,54.5,23.0,16.6,21.9,29.5,33.0,39.4,1.91,76.2,0,0
Austin Peay,Tennessee Martin,13,2021-02-11,OVC,106.2,109.6,66.5,18.1,16.7,51.0,55.2,21.4,21.2,36.2,28.8,33.7,36.0,1.56,75.0,3,0,OVC,94.4,114.0,67.2,18.0,16.9,45.1,57.7,20.8,20.0,29.8,32.7,34.4,38.1,1.64,77.0,3,1
Pacific,Portland,15,2021-02-11,WCC,101.9,97.3,66.7,19.1,16.1,43.9,51.9,17.0,19.3,28.4,25.6,29.0,34.6,2.25,77.0,1,0,WCC,95.4,110.2,71.2,16.9,15.9,45.4,58.2,18.9,17.9,18.8,30.8,31.8,36.8,1.98,75.9,0,0
