home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
New Orleans,McNeese St.,6,2021-01-16,Slnd,95.8,108.1,70.1,17.1,16.0,48.3,54.2,24.7,22.3,29.2,31.6,30.9,33.2,2.17,74.6,3,1,Slnd,95.9,113.6,69.7,16.7,15.6,48.3,59.2,23.3,18.3,23.5,28.0,33.3,44.3,2.45,76.0,2,0
Binghamton,UMass Lowell,-6,2021-01-16,AE,93.7,112.9,66.3,18.5,17.5,47.9,54.8,21.3,16.3,28.4,25.5,33.8,41.0,1.18,76.8,0,0,AE,97.0,104.0,69.5,16.9,17.2,49.3,48.4,23.2,17.1,27.0,25.6,31.2,28.7,1.54,77.5,2,0
Morgan St.,Coppin St.,6,2021-01-16,MEAC,95.9,105.7,71.7,16.5,17.1,49.6,47.4,20.2,19.7,32.7,30.7,36.8,28.5,2.17,77.0,3,0,MEAC,88.4,104.1,76.6,14.1,16.1,44.8,51.7,18.0,23.5,15.8,33.7,27.5,33.9,1.49,77.1,2,1
UNLV,New Mexico,10,2021-01-16,MWC,106.1,102.9,68.3,17.8,16.2,50.9,55.9,18.9,17.8,25.7,25.3,33.8,41.0,1.61,77.2,2,1,MWC,97.5,105.5,67.5,17.7,17.3,39.7,53.5,20.4,18.7,31.8,33.2,25.8,38.0,1.48,77.9,0,1
Texas Southern,Grambling St.,7,2021-01-16,SWAC,99.3,105.3,69.7,16.3,17.4,45.7,52.9,21.8,17.0,30.3,27.5,27.4,33.9,2.51,77.8,1,0,SWAC,91.2,104.5,70.0,17.2,16.8,46.8,45.4,23.6,19.9,25.2,33.2,30.6,34.8,2.38,77.6,3,1
Drexel,William & Mary,9,2021-01-16,CAA,102.7,102.6,65.2,19.2,16.0,49.7,50.4,19.4,19.6,29.7,19.1,31.6,29.3,1.8,77.3,2,0,CAA,97.8,107.8,67.7,18.4,16.7,45.7,50.5,20.9,18.0,31.4,31.9,30.1,28.1,1.27,77.4,2,1
Montana St.,Portland St.,9,2021-01-16,BSky,99.0,102.2,69.3,17.2,17.3,48.9,46.2,17.2,18.8,20.4,28.5,31.5,31.9,1.93,76.6,4,1,BSky,96.2,108.4,73.0,15.9,15.8,42.1,50.4,22.2,19.1,30.5,24.8,26.9,31.8,2.16,77.6,1,0
Monmouth,Quinnipiac,10,2021-01-16,MAAC,101.7,101.7,77.3,14.4,17.1,52.0,48.0,18.8,21.1,25.5,27.8,39.5,30.8,2.01,75.8,3,1,MAAC,92.5,102.4,70.5,16.2,17.1,46.4,40.4,23.3,16.9,20.2,28.5,29.3,27.3,1.21,77.5,1,0
Denver,Oral Roberts,-10,2021-01-16,Sum,93.7,110.2,71.5,16.7,17.1,47.8,56.8,22.5,17.2,21.2,25.0,31.8,42.4,1.36,76.8,0,0,Sum,107.1,107.7,71.5,16.3,16.3,51.3,49.7,16.7,16.4,27.4,33.3,37.5,33.5,1.6,76.6,4,1
Texas,Kansas St.,19,2021-01-16,B12,113.9,89.1,69.3,16.4,18.0,52.0,42.8,19.2,17.0,32.8,27.6,34.8,28.0,1.89,77.9,4,0,B12,102.2,101.8,64.4,18.3,18.4,50.2,54.6,21.2,20.5,31.9,29.6,31.7,36.4,1.08,76.6,2,0
Kennesaw St.,North Alabama,-7,2021-01-16,ASun,86.1,107.4,66.8,18.8,16.4,41.8,51.1,21.7,15.5,24.6,28.0,26.3,32.3,0.89,76.4,0,0,ASun,95.5,103.1,71.6,15.7,17.3,44.7,49.3,20.3,24.3,22.8,27.0,27.4,35.0,1.78,76.1,2,1
Idaho,Northern Colorado,-8,2021-01-16,BSky,91.8,112.0,69.2,17.0,18.0,49.8,52.4,23.7,17.1,21.3,31.6,34.6,37.4,1.92,76.2,0,0,BSky,97.4,102.6,68.3,18.2,17.6,48.7,48.6,21.3,17.2,21.6,24.8,35.8,30.3,1.81,76.5,2,1
Marist,Fairfield,7,2021-01-16,MAAC,95.1,102.9,65.7,18.2,17.3,51.5,47.4,22.1,19.5,24.1,26.5,32.8,32.7,1.43,75.9,2,1,MAAC,91.4,107.3,65.9,18.9,17.5,44.6,52.2,19.0,15.9,27.3,26.4,30.1,34.5,1.72,76.7,1,0
Bradley,Evansville,10,2021-01-16,MVC,102.7,96.8,66.3,17.0,18.0,48.7,46.9,19.3,18.3,30.5,27.9,32.0,38.1,1.73,77.5,3,1,MVC,97.4,105.2,61.4,20.8,16.3,51.5,53.7,16.8,18.7,18.0,23.6,37.6,40.4,2.19,76.4,3,0
Incarnate Word,Stephen F. Austin,-10,2021-01-16,Slnd,94.2,111.1,67.3,18.0,16.6,53.5,52.3,22.1,18.5,21.1,33.9,43.1,29.1,1.21,76.1,2,1,Slnd,100.1,100.2,71.0,16.4,15.7,54.6,57.2,26.7,28.9,30.9,24.6,30.3,43.2,2.42,76.8,3,1
Alabama A&M,Alabama St.,7,2021-01-16,SWAC,90.1,106.7,70.1,17.7,14.0,56.0,44.6,23.5,17.0,26.4,26.7,27.8,18.4,0.96,76.4,1,1,SWAC,85.4,109.3,67.3,16.7,18.2,44.5,50.5,24.6,20.9,30.5,25.2,35.4,36.1,1.88,75.0,0,1
Pepperdine,Portland,12,2021-01-16,WCC,104.9,103.0,70.2,15.8,18.1,49.6,51.2,18.4,17.6,21.5,34.7,30.9,30.3,1.88,76.8,1,0,WCC,94.8,105.4,73.1,16.5,15.7,43.1,54.6,19.7,18.1,23.1,30.4,30.2,33.1,2.02,75.7,2,0
UT Rio Grande Valley,Dixie St.,10,2021-01-16,WAC,95.4,99.9,71.7,15.4,16.7,41.8,46.3,18.8,26.7,31.1,32.0,27.3,28.6,2.07,75.9,4,1,WAC,93.8,108.6,72.1,15.0,16.4,45.4,53.0,21.2,18.8,22.6,34.7,29.2,30.8,1.8,76.2,1,0
Delaware St.,Norfolk St.,-9,2021-01-16,MEAC,89.4,112.4,75.4,15.1,15.1,43.8,54.6,22.7,18.7,24.9,32.3,31.1,33.7,1.6,75.7,0,0,MEAC,97.3,104.0,68.2,17.1,17.6,49.7,45.1,17.9,18.2,24.4,33.4,39.8,28.9,2.34,77.0,3,1
Southern,Arkansas Pine Bluff,10,2021-01-16,SWAC,94.6,104.2,70.0,16.5,16.3,40.5,53.8,23.5,15.8,28.2,24.0,26.7,34.9,2.11,76.0,2,1,SWAC,90.9,110.5,70.7,18.7,14.6,42.9,56.9,22.5,16.1,26.9,31.1,31.9,42.4,2.25,75.8,1,1
Cal Poly,UC Riverside,-11,2021-01-16,BW,91.4,108.4,68.4,17.7,16.8,41.5,52.6,20.5,17.9,24.4,31.0,26.0,36.1,1.39,76.9,2,0,BW,100.4,98.2,66.1,19.4,16.6,55.0,43.2,19.0,16.4,29.4,24.1,39.4,26.8,1.99,78.8,3,1
Tennessee Martin,Murray St.,-12,2021-01-16,OVC,96.3,114.4,69.6,17.6,16.5,45.2,60.4,20.1,20.1,26.6,27.0,35.9,40.4,1.62,76.7,0,0,OVC,101.4,99.4,67.7,16.5,17.9,52.6,49.2,24.5,20.3,29.0,28.7,31.8,29.8,1.66,76.7,1,0
Ball St.,Northern Illinois,12,2021-01-16,MAC,102.5,99.8,70.2,16.7,16.8,50.5,49.2,18.4,19.8,26.2,30.4,32.7,30.0,1.98,76.8,2,1,MAC,93.7,106.4,64.6,18.6,17.4,44.1,55.9,22.6,16.9,32.4,27.6,28.2,38.2,1.87,76.8,3,1
Montana,Northern Arizona,11,2021-01-16,BSky,97.9,97.7,65.3,18.4,17.1,45.8,46.8,20.4,19.4,22.8,32.6,35.0,30.9,1.09,77.2,3,1,BSky,99.0,114.0,64.1,19.3,17.5,45.8,60.9,17.0,17.8,26.2,28.8,32.6,39.7,1.23,77.3,1,0
Sam Houston St.,Houston Baptist,14,2021-01-16,Slnd,99.6,103.2,72.7,16.1,15.7,48.7,50.5,21.7,21.7,27.9,34.1,36.3,30.5,1.75,75.3,5,1,Slnd,94.8,113.3,71.5,16.4,15.9,49.5,53.9,23.7,16.2,22.2,33.1,37.1,30.9,1.42,76.7,2,0
San Jose St.,Colorado St.,-18,2021-01-16,MWC,96.7,109.9,75.5,16.0,15.7,40.9,54.2,18.8,14.6,20.9,35.4,30.1,35.1,1.61,78.3,1,0,MWC,105.9,96.3,71.7,16.1,17.8,55.5,46.8,19.5,20.9,18.4,24.9,39.7,28.7,1.17,75.9,4,1
Abilene Christian,Southeastern Louisiana,16,2021-01-16,Slnd,99.1,95.1,68.6,17.5,16.1,50.0,43.6,21.0,27.5,28.6,29.3,36.6,23.0,2.25,75.0,4,1,Slnd,93.4,108.4,68.7,17.7,16.2,42.6,53.9,22.7,22.1,32.2,32.6,26.4,34.7,1.85,76.9,1,1
Alcorn St.,Mississippi Valley St.,15,2021-01-16,SWAC,92.2,111.6,71.7,17.7,15.7,42.4,63.6,23.3,17.3,30.2,40.6,26.3,43.5,2.04,75.1,1,0,SWAC,82.6,119.1,72.1,16.4,15.7,41.3,60.5,22.3,16.3,16.9,40.6,31.6,38.7,1.28,76.1,0,0
Vermont,Maine,17,2021-01-16,AE,104.8,99.1,67.4,17.9,17.8,53.0,47.9,17.8,18.9,28.0,21.8,33.9,30.7,2.45,76.2,3,1,AE,87.8,104.4,64.3,19.6,17.7,48.3,46.2,24.1,19.2,24.3,30.0,33.5,29.4,0.97,76.3,0,1
Colgate,Holy Cross,19,2021-01-16,Pat,107.6,101.7,70.6,15.0,17.8,61.5,42.0,13.8,15.9,19.3,24.6,39.2,24.1,1.82,76.5,3,1,Pat,93.1,110.2,70.2,17.6,16.3,53.0,50.8,20.8,19.7,27.5,32.9,39.5,30.3,1.37,76.8,4,1
