home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
South Alabama,Georgia Southern,5,2021-01-22,SB,104.0,109.0,67.1,17.0,18.5,54.6,54.8,19.9,21.1,26.5,32.7,39.3,37.0,2.02,76.0,1,0,SB,96.4,105.2,67.5,18.1,17.5,48.5,55.3,22.5,24.0,32.9,31.2,28.0,40.7,1.82,76.2,3,1
Cal St. Northridge,UC Santa Barbara,-9,2021-01-22,BW,100.3,110.0,71.6,15.8,17.2,48.1,53.4,17.0,19.6,23.1,26.2,32.5,36.4,1.27,76.9,2,0,BW,104.5,99.1,66.5,17.1,17.9,50.6,47.5,15.7,23.2,27.2,25.6,33.3,32.7,2.33,77.4,4,1
Lipscomb,Florida Gulf Coast,5,2021-01-22,ASun,102.8,107.7,65.9,17.7,18.3,51.8,52.9,17.3,17.8,20.8,29.7,37.3,34.2,1.87,76.4,3,0,ASun,95.0,104.6,69.1,17.0,17.1,48.8,50.5,24.3,21.3,29.4,33.6,30.6,30.1,1.58,76.7,2,0
North Alabama,Jacksonville,5,2021-01-22,ASun,94.7,102.8,72.9,15.5,17.4,43.6,48.8,19.6,25.0,21.6,25.8,27.7,34.8,1.77,76.2,4,1,ASun,93.8,105.3,68.3,16.1,17.9,49.4,50.6,20.4,23.4,26.2,33.3,31.3,34.8,1.56,76.5,3,0
UAB,Rice,10,2021-01-22,CUSA,104.3,96.5,68.7,17.1,17.9,50.0,42.7,15.2,24.8,29.8,26.6,29.6,26.5,2.25,76.9,3,0,CUSA,101.1,104.5,69.9,16.9,16.4,53.8,50.0,18.8,19.3,28.7,27.9,36.2,34.3,1.53,76.9,3,0
Manhattan,Monmouth,-7,2021-01-22,MAAC,89.0,101.4,66.8,18.2,17.6,42.1,46.5,22.0,22.7,32.6,27.5,26.8,30.1,2.01,76.7,4,1,MAAC,101.4,101.8,76.5,14.5,17.1,50.9,47.1,18.0,21.0,26.4,27.4,40.0,30.7,2.01,75.9,4,1
Louisiana Monroe,Texas St.,-7,2021-01-22,SB,94.3,106.3,67.4,17.1,17.2,48.2,50.5,18.3,21.3,22.2,32.0,35.0,37.2,1.92,76.4,1,0,SB,100.8,99.2,63.8,19.1,17.4,53.1,49.8,21.7,24.3,27.0,30.7,39.9,33.3,2.35,75.7,4,1
Central Connecticut,Mount St. Mary's,-5,2021-01-22,NEC,92.8,109.9,71.1,16.1,16.7,48.8,54.8,19.5,19.8,21.4,31.6,32.6,37.4,1.65,75.6,1,0,NEC,95.7,102.1,63.0,19.9,16.5,50.1,46.5,23.2,16.9,27.6,22.8,34.0,29.5,1.54,76.8,3,1
IUPUI,Wright St.,-11,2021-01-22,Horz,96.7,106.2,72.1,16.7,16.6,47.4,52.6,21.5,23.7,24.3,28.7,32.7,31.5,2.16,75.3,2,1,Horz,104.3,94.9,72.1,16.1,16.8,53.7,42.1,20.0,17.2,34.7,26.7,34.2,28.3,1.33,77.4,2,1
Western Illinois,South Dakota,-8,2021-01-22,Sum,94.2,110.4,71.4,16.5,16.1,44.5,54.9,16.7,16.3,26.4,27.7,29.4,38.7,2.15,76.8,0,0,Sum,102.4,103.9,68.7,17.6,17.2,50.0,48.4,16.4,17.7,21.8,24.8,38.0,31.9,1.7,76.5,5,1
Boise St.,Fresno St.,14,2021-01-22,MWC,110.6,95.7,69.8,16.0,17.8,53.8,44.9,15.1,20.8,32.0,20.2,34.5,28.9,2.04,78.2,5,1,MWC,99.4,101.9,66.5,17.9,16.8,48.4,51.9,21.5,18.7,31.9,23.4,29.1,35.3,1.3,77.2,2,0
Louisiana,Arkansas St.,10,2021-01-22,SB,97.9,98.5,72.2,15.8,17.0,48.6,48.3,21.5,19.0,30.0,25.6,32.1,32.8,1.75,77.7,2,1,SB,98.4,108.6,70.5,17.3,16.1,46.4,49.1,22.3,17.4,31.1,25.6,34.9,34.1,1.47,76.2,3,1
Dixie St.,Grand Canyon,-9,2021-01-22,WAC,93.8,108.7,72.0,15.2,16.4,45.7,52.5,21.7,18.7,24.5,34.0,27.3,29.5,1.81,76.2,1,0,WAC,103.1,100.9,65.1,18.0,17.1,54.6,47.4,21.7,15.8,32.4,19.5,30.0,34.9,2.11,77.5,4,1
Coastal Carolina,Troy,10,2021-01-22,SB,104.0,102.8,70.8,17.2,16.0,51.8,48.9,22.2,18.4,37.8,26.6,37.7,34.6,1.61,76.5,3,0,SB,92.5,103.7,66.3,18.1,17.2,41.9,53.1,22.4,18.9,27.8,25.5,25.4,37.8,1.4,76.8,2,0
Air Force,San Diego St.,-14,2021-01-22,MWC,97.1,107.6,62.0,19.6,17.6,52.7,55.4,23.5,20.0,14.6,32.9,33.2,36.1,1.97,76.8,1,0,MWC,107.9,91.3,64.9,17.2,18.6,50.6,47.9,18.8,22.8,26.5,26.5,36.2,33.9,2.49,76.7,3,0
North Florida,Kennesaw St.,9,2021-01-22,ASun,101.5,111.8,67.7,18.0,16.3,51.3,49.1,23.7,14.8,29.2,37.7,36.2,31.2,1.24,77.4,3,1,ASun,85.7,106.4,67.5,18.7,16.2,42.1,49.9,22.4,15.6,24.1,26.7,26.8,32.0,0.89,76.4,0,0
South Dakota St.,North Dakota,15,2021-01-22,Sum,110.8,103.4,70.4,16.2,17.3,54.9,48.7,16.5,14.8,21.7,24.0,40.4,31.6,1.52,77.2,4,1,Sum,92.8,104.5,67.3,18.0,17.4,46.7,52.0,20.4,18.5,23.1,29.0,29.0,35.2,1.43,77.5,2,1
North Dakota St.,Denver,14,2021-01-22,Sum,101.5,101.0,65.1,19.4,16.1,49.2,48.5,19.6,13.3,27.3,19.7,33.7,31.1,1.44,78.1,4,0,Sum,94.2,110.8,71.6,16.6,17.0,48.3,57.1,22.4,17.2,22.8,25.7,32.4,42.5,1.36,76.8,0,0
UC Irvine,Cal Poly,18,2021-01-22,BW,102.2,97.6,68.6,18.1,16.4,48.6,48.1,21.9,17.0,32.0,25.4,34.4,31.4,0.94,77.4,4,1,BW,91.2,109.0,68.4,17.7,17.1,41.1,52.9,19.5,17.9,23.4,30.9,27.3,36.5,1.41,76.9,0,0
