home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
USC,Arizona,7,2021-02-20,P12,114.5,90.2,67.0,17.2,18.0,52.5,44.0,18.1,17.5,36.6,27.3,34.6,31.1,1.72,79.5,5,1,P12,114.1,97.9,67.6,16.7,18.3,50.8,49.3,17.6,18.3,34.4,23.7,37.5,34.0,1.24,78.7,1,0
Georgetown,Seton Hall,-4,2021-02-20,BE,106.4,97.9,69.5,16.4,16.9,49.7,48.9,22.2,15.2,32.1,25.2,35.8,34.4,2.15,78.1,3,1,BE,114.0,95.9,66.6,17.1,18.1,51.5,49.3,18.8,18.8,28.9,29.3,33.3,36.1,2.37,79.2,4,1
Washington St.,Stanford,-2,2021-02-20,P12,102.5,94.3,68.2,17.8,16.8,48.7,45.9,21.2,18.3,30.1,26.5,34.8,31.4,1.08,78.7,2,1,P12,106.9,91.7,69.8,16.6,17.2,52.1,47.2,20.9,20.7,26.2,27.6,31.1,32.9,1.35,78.8,4,1
Tennessee,Kentucky,7,2021-02-20,SEC,110.4,88.1,66.8,17.3,17.2,50.9,45.9,17.4,23.1,31.1,27.3,34.8,30.6,1.54,77.5,3,1,SEC,107.4,93.0,67.7,17.1,17.1,46.7,46.4,20.7,17.1,33.7,30.8,32.6,30.8,0.96,78.9,2,1
Indiana,Michigan St.,7,2021-02-20,B10,112.4,92.8,65.5,18.1,17.4,50.5,48.2,17.5,17.4,26.0,26.4,35.3,33.5,1.36,77.2,3,1,B10,107.2,94.6,68.6,16.8,17.2,48.2,48.1,19.5,15.3,30.8,25.9,32.9,32.1,1.7,77.9,2,0
Oregon,Utah,6,2021-02-20,P12,111.7,93.9,67.9,16.9,17.3,52.7,47.5,17.8,20.8,29.5,26.0,35.2,31.6,2.25,77.5,4,1,P12,109.7,98.6,67.1,17.8,17.6,51.1,50.2,18.3,20.5,25.0,29.9,32.8,35.1,1.37,77.7,3,0
Oregon St.,Colorado,-7,2021-02-20,P12,107.1,100.2,65.4,18.6,17.2,47.0,49.3,16.9,17.9,29.2,29.2,34.2,30.5,2.01,78.3,2,1,P12,115.4,93.6,66.3,17.3,18.5,52.3,47.6,16.6,20.1,30.0,25.0,36.7,32.7,2.29,77.4,3,0
Loyola Marymount,BYU,-6,2021-02-20,WCC,105.8,99.1,66.9,18.0,17.0,51.4,48.9,23.4,17.7,32.1,20.5,34.1,33.0,1.84,78.4,4,1,WCC,112.5,92.2,67.5,16.9,16.8,54.6,46.3,19.5,16.3,29.5,23.4,35.7,32.3,2.02,78.0,3,1
Wake Forest,N.C. State,-1,2021-02-20,ACC,106.1,100.7,67.0,18.7,16.6,51.1,53.1,20.0,18.3,27.3,25.5,36.1,37.0,1.7,77.5,2,0,ACC,109.6,98.9,67.9,16.9,17.8,53.0,52.4,19.5,22.8,30.1,31.5,35.7,36.0,1.7,77.0,2,1
Mississippi,Mississippi St.,5,2021-02-20,SEC,107.3,91.3,65.4,17.8,17.0,49.4,49.1,20.4,24.5,33.8,27.1,28.6,37.1,1.98,77.1,4,1,SEC,107.1,96.3,65.6,18.1,17.4,50.3,48.0,21.5,18.5,35.7,26.3,36.3,33.5,1.22,78.9,2,0
Miami FL,Georgia Tech,-5,2021-02-20,ACC,102.2,97.5,67.6,18.2,16.5,47.4,50.9,18.9,18.4,27.4,26.1,29.0,36.2,1.58,78.6,1,0,ACC,112.2,96.8,67.3,17.6,17.4,53.1,52.6,16.0,22.2,22.6,29.4,35.4,37.5,2.56,76.2,2,1
Nebraska,Purdue,-8,2021-02-20,B10,101.2,95.2,71.1,15.2,18.0,46.2,49.4,18.9,18.7,24.4,28.4,31.8,31.8,1.93,78.3,1,0,B10,113.6,92.7,65.8,18.6,17.3,50.8,49.4,18.9,17.4,32.6,24.4,33.6,32.6,1.04,78.4,3,1
Florida,Georgia,9,2021-02-20,SEC,113.7,94.9,68.8,16.1,17.2,52.8,47.9,19.6,20.8,31.8,32.3,36.2,32.8,1.55,77.3,3,0,SEC,110.4,100.7,72.6,15.6,16.5,51.4,52.4,22.1,21.9,34.8,33.1,32.0,34.0,1.85,75.8,3,1
Mercer,Furman,-2,2021-02-20,SC,108.4,106.2,68.5,17.0,17.0,55.3,51.0,18.6,17.2,26.8,27.6,37.4,32.7,1.92,77.2,3,1,SC,110.3,101.5,68.2,16.3,17.2,56.4,51.2,18.5,21.9,28.5,29.0,34.9,34.5,1.91,76.6,3,1
UCLA,Arizona St.,8,2021-02-20,P12,113.6,96.6,64.0,18.5,18.0,51.0,49.6,16.2,18.8,31.1,24.8,35.8,33.8,1.46,77.3,3,1,P12,108.9,100.5,72.4,16.0,17.1,49.4,52.3,15.2,21.6,21.3,31.3,32.7,36.2,1.85,76.5,3,0
Tulane,UCF,-2,2021-02-20,Amer,99.0,96.5,65.8,17.7,18.2,43.5,47.8,17.0,22.8,24.8,29.7,29.4,33.8,1.05,76.4,2,1,Amer,106.6,98.1,66.3,17.9,17.5,49.2,49.5,21.9,19.9,29.8,33.0,35.6,32.2,1.55,77.7,3,1
Richmond,Duquesne,7,2021-02-20,A10,112.9,98.3,68.5,16.4,17.8,53.3,53.0,14.7,22.4,20.6,28.5,33.8,32.6,2.47,76.2,3,0,A10,103.2,96.2,67.6,17.7,17.8,47.5,45.2,18.9,19.3,30.2,29.4,29.3,26.8,1.71,76.2,4,1
Santa Clara,Pepperdine,-2,2021-02-20,WCC,97.6,97.2,70.0,15.4,18.3,44.8,44.4,18.7,16.6,22.7,24.7,28.0,30.4,1.96,79.1,2,0,WCC,106.1,99.3,70.9,15.6,17.5,49.5,50.2,17.6,18.0,22.9,26.2,31.9,28.1,1.94,76.8,4,1
North Dakota St.,South Dakota St.,-1,2021-02-20,Sum,101.6,100.7,63.2,19.3,16.8,49.9,48.6,19.2,13.9,27.3,20.2,32.5,33.5,1.46,78.1,2,0,Sum,109.0,103.6,71.2,15.8,17.0,55.1,49.5,16.6,14.7,22.9,21.7,41.4,33.3,1.57,77.3,3,1
Montana,Eastern Washington,-3,2021-02-20,BSky,100.0,101.9,64.7,18.6,17.4,48.7,49.1,19.7,18.4,24.3,30.8,38.1,31.9,1.02,77.1,2,0,BSky,109.9,104.0,72.6,15.4,17.7,54.8,48.9,16.9,16.6,23.9,26.5,37.2,34.2,1.63,77.2,5,1
St. John's,DePaul,8,2021-02-20,BE,113.0,99.5,72.9,14.9,17.3,51.6,52.7,16.8,22.1,29.0,30.5,35.9,34.4,1.49,77.0,4,1,BE,99.4,94.6,69.9,16.0,18.0,45.6,47.6,22.2,20.6,33.4,30.1,31.4,30.1,1.87,76.9,0,0
Washington,California,1,2021-02-20,P12,103.6,104.0,70.0,16.6,17.7,48.1,51.3,19.3,17.8,23.9,36.6,33.2,34.5,1.91,77.9,1,0,P12,105.4,103.7,64.8,18.8,17.2,50.1,53.9,19.4,17.7,23.6,25.7,33.5,39.7,1.99,77.4,1,0
UC Santa Barbara,Cal St. Bakersfield,7,2021-02-20,BW,108.6,97.8,65.4,17.5,18.1,53.4,46.9,16.2,21.6,27.9,25.6,36.3,33.1,2.33,77.3,5,1,BW,105.1,101.7,63.8,19.1,17.3,47.1,49.5,19.3,20.5,39.1,25.7,33.6,34.3,2.69,77.0,3,0
South Dakota,Oral Roberts,2,2021-02-20,Sum,106.2,106.8,68.1,17.5,16.7,51.7,48.9,15.5,15.2,22.6,23.1,36.8,35.5,1.65,76.5,2,0,Sum,109.6,110.3,70.9,16.0,16.9,52.4,51.4,16.0,18.1,25.1,32.7,38.8,34.4,1.59,76.6,2,0
UNC Greensboro,Chattanooga,5,2021-02-20,SC,102.6,96.7,68.2,16.6,16.9,47.7,47.9,16.5,21.3,33.0,26.6,28.8,31.5,1.72,77.2,3,0,SC,104.8,103.4,66.5,18.1,16.7,51.0,52.0,15.5,19.1,22.0,25.2,35.7,34.5,2.01,77.1,5,1
Iowa St.,Oklahoma,-11,2021-02-20,B12,102.2,101.2,69.7,17.0,16.7,48.4,51.5,21.5,18.6,23.3,35.5,32.6,32.5,1.84,76.3,0,0,B12,113.5,93.0,67.3,17.1,17.4,50.9,48.2,15.3,18.7,28.5,27.2,33.7,36.6,2.08,76.9,4,1
Iona,Monmouth,-1,2021-02-20,MAAC,101.3,106.2,68.5,17.2,16.9,52.2,47.7,22.6,20.0,32.0,28.4,34.8,32.0,1.7,76.3,3,1,MAAC,102.9,103.8,75.4,14.6,17.3,49.7,47.9,18.0,21.0,26.5,27.4,37.9,30.8,2.09,76.0,3,0
The Citadel,VMI,-3,2021-02-20,SC,104.9,111.5,74.5,15.2,16.9,53.4,52.3,17.0,13.9,23.3,27.2,35.3,31.8,1.9,76.5,2,0,SC,109.2,107.9,70.0,16.6,16.8,54.5,50.2,17.8,14.0,23.3,26.5,38.8,33.5,1.59,76.4,3,1
Saint Joseph's,La Salle,-1,2021-02-20,A10,101.1,105.9,71.4,16.4,16.6,47.6,53.8,20.0,18.0,22.5,32.4,30.1,36.8,1.17,78.0,0,0,A10,104.1,105.6,67.8,17.1,17.5,50.6,52.0,20.8,20.4,26.5,30.7,34.8,32.1,1.32,76.7,1,0
Northern Kentucky,Wright St.,-8,2021-02-20,Horz,105.5,108.1,64.8,18.1,17.8,51.3,51.4,19.0,19.6,34.6,33.2,31.1,35.1,1.27,75.7,4,1,Horz,109.9,95.8,70.5,16.2,17.0,54.7,44.6,17.9,16.9,34.3,25.3,37.4,30.0,1.36,77.4,4,0
UAB,Old Dominion,7,2021-02-20,CUSA,105.0,96.0,67.0,17.3,17.9,49.7,45.4,14.9,23.6,28.5,25.7,29.8,29.4,2.29,76.8,3,1,CUSA,102.3,101.3,67.6,17.8,17.1,48.3,51.9,19.1,19.0,29.7,25.5,28.0,35.6,2.28,76.9,3,0
Milwaukee,Oakland,1,2021-02-20,Horz,101.4,107.6,69.6,16.3,17.4,50.1,53.1,15.8,18.3,23.1,26.7,33.0,38.7,1.73,76.8,0,0,Horz,106.2,111.0,69.3,17.3,16.5,48.6,56.5,18.3,19.4,30.1,34.1,33.3,38.2,1.44,75.8,2,1
Appalachian St.,South Alabama,2,2021-02-20,SB,101.6,105.4,65.6,18.1,17.8,48.0,51.7,18.3,20.6,27.6,29.0,32.1,33.7,1.85,76.3,2,0,SB,103.3,106.6,66.3,17.1,18.3,51.4,49.9,18.7,20.2,26.7,31.9,35.6,34.0,2.02,75.9,5,1
Western Carolina,Wofford,-5,2021-02-20,SC,99.8,106.7,70.1,16.7,16.8,51.0,53.9,19.6,15.9,24.3,23.9,31.6,35.2,1.77,76.2,1,0,SC,106.0,102.9,66.2,18.0,17.2,54.3,52.3,19.7,18.8,26.6,28.2,35.6,34.8,1.45,75.5,2,1
American,Navy,-3,2021-02-20,Pat,98.3,105.5,67.9,17.6,17.8,54.4,48.3,23.9,20.3,27.6,33.3,39.6,29.0,1.69,77.8,2,1,Pat,104.0,103.8,65.1,18.5,16.8,49.7,52.5,17.4,21.1,31.5,23.8,33.3,32.9,1.69,76.0,4,1
Niagara,Siena,-4,2021-02-20,MAAC,100.7,107.5,63.6,18.6,17.9,46.7,49.4,15.0,19.6,22.6,26.8,31.2,34.2,2.48,75.7,2,1,MAAC,102.9,100.9,65.3,19.2,17.2,51.5,45.6,18.0,17.5,26.4,25.7,36.3,33.7,1.83,76.4,3,1
UC San Diego,UC Riverside,-6,2021-02-20,BW,99.8,105.8,70.3,17.1,17.5,53.5,53.3,22.0,18.9,16.7,32.8,33.8,38.5,1.96,76.9,1,0,BW,103.6,97.5,66.6,19.2,16.6,54.3,43.9,18.7,15.9,26.6,23.7,39.9,31.0,1.99,78.7,4,1
Youngstown St.,IUPUI,3,2021-02-20,Horz,103.9,111.0,66.9,17.7,17.6,47.7,55.4,16.0,18.4,34.1,29.5,30.3,36.9,1.66,76.5,4,0,Horz,98.7,106.5,71.3,16.7,16.5,49.6,52.7,19.0,18.8,25.6,25.7,35.3,30.7,2.1,74.8,4,1
Alabama,Vanderbilt,17,2021-02-20,SEC,113.7,87.5,74.0,14.1,17.4,52.3,45.1,19.1,20.8,30.5,29.1,36.6,28.5,1.87,77.8,3,1,SEC,109.1,102.7,68.7,17.8,16.2,51.1,53.0,19.9,19.7,31.0,27.0,34.4,35.0,1.44,77.1,2,0
VCU,George Mason,12,2021-02-20,A10,107.0,90.0,69.3,15.9,17.7,51.3,45.4,21.0,24.3,30.3,30.7,33.7,29.9,1.26,77.3,5,1,A10,101.9,99.1,67.6,16.9,17.7,48.9,49.9,18.4,19.4,29.5,24.3,32.9,35.3,1.61,76.1,3,1
FIU,Southern Miss,-1,2021-02-20,CUSA,98.6,109.2,70.5,16.4,17.1,51.2,53.7,21.0,21.4,26.0,32.3,33.0,37.1,1.88,74.6,0,0,CUSA,96.0,102.9,66.7,17.8,17.4,47.8,49.5,20.3,17.9,24.7,24.1,31.9,32.7,1.73,77.6,1,1
Illinois Chicago,Green Bay,2,2021-02-20,Horz,95.1,103.5,68.6,17.1,17.1,49.9,47.7,18.8,14.6,23.5,27.5,32.5,30.3,2.38,77.6,1,1,Horz,103.0,110.7,66.3,18.7,16.6,49.1,53.8,16.0,17.3,26.2,29.9,33.9,35.7,1.31,76.2,2,0
Cal St. Northridge,Hawaii,-4,2021-02-20,BW,100.2,111.5,69.6,16.3,17.5,48.3,54.1,16.9,18.5,23.0,27.3,34.0,36.0,1.29,76.8,2,0,BW,101.3,103.7,66.9,17.8,18.1,50.7,48.4,18.9,16.9,28.0,27.5,35.5,32.2,1.7,76.9,3,1
New Mexico St.,Utah Valley,5,2021-02-20,WAC,104.2,104.1,65.6,19.8,16.9,48.0,53.3,16.5,15.9,33.0,24.4,29.5,35.2,2.45,76.2,2,0,WAC,100.1,106.7,69.8,16.5,16.7,54.3,49.5,21.6,14.6,30.7,22.6,34.9,35.2,1.82,77.6,3,1
Albany,Stony Brook,3,2021-02-20,AE,98.4,103.9,70.2,17.1,17.5,50.5,52.6,17.2,22.1,21.4,27.9,33.6,36.6,2.3,77.0,3,1,AE,96.4,103.5,66.6,17.5,17.6,46.2,49.2,19.8,18.5,29.6,26.6,29.1,34.6,2.19,77.0,1,0
Fairleigh Dickinson,Mount St. Mary's,-1,2021-02-20,NEC,102.2,114.2,70.7,16.3,16.7,52.4,53.2,20.0,19.3,29.2,33.5,38.8,32.8,1.5,75.4,1,0,NEC,96.0,103.8,61.1,20.5,17.4,48.3,45.8,20.7,16.8,31.8,25.6,33.2,30.2,1.55,76.9,3,0
Purdue Fort Wayne,Cleveland St.,-5,2021-02-20,Horz,100.8,111.1,69.9,16.4,17.5,58.3,52.8,24.6,17.9,26.9,31.0,39.3,34.2,2.07,77.6,1,1,Horz,100.5,100.2,66.2,17.7,17.3,50.4,48.6,19.6,20.7,30.8,32.4,32.2,29.9,2.06,77.0,3,0
St. Francis NY,Sacred Heart,2,2021-02-20,NEC,100.0,112.5,71.8,16.6,16.2,49.1,52.8,16.3,20.2,29.5,31.4,32.7,38.6,2.21,74.9,3,1,NEC,99.1,111.5,67.6,18.0,17.2,47.1,48.8,19.1,15.4,29.7,31.6,31.3,32.2,1.09,75.5,3,1
William & Mary,Elon,2,2021-02-20,CAA,99.7,108.8,67.8,18.0,17.3,47.4,51.4,19.7,16.3,29.5,32.1,30.9,30.8,1.2,77.3,3,1,CAA,96.0,105.4,66.9,17.0,18.8,45.3,51.4,19.7,17.0,21.8,23.8,31.0,34.7,1.55,75.8,1,1
TCU,Kansas St.,8,2021-02-20,B12,108.6,101.9,66.7,18.4,16.7,51.0,50.2,20.3,16.7,29.7,28.0,35.1,32.1,1.16,77.7,2,0,B12,101.5,104.6,65.1,18.7,17.4,47.8,55.1,22.8,18.5,29.8,27.6,30.1,38.8,1.03,76.9,0,0
Nebraska Omaha,North Dakota,3,2021-02-20,Sum,93.7,106.6,70.8,16.3,16.9,45.5,53.3,18.6,16.8,23.3,26.4,32.8,38.3,1.87,76.1,1,1,Sum,97.7,110.4,67.2,17.5,17.2,49.3,53.5,18.6,17.4,22.6,27.5,34.0,39.2,1.53,77.3,3,0
Lehigh,Loyola MD,-4,2021-02-20,Pat,96.8,111.6,68.9,17.2,16.5,48.6,53.0,17.5,16.2,24.7,25.0,32.1,37.0,1.36,77.4,2,0,Pat,99.3,105.8,67.7,18.1,17.1,50.3,50.2,18.4,17.9,30.8,24.7,28.8,37.6,1.76,77.3,2,1
Dixie St.,Tarleton St.,-2,2021-02-20,WAC,91.8,109.5,74.0,14.8,16.8,44.8,53.2,20.2,19.6,24.7,31.6,27.9,33.7,1.8,76.2,2,0,WAC,97.7,109.4,65.2,19.2,15.9,49.3,53.6,18.0,22.2,17.4,31.5,41.2,38.0,1.47,76.3,4,1
Southeast Missouri St.,Eastern Kentucky,-6,2021-02-20,OVC,94.3,105.2,68.1,17.4,17.4,49.2,52.1,22.0,19.8,27.3,22.2,33.9,35.5,1.77,76.3,2,1,OVC,102.1,101.5,74.9,15.3,16.1,51.2,50.7,17.0,24.4,28.1,30.4,34.9,32.7,1.3,76.1,4,1
UMass Lowell,New Hampshire,5,2021-02-20,AE,100.3,106.4,69.2,17.1,17.2,51.7,48.9,21.4,16.6,26.7,26.1,35.1,31.9,1.45,77.5,3,0,AE,96.1,105.4,66.6,18.5,16.9,45.4,49.1,17.5,17.6,27.7,20.8,32.6,33.9,1.51,77.0,2,1
Quinnipiac,Rider,3,2021-02-20,MAAC,92.0,102.5,70.9,16.6,17.0,47.6,43.6,20.5,16.0,20.7,28.9,33.5,29.5,1.17,77.5,2,1,MAAC,99.9,112.0,68.0,17.4,17.9,48.1,53.9,17.1,16.8,26.9,26.5,33.6,36.7,1.68,76.3,1,0
Fresno St.,San Diego St.,-14,2021-02-20,MWC,99.0,102.4,66.0,18.0,17.7,48.1,50.7,22.1,19.7,31.7,25.2,29.9,34.3,1.26,77.3,3,0,MWC,111.9,91.1,65.7,16.6,18.6,53.2,47.3,17.3,22.9,31.4,23.1,38.0,33.9,2.42,76.6,5,1
Texas A&M Corpus Chris,Lamar,2,2021-02-20,Slnd,92.2,109.6,68.4,17.4,16.8,46.5,51.6,25.1,18.2,24.7,30.5,32.4,33.4,2.23,76.2,0,0,Slnd,92.5,108.9,68.7,16.8,16.8,43.7,54.2,20.2,19.7,26.3,29.9,28.4,39.1,1.75,76.0,1,0
Southern Utah,Sacramento St.,7,2021-02-20,BSky,105.8,107.6,69.3,17.0,16.6,51.4,54.1,16.6,16.7,30.3,21.3,33.7,37.5,2.44,76.8,4,1,BSky,100.1,108.2,64.5,18.8,18.4,49.3,54.3,15.1,20.4,26.4,30.3,37.9,36.5,2.48,76.8,1,0
Florida A&M,North Carolina A&T,4,2021-02-20,MEAC,93.4,102.5,67.5,16.8,17.1,48.7,50.9,22.7,21.2,27.1,31.1,31.5,29.0,2.1,76.8,3,1,MEAC,97.3,108.9,70.3,16.2,16.3,47.2,54.1,19.1,23.3,24.6,36.0,31.7,37.3,2.16,76.1,5,1
Northern Illinois,Miami OH,-6,2021-02-20,MAC,95.0,107.9,63.9,18.3,17.4,43.8,55.0,21.8,16.5,34.1,28.4,30.7,38.5,1.88,76.9,1,0,MAC,106.9,107.4,65.7,18.3,16.7,50.5,53.2,16.1,17.9,27.1,29.8,35.1,35.8,1.92,75.1,1,0
Cal St. Fullerton,UC Irvine,-9,2021-02-20,BW,98.7,107.9,72.4,16.5,16.5,51.5,53.1,18.3,19.9,22.3,31.6,37.7,36.3,1.44,77.1,2,0,BW,103.1,96.4,67.2,18.1,17.2,46.9,46.8,20.1,19.0,33.7,25.1,33.3,34.7,0.98,77.4,3,1
Bryant,Merrimack,7,2021-02-20,NEC,103.0,106.2,75.8,14.5,16.0,54.0,47.4,21.0,18.1,28.7,31.5,38.7,30.0,1.63,75.8,2,0,NEC,92.9,102.0,66.6,17.5,17.8,51.9,47.6,19.4,22.4,20.4,29.1,31.7,36.0,1.41,75.7,4,1
Fairfield,Canisius,-6,2021-02-20,MAAC,93.9,110.6,64.7,18.8,17.5,45.1,51.5,19.8,16.0,27.6,25.6,30.6,34.8,1.76,76.8,2,0,MAAC,101.4,106.0,70.0,16.4,16.8,46.4,50.3,17.0,20.7,28.0,24.5,30.7,33.9,1.74,77.2,5,1
Wagner,St. Francis PA,6,2021-02-20,NEC,100.4,105.7,64.1,19.0,16.9,49.2,51.1,18.4,20.3,33.8,28.1,33.9,35.9,1.88,76.6,5,1,NEC,96.8,108.5,68.3,16.9,16.9,48.8,51.5,20.2,18.6,28.8,28.2,32.5,30.8,1.33,77.0,1,1
Stetson,Jacksonville,6,2021-02-20,ASun,101.1,107.4,68.2,18.4,16.5,49.6,51.4,19.9,17.7,26.5,27.8,36.0,34.1,0.83,77.0,3,1,ASun,92.8,105.9,67.3,16.8,18.0,48.4,51.0,20.2,20.9,24.7,30.8,31.2,33.2,1.56,76.5,1,0
Tennessee St.,Jacksonville St.,-8,2021-02-20,OVC,89.5,104.0,71.1,16.5,16.6,46.4,50.4,21.2,22.7,24.6,30.8,27.3,33.3,1.68,76.6,1,1,OVC,104.8,104.7,65.7,18.2,16.7,51.5,47.7,20.0,15.4,31.7,28.1,33.5,31.9,2.16,77.2,4,0
Saint Peter's,Marist,8,2021-02-20,MAAC,93.7,94.9,66.9,17.8,17.1,46.0,44.1,21.0,22.1,29.2,28.9,33.7,33.8,1.27,76.0,4,1,MAAC,93.2,102.4,65.5,18.4,17.4,49.7,47.3,21.7,18.1,22.9,25.3,31.2,32.4,1.41,75.9,2,0
Detroit,Robert Morris,9,2021-02-20,Horz,108.7,107.9,67.6,17.8,17.0,53.8,54.3,16.8,18.7,27.0,28.9,38.0,37.1,2.39,77.6,4,1,Horz,98.6,108.8,67.5,17.0,17.5,50.1,53.5,19.2,18.9,30.0,33.4,36.2,37.5,1.75,75.4,1,0
Grand Canyon,Cal Baptist,11,2021-02-20,WAC,104.9,100.0,64.3,18.2,17.3,54.2,46.0,20.1,17.0,31.0,21.2,30.4,31.3,2.14,77.4,5,1,WAC,104.0,111.8,70.3,16.3,17.5,54.4,52.7,19.8,15.9,27.8,26.3,40.6,36.2,1.89,77.3,2,0
Austin Peay,Eastern Illinois,9,2021-02-20,OVC,106.4,108.7,66.7,18.0,16.9,51.0,53.7,21.3,22.2,35.9,29.3,34.6,35.0,1.55,74.9,3,1,OVC,95.4,107.6,68.6,17.2,17.0,48.4,51.9,19.5,18.7,27.5,28.6,32.4,36.6,2.46,76.7,2,1
Portland,Pacific,-11,2021-02-20,WCC,96.0,111.2,71.0,17.0,16.0,45.4,58.2,19.2,17.7,18.3,30.9,32.3,36.9,2.0,75.9,0,0,WCC,104.2,100.0,65.7,18.8,16.9,46.4,53.3,16.6,19.2,28.1,25.1,29.2,37.5,2.27,77.0,1,0
Georgia St.,Troy,11,2021-02-20,SB,106.1,104.2,69.3,15.7,18.2,51.1,49.0,17.6,19.9,31.9,34.3,31.6,33.2,1.69,76.4,2,1,SB,92.9,103.7,67.1,18.1,16.9,44.1,51.7,21.5,18.4,28.1,26.1,28.3,37.2,1.42,76.6,1,0
LIU,Central Connecticut,9,2021-02-20,NEC,94.8,104.4,74.0,14.9,17.6,47.3,50.2,20.1,20.8,33.0,28.0,30.1,32.4,1.77,76.0,1,0,NEC,92.5,111.5,68.9,16.6,17.3,48.6,54.8,19.9,20.6,22.6,30.8,32.8,37.3,1.68,75.5,1,0
Long Beach St.,Cal Poly,9,2021-02-20,BW,97.5,107.2,72.5,15.2,17.0,49.6,50.8,21.7,18.2,22.6,32.7,35.5,36.4,1.64,77.3,1,1,BW,89.5,108.7,66.9,17.5,17.4,42.8,51.7,19.7,17.9,22.1,29.9,28.7,36.6,1.43,76.8,1,0
