home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Saint Mary's,Pacific,6,2021-02-25,WCC,104.6,93.5,62.6,20.2,16.0,49.1,47.9,17.2,18.3,27.5,21.1,31.3,35.3,1.55,77.7,3,1,WCC,104.6,99.2,66.1,18.5,17.1,47.9,52.1,16.4,19.2,28.0,24.1,29.7,37.2,2.23,76.9,3,1
Eastern Kentucky,Belmont,-7,2021-02-25,OVC,101.9,102.4,75.4,15.3,16.1,51.3,51.2,17.1,24.5,28.0,30.2,36.0,33.6,1.29,76.1,4,1,OVC,112.2,100.7,70.7,15.8,17.5,58.3,48.5,16.2,20.7,24.9,27.1,35.5,34.4,1.37,77.0,5,1
Jacksonville St.,Murray St.,1,2021-02-25,OVC,105.0,105.2,66.1,18.1,16.7,51.8,48.4,20.2,15.8,31.8,27.9,33.5,32.5,2.16,77.2,4,1,OVC,105.0,101.8,66.6,17.3,17.9,55.6,48.9,19.6,20.2,27.4,25.5,36.8,30.9,1.48,76.8,4,1
Houston,Western Kentucky,14,2021-02-25,Amer,116.5,88.9,65.6,18.9,16.9,49.4,42.2,17.1,22.1,39.8,27.4,34.2,27.8,1.8,77.1,3,1,CUSA,108.7,98.3,68.0,17.5,16.2,51.5,49.9,20.4,19.5,31.7,23.3,35.0,36.4,2.17,76.3,5,1
BYU,San Francisco,11,2021-02-25,WCC,113.2,92.0,67.9,16.9,16.9,54.9,46.5,19.2,16.6,29.2,23.6,36.1,32.8,2.02,78.0,4,1,WCC,106.0,98.4,68.3,17.6,16.5,51.3,49.0,17.7,20.1,24.9,24.4,34.5,32.0,2.01,77.8,1,0
Western Michigan,Miami OH,-5,2021-02-25,MAC,96.4,104.8,65.5,18.5,16.3,49.0,49.9,20.8,14.6,24.0,28.9,33.3,30.3,1.68,76.3,2,0,MAC,107.9,106.0,66.2,18.4,16.6,51.2,52.5,16.4,18.1,28.5,28.2,36.3,35.0,1.91,75.0,2,1
Milwaukee,IUPUI,4,2021-02-25,Horz,101.4,107.1,69.7,16.3,17.5,49.8,52.8,15.4,18.2,23.3,26.8,33.3,38.1,1.75,76.8,0,0,Horz,97.6,105.4,72.2,16.6,16.4,48.9,52.7,19.0,19.1,25.6,25.1,34.5,30.5,2.09,74.8,0,0
Northern Colorado,Portland St.,3,2021-02-25,BSky,98.3,104.9,67.3,18.3,17.4,50.9,49.0,20.6,16.9,22.6,25.3,36.8,29.7,1.79,76.6,3,1,BSky,95.6,102.6,69.9,17.0,16.7,45.3,49.0,21.0,23.6,31.6,23.5,30.0,33.7,2.07,77.6,4,1
Arizona St.,Washington,9,2021-02-25,P12,109.4,100.4,73.1,16.1,16.9,50.2,51.7,14.5,21.2,21.0,30.5,33.9,35.5,1.92,76.4,2,1,P12,101.6,102.9,70.6,16.5,17.6,47.9,50.6,19.4,17.3,23.4,35.6,32.8,34.1,1.9,77.8,2,0
Sacramento St.,Weber St.,-6,2021-02-25,BSky,98.9,108.2,64.8,18.8,18.3,48.9,54.0,15.1,19.9,26.1,30.4,36.4,35.4,2.47,76.8,1,0,BSky,107.7,104.2,72.1,15.9,17.5,57.3,49.1,17.6,18.9,23.6,25.2,38.6,35.2,2.04,77.5,4,1
Sacred Heart,Fairleigh Dickinson,3,2021-02-25,NEC,99.9,112.3,68.0,17.8,17.1,48.0,49.5,18.9,14.7,29.8,31.0,32.3,32.9,1.11,75.5,3,1,NEC,101.6,114.1,71.2,16.4,17.0,51.9,53.2,19.6,19.3,28.4,33.5,38.3,33.3,1.52,75.4,1,0
Idaho St.,Montana,-3,2021-02-25,BSky,95.9,106.6,63.4,19.7,17.5,49.6,48.0,25.0,17.7,30.7,26.6,32.5,39.2,1.88,76.7,4,1,BSky,100.4,103.0,65.0,18.5,17.4,48.8,49.4,19.3,17.8,24.0,30.5,38.1,32.5,1.01,77.1,1,0
Illinois,Nebraska,17,2021-02-25,B10,118.4,91.0,70.0,16.6,17.1,56.3,46.8,18.4,16.5,32.6,22.7,38.9,33.7,1.64,77.1,4,0,B10,100.8,94.6,71.8,15.2,17.9,46.9,49.7,19.0,18.8,23.5,28.9,32.6,32.1,1.94,78.3,1,0
Eastern Illinois,Southeast Missouri St.,2,2021-02-25,OVC,95.9,106.9,68.7,17.2,17.0,48.9,51.6,19.8,18.7,27.9,28.9,33.3,36.1,2.47,76.7,3,1,OVC,94.9,104.9,68.5,17.2,17.2,49.9,52.2,22.3,19.7,27.3,22.6,34.7,36.9,1.77,76.3,2,0
St. Francis PA,Mount St. Mary's,-1,2021-02-25,NEC,96.2,108.4,68.5,17.1,17.0,48.1,51.5,20.2,18.6,29.3,28.6,31.6,30.9,1.34,77.0,1,0,NEC,95.4,102.7,61.5,20.4,17.3,48.8,45.9,20.6,16.5,32.0,25.0,33.8,30.5,1.56,76.9,2,1
Youngstown St.,Illinois Chicago,4,2021-02-25,Horz,103.3,109.9,67.8,17.6,17.4,47.9,54.5,16.4,18.4,33.4,29.2,30.2,36.2,1.66,76.5,0,0,Horz,94.9,104.2,68.4,17.1,17.3,49.6,47.7,18.4,14.3,23.8,27.8,32.6,29.7,2.38,77.6,0,0
Green Bay,Purdue Fort Wayne,5,2021-02-25,Horz,104.0,110.4,66.2,18.8,16.6,49.1,53.4,15.7,17.0,26.5,29.9,33.4,35.7,1.31,76.2,0,0,Horz,100.3,111.0,70.0,16.6,17.6,58.2,52.5,24.7,17.6,26.7,30.8,39.3,33.7,2.07,77.6,0,0
Merrimack,St. Francis NY,4,2021-02-25,NEC,91.9,101.7,65.6,17.3,18.1,50.7,48.3,19.1,22.4,21.5,29.7,30.7,36.5,1.43,75.7,3,0,NEC,101.0,113.5,72.0,16.6,16.3,49.7,52.9,15.6,19.9,29.2,31.3,33.3,38.8,2.27,74.8,3,0
Tennessee Tech,Austin Peay,-6,2021-02-25,OVC,96.5,111.4,68.6,17.0,17.1,49.5,55.1,22.7,17.6,26.3,27.4,31.2,35.6,1.5,77.0,1,0,OVC,105.8,109.2,66.8,18.0,16.9,50.7,54.1,21.2,22.5,35.9,29.7,34.2,35.9,1.55,74.9,3,0
Bryant,LIU,9,2021-02-25,NEC,103.3,105.2,75.2,15.1,16.0,53.9,47.0,21.2,18.0,29.2,31.0,38.9,29.4,1.64,75.9,3,1,NEC,94.6,104.6,74.8,15.0,17.3,47.6,50.0,20.0,20.7,34.1,28.0,29.6,31.9,1.78,75.9,3,1
Central Connecticut,Wagner,-7,2021-02-25,NEC,92.8,111.8,69.7,16.5,17.1,48.7,54.1,19.9,20.4,23.3,32.2,32.3,35.9,1.67,75.5,0,0,NEC,100.5,105.3,64.1,18.9,17.2,49.6,49.7,18.4,20.3,33.8,28.9,33.7,34.4,1.9,76.5,5,1
SIU Edwardsville,Tennessee Martin,7,2021-02-25,OVC,95.0,108.5,68.4,17.9,16.5,49.4,53.2,23.0,19.7,27.6,32.4,32.0,34.5,1.72,76.4,0,0,OVC,94.3,115.1,67.1,18.1,16.9,45.4,58.0,20.9,20.0,29.2,33.0,34.0,39.0,1.65,77.1,1,0
Detroit,Robert Morris,11,2021-02-25,Horz,109.6,107.7,67.6,17.8,17.1,54.1,54.2,16.6,18.7,27.2,28.9,38.3,37.0,2.38,77.6,0,0,Horz,98.5,109.5,67.4,17.2,17.6,50.2,53.9,19.2,18.6,30.0,33.3,36.1,37.9,1.75,75.4,0,0
Gonzaga,Santa Clara,31,2021-02-25,WCC,126.8,88.6,74.8,14.1,17.5,61.1,47.1,16.1,20.7,31.7,23.5,35.8,32.8,1.51,78.2,5,1,WCC,98.4,97.6,70.3,15.6,18.0,45.4,45.1,18.6,16.6,23.2,24.8,28.6,30.6,1.95,79.0,2,1
South Carolina St.,Florida A&M,-10,2021-02-25,MEAC,88.0,113.6,72.5,16.3,16.5,44.9,57.0,24.4,21.8,25.9,32.7,32.3,36.5,1.07,76.4,0,0,MEAC,92.1,101.0,68.5,16.5,17.1,48.1,48.7,23.1,21.3,29.3,33.4,31.0,28.1,2.09,76.8,3,0
Ohio,Eastern Michigan,14,2021-02-25,MAC,111.8,103.4,69.1,17.0,16.5,55.6,51.7,16.7,20.4,27.7,27.3,36.0,34.6,1.43,77.0,5,1,MAC,97.0,106.3,68.1,17.4,16.5,45.1,59.6,18.1,19.0,24.4,31.0,26.9,39.6,2.34,76.4,0,0
San Diego,Portland,12,2021-02-25,WCC,98.5,101.4,70.3,17.0,16.0,46.4,52.4,18.4,18.0,20.2,26.2,32.3,37.4,2.1,77.6,2,0,WCC,95.1,111.2,71.3,17.0,16.0,45.3,58.4,19.2,17.8,17.6,30.7,32.5,37.1,1.99,75.9,0,0
Buffalo,Central Michigan,18,2021-02-25,MAC,108.5,98.1,74.3,14.7,17.2,51.2,46.1,18.0,18.0,37.4,26.9,33.0,28.5,2.23,77.0,4,1,MAC,99.4,109.6,72.2,15.6,16.8,47.8,53.9,18.8,19.2,27.5,33.4,31.4,35.8,2.13,77.3,0,0
Morehead St.,Tennessee St.,14,2021-02-25,OVC,99.6,96.7,65.4,18.2,17.3,51.5,47.6,23.5,18.7,31.6,24.9,33.6,30.1,1.7,77.3,4,1,OVC,89.9,104.0,71.5,16.5,16.6,47.1,50.8,21.3,22.8,24.5,31.0,28.3,33.4,1.69,76.6,1,0
Texas Southern,Arkansas Pine Bluff,14,2021-02-25,SWAC,98.4,105.1,71.5,16.1,16.2,46.5,47.2,21.3,18.9,31.1,26.3,27.5,32.3,2.54,77.8,4,1,SWAC,91.1,115.4,67.6,18.5,15.8,41.8,54.6,22.8,18.1,27.6,33.3,30.1,40.4,2.27,75.8,0,0
Prairie View A&M,Mississippi Valley St.,28,2021-02-25,SWAC,96.3,102.1,68.0,17.4,17.1,51.9,47.5,20.8,26.3,32.0,32.7,32.0,31.4,2.07,76.8,5,1,SWAC,80.5,122.8,71.1,16.7,15.7,42.6,56.2,24.4,14.8,17.2,37.4,31.3,35.1,1.43,76.3,1,0
