home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Notre Dame,Miami FL,9,2021-02-14,ACC,116.3,101.0,66.8,17.8,18.3,55.4,50.9,15.5,12.9,20.1,28.0,39.0,36.5,2.21,78.7,3,1,ACC,102.4,97.3,67.8,18.2,16.6,48.1,51.0,19.6,18.6,27.2,26.1,29.4,36.9,1.56,78.6,1,0
James Madison,Hofstra,1,2021-02-14,CAA,103.0,103.4,71.8,16.0,17.2,50.7,49.2,17.0,21.3,27.3,28.0,33.2,31.3,1.37,76.3,5,1,CAA,106.4,106.3,68.2,16.9,17.8,50.9,51.8,17.8,17.7,29.6,27.6,32.9,33.3,1.69,76.7,3,0
South Florida,Tulane,5,2021-02-14,Amer,102.6,96.5,66.6,18.0,17.0,46.9,49.3,22.0,19.0,34.8,25.7,34.3,28.6,1.89,78.3,2,0,Amer,98.0,96.7,66.1,17.7,18.1,43.1,47.9,17.0,22.5,25.3,29.0,28.9,34.0,1.04,76.4,2,0
Evansville,Indiana St.,-4,2021-02-14,MVC,101.8,106.8,61.4,21.5,16.3,52.0,55.0,18.1,18.8,19.2,23.6,37.3,39.3,2.22,76.5,2,0,MVC,102.7,98.4,67.1,17.7,17.4,48.4,51.4,19.5,22.3,26.1,29.7,34.6,32.3,1.8,76.7,4,0
Penn St.,Nebraska,12,2021-02-14,B10,113.0,94.7,68.9,16.7,18.0,48.5,51.9,16.6,20.4,33.0,28.0,34.2,31.1,2.22,76.1,2,0,B10,101.3,96.3,71.7,14.8,17.9,45.5,49.3,19.0,19.2,26.4,29.2,30.6,31.4,1.97,78.3,0,0
Southern Illinois,Illinois St.,1,2021-02-14,MVC,99.6,105.4,67.2,17.9,17.7,52.0,54.3,18.4,19.3,17.7,25.5,37.3,37.2,0.98,76.3,2,0,MVC,99.8,103.6,69.2,16.5,18.2,50.2,51.7,18.6,16.4,24.3,26.9,36.6,31.8,1.03,77.1,1,1
Northern Iowa,Valparaiso,4,2021-02-14,MVC,102.8,104.1,69.2,17.2,17.7,49.4,53.6,19.6,15.5,25.9,21.6,33.1,36.8,1.36,76.8,1,0,MVC,97.1,100.4,68.1,17.1,18.0,47.3,50.5,17.8,18.6,19.6,28.0,30.3,33.5,1.44,76.8,2,1
Loyola MD,Lafayette,2,2021-02-14,Pat,97.9,105.4,68.0,18.2,17.3,49.2,50.3,19.4,17.6,30.8,25.8,27.4,38.0,1.75,77.3,1,0,Pat,102.6,108.6,68.8,17.2,17.2,49.9,50.1,14.8,16.8,26.6,28.6,35.7,30.7,1.94,77.7,2,1
Cal Baptist,Sacramento St.,2,2021-02-14,WAC,103.2,111.0,70.8,16.0,17.3,54.9,52.5,20.1,16.2,28.4,26.4,41.2,36.5,1.88,77.3,3,1,BSky,98.8,105.9,65.5,18.7,18.3,48.3,53.0,15.6,20.4,26.7,28.2,37.1,33.9,2.46,76.8,1,0
Morgan St.,Norfolk St.,2,2021-02-14,MEAC,99.2,106.6,72.0,15.8,16.1,49.8,48.5,20.7,21.4,34.3,30.3,33.0,31.3,2.24,77.1,4,0,MEAC,99.5,106.7,67.3,17.5,16.1,48.9,49.0,17.0,19.6,27.6,27.2,36.9,33.4,2.34,76.7,3,1
Hartford,NJIT,2,2021-02-14,AE,94.4,101.4,66.7,18.4,17.6,48.3,48.4,19.3,21.3,25.2,29.5,31.1,30.2,1.92,76.0,2,0,AE,96.6,102.7,68.3,17.6,17.6,46.9,49.5,16.0,20.6,23.9,30.3,32.8,30.5,2.23,76.1,3,1
Towson,Northeastern,-6,2021-02-14,CAA,100.1,110.4,66.3,18.8,16.8,45.3,53.4,18.4,16.4,35.6,30.8,28.9,39.7,1.62,76.8,0,0,CAA,100.2,98.5,67.0,18.2,16.6,53.5,48.4,20.3,17.1,18.5,24.9,36.4,31.5,1.13,77.6,4,1
North Dakota,South Dakota,-6,2021-02-14,Sum,96.5,109.4,67.2,17.7,17.2,49.3,53.7,19.1,17.9,23.0,28.2,33.4,39.5,1.5,77.3,3,1,Sum,104.4,104.7,68.3,17.6,16.7,51.4,48.4,15.6,15.5,22.3,23.6,37.0,34.7,1.66,76.5,3,0
Charleston,Elon,6,2021-02-14,CAA,101.6,105.8,64.1,18.8,17.9,51.4,50.8,17.0,18.2,24.5,25.9,38.5,35.4,1.97,76.9,3,1,CAA,94.7,105.4,67.6,16.7,18.6,44.3,51.5,19.9,17.0,21.4,24.6,30.6,35.1,1.56,75.8,0,0
Boston University,Holy Cross,6,2021-02-14,Pat,98.8,108.7,66.8,17.4,17.1,45.8,54.9,19.4,14.5,32.8,25.9,27.5,35.3,2.01,77.5,2,0,Pat,94.5,109.6,69.9,17.2,16.4,49.5,51.0,19.0,16.9,26.2,32.7,33.7,34.2,1.36,76.8,1,1
Vermont,Stony Brook,12,2021-02-14,AE,106.5,99.7,66.7,17.7,17.9,54.9,45.9,18.6,19.6,28.2,22.5,34.8,29.9,2.41,76.3,5,1,AE,95.9,103.6,67.0,17.5,17.6,46.7,49.5,19.9,18.5,29.6,26.5,29.4,34.4,2.19,77.0,1,0
Saint Peter's,Fairfield,11,2021-02-14,MAAC,93.5,95.0,67.3,17.6,16.9,46.2,44.6,21.7,22.1,29.2,29.8,34.2,34.1,1.28,76.0,3,0,MAAC,93.2,108.7,65.0,18.9,17.4,45.3,51.4,19.8,16.5,28.2,25.4,30.1,34.3,1.76,76.8,3,1
