home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
James Madison,Drexel,2,2021-02-26,CAA,103.7,103.4,71.8,16.1,17.2,50.3,49.1,17.0,20.9,28.3,28.1,33.3,31.2,1.36,76.3,5,1,CAA,104.3,103.8,64.2,19.0,16.7,52.9,49.3,19.3,18.2,28.3,23.9,33.2,31.1,1.83,77.1,2,0
South Alabama,Georgia St.,-1,2021-02-26,SB,102.5,105.9,66.5,17.2,18.3,51.0,49.5,18.3,20.0,26.5,31.7,35.2,33.5,2.02,75.9,5,1,SB,106.0,103.7,69.9,15.8,18.2,51.2,48.9,17.2,20.8,31.6,33.6,32.4,33.2,1.75,76.4,4,1
Illinois St.,Northern Iowa,2,2021-02-26,MVC,101.1,102.7,69.1,16.6,18.3,50.6,51.7,18.6,16.6,24.1,26.6,35.9,32.0,1.03,77.1,2,1,MVC,103.9,104.7,68.9,17.3,17.8,49.9,53.5,19.4,15.6,26.6,22.0,33.0,36.0,1.35,76.8,2,0
Evansville,Missouri St.,-6,2021-02-26,MVC,105.9,110.2,62.1,21.4,16.5,53.1,57.5,17.6,18.4,19.0,23.9,37.2,40.9,2.23,76.4,0,0,MVC,107.4,97.9,69.0,17.5,17.3,54.0,47.1,18.3,15.1,23.3,22.1,33.8,32.6,1.66,77.5,5,1
Little Rock,Louisiana,1,2021-02-26,SB,100.4,106.7,67.1,17.4,17.8,51.5,51.6,22.7,20.4,31.1,28.1,31.9,35.2,1.98,78.2,0,0,SB,102.5,105.7,70.8,16.2,17.6,51.3,49.2,20.9,17.5,32.1,27.8,37.0,36.4,1.7,77.6,2,1
Southern Miss,Florida Atlantic,1,2021-02-26,CUSA,95.7,102.7,66.9,17.8,17.4,47.8,49.5,20.3,17.9,24.7,24.1,31.9,32.7,1.73,77.6,1,1,CUSA,101.5,105.2,67.2,16.7,18.2,50.4,52.9,19.6,17.8,33.7,23.3,33.5,38.8,1.6,76.8,2,0
Utah Valley,UT Rio Grande Valley,1,2021-02-26,WAC,99.6,106.2,70.2,16.7,16.7,53.8,49.2,21.5,14.6,30.5,22.7,34.5,35.2,1.83,77.6,2,0,WAC,96.4,101.8,69.7,15.3,16.9,43.7,46.9,18.3,25.7,30.9,32.5,28.4,26.7,2.11,76.0,4,1
UNLV,Fresno St.,5,2021-02-26,MWC,105.3,104.7,65.7,18.5,17.2,50.3,51.9,19.4,17.7,29.7,25.3,34.1,38.2,1.45,77.5,2,0,MWC,99.7,103.3,65.7,18.1,18.0,48.0,51.4,21.6,19.2,32.4,25.5,30.1,34.8,1.26,77.3,3,1
UT Arlington,Arkansas St.,2,2021-02-26,SB,97.9,105.0,69.4,16.7,17.2,46.0,50.0,16.9,19.6,27.0,32.1,35.0,36.5,1.52,76.6,2,0,SB,101.0,108.2,68.5,17.6,16.7,48.6,50.4,19.6,18.7,30.5,27.9,37.2,35.9,1.42,76.1,4,0
Georgia Southern,Appalachian St.,-1,2021-02-26,SB,95.1,104.3,67.6,17.9,17.2,47.9,51.8,21.5,23.3,28.9,31.6,31.4,37.2,1.8,76.2,2,0,SB,100.7,105.7,65.7,18.3,17.7,47.9,51.3,18.3,19.5,27.7,29.3,31.6,34.1,1.87,76.3,0,0
Sacred Heart,Fairleigh Dickinson,1,2021-02-26,NEC,99.6,113.0,67.5,17.8,17.2,48.5,50.1,19.2,14.8,30.1,30.9,32.7,32.9,1.12,75.5,2,0,NEC,102.2,113.5,70.9,16.5,17.0,52.3,53.3,19.5,19.5,28.4,33.5,38.1,33.5,1.52,75.4,2,1
Louisiana Tech,Rice,10,2021-02-26,CUSA,103.2,94.0,69.4,16.7,17.0,49.9,46.1,18.2,18.9,26.5,23.7,33.2,29.9,2.11,76.2,4,1,CUSA,105.7,106.8,70.0,16.9,16.8,53.6,51.9,20.2,17.6,28.2,26.7,37.0,35.4,1.33,77.5,2,0
Seattle,Grand Canyon,-6,2021-02-26,WAC,97.6,106.2,68.1,17.3,16.9,47.4,49.0,15.7,21.0,25.3,29.0,32.4,33.6,1.58,76.2,2,0,WAC,103.7,99.7,64.7,18.3,17.2,53.5,45.9,20.2,16.9,31.4,22.3,31.2,31.0,2.15,77.4,4,0
Merrimack,St. Francis NY,2,2021-02-26,NEC,91.5,102.5,65.8,17.3,18.0,50.7,49.0,18.9,22.3,21.2,30.5,31.2,37.2,1.47,75.6,2,0,NEC,102.2,113.3,72.2,16.6,16.3,50.1,52.8,15.9,19.7,29.8,30.5,34.1,38.8,2.28,74.7,4,1
Denver,Nebraska Omaha,-1,2021-02-26,Sum,93.9,112.7,71.1,16.7,17.3,49.8,56.3,21.5,19.1,21.3,26.2,34.3,40.0,1.3,76.5,1,0,Sum,93.5,107.3,71.0,16.4,16.9,45.7,53.6,18.3,17.0,23.0,27.1,32.8,38.3,1.86,76.0,1,0
Troy,Coastal Carolina,-6,2021-02-26,SB,91.6,103.1,67.5,18.1,16.9,44.2,51.6,22.0,18.5,28.0,25.7,28.4,36.9,1.43,76.7,0,0,SB,102.4,102.7,70.7,17.0,16.6,50.5,47.3,22.6,18.4,36.4,27.1,35.9,33.0,1.68,76.5,2,1
Stetson,North Florida,5,2021-02-26,ASun,101.1,108.4,68.9,18.3,16.5,50.1,51.8,19.9,17.7,26.5,27.7,36.3,34.1,0.83,77.0,2,0,ASun,102.7,114.2,66.8,18.0,17.0,52.5,49.8,22.2,16.0,26.9,36.0,36.6,33.6,1.27,77.4,2,0
South Dakota St.,UMKC,9,2021-02-26,Sum,109.5,104.2,71.7,15.8,17.1,55.4,50.4,16.5,14.9,22.6,21.8,40.7,34.1,1.58,77.3,3,0,Sum,95.4,100.1,62.8,19.4,17.8,51.5,50.8,20.4,22.4,22.1,23.7,36.1,36.0,1.88,76.1,5,1
Tarleton St.,New Mexico St.,-5,2021-02-26,WAC,96.2,109.2,64.8,19.5,15.8,48.2,53.6,18.4,22.3,18.2,31.0,39.2,38.2,1.46,76.3,4,0,WAC,103.5,103.5,65.7,19.6,17.1,47.6,52.5,16.1,16.5,32.0,24.8,30.0,34.6,2.46,76.3,3,1
Hawaii,Long Beach St.,8,2021-02-26,BW,101.0,104.1,67.4,17.9,18.0,50.6,48.8,18.9,16.6,28.1,28.0,36.4,33.3,1.7,76.8,2,0,BW,97.0,107.2,72.9,15.4,17.0,49.9,50.5,21.3,17.7,22.1,31.5,35.4,36.3,1.69,77.3,2,1
UC Irvine,UC San Diego,10,2021-02-26,BW,101.7,96.0,67.5,18.0,17.2,46.5,46.4,20.0,18.5,33.8,25.1,32.7,34.6,0.98,77.4,2,0,BW,100.3,105.9,70.6,17.0,17.8,54.4,53.9,21.2,19.0,15.7,32.3,35.6,37.7,2.01,76.8,2,1
Bryant,LIU,9,2021-02-26,NEC,103.5,105.0,75.0,15.2,15.9,54.1,46.8,21.4,17.7,29.7,31.1,38.8,29.1,1.64,75.9,3,1,NEC,94.7,104.5,74.7,14.9,17.3,47.3,50.5,19.5,21.0,34.0,28.5,29.3,32.2,1.77,76.0,2,0
Northern Arizona,Southern Utah,-7,2021-02-26,BSky,98.3,114.4,63.5,19.5,17.5,46.9,59.4,17.6,18.0,24.7,27.4,33.5,38.7,1.25,77.5,1,0,BSky,106.0,107.4,70.1,17.0,16.9,51.6,53.9,16.3,16.6,30.5,22.1,32.6,37.2,2.44,76.7,5,1
Kennesaw St.,Florida Gulf Coast,-6,2021-02-26,ASun,87.4,107.3,69.2,18.2,16.6,44.9,52.8,20.8,17.0,24.8,26.0,29.1,31.7,0.88,76.4,1,0,ASun,94.9,103.7,69.6,16.9,17.1,47.3,47.5,20.5,19.3,29.9,31.1,28.6,30.4,1.63,76.8,3,1
Old Dominion,Middle Tennessee,10,2021-02-26,CUSA,101.8,100.0,68.1,17.8,17.0,48.2,51.1,19.4,19.1,29.7,25.5,29.0,35.3,2.28,77.0,3,1,CUSA,93.8,102.9,69.8,17.5,16.5,46.8,52.2,22.0,20.5,25.2,25.6,33.1,30.7,1.93,76.8,2,0
Cal Poly,UC Davis,-8,2021-02-26,BW,88.9,108.3,67.3,17.5,17.4,43.1,51.8,19.3,17.8,21.9,29.1,29.2,36.5,1.44,76.8,0,0,BW,99.7,104.6,70.3,16.5,16.6,48.3,55.6,19.9,22.7,26.9,26.4,33.2,36.6,1.49,75.8,3,1
St. Bonaventure,George Washington,16,2021-02-26,A10,111.4,94.4,65.2,18.5,18.3,50.1,46.4,17.6,18.8,33.3,29.5,35.4,30.7,1.93,77.3,3,1,A10,104.1,107.2,68.7,17.4,17.0,51.7,49.9,20.4,17.5,26.8,29.9,34.2,33.3,1.34,78.2,2,0
Central Connecticut,Wagner,-8,2021-02-26,NEC,92.3,112.0,70.1,16.6,17.0,48.2,54.2,19.7,20.3,23.5,32.6,31.7,36.0,1.69,75.5,0,0,NEC,101.1,104.7,64.5,18.7,17.3,50.0,49.0,18.3,20.0,34.3,28.8,34.0,33.4,1.89,76.5,5,1
Cal St. Bakersfield,Cal St. Northridge,10,2021-02-26,BW,103.8,101.5,63.9,19.3,17.4,46.9,50.0,19.5,20.6,38.6,25.6,33.1,34.8,2.68,76.9,3,0,BW,100.6,111.0,70.0,16.3,17.6,48.7,53.8,16.7,18.6,23.7,27.4,34.6,36.7,1.26,76.7,3,1
Texas St.,Louisiana Monroe,10,2021-02-26,SB,100.6,100.3,62.5,19.9,17.3,52.0,50.2,20.2,23.5,29.3,27.3,39.7,35.3,2.33,75.7,5,1,SB,93.5,105.4,67.0,17.3,17.8,48.8,50.0,19.5,21.2,22.5,33.1,35.0,36.0,1.97,76.4,3,1
Siena,Manhattan,11,2021-02-26,MAAC,102.2,100.9,66.0,18.9,17.8,51.5,46.3,18.9,17.2,28.0,25.5,34.7,35.3,1.81,76.4,3,1,MAAC,90.0,101.9,66.6,17.6,17.4,42.0,47.2,21.6,22.8,31.8,29.4,27.2,31.9,2.0,76.7,1,1
Saint Peter's,Rider,11,2021-02-26,MAAC,92.3,94.1,67.3,17.8,17.1,45.6,44.0,21.4,22.4,29.1,28.5,32.9,33.3,1.28,76.0,3,0,MAAC,99.2,113.3,68.8,17.2,17.7,47.5,54.5,17.0,16.5,26.2,25.6,33.3,36.8,1.66,76.2,1,0
Loyola Chicago,Southern Illinois,21,2021-02-26,MVC,111.2,86.5,64.4,18.2,18.8,56.8,46.0,18.3,21.4,25.8,21.6,35.8,30.4,2.25,76.3,4,1,MVC,99.2,104.2,66.4,18.2,17.8,51.9,53.6,17.8,19.1,17.2,25.3,36.5,35.4,0.96,76.2,2,1
Idaho,Montana St.,-12,2021-02-26,BSky,88.1,114.5,67.3,17.5,17.6,47.7,54.5,24.1,17.0,21.7,29.9,33.3,39.6,1.83,76.3,0,0,BSky,99.9,104.0,68.4,17.1,17.4,49.6,50.1,17.5,18.9,22.7,27.3,34.2,34.4,1.99,76.8,1,0
