home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Tennessee,Georgia,12,2021-02-10,SEC,109.1,85.9,66.6,17.5,17.6,50.2,44.8,17.0,23.5,31.0,27.0,34.0,29.9,1.58,77.5,3,1,SEC,107.9,99.2,72.5,15.6,16.6,51.8,50.8,22.5,22.2,35.8,34.3,32.8,32.2,1.9,76.0,3,1
Valparaiso,Bradley,-3,2021-02-10,MVC,97.4,100.8,68.3,17.1,18.0,46.7,51.0,17.4,18.6,20.4,27.6,29.1,33.3,1.4,76.7,2,1,MVC,101.7,97.5,66.5,16.8,19.0,49.5,48.8,19.7,18.4,29.0,27.0,31.0,37.1,1.61,77.3,1,0
Charlotte,Old Dominion,1,2021-02-10,CUSA,99.7,102.2,62.0,19.0,18.3,51.8,49.4,21.0,20.0,21.9,25.9,33.7,31.5,1.87,77.5,3,0,CUSA,101.5,101.0,67.2,17.8,16.9,46.7,53.3,18.2,19.3,31.1,25.7,28.0,37.2,2.29,76.9,3,0
Wofford,Chattanooga,6,2021-02-10,SC,106.3,101.6,66.3,18.0,17.2,55.1,51.8,19.6,18.9,27.6,29.6,36.2,34.5,1.49,75.5,3,1,SC,103.6,104.5,67.3,17.9,16.5,51.2,53.2,15.7,19.4,21.7,25.2,36.0,35.3,1.97,77.1,3,1
Western Carolina,VMI,-2,2021-02-10,SC,98.5,106.1,70.1,16.6,16.9,50.8,53.6,19.7,16.5,24.6,24.8,31.4,34.5,1.78,76.1,1,0,SC,106.2,108.2,70.4,16.6,16.9,54.1,51.7,18.0,14.3,22.5,26.3,38.1,36.1,1.57,76.4,3,1
Samford,Mercer,-4,2021-02-10,SC,98.0,105.7,73.7,15.4,16.4,49.3,51.8,21.6,19.1,29.8,25.3,29.4,34.0,2.14,76.7,1,0,SC,106.1,105.8,69.4,16.8,16.9,55.0,50.4,17.9,16.9,26.8,27.9,36.9,32.0,1.94,77.2,2,1
Arkansas St.,Little Rock,-2,2021-02-10,SB,101.7,109.9,69.2,17.3,16.4,48.1,50.3,19.7,18.4,31.6,29.1,38.4,36.1,1.41,76.2,3,1,SB,101.9,104.0,67.5,17.3,17.7,52.0,50.3,23.1,20.7,31.8,29.3,32.5,33.7,1.96,78.0,2,0
Drake,Northern Iowa,11,2021-02-10,MVC,110.4,96.6,68.1,17.3,17.5,55.5,45.9,16.5,20.1,34.4,22.8,37.5,29.9,2.06,76.2,4,0,MVC,104.1,102.8,69.5,17.2,17.6,50.4,53.0,19.9,15.3,26.1,21.6,34.2,36.2,1.34,76.7,3,1
Missouri St.,Southern Illinois,7,2021-02-10,MVC,105.2,100.6,69.5,17.2,17.1,52.3,48.0,17.8,15.0,23.1,24.2,31.9,34.2,1.64,77.5,2,1,MVC,101.8,104.8,67.4,17.9,17.7,53.4,54.4,18.7,19.8,18.4,25.8,39.0,37.9,0.98,76.3,2,1
Tulsa,Tulane,8,2021-02-10,Amer,102.7,94.5,65.8,17.6,18.0,48.9,47.6,20.8,22.3,26.9,33.6,29.0,33.8,2.28,77.2,1,0,Amer,97.7,98.8,67.1,17.2,18.1,43.4,47.9,16.6,22.3,24.9,29.6,28.5,34.5,1.04,76.4,1,0
The Citadel,East Tennessee St.,-7,2021-02-10,SC,102.9,112.2,75.7,15.0,16.6,53.9,53.3,17.1,14.2,23.8,27.1,36.5,31.3,1.88,76.5,2,1,SC,102.9,99.1,66.0,17.9,17.3,51.2,50.3,21.3,20.4,31.9,26.9,35.4,34.7,1.94,77.2,3,0
Incarnate Word,Northwestern St.,1,2021-02-10,Slnd,94.4,109.0,65.4,18.4,16.9,51.4,50.7,20.6,19.0,23.0,32.0,40.4,27.8,1.13,75.8,3,1,Slnd,97.0,109.7,71.4,16.5,15.8,47.1,53.6,19.7,17.7,26.2,32.4,31.7,33.2,2.02,75.0,3,1
Lamar,Nicholls St.,-7,2021-02-10,Slnd,91.2,107.4,69.3,16.8,16.8,43.8,54.4,20.5,19.8,25.5,29.2,27.8,38.6,1.76,76.0,1,0,Slnd,99.0,102.5,71.8,15.9,16.4,50.4,49.4,18.9,21.6,29.6,29.8,32.3,33.5,2.44,76.0,4,0
George Mason,Fordham,8,2021-02-10,A10,100.2,98.9,67.7,17.1,17.7,48.2,50.9,18.6,19.2,30.3,25.2,31.7,36.2,1.61,76.1,2,0,A10,89.9,98.0,64.1,18.7,18.3,42.6,51.8,21.3,20.3,21.4,31.3,27.9,33.8,1.64,75.8,1,1
Sam Houston St.,Southeastern Louisiana,11,2021-02-10,Slnd,100.2,102.8,71.4,16.1,16.1,49.0,49.8,21.2,21.8,30.0,33.8,35.8,30.5,1.85,75.1,4,1,Slnd,92.9,108.1,68.6,17.6,16.2,44.0,54.2,22.9,22.0,32.1,29.7,27.5,35.0,1.83,76.8,3,1
Stephen F. Austin,Texas A&M Corpus Chris,15,2021-02-10,Slnd,103.4,102.9,70.8,16.6,16.1,55.4,52.3,23.8,23.5,36.7,26.9,32.2,37.4,2.4,76.8,4,1,Slnd,91.6,108.8,68.3,17.4,17.1,46.5,50.7,24.0,17.5,23.8,30.4,33.2,33.5,2.26,76.0,0,0
Abilene Christian,Houston Baptist,19,2021-02-10,Slnd,100.8,93.5,68.6,17.2,16.6,51.4,45.4,18.8,28.2,29.5,29.6,35.0,30.4,2.27,75.1,5,1,Slnd,95.5,111.1,71.8,16.4,15.8,50.7,54.2,23.9,18.1,24.3,32.7,35.6,32.3,1.39,76.7,1,1
San Diego St.,San Jose St.,26,2021-02-10,MWC,111.8,91.1,66.1,16.7,18.7,53.8,48.4,18.0,23.2,32.5,23.8,38.7,33.7,2.42,76.6,5,1,MWC,97.0,111.0,72.2,16.5,16.7,44.6,52.5,18.4,14.5,21.2,35.2,30.7,32.1,1.63,77.8,3,0
