home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Oklahoma,Alabama,-1,2021-01-30,B12,114.0,93.6,69.2,16.9,17.4,51.3,48.9,14.6,19.9,28.8,27.1,33.9,35.8,2.12,77.0,4,1,SEC,114.8,90.0,74.6,14.3,17.5,52.2,45.4,18.2,21.2,31.1,29.6,36.0,30.2,1.89,77.8,5,1
LSU,Texas Tech,-1,2021-01-30,SEC,118.1,100.5,70.8,16.1,16.8,54.0,48.8,17.3,20.0,32.6,31.7,34.0,30.4,1.07,77.6,3,1,B12,113.5,90.5,67.0,17.8,17.5,49.4,46.9,15.8,25.5,34.6,28.4,33.2,34.0,1.41,76.9,3,0
Tennessee,Kansas,2,2021-01-30,SEC,108.7,87.5,66.2,17.4,17.8,49.8,45.4,16.4,24.7,32.4,28.0,32.5,30.8,1.62,77.5,3,1,B12,112.0,90.3,68.4,16.3,17.7,50.2,48.6,18.6,19.5,32.4,26.3,35.2,34.4,1.46,78.2,2,1
Penn St.,Wisconsin,-2,2021-01-30,B10,113.6,96.8,69.9,16.5,17.6,50.2,53.2,16.9,20.3,34.2,28.3,36.8,31.6,2.2,76.1,2,0,B10,112.9,89.1,65.0,18.4,17.9,51.2,45.8,13.0,17.6,23.0,22.5,37.9,32.3,2.39,78.0,3,1
Seton Hall,Villanova,-4,2021-01-30,BE,114.0,97.6,67.8,17.2,17.6,53.0,50.8,19.1,17.8,28.1,28.2,33.7,37.9,2.36,79.2,2,0,BE,119.6,93.5,64.9,18.2,17.4,54.8,52.9,11.9,19.9,27.2,21.2,36.9,36.2,1.88,77.9,5,1
Virginia Tech,Virginia,-3,2021-01-30,ACC,109.9,93.0,66.6,17.8,17.8,51.6,47.8,17.6,18.1,30.1,23.9,33.8,31.8,1.62,76.3,4,1,ACC,116.3,90.5,60.1,19.7,18.8,58.6,47.5,13.9,16.0,23.6,20.3,39.6,33.5,1.86,77.8,5,1
Oklahoma St.,Arkansas,2,2021-01-30,B12,110.7,92.5,71.1,15.8,17.5,52.0,47.2,20.4,19.1,33.1,29.0,33.0,33.1,1.13,77.6,3,1,SEC,111.7,93.5,72.9,15.6,16.0,51.9,47.2,17.0,19.7,34.0,24.5,34.6,30.3,1.57,77.9,3,1
West Virginia,Florida,4,2021-01-30,B12,114.7,92.7,68.9,17.3,16.7,48.3,48.3,16.8,20.2,36.2,30.9,36.6,29.5,1.87,77.3,3,1,SEC,113.4,94.4,70.4,16.1,17.2,54.1,48.1,19.7,21.8,32.6,31.6,37.8,34.6,1.51,77.3,4,1
Georgia Tech,Florida St.,-3,2021-01-30,ACC,111.5,97.2,67.0,17.8,16.8,54.5,52.3,15.9,21.8,23.6,27.7,37.9,37.6,2.61,76.0,3,0,ACC,116.1,93.2,69.6,17.0,17.3,54.9,46.6,19.6,20.3,35.6,29.3,38.7,33.6,1.99,79.6,5,1
Purdue,Minnesota,2,2021-01-30,B10,110.8,92.3,67.0,18.4,17.3,51.2,48.8,19.6,16.8,32.2,23.8,34.5,31.8,1.07,78.4,4,0,B10,111.0,92.7,70.9,16.1,16.9,46.9,47.3,15.0,18.6,28.5,31.2,29.5,32.3,1.89,78.0,2,0
Duke,Clemson,4,2021-01-30,ACC,111.9,94.3,69.7,16.4,17.0,51.1,52.3,19.3,20.0,32.3,23.6,33.1,36.9,0.87,76.9,2,1,ACC,106.5,90.9,66.0,17.5,18.4,48.6,49.4,19.4,23.7,27.3,27.9,31.0,35.5,1.78,77.0,2,1
Arizona St.,Stanford,-3,2021-01-30,P12,108.5,98.1,73.7,15.8,16.9,49.8,51.9,14.8,22.0,20.2,30.5,31.9,35.6,1.77,76.7,1,1,P12,106.9,90.2,70.8,16.6,17.0,50.5,46.2,21.2,20.8,28.5,29.0,31.5,33.7,1.33,78.8,3,1
Dayton,Rhode Island,1,2021-01-30,A10,107.6,97.3,65.6,19.1,17.5,55.5,48.5,21.8,19.1,22.3,29.0,37.0,31.4,1.99,77.8,4,1,A10,106.2,93.0,70.1,16.8,16.8,51.1,45.8,21.3,18.2,29.2,26.1,33.6,31.4,1.93,76.4,3,1
Butler,Xavier,-2,2021-01-30,BE,104.2,95.5,65.3,19.6,17.2,48.4,52.6,17.4,17.7,24.5,21.1,34.6,36.2,1.59,76.5,2,0,BE,111.1,95.8,68.8,16.2,17.4,54.2,46.0,16.9,17.3,27.8,26.9,35.4,33.3,1.94,77.2,3,1
Georgia,Mississippi,-3,2021-01-30,SEC,106.4,99.6,73.5,15.4,16.5,50.1,51.4,22.0,22.6,35.9,34.1,30.4,32.6,1.92,76.0,2,0,SEC,105.3,91.5,66.6,17.5,17.0,49.1,47.7,19.4,24.6,32.5,26.3,28.3,35.5,1.98,77.2,2,0
Pittsburgh,Notre Dame,4,2021-01-30,ACC,106.9,94.7,69.8,16.6,16.8,48.8,46.5,18.6,19.2,35.1,28.0,32.2,28.2,1.23,77.7,3,0,ACC,111.4,101.5,67.6,17.7,18.3,52.8,51.1,16.4,12.9,19.7,27.5,37.2,35.6,2.11,78.7,2,0
Georgetown,Providence,-3,2021-01-30,BE,104.7,98.6,69.7,16.2,16.7,49.0,47.5,21.7,13.7,30.3,25.7,35.4,33.0,2.2,78.0,0,0,BE,110.5,96.4,66.8,18.1,17.4,49.3,49.9,16.9,17.6,30.5,29.0,32.1,31.2,1.86,78.1,2,1
Bowling Green,Toledo,-4,2021-01-30,MAC,107.1,103.8,70.7,16.1,16.7,48.8,51.5,14.7,19.2,30.2,30.2,33.6,35.1,1.81,76.3,1,0,MAC,115.6,102.8,67.6,17.4,17.2,54.2,48.9,16.4,18.6,32.3,31.3,39.3,29.1,1.74,76.7,4,1
DePaul,Creighton,-10,2021-01-30,BE,102.0,95.4,72.9,15.3,17.9,48.2,48.4,22.4,20.9,31.9,29.1,32.2,29.5,1.91,76.8,2,0,BE,116.8,94.2,70.2,15.8,17.9,57.3,46.4,15.2,18.0,23.8,30.0,37.4,33.3,2.22,77.0,3,1
Wichita St.,UCF,5,2021-01-30,Amer,108.4,97.8,68.5,17.3,17.3,44.9,47.1,15.5,17.5,30.7,34.2,30.3,31.9,1.85,76.4,3,0,Amer,104.2,96.9,66.5,17.6,17.9,47.1,49.6,20.6,19.8,28.8,32.6,34.9,31.7,1.46,77.6,1,1
Colorado,Utah,9,2021-01-30,P12,115.2,93.2,67.2,17.1,18.5,52.0,47.5,16.1,20.7,31.0,25.0,36.3,33.0,2.31,77.3,4,1,P12,108.3,97.2,67.6,17.6,17.6,50.5,49.2,17.7,21.1,26.3,29.8,31.6,34.5,1.38,77.4,2,0
Vanderbilt,South Carolina,-5,2021-01-30,SEC,105.9,103.6,69.6,17.6,16.7,50.6,53.3,20.0,17.8,31.3,26.1,33.9,34.3,1.35,77.1,0,0,SEC,107.6,96.0,73.5,15.5,17.1,48.5,50.4,20.8,22.5,37.3,31.4,32.7,32.3,1.64,77.5,2,1
