home,away,predict_kp,date,conf_x,adj_off_x,adj_def_x,adj_tempo_x,poss_off_x,poss_def_x,fg_off_x,fg_def_x,turnover_off_x,turnover_def_x,reb_off_x,reb_def_x,three_off_x,three_def_x,experience_x,height_x,wins_five_x,wins_last_x,conf_y,adj_off_y,adj_def_y,adj_tempo_y,poss_off_y,poss_def_y,fg_off_y,fg_def_y,turnover_off_y,turnover_def_y,reb_off_y,reb_def_y,three_off_y,three_def_y,experience_y,height_y,wins_five_y,wins_last_y
Illinois St.,Indiana St.,-5,2021-01-17,MVC,97.4,105.4,71.2,15.7,18.4,51.8,53.4,19.5,17.5,22.0,27.0,37.7,34.6,1.06,77.3,1,0,MVC,100.9,99.6,69.8,16.9,17.1,47.1,53.1,20.8,22.2,24.7,28.9,34.9,32.7,1.85,76.6,2,1
Boston University,Army,-1,2021-01-17,Pat,98.0,106.6,68.9,17.2,16.6,45.2,55.8,20.3,13.1,33.2,25.4,26.0,37.1,1.92,77.7,1,0,Pat,96.6,100.6,69.3,16.9,16.2,52.7,52.4,18.8,20.2,22.3,21.5,33.3,34.7,1.95,75.2,3,1
Albany,NJIT,1,2021-01-17,AE,95.1,103.1,69.0,17.7,17.3,50.3,53.5,18.9,22.4,19.5,27.0,34.7,36.1,2.29,77.0,2,1,AE,96.6,102.0,69.9,17.3,17.6,45.8,50.1,16.4,20.5,24.9,30.0,32.0,34.3,2.21,76.1,2,0
Fordham,Massachusetts,-7,2021-01-17,A10,90.5,97.5,64.6,19.4,18.4,39.0,54.0,21.0,21.3,24.3,31.2,23.2,33.3,1.61,76.1,1,0,A10,106.8,101.1,73.5,15.9,15.5,50.2,53.6,16.1,21.1,25.5,23.9,32.1,38.5,1.0,76.8,3,1
Stony Brook,New Hampshire,1,2021-01-17,AE,94.9,102.9,69.0,17.0,16.8,50.0,51.8,21.5,20.1,26.7,25.8,33.5,37.3,2.16,77.1,4,0,AE,96.3,102.2,68.0,18.6,16.2,45.2,49.5,17.0,19.0,26.8,18.9,32.1,35.2,1.58,77.1,2,1
UMBC,Hartford,4,2021-01-17,AE,98.0,100.7,69.4,15.9,17.8,50.8,45.6,19.6,19.4,25.2,26.2,32.9,33.6,2.43,75.7,3,0,AE,97.3,102.6,67.9,18.2,17.5,51.0,49.7,19.3,21.6,24.7,28.4,35.1,31.4,1.89,76.0,4,1
Idaho St.,Sacramento St.,-1,2021-01-17,BSky,98.0,107.1,66.1,19.5,16.5,49.9,51.2,26.6,17.5,32.5,25.9,32.2,38.4,1.87,76.8,4,1,BSky,96.7,102.1,65.6,19.2,18.0,48.8,48.2,17.7,26.5,26.8,29.2,35.6,33.3,2.4,77.1,4,1
Cal St. Fullerton,Cal St. Northridge,-1,2021-01-17,BW,91.7,104.2,72.0,16.0,16.1,49.0,52.3,20.1,19.6,22.5,23.9,35.6,37.7,1.55,77.0,1,0,BW,99.5,108.7,71.9,15.7,17.3,47.2,53.0,16.3,19.6,23.4,24.2,32.0,36.1,1.3,77.0,3,1
Lehigh,Bucknell,1,2021-01-17,Pat,96.9,108.7,69.2,17.4,17.8,51.4,53.5,16.6,17.4,22.2,28.9,32.1,40.6,1.46,77.5,1,0,Pat,94.7,104.3,72.6,15.5,17.5,47.8,48.6,19.7,15.5,19.6,30.9,31.3,33.3,1.38,78.0,1,1
Navy,American,6,2021-01-17,Pat,102.3,103.5,65.2,18.6,17.1,50.4,54.3,16.4,20.9,31.4,24.0,32.6,35.2,1.69,76.0,5,1,Pat,98.0,105.2,69.2,17.2,18.2,66.7,44.6,26.4,17.2,32.1,45.7,50.0,30.0,1.58,77.8,0,0
Binghamton,UMass Lowell,-7,2021-01-17,AE,94.4,114.3,66.6,18.4,17.4,47.8,56.2,20.4,16.6,28.6,26.3,33.4,42.0,1.16,76.8,0,0,AE,97.9,104.4,69.6,16.9,17.2,51.0,48.2,22.9,16.7,27.6,26.1,32.9,28.9,1.54,77.5,3,1
Morgan St.,Coppin St.,9,2021-01-17,MEAC,96.9,105.4,71.4,16.4,17.0,51.2,47.1,20.6,20.6,34.8,32.6,37.3,29.2,2.17,77.0,4,1,MEAC,88.2,104.9,76.3,14.3,16.1,44.9,52.4,18.6,23.4,18.0,34.8,27.9,34.4,1.52,77.0,2,0
Bradley,Evansville,11,2021-01-17,MVC,103.0,97.1,66.4,16.8,18.6,49.9,47.2,20.0,18.1,31.6,27.8,31.7,38.5,1.69,77.4,3,1,MVC,97.8,105.8,61.3,21.1,16.3,51.5,54.5,16.7,19.3,18.7,25.0,37.9,39.7,2.2,76.4,3,0
Weber St.,Tarleton St.,8,2021-01-17,BSky,96.4,102.6,71.0,15.1,16.6,50.7,47.6,20.2,19.9,21.2,30.5,31.3,31.3,2.09,77.6,3,1,WAC,93.2,108.6,69.1,18.3,16.1,47.4,52.7,20.5,22.5,18.4,29.7,37.1,36.2,1.49,76.4,1,0
Drexel,William & Mary,10,2021-01-17,CAA,103.2,101.9,65.3,19.0,16.3,51.5,50.4,19.0,19.8,29.7,18.6,32.4,29.9,1.79,77.3,3,1,CAA,97.2,108.2,67.8,18.4,16.7,46.1,52.4,21.0,17.8,29.9,31.8,30.6,29.4,1.24,77.3,1,0
Delaware St.,Norfolk St.,-10,2021-01-17,MEAC,90.0,113.3,75.1,15.3,15.4,45.2,56.2,22.1,19.0,24.6,33.1,32.5,36.5,1.6,75.7,0,0,MEAC,98.3,104.6,67.7,17.2,17.5,51.6,46.2,18.3,18.1,25.7,32.5,41.8,30.3,2.33,76.9,4,1
Vermont,Maine,17,2021-01-17,AE,103.6,97.2,67.3,17.8,17.8,52.5,45.5,18.1,20.2,27.6,21.5,32.7,28.9,2.44,76.3,4,1,AE,86.1,103.2,64.5,19.4,17.6,45.2,46.5,25.0,19.4,23.6,29.3,31.3,28.7,0.98,76.2,2,0
Colgate,Holy Cross,20,2021-01-17,Pat,108.0,101.1,70.4,15.6,17.6,60.5,42.3,12.6,17.1,26.2,24.3,41.3,22.3,1.82,76.5,4,1,Pat,92.6,110.5,69.9,17.4,16.7,51.2,52.3,21.0,17.3,26.6,35.8,34.6,34.7,1.37,76.8,2,0
