home_team,away_team
Oklahoma State,West Virginia
Holy Cross,Boston University
Gardner-Webb,Campbell
San Diego State,Colorado State
Coppin State,Delaware State
Radford,Hampton
Alabama State,Jackson State
USC Upstate,Longwood
Indiana,Maryland
Siena,Monmouth
South Dakota State,Mount Marty
Montana,Northern Colorado
Alcorn State,Prairie View
Drake,Southern Illinois
Oregon State,Stanford
Charleston Southern,Winthrop
Fresno State,Wyoming
