home_team,away_team
Creighton,Marquette
Maryland,Rutgers
McNeese State,Arlington Baptist
Presbyterian,Carver College
Ole Miss,Central Arkansas
Morehead State,Eastern Kentucky
Radford,Longwood
Austin Peay,McKendree
San Diego,Nevada
Colorado State,Northern Arizona
Colorado,Northern Colorado
UNLV,Pepperdine
LSU,Sam Houston State
Central Michigan,St. Francis (IL)
George Washington,William & Mary
