home_team,away_team
Vanderbilt,Alcorn State
UMBC,Binghamton
UC-Irvine,UCSB
Monmouth,Canisius
Jacksonville State,Carver College
Providence,DePaul
Indiana State,Drake
Southern Illinois,Evansville
Wright State,Green Bay
New Hampshire,Hartford
Loyola (IL),Illinois State
Stony Brook,UMass-Lowell
Northern Iowa,Missouri State
Vermont,NJIT
Detroit,Oakland
Eastern Michigan,Olivet
Purdue-Fort Wayne,Robert Morris
Cleveland State,Youngstown State
