home_team,away_team
Wisconsin,Minnesota
Maryland,Michigan
Oregon,California
Washington,Arizona
San Jose State,Boise State
Winthrop,Campbell
Wake Forest,Catawba
USC,Colorado
Hampton,Gardner-Webb
Incarnate Word,McMurry
New Mexico,Nevada
Longwood,UNC Asheville
Idaho,Northern Arizona
Presbyterian,Radford
San Francisco,San Diego
High Point,USC Upstate
UCLA,Utah
Air Force,Utah State
