home_team,away_team
Virginia,Gonzaga
UCF,Houston
Illinois,Indiana
Northwestern,Ohio State
Towson,Coppin State
Wright State,Green Bay
Louisville,Kentucky
LSU,Nicholls State
George Mason,Norfolk State
Detroit,Oakland
Purdue-Fort Wayne,Robert Morris
Cleveland State,Youngstown State
