home_team,away_team
Gonzaga,Northern Arizona
Wisconsin,Maryland
Minnesota,Michigan State
UMBC,Binghamton
UC-Irvine,UCSB
Monmouth,Canisius
Troy,Carver College
Arizona,Colorado
Indiana State,Drake
Southern Illinois,Evansville
Colorado State,Fresno State
New Hampshire,Hartford
Loyola (IL),Illinois State
Stony Brook,UMass-Lowell
Northern Iowa,Missouri State
Cal State Northridge,New Mexico State
Vermont,NJIT
