home_team,away_team
Grambling,Alcorn State
Wyoming,Boise State
Northern Iowa,Bradley
Utah,Colorado
DePaul,UConn
Indiana State,Loyola (IL)
Florida A&M,South Carolina State
SMU,Temple
Prairie View,Texas Southern
