home_team,away_team
Illinois,Maryland
Rider,Canisius
Buffalo,Central Michigan
Brown,Dartmouth
VCU,Davidson
Siena,Fairfield
Yale,Harvard
Quinnipiac,Iona
Northern Illinois,Kent State
Manhattan,Niagara
Marist,St. Peter's
Troy,South Alabama
