home,away,home_score,away_score,date,line,score,cover
Northwestern,Penn St.,52.0,59.0,2019-02-04,4.0,-7.0,0
Oklahoma,Iowa St.,74.0,75.0,2019-02-04,-2.0,-1.0,1
Texas Tech,West Virginia,81.0,50.0,2019-02-04,13.0,31.0,1
Siena,Fairfield,61.0,50.0,2019-02-04,5.0,11.0,1
Canisius,Marist,71.0,78.0,2019-02-04,5.0,-7.0,0
Northern Colorado,Montana St.,66.0,69.0,2019-02-04,8.5,-3.0,0
Eastern Washington,Northern Arizona,82.0,64.0,2019-02-04,5.0,18.0,1
Idaho,Southern Utah,64.0,75.0,2019-02-04,-4.0,-11.0,0
Lehigh,Colgate,62.0,84.0,2019-02-04,5.5,-22.0,0
Bethune Cookman,North Carolina A&T,69.0,53.0,2019-02-04,2.0,16.0,1
Delaware St.,South Carolina St.,70.0,68.0,2019-02-04,-4.0,2.0,1
Maryland Eastern Shore,None,63.0,68.0,2019-02-04,-2.5,-5.0,0
Florida A&M,North Carolina Central,73.0,57.0,2019-02-04,3.0,16.0,1
Texas Southern,Alabama A&M,84.0,74.0,2019-02-04,17.5,10.0,0
Prairie View A&M,Alabama St.,69.0,67.0,2019-02-04,8.0,2.0,0
Grambling St.,Mississippi Valley St.,79.0,57.0,2019-02-04,12.5,22.0,1
Jackson St.,Arkansas Pine Bluff,65.0,52.0,2019-02-04,4.5,13.0,1
La Salle,Saint Joseph's,83.0,69.0,2019-02-05,2.0,14.0,1
Illinois,Michigan St.,79.0,74.0,2019-02-05,-10.0,5.0,1
Wake Forest,Pittsburgh,78.0,76.0,2019-02-05,-2.5,2.0,1
Duke,Boston College,80.0,55.0,2019-02-05,23.5,25.0,1
Toledo,Akron,63.0,52.0,2019-02-05,7.5,11.0,1
Kent St.,Miami OH,70.0,67.0,2019-02-05,3.5,3.0,0
Western Michigan,Bowling Green,72.0,85.0,2019-02-05,-5.5,-13.0,0
Loyola Chicago,Drake,86.0,64.0,2019-02-05,5.5,22.0,1
Kentucky,South Carolina,76.0,48.0,2019-02-05,16.0,28.0,1
Northern Illinois,Ball St.,71.0,72.0,2019-02-05,2.0,-1.0,0
Illinois St.,Valparaiso,53.0,69.0,2019-02-05,7.0,-16.0,0
Marquette,St. John's,69.0,70.0,2019-02-05,6.5,-1.0,0
Rutgers,Michigan,65.0,77.0,2019-02-05,-10.0,-12.0,0
Syracuse,Florida St.,62.0,80.0,2019-02-05,3.0,-18.0,0
North Carolina,N.C. State,113.0,96.0,2019-02-05,11.5,17.0,1
Saint Louis,Dayton,73.0,60.0,2019-02-05,1.0,13.0,1
Tennessee,Missouri,72.0,60.0,2019-02-05,17.0,12.0,0
Kansas St.,Kansas,74.0,67.0,2019-02-05,-1.0,7.0,1
Arkansas,Vanderbilt,69.0,66.0,2019-02-05,8.5,3.0,0
Auburn,Florida,76.0,62.0,2019-02-05,7.0,14.0,1
Fresno St.,Utah St.,81.0,82.0,2019-02-05,0.0,-1.0,0
New Mexico,San Diego St.,83.0,70.0,2019-02-05,0.0,13.0,1
Manhattan,Rider,73.0,66.0,2019-02-05,-5.5,7.0,1
Liberty,Stetson,57.0,54.0,2019-02-05,23.0,3.0,0
Temple,Connecticut,81.0,63.0,2019-02-06,3.5,18.0,1
Miami FL,Notre Dame,62.0,47.0,2019-02-06,3.5,15.0,1
Mississippi,Texas A&M,75.0,71.0,2019-02-06,9.5,4.0,0
Nebraska,Maryland,45.0,60.0,2019-02-06,1.5,-15.0,0
Georgia Tech,Clemson,42.0,65.0,2019-02-06,-3.5,-23.0,0
Davidson,Rhode Island,68.0,53.0,2019-02-06,5.5,15.0,1
Massachusetts,Fordham,67.0,85.0,2019-02-06,7.0,-18.0,0
George Washington,VCU,50.0,60.0,2019-02-06,-9.0,-10.0,0
Richmond,George Mason,81.0,67.0,2019-02-06,-1.5,14.0,1
Indiana St.,Evansville,85.0,62.0,2019-02-06,3.5,23.0,1
East Carolina,Wichita St.,49.0,65.0,2019-02-06,-6.0,-16.0,0
Duquesne,St. Bonaventure,49.0,51.0,2019-02-06,2.0,-2.0,0
Providence,Georgetown,67.0,76.0,2019-02-06,3.0,-9.0,0
Texas,Baylor,84.0,72.0,2019-02-06,3.0,12.0,1
Missouri St.,Southern Illinois,65.0,59.0,2019-02-06,3.5,6.0,1
Lafayette,Georgia Southern,86.0,103.0,2019-02-06,-1.0,-17.0,0
Louisiana Monroe,Georgia St.,82.0,76.0,2019-02-06,0.0,6.0,1
Northern Iowa,Bradley,71.0,79.0,2019-02-06,4.0,-8.0,0
Villanova,Creighton,66.0,59.0,2019-02-06,9.0,7.0,0
Air Force,Wyoming,81.0,76.0,2019-02-06,8.0,5.0,0
Alabama,Georgia,89.0,74.0,2019-02-06,8.5,15.0,1
Mississippi St.,LSU,88.0,92.0,2019-02-06,3.0,-4.0,0
TCU,Oklahoma St.,70.0,68.0,2019-02-06,9.0,2.0,0
UCLA,Colorado,73.0,84.0,2019-02-06,5.5,-11.0,0
Minnesota,Wisconsin,51.0,56.0,2019-02-06,-3.0,-5.0,0
Oregon,California,73.0,62.0,2019-02-06,15.5,11.0,0
UC Santa Barbara,Cal St. Northridge,70.0,64.0,2019-02-06,9.0,6.0,0
UC Irvine,Cal St. Fullerton,60.0,53.0,2019-02-06,6.5,7.0,1
Colorado St.,Nevada,82.0,98.0,2019-02-06,-13.5,-16.0,0
USC,Utah,70.0,77.0,2019-02-06,6.0,-7.0,0
Boise St.,UNLV,72.0,83.0,2019-02-06,6.0,-11.0,0
North Dakota,North Dakota St.,70.0,74.0,2019-02-06,-1.0,-4.0,0
Jacksonville,Kennesaw St.,82.0,73.0,2019-02-06,12.5,9.0,0
UMBC,Hartford,61.0,70.0,2019-02-06,3.0,-9.0,0
Binghamton,Stony Brook,59.0,85.0,2019-02-06,-8.0,-26.0,0
Navy,American,77.0,67.0,2019-02-06,-3.5,10.0,1
Boston University,Lafayette,72.0,79.0,2019-02-06,8.5,-7.0,0
Florida Gulf Coast,North Alabama,71.0,64.0,2019-02-06,8.0,7.0,0
UMass Lowell,New Hampshire,72.0,62.0,2019-02-06,14.5,10.0,0
Loyola MD,Bucknell,72.0,84.0,2019-02-06,-5.0,-12.0,0
Vermont,Maine,86.0,63.0,2019-02-06,19.5,23.0,1
North Florida,Lipscomb,55.0,92.0,2019-02-06,-11.5,-37.0,0
Holy Cross,Army,56.0,42.0,2019-02-06,4.0,14.0,1
Northwestern St.,New Orleans,73.0,81.0,2019-02-06,-3.0,-8.0,0
Sam Houston St.,McNeese St.,77.0,62.0,2019-02-06,11.5,15.0,1
Lamar,Abilene Christian,64.0,75.0,2019-02-06,-1.0,-11.0,0
Houston Baptist,Stephen F. Austin,77.0,79.0,2019-02-06,1.5,-2.0,0
Texas A&M Corpus Chris,Southeastern Louisiana,58.0,64.0,2019-02-06,4.0,-6.0,0
Hofstra,Elon,102.0,61.0,2019-02-07,17.5,41.0,1
Delaware,Charleston,75.0,83.0,2019-02-07,-4.5,-8.0,0
Troy,Little Rock,70.0,84.0,2019-02-07,5.0,-14.0,0
Ohio St.,Penn St.,74.0,70.0,2019-02-07,7.0,4.0,0
Drexel,UNC Wilmington,69.0,57.0,2019-02-07,5.5,12.0,1
Northeastern,William & Mary,72.0,60.0,2019-02-07,10.5,12.0,1
Memphis,Cincinnati,64.0,69.0,2019-02-07,-3.0,-5.0,0
Youngstown St.,Milwaukee,72.0,71.0,2019-02-07,4.0,1.0,0
UCF,Houston,68.0,77.0,2019-02-07,-1.5,-9.0,0
Wright St.,Oakland,76.0,62.0,2019-02-07,7.5,14.0,1
Northern Kentucky,Detroit,97.0,65.0,2019-02-07,12.5,32.0,1
Cleveland St.,Green Bay,65.0,82.0,2019-02-07,-3.0,-17.0,0
Middle Tennessee,Charlotte,71.0,53.0,2019-02-07,4.0,18.0,1
UAB,Old Dominion,59.0,70.0,2019-02-07,0.0,-11.0,0
North Texas,Marshall,78.0,51.0,2019-02-07,5.5,27.0,1
UTSA,FIU,100.0,67.0,2019-02-07,8.0,33.0,1
Texas St.,Appalachian St.,74.0,71.0,2019-02-07,8.0,3.0,0
Arizona St.,Washington St.,70.0,91.0,2019-02-07,16.0,-21.0,0
UT Arlington,Coastal Carolina,74.0,54.0,2019-02-07,1.5,20.0,1
South Alabama,Arkansas St.,70.0,62.0,2019-02-07,5.5,8.0,1
Rice,Western Kentucky,85.0,92.0,2019-02-07,-4.0,-7.0,0
Arizona,Washington,60.0,67.0,2019-02-07,-1.5,-7.0,0
SMU,South Florida,66.0,67.0,2019-02-07,4.0,-1.0,0
UTEP,Florida Atlantic,48.0,61.0,2019-02-07,1.5,-13.0,0
Indiana,Iowa,72.0,77.0,2019-02-07,0.0,-5.0,0
Gonzaga,San Francisco,92.0,62.0,2019-02-07,17.0,30.0,1
Long Beach St.,Hawaii,70.0,77.0,2019-02-07,1.0,-7.0,0
Cal Poly,UC Davis,53.0,63.0,2019-02-07,-2.5,-10.0,0
Oregon St.,Stanford,60.0,83.0,2019-02-07,7.0,-23.0,0
Loyola Marymount,San Diego,63.0,65.0,2019-02-07,0.0,-2.0,0
Pepperdine,Santa Clara,71.0,79.0,2019-02-07,6.5,-8.0,0
Portland,BYU,48.0,83.0,2019-02-07,-12.0,-35.0,0
Saint Mary's,Pacific,78.0,66.0,2019-02-07,15.0,12.0,0
Purdue Fort Wayne,Western Illinois,79.0,64.0,2019-02-07,9.0,15.0,1
Saint Peter's,Monmouth,51.0,53.0,2019-02-07,2.0,-2.0,0
East Tennessee St.,Wofford,76.0,78.0,2019-02-07,0.0,-2.0,0
VMI,Chattanooga,70.0,71.0,2019-02-07,-1.0,-1.0,2
UNC Greensboro,Samford,75.0,67.0,2019-02-07,7.5,8.0,1
Eastern Kentucky,Belmont,65.0,83.0,2019-02-07,-9.5,-18.0,0
Western Carolina,Furman,45.0,64.0,2019-02-07,-9.5,-19.0,0
Morehead St.,Tennessee St.,80.0,81.0,2019-02-07,5.0,-1.0,0
Murray St.,Eastern Illinois,86.0,75.0,2019-02-07,16.0,11.0,0
Oral Roberts,Denver,78.0,65.0,2019-02-07,2.5,13.0,1
South Dakota,Nebraska Omaha,102.0,107.0,2019-02-07,0.0,-5.0,0
Southeast Missouri St.,Tennessee Tech,71.0,66.0,2019-02-07,3.5,5.0,1
Tennessee Martin,Jacksonville St.,66.0,64.0,2019-02-07,-9.0,2.0,1
Northern Arizona,Idaho St.,79.0,81.0,2019-02-07,3.0,-2.0,0
Southern Utah,Weber St.,65.0,53.0,2019-02-07,-3.5,12.0,1
Montana St.,Eastern Washington,74.0,66.0,2019-02-07,5.0,8.0,1
Northern Colorado,Portland St.,80.0,62.0,2019-02-07,8.5,18.0,1
Montana,Idaho,100.0,59.0,2019-02-07,21.5,41.0,1
Austin Peay,SIU Edwardsville,80.0,45.0,2019-02-07,16.0,35.0,1
St. Francis PA,Central Connecticut,90.0,85.0,2019-02-07,5.0,5.0,2
Sacred Heart,Fairleigh Dickinson,69.0,63.0,2019-02-07,4.0,6.0,1
High Point,Campbell,57.0,56.0,2019-02-07,1.5,1.0,0
Hampton,Radford,98.0,101.0,2019-02-07,-3.5,-3.0,1
Longwood,Gardner Webb,88.0,89.0,2019-02-07,-1.0,-1.0,2
Robert Morris,Bryant,72.0,59.0,2019-02-07,9.0,13.0,1
LIU,Mount St. Mary's,77.0,62.0,2019-02-07,8.5,15.0,1
Presbyterian,UNC Asheville,67.0,44.0,2019-02-07,16.0,23.0,1
St. Francis NY,Wagner,51.0,44.0,2019-02-07,4.5,7.0,1
Charleston Southern,Winthrop,72.0,76.0,2019-02-07,0.0,-4.0,0
Grand Canyon,UT Rio Grande Valley,69.0,72.0,2019-02-07,11.5,-3.0,0
Cal Baptist,Chicago St.,94.0,44.0,2019-02-07,17.5,50.0,1
Cal St. Bakersfield,New Mexico St.,70.0,71.0,2019-02-07,-6.0,-1.0,1
Saint Joseph's,Saint Louis,91.0,61.0,2019-02-08,-3.0,30.0,1
Yale,Princeton,74.0,60.0,2019-02-08,6.5,14.0,1
Brown,Penn,82.0,92.0,2019-02-08,-1.0,-10.0,0
Harvard,Columbia,98.0,96.0,2019-02-08,12.0,2.0,0
Dartmouth,Cornell,80.0,83.0,2019-02-08,3.0,-3.0,0
Louisiana Monroe,Georgia Southern,88.0,79.0,2019-02-08,0.0,9.0,1
Lafayette,Georgia St.,76.0,72.0,2019-02-08,-2.0,4.0,1
Marist,Niagara,79.0,58.0,2019-02-08,4.0,21.0,1
Manhattan,Siena,49.0,51.0,2019-02-08,-2.0,-2.0,2
Rider,Canisius,80.0,81.0,2019-02-08,8.0,-1.0,0
Iona,Quinnipiac,65.0,66.0,2019-02-08,3.0,-1.0,0
Akron,Kent St.,72.0,53.0,2019-02-08,4.0,19.0,1
Tulsa,Temple,76.0,58.0,2019-02-09,-2.0,18.0,1
Kansas,Oklahoma St.,84.0,72.0,2019-02-09,12.0,12.0,2
Michigan,Wisconsin,61.0,52.0,2019-02-09,5.5,9.0,1
Clemson,Virginia Tech,59.0,51.0,2019-02-09,1.0,8.0,1
North Carolina,Miami FL,88.0,85.0,2019-02-09,18.0,3.0,0
St. John's,Providence,56.0,70.0,2019-02-09,7.5,-14.0,0
Ball St.,Western Michigan,79.0,59.0,2019-02-09,13.5,20.0,1
Georgetown,Butler,69.0,73.0,2019-02-09,2.0,-4.0,0
IUPUI,Illinois Chicago,75.0,76.0,2019-02-09,4.0,-1.0,0
Georgia,Mississippi,64.0,80.0,2019-02-09,-3.0,-16.0,0
Massachusetts,Davidson,54.0,51.0,2019-02-09,-7.0,3.0,1
Mississippi St.,Kentucky,67.0,71.0,2019-02-09,-3.5,-4.0,0
LSU,Auburn,83.0,78.0,2019-02-09,2.0,5.0,1
Wyoming,Colorado St.,74.0,66.0,2019-02-09,-5.5,8.0,1
Eastern Michigan,Northern Illinois,57.0,49.0,2019-02-09,2.5,8.0,1
Miami OH,Ohio,79.0,59.0,2019-02-09,6.5,20.0,1
Iowa St.,TCU,83.0,92.0,2019-02-09,10.5,-9.0,0
Towson,James Madison,66.0,59.0,2019-02-09,3.0,7.0,1
St. Bonaventure,VCU,55.0,85.0,2019-02-09,-2.5,-30.0,0
Syracuse,Boston College,67.0,56.0,2019-02-09,11.5,11.0,0
Michigan St.,Minnesota,79.0,55.0,2019-02-09,13.0,24.0,1
Pittsburgh,N.C. State,76.0,79.0,2019-02-09,-2.0,-3.0,0
Fordham,Duquesne,66.0,74.0,2019-02-09,-2.0,-8.0,0
Boise St.,San Jose St.,105.0,57.0,2019-02-09,18.5,48.0,1
Marquette,Villanova,66.0,65.0,2019-02-09,1.0,1.0,2
UT Arlington,Appalachian St.,78.0,68.0,2019-02-09,6.0,10.0,1
Troy,Arkansas St.,84.0,79.0,2019-02-09,3.5,5.0,1
Cleveland St.,Milwaukee,78.0,68.0,2019-02-09,-1.0,10.0,1
South Carolina,Arkansas,77.0,65.0,2019-02-09,1.0,12.0,1
Buffalo,Central Michigan,90.0,76.0,2019-02-09,15.5,14.0,0
Hofstra,William & Mary,93.0,87.0,2019-02-09,13.0,6.0,0
Florida St.,Louisville,80.0,75.0,2019-02-09,2.0,5.0,1
UTSA,Florida Atlantic,86.0,74.0,2019-02-09,7.5,12.0,1
Drexel,Charleston,84.0,86.0,2019-02-09,-4.0,-2.0,1
Pepperdine,San Diego,70.0,67.0,2019-02-09,-2.0,3.0,1
Tennessee,Florida,73.0,61.0,2019-02-09,11.5,12.0,1
Illinois,Rutgers,99.0,94.0,2019-02-09,6.0,5.0,0
Northeastern,Elon,72.0,60.0,2019-02-09,18.0,12.0,0
Rhode Island,Dayton,48.0,77.0,2019-02-09,1.0,-29.0,0
Oklahoma,Texas Tech,54.0,66.0,2019-02-09,-1.0,-12.0,0
South Alabama,Little Rock,68.0,73.0,2019-02-09,3.5,-5.0,0
UCLA,Utah,92.0,93.0,2019-02-09,4.0,-1.0,0
Texas St.,Coastal Carolina,65.0,57.0,2019-02-09,5.5,8.0,1
Southern Miss,Louisiana Tech,73.0,71.0,2019-02-09,4.0,2.0,0
UNLV,Fresno St.,65.0,83.0,2019-02-09,-2.0,-18.0,0
Oregon St.,California,79.0,71.0,2019-02-09,15.0,8.0,0
Nevada,New Mexico,91.0,62.0,2019-02-09,20.5,29.0,1
Drake,Northern Iowa,83.0,77.0,2019-02-09,6.0,6.0,2
North Texas,Western Kentucky,59.0,62.0,2019-02-09,3.5,-3.0,0
Bowling Green,Toledo,71.0,78.0,2019-02-09,1.0,-7.0,0
Youngstown St.,Green Bay,96.0,77.0,2019-02-09,0.0,19.0,1
Brown,Princeton,78.0,70.0,2019-02-09,0.0,8.0,1
Baylor,Kansas St.,63.0,70.0,2019-02-09,2.5,-7.0,0
Missouri,Texas A&M,59.0,68.0,2019-02-09,5.0,-9.0,0
Richmond,George Washington,89.0,63.0,2019-02-09,5.5,26.0,1
Virginia,Duke,71.0,81.0,2019-02-09,2.0,-10.0,0
Yale,Penn,78.0,65.0,2019-02-09,6.5,13.0,1
Harvard,Cornell,61.0,67.0,2019-02-09,10.5,-6.0,0
Dartmouth,Columbia,82.0,66.0,2019-02-09,3.5,16.0,1
Wright St.,Detroit,83.0,60.0,2019-02-09,10.0,23.0,1
Northern Kentucky,Oakland,79.0,64.0,2019-02-09,11.5,15.0,1
Middle Tennessee,Old Dominion,50.0,55.0,2019-02-09,-6.0,-5.0,1
Delaware,UNC Wilmington,70.0,66.0,2019-02-09,4.5,4.0,0
Arizona,Washington St.,55.0,69.0,2019-02-09,11.5,-14.0,0
Bradley,Indiana St.,96.0,67.0,2019-02-09,3.0,29.0,1
Southern Illinois,Evansville,78.0,73.0,2019-02-09,7.0,5.0,0
UC Riverside,Cal St. Fullerton,54.0,77.0,2019-02-09,-5.5,-23.0,0
Xavier,DePaul,62.0,74.0,2019-02-09,3.5,-12.0,0
UAB,Charlotte,62.0,69.0,2019-02-09,10.0,-7.0,0
Wichita St.,Tulane,77.0,62.0,2019-02-09,13.0,15.0,1
Rice,Marshall,74.0,69.0,2019-02-09,1.0,5.0,1
Seton Hall,Creighton,63.0,58.0,2019-02-09,3.0,5.0,1
West Virginia,Texas,53.0,75.0,2019-02-09,-5.0,-22.0,0
Purdue,Nebraska,81.0,62.0,2019-02-09,10.0,19.0,1
Vanderbilt,Alabama,67.0,77.0,2019-02-09,-3.5,-10.0,0
UTEP,FIU,85.0,75.0,2019-02-09,1.5,10.0,1
BYU,Pacific,69.0,59.0,2019-02-09,11.5,10.0,0
Cal Poly,Long Beach St.,68.0,76.0,2019-02-09,-3.5,-8.0,0
San Diego St.,Utah St.,68.0,63.0,2019-02-09,-3.5,5.0,1
Portland,Loyola Marymount,55.0,72.0,2019-02-09,-8.5,-17.0,0
UC Irvine,Hawaii,67.0,56.0,2019-02-09,7.5,11.0,1
Arizona St.,Washington,75.0,63.0,2019-02-09,-1.5,12.0,1
USC,Colorado,65.0,69.0,2019-02-09,4.5,-4.0,0
Gonzaga,Saint Mary's,94.0,46.0,2019-02-09,17.0,48.0,1
UC Santa Barbara,UC Davis,57.0,61.0,2019-02-09,8.5,-4.0,0
San Francisco,Santa Clara,78.0,72.0,2019-02-09,13.5,6.0,0
Fairfield,Monmouth,49.0,61.0,2019-02-09,2.5,-12.0,0
VMI,Samford,77.0,84.0,2019-02-09,-8.0,-7.0,1
Northern Arizona,Weber St.,71.0,86.0,2019-02-09,-4.5,-15.0,0
Southern Utah,Idaho St.,78.0,72.0,2019-02-09,5.5,6.0,1
Mercer,The Citadel,61.0,67.0,2019-02-09,8.0,-6.0,0
Furman,East Tennessee St.,91.0,61.0,2019-02-09,2.0,30.0,1
Montana St.,Idaho,86.0,72.0,2019-02-09,14.0,14.0,2
Tennessee Martin,Tennessee Tech,77.0,58.0,2019-02-09,4.5,19.0,1
Northern Colorado,Sacramento St.,65.0,59.0,2019-02-09,9.0,6.0,0
Morehead St.,Belmont,86.0,96.0,2019-02-09,-10.5,-10.0,1
Austin Peay,Eastern Illinois,94.0,86.0,2019-02-09,14.0,8.0,0
North Dakota St.,Denver,81.0,71.0,2019-02-09,8.0,10.0,1
Southeast Missouri St.,Jacksonville St.,64.0,81.0,2019-02-09,-10.0,-17.0,0
South Dakota St.,North Dakota,80.0,55.0,2019-02-09,17.0,25.0,1
Chattanooga,UNC Greensboro,63.0,78.0,2019-02-09,-7.0,-15.0,0
Wofford,Western Carolina,83.0,56.0,2019-02-09,22.5,27.0,1
Eastern Kentucky,Tennessee St.,75.0,65.0,2019-02-09,6.0,10.0,1
Murray St.,SIU Edwardsville,86.0,55.0,2019-02-09,19.0,31.0,1
Montana,Eastern Washington,75.0,74.0,2019-02-09,14.0,1.0,0
Bucknell,Boston University,82.0,76.0,2019-02-09,10.5,6.0,0
New Hampshire,Binghamton,61.0,68.0,2019-02-09,0.0,-7.0,0
Winthrop,Hampton,101.0,91.0,2019-02-09,7.0,10.0,1
Colgate,Loyola MD,75.0,72.0,2019-02-09,12.0,3.0,0
Vermont,Albany,67.0,49.0,2019-02-09,16.0,18.0,1
American,Army,71.0,68.0,2019-02-09,7.0,3.0,0
UNC Asheville,Charleston Southern,75.0,85.0,2019-02-09,-9.0,-10.0,0
Sacred Heart,Mount St. Mary's,73.0,76.0,2019-02-09,11.0,-3.0,0
South Carolina St.,Morgan St.,85.0,81.0,2019-02-09,1.5,4.0,1
Bethune Cookman,Norfolk St.,84.0,76.0,2019-02-09,1.0,8.0,1
McNeese St.,Northwestern St.,72.0,74.0,2019-02-09,7.0,-2.0,0
Florida A&M,Howard,66.0,70.0,2019-02-09,5.5,-4.0,0
Radford,High Point,69.0,66.0,2019-02-09,9.5,3.0,0
North Alabama,North Florida,73.0,82.0,2019-02-09,-1.0,-9.0,0
North Carolina Central,Maryland Eastern Shore,78.0,53.0,2019-02-09,14.0,25.0,1
North Carolina A&T,Delaware St.,82.0,52.0,2019-02-09,14.0,30.0,1
St. Francis NY,Fairleigh Dickinson,73.0,84.0,2019-02-09,2.5,-11.0,0
Robert Morris,Central Connecticut,68.0,77.0,2019-02-09,6.5,-9.0,0
Presbyterian,Gardner Webb,103.0,101.0,2019-02-09,5.0,2.0,0
Campbell,USC Upstate,82.0,66.0,2019-02-09,13.0,16.0,1
Kennesaw St.,NJIT,63.0,62.0,2019-02-09,-10.0,1.0,1
Lehigh,Navy,83.0,57.0,2019-02-09,11.0,26.0,1
LIU,Wagner,65.0,68.0,2019-02-09,4.5,-3.0,0
Central Arkansas,Southeastern Louisiana,67.0,75.0,2019-02-09,3.0,-8.0,0
Lipscomb,Jacksonville,86.0,77.0,2019-02-09,22.5,9.0,0
New Orleans,Nicholls St.,63.0,64.0,2019-02-09,8.0,-1.0,0
Stephen F. Austin,Lamar,67.0,82.0,2019-02-09,3.0,-15.0,0
Alabama St.,Arkansas Pine Bluff,69.0,75.0,2019-02-09,6.5,-6.0,0
None,Coppin St.,71.0,62.0,2019-02-09,3.5,9.0,1
Southern,Grambling St.,40.0,59.0,2019-02-09,-2.5,-19.0,0
Alcorn St.,Jackson St.,66.0,52.0,2019-02-09,-3.0,14.0,1
Abilene Christian,Sam Houston St.,85.0,90.0,2019-02-09,4.0,-5.0,0
Liberty,Florida Gulf Coast,74.0,67.0,2019-02-09,13.5,7.0,0
Alabama A&M,Mississippi Valley St.,78.0,63.0,2019-02-09,5.5,15.0,1
St. Francis PA,Bryant,84.0,75.0,2019-02-09,8.5,9.0,1
Stony Brook,UMass Lowell,76.0,65.0,2019-02-09,10.0,11.0,1
Texas A&M Corpus Chris,Incarnate Word,70.0,61.0,2019-02-09,11.0,9.0,0
Texas Southern,Prairie View A&M,95.0,90.0,2019-02-09,6.0,5.0,0
Grand Canyon,New Mexico St.,64.0,67.0,2019-02-09,1.0,-3.0,0
Cal Baptist,UMKC,70.0,60.0,2019-02-09,6.0,10.0,1
Cal St. Bakersfield,UT Rio Grande Valley,74.0,79.0,2019-02-09,3.0,-5.0,0
Indiana,Ohio St.,52.0,55.0,2019-02-10,2.0,-3.0,0
George Mason,La Salle,84.0,76.0,2019-02-10,6.0,8.0,1
SMU,UCF,65.0,71.0,2019-02-10,1.0,-6.0,0
Memphis,Connecticut,78.0,71.0,2019-02-10,5.5,7.0,1
Houston,Cincinnati,65.0,58.0,2019-02-10,5.0,7.0,1
Valparaiso,Loyola Chicago,51.0,56.0,2019-02-10,-3.0,-5.0,0
Missouri St.,Illinois St.,66.0,65.0,2019-02-10,5.0,1.0,0
South Florida,East Carolina,72.0,68.0,2019-02-10,14.0,4.0,0
Notre Dame,Georgia Tech,69.0,59.0,2019-02-10,4.0,10.0,1
Iowa,Northwestern,80.0,79.0,2019-02-10,10.0,1.0,0
Oregon,Stanford,69.0,46.0,2019-02-10,6.0,23.0,1
Iona,Niagara,79.0,76.0,2019-02-10,8.0,3.0,0
Saint Peter's,Canisius,60.0,64.0,2019-02-10,-1.0,-4.0,0
South Dakota,Oral Roberts,72.0,86.0,2019-02-10,6.0,-14.0,0
Rider,Siena,57.0,59.0,2019-02-10,5.0,-2.0,0
Lafayette,Holy Cross,69.0,67.0,2019-02-10,0.0,2.0,1
Maine,UMBC,66.0,67.0,2019-02-10,-4.0,-1.0,1
North Carolina,Virginia,61.0,69.0,2019-02-11,0.0,-8.0,0
Baylor,Oklahoma,59.0,53.0,2019-02-11,4.0,6.0,1
TCU,Kansas,77.0,82.0,2019-02-11,2.0,-5.0,0
Sacramento St.,Portland St.,78.0,67.0,2019-02-11,4.5,11.0,1
Bucknell,Lehigh,87.0,75.0,2019-02-11,4.5,12.0,1
Florida A&M,Norfolk St.,54.0,66.0,2019-02-11,1.0,-12.0,0
South Carolina St.,Coppin St.,85.0,84.0,2019-02-11,6.0,1.0,0
Bethune Cookman,Howard,73.0,79.0,2019-02-11,4.0,-6.0,0
North Carolina A&T,Maryland Eastern Shore,68.0,61.0,2019-02-11,15.5,7.0,0
North Carolina Central,Delaware St.,87.0,52.0,2019-02-11,11.5,35.0,1
None,Morgan St.,88.0,85.0,2019-02-11,0.0,3.0,1
Alabama A&M,Arkansas Pine Bluff,60.0,69.0,2019-02-11,1.0,-9.0,0
Southern,Jackson St.,76.0,67.0,2019-02-11,1.0,9.0,1
Alabama St.,Mississippi Valley St.,82.0,59.0,2019-02-11,11.0,23.0,1
Alcorn St.,Grambling St.,53.0,65.0,2019-02-11,-6.5,-12.0,0
Saint Joseph's,St. Bonaventure,51.0,76.0,2019-02-12,2.0,-25.0,0
Maryland,Purdue,70.0,56.0,2019-02-12,0.0,14.0,1
Boston College,Pittsburgh,66.0,57.0,2019-02-12,2.5,9.0,1
Fordham,Davidson,69.0,79.0,2019-02-12,-7.0,-10.0,0
Texas A&M,Georgia,73.0,56.0,2019-02-12,5.0,17.0,1
Kentucky,LSU,71.0,73.0,2019-02-12,9.5,-2.0,0
Akron,Buffalo,70.0,76.0,2019-02-12,-6.5,-6.0,1
Bowling Green,Central Michigan,79.0,72.0,2019-02-12,7.0,7.0,2
Ohio,Eastern Michigan,57.0,66.0,2019-02-12,0.0,-9.0,0
Western Michigan,Northern Illinois,76.0,74.0,2019-02-12,-2.5,2.0,1
Wisconsin,Michigan St.,59.0,67.0,2019-02-12,0.0,-8.0,0
DePaul,Marquette,73.0,92.0,2019-02-12,-4.5,-19.0,0
Southern Illinois,Drake,69.0,72.0,2019-02-12,3.0,-3.0,0
St. John's,Butler,77.0,73.0,2019-02-12,3.5,4.0,1
Penn St.,Michigan,75.0,69.0,2019-02-12,-7.0,6.0,1
Mississippi St.,Alabama,81.0,62.0,2019-02-12,5.0,19.0,1
Missouri,Arkansas,79.0,78.0,2019-02-12,-1.0,1.0,1
Texas,Kansas St.,64.0,71.0,2019-02-12,3.0,-7.0,0
Louisville,Duke,69.0,71.0,2019-02-12,-6.0,-2.0,1
