home,away,home_score,away_score,date,line,score,cover
NewOrleansU,Lamar,67.0,74.0,2019-01-02,1.0,-7.0,0
HoustonBaptist,CentralArkansas,111.0,107.0,2019-01-02,1.5,4.0,1
TexasA&MCorpus,NorthwesternSt,67.0,62.0,2019-01-02,8.5,5.0,0
McNeeseState,SamHoustonSt,75.0,94.0,2019-01-02,-4.5,-19.0,0
BallState,Toledo,61.0,57.0,2019-01-03,3.0,4.0,1
Oakland,WrightState,69.0,96.0,2019-01-03,-3.5,-27.0,0
WiscGreenBay,IllinoisChicago,85.0,71.0,2019-01-03,6.0,14.0,1
Iona,St.Peter's,74.0,75.0,2019-01-03,8.0,-1.0,0
Marist,Quinnipiac,58.0,63.0,2019-01-03,-6.0,-5.0,1
Siena,Monmouth,75.0,72.0,2019-01-03,5.0,3.0,0
Canisius,Manhattan,67.0,71.0,2019-01-03,6.5,-4.0,0
DetroitU,NorthernKentucky,66.0,58.0,2019-01-03,-5.0,8.0,1
Niagara,Fairfield,75.0,66.0,2019-01-03,-2.5,9.0,1
OhioState,Wisconsin,57.0,61.0,2019-01-03,10.0,-4.0,0
Drexel,Delaware,61.0,55.0,2019-01-03,-1.0,6.0,1
HoustonU,CentralFlorida,78.0,63.0,2019-01-03,10.5,15.0,1
Nebraska,Rutgers,62.0,79.0,2019-01-03,-1.0,-17.0,0
WiscMilwaukee,IUPUI,78.0,74.0,2019-01-03,9.5,4.0,0
BowlingGreen,KentState,61.0,79.0,2019-01-03,3.0,-18.0,0
SetonHall,Georgetown,78.0,62.0,2019-01-03,5.0,16.0,1
Tulsa,Temple,70.0,44.0,2019-01-03,-2.0,26.0,1
Tennessee,LSU,64.0,78.0,2019-01-04,1.5,-14.0,0
TexasTech,OklahomaState,85.0,50.0,2019-01-04,5.5,35.0,1
Butler,Creighton,71.0,57.0,2019-01-04,6.5,14.0,1
SantaClara,SanDiego,80.0,63.0,2019-01-04,5.5,17.0,1
Clemson,NCState,81.0,70.0,2019-01-04,-2.0,11.0,1
EasternMichigan,Akron,45.0,69.0,2019-01-04,-3.0,-24.0,0
Maryland,IndianaU,75.0,59.0,2019-01-04,8.0,16.0,1
Pittsburgh,WakeForest,65.0,69.0,2019-01-04,6.5,-4.0,0
Oklahoma,KansasState,66.0,61.0,2019-01-04,6.5,5.0,0
MemphisU,Georgia,62.0,65.0,2019-01-04,9.0,-3.0,0
TheCitadel,WesternCarolina,82.0,86.0,2019-01-04,-6.0,-4.0,1
ChicagoSt,SeattleU,54.0,86.0,2019-01-04,-13.0,-32.0,0
ColoradoState,Wyoming,72.0,61.0,2019-01-04,14.5,11.0,0
VMI,Samford,75.0,78.0,2019-01-04,-1.5,-3.0,0
Depaul,Providence,65.0,66.0,2019-01-04,3.0,-1.0,0
Kentucky,Missouri,71.0,59.0,2019-01-04,8.0,12.0,1
CentralMichigan,MiamiOhio,93.0,82.0,2019-01-04,3.5,11.0,1
Louisville,FloridaState,65.0,78.0,2019-01-04,7.0,-13.0,0
Marshall,NorthTexas,64.0,67.0,2019-01-04,3.5,-3.0,0
Buffalo,NoIllinois,72.0,73.0,2019-01-04,8.0,-1.0,0
Harvard,CalIrvine,77.0,73.0,2019-01-04,6.0,4.0,0
SouthFlorida,Connecticut,75.0,60.0,2019-01-04,-3.5,15.0,1
PennState,Iowa,89.0,86.0,2019-01-04,1.5,3.0,1
CoastalCarolina,GeorgiaState,74.0,72.0,2019-01-04,-1.0,2.0,1
Marquette,Villanova,71.0,60.0,2019-01-04,2.0,11.0,1
Virginia,VirginiaTech,65.0,39.0,2019-01-04,7.0,26.0,1
MiamiFlorida,Duke,62.0,95.0,2019-01-04,-8.5,-33.0,0
ArkansasState,TexasState,67.0,70.0,2019-01-04,-3.5,-3.0,1
ArkansasLR,UTArlington,92.0,89.0,2019-01-04,0.0,3.0,1
ULMonroe,SouthAlabama,69.0,49.0,2019-01-04,-1.5,20.0,1
MoreheadState,TennesseeTech,83.0,72.0,2019-01-04,8.0,11.0,1
ClevelandState,YoungstownState,82.0,74.0,2019-01-04,-4.0,8.0,1
Kansas,WestVirginia,60.0,53.0,2019-01-04,9.0,7.0,0
Northeastern,William&Mary,64.0,66.0,2019-01-04,6.0,-2.0,0
CharlotteU,MiddleTennSt,68.0,62.0,2019-01-04,8.5,6.0,0
FlaAtlantic,UTEP,59.0,56.0,2019-01-04,0.0,3.0,1
WesternMichigan,Ohio,77.0,65.0,2019-01-04,-2.0,12.0,1
AppalachianSt,GeorgiaSouthern,74.0,72.0,2019-01-04,3.0,2.0,0
Furman,ETennesseeSt,65.0,56.0,2019-01-04,3.5,9.0,1
WichitaState,Mississippi,74.0,54.0,2019-01-04,8.0,20.0,1
EasternKentucky,JacksonvilleSt,71.0,80.0,2019-01-04,-2.5,-9.0,0
Tulane,Cincinnati,76.0,71.0,2019-01-04,-7.5,5.0,1
Hofstra,Elon,102.0,75.0,2019-01-04,14.5,27.0,1
SoIllinois,IllinoisState,67.0,55.0,2019-01-04,3.5,12.0,1
SouthernUtah,MontanaState,59.0,53.0,2019-01-04,7.5,6.0,0
Syracuse,NotreDame,87.0,88.0,2019-01-04,3.5,-1.0,0
CollCharleston,JamesMadison,85.0,69.0,2019-01-04,10.0,16.0,1
Mercer,Chattanooga,61.0,70.0,2019-01-04,1.0,-9.0,0
MississippiSt,Auburn,68.0,80.0,2019-01-04,-1.5,-12.0,0
TennesseeState,SIUEdwardsville,79.0,74.0,2019-01-04,12.5,5.0,0
UtahU,Oregon,64.0,69.0,2019-01-04,-6.0,-5.0,1
WesternKentucky,Rice,68.0,61.0,2019-01-04,11.0,7.0,0
LouisianaTech,SouthernMiss,78.0,50.0,2019-01-04,16.5,28.0,1
Belmont,EasternIllinois,87.0,55.0,2019-01-04,11.5,32.0,1
E.Washington,PortlandState,71.0,69.0,2019-01-04,7.5,2.0,0
SouthDakotaState,WesternIllinois,91.0,56.0,2019-01-04,13.5,35.0,1
BYU,LoyolaMarymount,63.0,38.0,2019-01-04,18.0,25.0,1
AustinPeay,TennMartin,82.0,63.0,2019-01-04,11.5,19.0,1
PortlandU,SanFrancisco,76.0,65.0,2019-01-04,-10.0,11.0,1
Florida,Alabama,104.0,98.0,2019-01-04,7.5,6.0,0
Drake,IndianaState,80.0,76.0,2019-01-04,2.0,4.0,1
Nevada,BoiseState,83.0,66.0,2019-01-04,4.5,17.0,1
NorthernArizona,WeberState,72.0,64.0,2019-01-04,0.0,8.0,1
NorthCarolina,GeorgiaTech,83.0,96.0,2019-01-04,8.5,-13.0,0
TCU,IowaState,81.0,79.0,2019-01-04,4.5,2.0,0
Wofford,NCGreensboro,98.0,92.0,2019-01-04,-1.0,6.0,1
NCWilmington,Towson,60.0,67.0,2019-01-04,-5.5,-7.0,0
WashingtonState,UCLA,79.0,71.0,2019-01-04,1.0,8.0,1
Arkansas,TexasA&M,69.0,59.0,2019-01-04,14.0,10.0,0
FloridaIntl,TexSanAntonio,90.0,83.0,2019-01-04,5.5,7.0,1
FresnoState,SanJoseState,79.0,64.0,2019-01-04,12.0,15.0,1
Evansville,Valparaiso,79.0,81.0,2019-01-04,1.0,-2.0,0
OldDominion,UAB,58.0,52.0,2019-01-04,3.0,6.0,1
Pennsylvania,Princeton,64.0,78.0,2019-01-04,10.0,-14.0,0
NorthernIowa,Bradley,69.0,64.0,2019-01-04,7.5,5.0,0
LoyolaChicago,MissouriSt,62.0,58.0,2019-01-04,5.5,4.0,0
NebraskaOmaha,OralRoberts,74.0,67.0,2019-01-04,-1.0,7.0,1
MurrayState,SEMissouriSt,81.0,59.0,2019-01-04,15.5,22.0,1
ULLafayette,Troy,79.0,62.0,2019-01-04,4.5,17.0,1
Baylor,Texas,59.0,44.0,2019-01-04,9.5,15.0,1
UMKC,UtahValley,68.0,63.0,2019-01-04,3.5,5.0,1
No.Colorado,Montana,74.0,66.0,2019-01-04,7.0,8.0,1
Vanderbilt,SMU,81.0,92.0,2019-01-04,-1.5,-11.0,0
Arizona,ArizonaState,75.0,47.0,2019-01-04,10.0,28.0,1
Gonzaga,Pepperdine,75.0,70.0,2019-01-04,21.5,5.0,0
UNLV,AirForce,71.0,59.0,2019-01-04,5.5,12.0,1
UtahState,SanDiegoState,68.0,77.0,2019-01-04,1.5,-9.0,0
Pacific,SaintMarysCA,107.0,99.0,2019-01-04,-9.5,8.0,1
CaliforniaBaptist,NewMexicoState,71.0,86.0,2019-01-04,-4.0,-15.0,0
CSBakersfield,GrandCanyon,69.0,62.0,2019-01-04,2.0,7.0,1
SacramentoState,IdahoState,68.0,49.0,2019-01-04,9.0,19.0,1
MDBaltimoreCo,UMassLowell,73.0,86.0,2019-01-04,2.5,-13.0,0
Bryant,FairDickinson,73.0,77.0,2019-01-04,11.0,-4.0,0
Hartford,NewHampshire,61.0,52.0,2019-01-04,1.0,9.0,1
MountStMarys,LongIsland,82.0,73.0,2019-01-04,1.0,9.0,1
DelawareState,MorganState,68.0,81.0,2019-01-04,-5.5,-13.0,0
Campbell,Winthrop,72.0,87.0,2019-01-04,-3.0,-15.0,0
Lamar,AbileneChristian,62.0,74.0,2019-01-04,4.5,-12.0,0
GardnerWebb,Presbyterian,62.0,68.0,2019-01-04,12.0,-6.0,0
Longwood,USCUpstate,56.0,73.0,2019-01-04,5.5,-17.0,0
CentralConn,St.FrancisPA,69.0,93.0,2019-01-04,-13.5,-24.0,0
Binghamton,AlbanyNY,62.0,74.0,2019-01-04,-3.0,-12.0,0
Merrimack,RobertMorris,58.0,69.0,2019-01-04,3.5,-11.0,0
NCCentral,FloridaA&M,61.0,45.0,2019-01-04,1.5,16.0,1
NJIT,Liberty,38.0,65.0,2019-01-04,-12.0,-27.0,0
CentralArkansas,McNeeseState,79.0,69.0,2019-01-04,1.5,10.0,1
CoppinState,SoCarolinaSt,75.0,79.0,2019-01-04,5.0,-4.0,0
MDEasternShore,Howard,78.0,66.0,2019-01-04,1.5,12.0,1
KennesawSt,Stetson,54.0,57.0,2019-01-04,-1.0,-3.0,0
TexasA&MCorpus,SELouisiana,80.0,84.0,2019-01-04,5.5,-4.0,0
NorthAlabama,NorthFlorida,65.0,81.0,2019-01-04,-4.0,-16.0,0
Radford,HighPoint,73.0,62.0,2019-01-04,20.0,11.0,0
MissValleySt,ArkPineBluff,76.0,80.0,2019-01-04,-2.5,-4.0,0
Hampton,CharlestonSou,92.0,85.0,2019-01-04,1.0,7.0,1
JacksonState,AlabamaState,70.0,67.0,2019-01-04,5.5,3.0,0
Grambling,AlabamaA&M,70.0,60.0,2019-01-04,8.5,10.0,1
PrairieViewA&M,AlcornState,84.0,70.0,2019-01-04,12.0,14.0,1
SamHoustonSt,NichollsState,58.0,70.0,2019-01-04,11.0,-12.0,0
NorfolkSt,BethuneCookman,85.0,72.0,2019-01-04,0.0,13.0,1
Wagner,SacredHeart,74.0,81.0,2019-01-04,-4.0,-7.0,0
FlaGulfCoast,Lipscomb,68.0,61.0,2019-01-04,-5.5,7.0,1
NewOrleansU,StephenF.Austin,68.0,87.0,2019-01-04,-8.0,-19.0,0
TexasSouthern,Southern,77.0,68.0,2019-01-04,10.5,9.0,0
St.Peter's,Marist,66.0,40.0,2019-01-05,9.0,26.0,1
GeorgeMason,VaCommonwealth,59.0,72.0,2019-01-05,-5.0,-13.0,0
RhodeIsland,Richmond,61.0,69.0,2019-01-05,2.0,-8.0,0
Niagara,Manhattan,62.0,67.0,2019-01-05,1.0,-5.0,0
MichiganState,Michigan,87.0,69.0,2019-01-05,8.0,18.0,1
DetroitU,WrightState,69.0,70.0,2019-01-05,-9.0,-1.0,1
St.Josephs,Dayton,67.0,80.0,2019-01-05,-17.5,-13.0,1
WiscMilwaukee,IllinoisChicago,64.0,62.0,2019-01-05,2.5,2.0,0
Duquesne,Davidson,71.0,64.0,2019-01-05,3.5,7.0,1
Fordham,LaSalle,60.0,66.0,2019-01-05,-2.0,-6.0,0
Monmouth,Iona,73.0,61.0,2019-01-05,3.0,12.0,1
Canisius,Fairfield,42.0,46.0,2019-01-05,4.0,-4.0,0
Rider,Siena,85.0,77.0,2019-01-05,6.0,8.0,1
WiscGreenBay,IUPUI,78.0,93.0,2019-01-05,12.0,-15.0,0
Oakland,NorthernKentucky,64.0,75.0,2019-01-05,0.0,-11.0,0
SaintLouis,Massachusetts,83.0,80.0,2019-01-05,10.5,3.0,0
GeoWashington,St.Bonaventure,66.0,71.0,2019-01-05,-3.5,-5.0,0
Xavier,St.Johns,75.0,67.0,2019-01-05,7.5,8.0,1
SouthDakota,DenverU,80.0,78.0,2019-01-05,12.5,2.0,0
NorthDakota,IPFW,83.0,69.0,2019-01-05,4.5,14.0,1
Colorado,OregonState,68.0,76.0,2019-01-05,9.0,-8.0,0
Minnesota,Northwestern,77.0,68.0,2019-01-05,10.0,9.0,0
Illinois,Purdue,63.0,37.0,2019-01-05,1.0,26.0,1
WashingtonU,USC,72.0,40.0,2019-01-05,4.5,32.0,1
HolyCross,Navy,63.0,61.0,2019-01-05,-4.5,2.0,1
Maine,StonyBrook,52.0,73.0,2019-01-05,-10.5,-21.0,0
Lehigh,LoyolaMaryland,78.0,71.0,2019-01-05,1.5,7.0,1
Lafayette,Bucknell,66.0,78.0,2019-01-05,6.0,-12.0,0
American,BostonU,67.0,63.0,2019-01-05,2.0,4.0,1
NorthwesternSt,HoustonBaptist,106.0,79.0,2019-01-05,0.0,27.0,1
AppalachianSt,ULLafayette,73.0,81.0,2019-01-06,9.5,-8.0,0
CoastalCarolina,ULMonroe,93.0,64.0,2019-01-06,7.0,29.0,1
ArkansasLR,GeorgiaSouthern,79.0,73.0,2019-01-06,2.5,6.0,1
UTArlington,SouthAlabama,54.0,66.0,2019-01-06,8.0,-12.0,0
TexasState,Troy,63.0,71.0,2019-01-06,12.0,-8.0,0
ArkansasState,GeorgiaState,90.0,87.0,2019-01-06,-4.0,3.0,1
OklahomaState,WestVirginia,41.0,55.0,2019-01-06,-2.0,-14.0,0
Army,Colgate,65.0,70.0,2019-01-06,-6.5,-5.0,1
MorganState,SoCarolinaSt,77.0,63.0,2019-01-06,5.5,14.0,1
CoppinState,NorfolkSt,59.0,82.0,2019-01-06,2.0,-23.0,0
N.CarolinaA&T,FloridaA&M,97.0,90.0,2019-01-06,3.5,7.0,1
Howard,BethuneCookman,73.0,102.0,2019-01-06,-7.0,-29.0,0
Grambling,AlabamaState,68.0,63.0,2019-01-06,9.0,5.0,0
JacksonState,AlabamaA&M,57.0,66.0,2019-01-06,6.0,-9.0,0
TexasSouthern,AlcornState,80.0,95.0,2019-01-06,11.0,-15.0,0
PrairieViewA&M,Southern,64.0,54.0,2019-01-06,10.0,10.0,2
Marquette,Providence,80.0,81.0,2019-01-07,8.0,-1.0,0
Louisville,MiamiFlorida,74.0,58.0,2019-01-07,13.0,16.0,1
BostonCollege,Virginia,60.0,53.0,2019-01-07,-8.0,7.0,1
Maryland,OhioState,67.0,55.0,2019-01-07,2.0,12.0,1
KentState,Toledo,84.0,77.0,2019-01-07,5.0,7.0,1
Missouri,Tennessee,59.0,69.0,2019-01-07,4.0,-10.0,0
SouthCarolina,Florida,68.0,81.0,2019-01-07,-5.5,-13.0,0
Quinnipiac,Rider,80.0,61.0,2019-01-07,-3.0,19.0,1
Rutgers,PennState,72.0,61.0,2019-01-07,2.0,11.0,1
BowlingGreen,MiamiOhio,78.0,76.0,2019-01-07,7.0,2.0,0
BallState,Buffalo,88.0,68.0,2019-01-07,4.0,20.0,1
Temple,HoustonU,74.0,78.0,2019-01-07,-2.0,-4.0,0
EastCarolina,SouthFlorida,62.0,59.0,2019-01-07,-4.5,3.0,1
CentralMichigan,NoIllinois,68.0,67.0,2019-01-07,1.5,1.0,0
Akron,WesternMichigan,84.0,69.0,2019-01-07,13.5,15.0,1
Ohio,EasternMichigan,74.0,68.0,2019-01-07,5.0,6.0,1
SoIllinois,Valparaiso,63.0,50.0,2019-01-07,2.0,13.0,1
IllinoisState,MissouriSt,63.0,67.0,2019-01-07,-2.0,-4.0,0
NorthernIowa,IndianaState,68.0,60.0,2019-01-07,7.5,8.0,1
Drake,LoyolaChicago,65.0,62.0,2019-01-07,0.0,3.0,1
Georgia,Kentucky,69.0,78.0,2019-01-07,-1.5,-9.0,0
TexasA&M,Mississippi,57.0,47.0,2019-01-07,-2.5,10.0,1
Nebraska,Iowa,76.0,70.0,2019-01-07,-7.5,6.0,1
Syracuse,VirginiaTech,63.0,67.0,2019-01-07,4.5,-4.0,0
Creighton,Villanova,59.0,64.0,2019-01-07,3.0,-5.0,0
KansasState,TCU,57.0,59.0,2019-01-07,1.0,-2.0,0
TexasTech,Baylor,52.0,57.0,2019-01-07,3.0,-5.0,0
NewMexico,FresnoState,78.0,64.0,2019-01-07,6.0,14.0,1
AirForce,UtahState,79.0,60.0,2019-01-07,-7.0,19.0,1
Georgetown,St.Johns,87.0,66.0,2019-01-08,4.0,21.0,1
NorthCarolina,Pittsburgh,65.0,73.0,2019-01-08,5.5,-8.0,0
NCState,NotreDame,73.0,68.0,2019-01-08,0.0,5.0,1
GeorgeMason,St.Bonaventure,49.0,61.0,2019-01-08,3.0,-12.0,0
RhodeIsland,Davidson,69.0,58.0,2019-01-08,3.0,11.0,1
Massachusetts,LaSalle,77.0,69.0,2019-01-08,1.5,8.0,1
St.Josephs,Duquesne,60.0,78.0,2019-01-08,-8.0,-18.0,0
IndianaU,Northwestern,66.0,62.0,2019-01-08,12.0,4.0,0
NCGreensboro,ETennesseeSt,57.0,64.0,2019-01-08,2.5,-7.0,0
Alabama,MississippiSt,90.0,69.0,2019-01-08,4.0,21.0,1
VMI,WesternCarolina,85.0,97.0,2019-01-08,-5.0,-12.0,0
Evansville,Bradley,52.0,72.0,2019-01-08,-3.0,-20.0,0
Fairfield,Marist,58.0,70.0,2019-01-08,13.0,-12.0,0
Chattanooga,Furman,66.0,73.0,2019-01-08,-6.0,-7.0,0
Cincinnati,Tulsa,75.0,44.0,2019-01-08,7.0,31.0,1
Samford,Wofford,62.0,67.0,2019-01-08,-5.0,-5.0,2
WakeForest,FloridaState,68.0,78.0,2019-01-08,-6.5,-10.0,0
IowaState,Kansas,53.0,79.0,2019-01-08,-7.0,-26.0,0
SaintLouis,GeoWashington,63.0,58.0,2019-01-08,12.0,5.0,0
WesternIllinois,IPFW,69.0,77.0,2019-01-08,-2.0,-8.0,0
NorthDakota,NebraskaOmaha,62.0,66.0,2019-01-08,3.0,-4.0,0
SMU,CentralFlorida,81.0,74.0,2019-01-08,6.5,7.0,1
Xavier,SetonHall,71.0,83.0,2019-01-08,2.5,-12.0,0
Wisconsin,Illinois,70.0,71.0,2019-01-08,4.0,-1.0,0
Texas,Oklahoma,62.0,72.0,2019-01-08,2.0,-10.0,0
GeorgiaTech,Duke,64.0,73.0,2019-01-08,-12.0,-9.0,1
DenverU,SouthDakotaState,68.0,80.0,2019-01-08,-7.5,-12.0,0
BoiseState,UNLV,73.0,66.0,2019-01-08,7.0,7.0,2
Wyoming,SanDiegoState,52.0,72.0,2019-01-08,-17.5,-20.0,0
Auburn,Vanderbilt,83.0,79.0,2019-01-08,16.0,4.0,0
LSU,Arkansas,79.0,77.0,2019-01-08,4.5,2.0,0
Connecticut,Tulane,67.0,61.0,2019-01-08,11.5,6.0,0
SanJoseState,Nevada,70.0,68.0,2019-01-08,-11.5,2.0,1
CalPolySLO,CalSantaBarb,45.0,63.0,2019-01-08,-8.0,-18.0,0
CSBakersfield,CaliforniaBaptist,75.0,83.0,2019-01-08,1.0,-8.0,0
CSNorthridge,LongBeachState,95.0,77.0,2019-01-08,6.5,18.0,1
USCUpstate,Hampton,83.0,73.0,2019-01-08,2.0,10.0,1
NCAsheville,Campbell,62.0,64.0,2019-01-08,5.0,-2.0,0
Army,American,60.0,68.0,2019-01-08,-1.0,-8.0,0
GardnerWebb,Radford,64.0,67.0,2019-01-08,-2.0,-3.0,0
Bucknell,Navy,56.0,60.0,2019-01-08,4.0,-4.0,0
Colgate,LoyolaMaryland,92.0,70.0,2019-01-08,7.0,22.0,1
HighPoint,Winthrop,57.0,79.0,2019-01-08,-11.0,-22.0,0
Lafayette,HolyCross,82.0,64.0,2019-01-08,12.0,18.0,1
BostonU,Lehigh,84.0,67.0,2019-01-08,5.0,17.0,1
NewHampshire,Maine,57.0,51.0,2019-01-08,10.0,6.0,0
Vermont,StonyBrook,77.0,81.0,2019-01-08,9.0,-4.0,0
UMassLowell,Hartford,68.0,80.0,2019-01-08,6.0,-12.0,0
Binghamton,MDBaltimoreCo,79.0,75.0,2019-01-08,-0.5,4.0,1
StephenF.Austin,TexasA&MCorpus,72.0,73.0,2019-01-08,16.0,-1.0,0
SamHoustonSt,SELouisiana,67.0,62.0,2019-01-08,14.0,5.0,0
CharlestonSou,Longwood,56.0,74.0,2019-01-08,5.0,-18.0,0
NewOrleansU,CentralArkansas,86.0,78.0,2019-01-08,3.5,8.0,1
IncarnateWord,NorthwesternSt,66.0,72.0,2019-01-08,-1.0,-6.0,0
Lamar,NichollsState,52.0,61.0,2019-01-08,1.0,-9.0,0
AbileneChristian,McNeeseState,84.0,88.0,2019-01-08,7.0,-4.0,0
Towson,Drexel,89.0,73.0,2019-01-09,6.5,16.0,1
TexSanAntonio,LouisianaTech,89.0,73.0,2019-01-09,-6.5,16.0,1
Siena,St.Peter's,61.0,58.0,2019-01-09,7.0,3.0,0
YoungstownState,Oakland,61.0,60.0,2019-01-09,4.0,1.0,0
JamesMadison,Delaware,76.0,80.0,2019-01-09,-1.0,-4.0,0
William&Mary,NCWilmington,79.0,63.0,2019-01-09,14.0,16.0,1
Michigan,Purdue,84.0,78.0,2019-01-09,5.0,6.0,1
Elon,CollCharleston,65.0,73.0,2019-01-09,-9.5,-8.0,1
ClevelandState,DetroitU,64.0,59.0,2019-01-09,2.0,5.0,1
TennMartin,TennesseeState,87.0,74.0,2019-01-09,-3.0,13.0,1
GeorgiaSouthern,ULMonroe,67.0,56.0,2019-01-09,10.0,11.0,1
TennesseeTech,AustinPeay,62.0,75.0,2019-01-09,-7.0,-13.0,0
MoreheadState,SIUEdwardsville,83.0,77.0,2019-01-09,9.0,6.0,0
GeorgiaState,ULLafayette,90.0,52.0,2019-01-09,10.0,38.0,1
Troy,ArkansasLR,76.0,71.0,2019-01-09,-2.5,5.0,1
WichitaState,MemphisU,76.0,67.0,2019-01-09,4.0,9.0,1
EasternKentucky,EasternIllinois,77.0,74.0,2019-01-09,-4.0,3.0,1
MiddleTennSt,Marshall,75.0,79.0,2019-01-09,-5.5,-4.0,1
Rice,FlaAtlantic,76.0,81.0,2019-01-09,0.0,-5.0,0
OralRoberts,NorthDakotaState,79.0,73.0,2019-01-09,3.5,6.0,1
SouthAlabama,ArkansasState,75.0,59.0,2019-01-09,6.5,16.0,1
NorthTexas,FloridaIntl,74.0,56.0,2019-01-09,8.0,18.0,1
UAB,WesternKentucky,72.0,62.0,2019-01-09,-1.0,10.0,1
UTArlington,AppalachianSt,66.0,56.0,2019-01-09,5.5,10.0,1
Northeastern,Hofstra,72.0,74.0,2019-01-09,4.0,-2.0,0
TexasState,CoastalCarolina,78.0,66.0,2019-01-09,3.5,12.0,1
UTRioGrandeValley,UMKC,76.0,64.0,2019-01-09,1.0,12.0,1
SEMissouriSt,Belmont,64.0,89.0,2019-01-09,-13.0,-25.0,0
Oregon,Arizona,74.0,73.0,2019-01-09,3.0,1.0,0
Stanford,WashingtonU,61.0,55.0,2019-01-09,2.5,6.0,1
JacksonvilleSt,MurrayState,68.0,72.0,2019-01-09,-4.0,-4.0,2
UTEP,SouthernMiss,76.0,64.0,2019-01-09,11.5,12.0,1
IdahoState,SouthernUtah,55.0,71.0,2019-01-09,-5.0,-16.0,0
WeberState,No.Colorado,64.0,65.0,2019-01-09,-4.0,-1.0,1
MichiganState,Minnesota,74.0,58.0,2019-01-09,11.0,16.0,1
NewMexicoState,ChicagoSt,93.0,54.0,2019-01-09,31.0,39.0,1
E.Washington,Montana,63.0,90.0,2019-01-09,6.0,-27.0,0
IdahoU,MontanaState,68.0,71.0,2019-01-09,-2.5,-3.0,0
SanFrancisco,SantaClara,80.0,61.0,2019-01-09,6.0,19.0,1
CSFullerton,Hawaii,69.0,75.0,2019-01-09,-3.0,-6.0,0
UCDavis,CalRiverside,59.0,65.0,2019-01-09,2.0,-6.0,0
SanDiego,Gonzaga,50.0,94.0,2019-01-09,-15.5,-44.0,0
SacramentoState,NorthernArizona,64.0,57.0,2019-01-09,5.5,7.0,1
California,WashingtonState,73.0,66.0,2019-01-09,0.0,7.0,1
OregonState,ArizonaState,76.0,82.0,2019-01-09,4.0,-6.0,0
SaintMarysCA,BYU,87.0,84.0,2019-01-09,4.0,3.0,0
RobertMorris,St.FrancisNY,78.0,52.0,2019-01-09,6.0,26.0,1
Liberty,NorthAlabama,63.0,52.0,2019-01-09,18.5,11.0,0
Merrimack,MountStMarys,64.0,61.0,2019-01-09,3.5,3.0,0
NorthFlorida,FlaGulfCoast,89.0,74.0,2019-01-09,13.0,15.0,1
LongIsland,CentralConn,90.0,78.0,2019-01-09,17.5,12.0,0
FairDickinson,SacredHeart,75.0,77.0,2019-01-09,-2.5,-2.0,1
St.FrancisPA,Wagner,80.0,62.0,2019-01-09,10.0,18.0,1
Lipscomb,KennesawSt,85.0,73.0,2019-01-09,14.5,12.0,0
Princeton,Pennsylvania,63.0,58.0,2018-11-00,-1.5,5.0,1
IllinoisChicago,NorthernKentucky,52.0,68.0,2018-11-00,-1.0,-16.0,0
Quinnipiac,Niagara,67.0,56.0,2018-11-00,9.0,11.0,1
Rider,Iona,66.0,69.0,2018-11-00,7.0,-3.0,0
Fairfield,Manhattan,68.0,60.0,2018-11-00,3.5,8.0,1
Monmouth,Canisius,84.0,65.0,2018-11-00,4.5,19.0,1
IUPUI,WrightState,70.0,84.0,2018-11-00,-10.5,-14.0,0
MiamiOhio,Buffalo,78.0,83.0,2018-11-00,-1.0,-5.0,0
Iowa,Maryland,67.0,49.0,2018-11-00,-1.5,18.0,1
Providence,Butler,58.0,70.0,2018-11-00,-2.5,-12.0,0
Akron,BallState,75.0,60.0,2018-11-00,5.0,15.0,1
PennState,Wisconsin,49.0,58.0,2018-11-01,3.0,-9.0,0
St.Johns,Depaul,74.0,67.0,2018-11-01,3.5,7.0,1
Villanova,Georgetown,80.0,66.0,2018-11-01,6.5,14.0,1
Northwestern,Nebraska,62.0,57.0,2018-11-01,5.5,5.0,0
Illinois,Rutgers,54.0,51.0,2018-11-01,5.5,3.0,0
Kentucky,Alabama,76.0,67.0,2018-11-01,8.0,9.0,1
IndianaU,OhioState,66.0,54.0,2018-11-01,-2.0,12.0,1
Temple,Tulane,51.0,65.0,2018-11-01,9.5,-14.0,0
CentralFlorida,Cincinnati,54.0,68.0,2018-11-01,-2.0,-14.0,0
Dayton,Massachusetts,88.0,60.0,2018-11-01,20.0,28.0,1
Ohio,BowlingGreen,74.0,83.0,2018-11-01,1.5,-9.0,0
Kansas,Baylor,55.0,67.0,2018-11-01,7.5,-12.0,0
Tennessee,SouthCarolina,56.0,55.0,2018-11-01,7.0,1.0,0
TCU,OklahomaState,52.0,40.0,2018-11-01,4.5,12.0,1
VaCommonwealth,RhodeIsland,56.0,65.0,2018-11-01,8.5,-9.0,0
VirginiaTech,NCState,72.0,58.0,2018-11-01,2.0,14.0,1
EastCarolina,SMU,71.0,68.0,2018-11-01,-8.5,3.0,1
Xavier,Creighton,65.0,77.0,2018-11-01,4.0,-12.0,0
YoungstownState,DetroitU,69.0,67.0,2018-11-01,7.0,2.0,0
GeorgiaState,ULMonroe,84.0,62.0,2018-11-01,11.0,22.0,1
Chattanooga,Samford,105.0,67.0,2018-11-01,6.0,38.0,1
IndianaState,IllinoisState,65.0,52.0,2018-11-01,8.0,13.0,1
