home,away,home_score,away_score,date,line,score,cover
IdahoState,Montana,74.0,77.0,2018-12-03,-6.0,-3.0,1
GrandCanyon,SeattleU,80.0,77.0,2018-12-03,2.0,3.0,1
Houston,Connecticut,63.0,59.0,2018-12-03,9.5,4.0,0
Pacific,BYU,60.0,74.0,2018-12-03,-7.0,-14.0,0
LoyolaMarymount,Portland,77.0,65.0,2018-12-03,6.0,12.0,1
CSBakersfield,UtahValley,58.0,57.0,2018-12-03,5.5,1.0,0
SantaClara,Pepperdine,86.0,90.0,2018-12-03,3.5,-4.0,0
Colorado,WashingtonState,78.0,56.0,2018-12-03,13.5,22.0,1
CalRiverside,CalPolySLO,97.0,64.0,2018-12-03,9.0,33.0,1
SacramentoState,PortlandState,66.0,55.0,2018-12-03,3.5,11.0,1
SaintMarysCA,SanFrancisco,58.0,48.0,2018-12-03,9.5,10.0,1
Oregon,USC,79.0,70.0,2018-12-03,8.0,9.0,1
OregonState,UCLA,58.0,62.0,2018-12-03,7.5,-4.0,0
NCAsheville,Radford,80.0,67.0,2018-12-03,-4.0,13.0,1
St.FrancisNY,RobertMorris,78.0,57.0,2018-12-03,-3.0,21.0,1
Stetson,NJIT,65.0,64.0,2018-12-03,-1.0,1.0,1
KennesawSt,NorthAlabama,58.0,78.0,2018-12-03,-6.0,-20.0,0
Merrimack,FairleighDickinson,74.0,71.0,2018-12-03,7.5,3.0,0
HighPoint,GardnerWebb,76.0,79.0,2018-12-03,-4.5,-3.0,1
CentralConnecticut,SacredHeart,54.0,82.0,2018-12-03,-14.0,-28.0,0
LongIsland,St.FrancisPA,86.0,81.0,2018-12-03,1.0,5.0,1
Bryant,Wagner,79.0,55.0,2018-12-03,9.0,24.0,1
Winthrop,USCUpstate,79.0,53.0,2018-12-03,16.5,26.0,1
Hampton,Campbell,83.0,74.0,2018-12-03,-2.0,9.0,1
NorthFlorida,Liberty,71.0,70.0,2018-12-03,-5.0,1.0,1
CharlestonSou,Presbyterian,74.0,66.0,2018-12-03,5.5,8.0,1
Lipscomb,Jacksonville,85.0,89.0,2018-12-03,1.5,-4.0,0
Buffalo,KentState,66.0,70.0,2018-12-04,3.0,-4.0,0
Brown,Yale,62.0,73.0,2018-12-04,-6.0,-11.0,0
Quinnipiac,Fairfield,81.0,67.0,2018-12-04,4.0,14.0,1
Siena,Marist,70.0,57.0,2018-12-04,10.5,13.0,1
Iona,Canisius,69.0,66.0,2018-12-04,1.0,3.0,1
Rider,St.Peter's,70.0,66.0,2018-12-04,5.0,4.0,0
Monmouth,Niagara,82.0,71.0,2018-12-04,7.5,11.0,1
Purdue,Wisconsin,70.0,51.0,2018-12-04,4.0,19.0,1
Butler,Marquette,89.0,85.0,2018-12-04,5.0,4.0,0
WrightState,NorthernKentucky,95.0,63.0,2018-12-04,2.5,32.0,1
Northeastern,Delaware,74.0,76.0,2018-12-05,7.5,-2.0,0
Syracuse,Pittsburgh,69.0,61.0,2018-12-05,6.5,8.0,1
NorthCarolina,MiamiFlorida,94.0,71.0,2018-12-05,5.5,23.0,1
Auburn,IowaState,80.0,76.0,2018-12-05,8.5,4.0,0
Michigan,Illinois,62.0,64.0,2018-12-05,3.0,-2.0,0
WestVirginia,Missouri,74.0,51.0,2018-12-05,13.0,23.0,1
LaSalle,VaCommonwealth,65.0,76.0,2018-12-05,-8.5,-11.0,0
Providence,Villanova,60.0,64.0,2018-12-05,-2.0,-4.0,0
VMI,Mercer,66.0,69.0,2018-12-05,0.0,-3.0,0
DetroitU,IllinoisChicago,70.0,69.0,2018-12-05,1.0,1.0,2
TheCitadel,Furman,54.0,78.0,2018-12-05,-12.5,-24.0,0
CoastalCarolina,AppalachianSt,58.0,78.0,2018-12-05,6.0,-20.0,0
Texas,LSU,67.0,69.0,2018-12-05,-1.5,-2.0,0
Rutgers,Nebraska,75.0,72.0,2018-12-05,14.0,3.0,0
Pennsylvania,Temple,66.0,59.0,2018-12-05,-1.0,7.0,1
MiamiOhio,EasternMichigan,73.0,68.0,2018-12-05,4.5,5.0,1
Depaul,St.Johns,66.0,79.0,2018-12-05,5.0,-13.0,0
BostonCollege,VirginiaTech,61.0,56.0,2018-12-05,-4.5,5.0,1
Oklahoma,MississippiSt,63.0,62.0,2018-12-05,-1.0,1.0,1
Massachusetts,Duquesne,73.0,64.0,2018-12-05,-5.5,9.0,1
Louisville,Clemson,80.0,62.0,2018-12-05,11.0,18.0,1
YoungstownState,WiscGreenBay,98.0,94.0,2018-12-05,2.0,4.0,1
IndianaState,Bradley,61.0,53.0,2018-12-05,2.0,8.0,1
UAB,LouisianaTech,58.0,72.0,2018-12-05,-5.0,-14.0,0
IllinoisState,SoIllinois,55.0,58.0,2018-12-05,1.5,-3.0,0
St.Bonaventure,RhodeIsland,75.0,81.0,2018-12-05,-2.0,-6.0,0
NorthDakotaState,DenverU,82.0,70.0,2018-12-05,13.5,12.0,0
Samford,NCGreensboro,63.0,70.0,2018-12-05,-11.5,-7.0,1
Oakland,IUPUI,85.0,89.0,2018-12-05,8.5,-4.0,0
ClevelandState,WiscMilwaukee,70.0,53.0,2018-12-05,-2.0,17.0,1
Ohio,Akron,86.0,88.0,2018-12-05,-6.0,-2.0,1
Kansas,Tennessee,74.0,68.0,2018-12-05,13.5,6.0,0
MemphisU,SMU,70.0,74.0,2018-12-05,6.0,-4.0,0
CharlotteU,FloridaIntl,75.0,49.0,2018-12-05,3.0,26.0,1
Cornell,Columbia,62.0,50.0,2018-12-05,1.0,12.0,1
NoIllinois,WesternMichigan,58.0,52.0,2018-12-05,6.5,6.0,0
GeorgiaSouthern,GeorgiaState,77.0,82.0,2018-12-05,2.5,-5.0,0
ETennesseeSt,Chattanooga,75.0,64.0,2018-12-05,10.5,11.0,1
GeoWashington,St.Josephs,85.0,69.0,2018-12-05,6.0,16.0,1
Elon,JamesMadison,82.0,73.0,2018-12-05,-1.0,9.0,1
CollCharleston,NCWilmington,70.0,72.0,2018-12-05,13.5,-2.0,0
Hofstra,Drexel,72.0,59.0,2018-12-05,8.0,13.0,1
William&Mary,Towson,58.0,70.0,2018-12-05,5.5,-12.0,0
TexasA&M,OklahomaState,62.0,73.0,2018-12-05,-2.0,-11.0,0
GeorgiaTech,NCState,64.0,58.0,2018-12-05,-1.0,6.0,1
Arkansas,TCU,78.0,67.0,2018-12-05,6.5,11.0,1
EasternIllinois,SEMissouriSt,61.0,59.0,2018-12-05,10.0,2.0,0
AustinPeay,Belmont,86.0,78.0,2018-12-05,-1.0,8.0,1
CentralMichigan,BallState,71.0,66.0,2018-12-05,-2.0,5.0,1
SouthDakota,OralRoberts,91.0,80.0,2018-12-05,1.0,11.0,1
SanFrancisco,BYU,83.0,82.0,2018-12-05,-5.0,1.0,1
IdahoU,No.Colorado,53.0,74.0,2018-12-05,-8.5,-21.0,0
SanJoseState,AirForce,90.0,81.0,2018-12-05,-3.5,9.0,1
JacksonvilleSt,MoreheadState,72.0,51.0,2018-12-05,6.5,21.0,1
TexasState,UTArlington,62.0,64.0,2018-12-05,3.5,-2.0,0
OregonState,USC,55.0,75.0,2018-12-05,2.0,-20.0,0
E.Washington,SouthernUtah,81.0,78.0,2018-12-05,2.0,3.0,1
Troy,ArkansasState,62.0,78.0,2018-12-05,0.0,-16.0,0
Georgia,Mississippi,60.0,70.0,2018-12-05,7.0,-10.0,0
SIUEdwardsville,TennMartin,76.0,79.0,2018-12-05,1.5,-3.0,0
Richmond,Dayton,79.0,87.0,2018-12-05,-6.5,-8.0,0
Davidson,GeorgeMason,68.0,53.0,2018-12-05,7.5,15.0,1
NorthernArizona,PortlandState,84.0,82.0,2018-12-05,4.0,2.0,0
MiddleTennSt,SouthernMiss,65.0,63.0,2018-12-05,2.0,2.0,2
NorthTexas,UTEP,67.0,57.0,2018-12-05,9.0,10.0,1
TexasTech,Kentucky,74.0,76.0,2018-12-05,4.0,-2.0,0
Alabama,KansasState,77.0,74.0,2018-12-05,8.5,3.0,0
SanDiego,SantaClara,52.0,65.0,2018-12-05,-1.5,-13.0,0
EastCarolina,Tulane,81.0,62.0,2018-12-05,-1.5,19.0,1
UtahU,WashingtonState,76.0,64.0,2018-12-05,5.5,12.0,1
OldDominion,FlaAtlantic,65.0,55.0,2018-12-05,4.0,10.0,1
WesternCarolina,Wofford,81.0,72.0,2018-12-05,0.0,9.0,1
Dartmouth,Harvard,66.0,70.0,2018-12-05,-4.5,-4.0,1
Toledo,BowlingGreen,79.0,85.0,2018-12-05,6.0,-6.0,0
WesternKentucky,Marshall,91.0,84.0,2018-12-05,6.5,7.0,1
Pepperdine,PortlandU,80.0,69.0,2018-12-05,11.0,11.0,2
SouthCarolina,Vanderbilt,90.0,64.0,2018-12-05,11.0,26.0,1
Florida,Baylor,61.0,72.0,2018-12-05,0.0,-11.0,0
Rice,TexSanAntonio,88.0,90.0,2018-12-05,0.0,-2.0,0
NorthDakota,WesternIllinois,83.0,77.0,2018-12-05,9.5,6.0,0
NebraskaOmaha,IPFW,75.0,71.0,2018-12-05,6.0,4.0,0
FresnoState,BoiseState,53.0,87.0,2018-12-05,1.5,-34.0,0
Nevada,NewMexico,96.0,74.0,2018-12-05,8.5,22.0,1
UTRioGrandeValley,NewMexicoState,62.0,67.0,2018-12-05,-7.0,-5.0,1
GrandCanyon,UtahValley,69.0,73.0,2018-12-05,5.0,-4.0,0
MurrayState,TennesseeState,76.0,64.0,2018-12-05,12.5,12.0,0
SouthAlabama,ArkansasLR,71.0,73.0,2018-12-05,1.5,-2.0,0
FloridaState,NotreDame,85.0,84.0,2018-12-05,8.0,1.0,0
ULLafayette,ULMonroe,81.0,60.0,2018-12-05,3.0,21.0,1
WichitaState,CentralFlorida,87.0,79.0,2018-12-05,10.0,8.0,0
TennesseeTech,EasternKentucky,74.0,80.0,2018-12-05,-1.5,-6.0,0
Colorado,WashingtonU,76.0,62.0,2018-12-05,7.0,14.0,1
IdahoState,MontanaState,64.0,75.0,2018-12-05,-1.0,-11.0,0
LoyolaMarymount,SaintMarysCA,62.0,73.0,2018-12-05,-10.0,-11.0,0
WeberState,Montana,87.0,85.0,2018-12-05,-3.0,2.0,1
ArizonaState,Arizona,66.0,65.0,2018-12-05,-4.5,1.0,1
Gonzaga,Pacific,92.0,59.0,2018-12-05,21.5,33.0,1
UtahState,ColoradoState,77.0,61.0,2018-12-05,7.0,16.0,1
CSBakersfield,SeattleU,79.0,86.0,2018-12-05,1.5,-7.0,0
CalIrvine,CalPolySLO,74.0,67.0,2018-12-05,17.0,7.0,0
CalSantaBarb,CalRiverside,65.0,63.0,2018-12-05,5.0,2.0,0
CaliforniaBaptist,UMKC,57.0,67.0,2018-12-05,8.5,-10.0,0
CSFullerton,CSNorthridge,82.0,75.0,2018-12-05,1.0,7.0,1
Hawaii,UCDavis,76.0,75.0,2018-12-05,7.5,1.0,0
Lehigh,Lafayette,56.0,74.0,2018-12-05,-1.0,-18.0,0
MDBaltimoreCo,Maine,63.0,53.0,2018-12-05,7.0,10.0,1
Navy,Army,66.0,73.0,2018-12-05,6.0,-7.0,0
American,Colgate,69.0,79.0,2018-12-05,-3.0,-10.0,0
Winthrop,Presbyterian,72.0,57.0,2018-12-05,17.5,15.0,0
HolyCross,BostonU,64.0,79.0,2018-12-05,-8.5,-15.0,0
AlbanyNY,Hartford,48.0,62.0,2018-12-05,7.0,-14.0,0
SacredHeart,FairDickinson,77.0,60.0,2018-12-05,9.5,17.0,1
CentralConn,Wagner,86.0,76.0,2018-12-05,-8.0,10.0,1
USCUpstate,NCAsheville,80.0,63.0,2018-12-05,-3.0,17.0,1
Binghamton,NewHampshire,69.0,77.0,2018-12-05,1.5,-8.0,0
St.FrancisNY,St.FrancisPA,86.0,79.0,2018-12-05,-3.0,7.0,1
NorthwesternSt,SELouisiana,81.0,84.0,2018-12-05,5.0,-3.0,0
CentralArkansas,AbileneChristian,69.0,70.0,2018-12-05,-2.0,-1.0,1
Stetson,Liberty,48.0,43.0,2018-12-05,-12.0,5.0,1
CoppinState,MorganState,48.0,50.0,2018-12-05,2.5,-2.0,0
N.CarolinaA&T,BethuneCookman,98.0,95.0,2018-12-05,3.5,3.0,0
Radford,Hampton,83.0,79.0,2018-12-05,12.0,4.0,0
NCCentral,DelawareState,72.0,45.0,2018-12-05,14.0,27.0,1
Howard,FloridaA&M,83.0,87.0,2018-12-05,-7.0,-4.0,1
KennesawSt,Jacksonville,64.0,83.0,2018-12-05,-9.0,-19.0,0
McNeeseState,HoustonBaptist,102.0,89.0,2018-12-05,13.0,13.0,2
GardnerWebb,CharlestonSou,83.0,92.0,2018-12-05,6.5,-9.0,0
LongIsland,RobertMorris,66.0,71.0,2018-12-05,3.0,-5.0,0
MountStMarys,Bryant,79.0,76.0,2018-12-05,1.0,3.0,1
Lipscomb,NorthFlorida,85.0,73.0,2018-12-05,-3.0,12.0,1
IncarnateWord,TexasA&MCorpus,47.0,68.0,2018-12-05,-5.0,-21.0,0
Lamar,StephenF.Austin,62.0,70.0,2018-12-05,-5.0,-8.0,0
JacksonState,Grambling,71.0,53.0,2018-12-05,1.0,18.0,1
AlcornState,AlabamaA&M,59.0,58.0,2018-12-05,9.0,1.0,0
NorfolkSt,SoCarolinaSt,73.0,62.0,2018-12-05,6.5,11.0,1
Southern,AlabamaState,80.0,71.0,2018-12-05,6.5,9.0,1
PrairieViewA&M,ArkPineBluff,67.0,54.0,2018-12-05,17.0,13.0,0
Bucknell,LoyolaMaryland,98.0,83.0,2018-12-05,6.5,15.0,1
HighPoint,Longwood,62.0,72.0,2018-12-05,-1.0,-10.0,0
Vermont,UMassLowell,92.0,62.0,2018-12-05,16.5,30.0,1
NewOrleansU,NichollsState,72.0,77.0,2018-12-05,-5.0,-5.0,2
FlaGulfCoast,NJIT,54.0,56.0,2018-12-05,0.0,-2.0,0
TexasSouthern,MissValleySt,80.0,67.0,2018-12-05,21.0,13.0,0
WakeForest,Virginia,63.0,65.0,2018-12-06,-4.5,-2.0,1
Connecticut,Tulsa,75.0,79.0,2018-12-06,4.0,-4.0,0
IndianaU,Maryland,76.0,77.0,2018-12-06,0.0,-1.0,0
Iona,Monmouth,88.0,94.0,2018-12-06,1.0,-6.0,0
St.Peter's,Niagara,58.0,53.0,2018-12-06,6.0,5.0,0
Manhattan,Rider,63.0,67.0,2018-12-06,1.0,-4.0,0
Siena,Quinnipiac,84.0,61.0,2018-12-06,4.0,23.0,1
Fairfield,Canisius,63.0,55.0,2018-12-06,1.5,8.0,1
HoustonU,SouthFlorida,68.0,49.0,2018-12-06,12.5,19.0,1
Minnesota,MichiganState,52.0,70.0,2018-12-06,-3.0,-18.0,0
SaintLouis,Fordham,55.0,39.0,2018-12-06,15.0,16.0,1
Creighton,Xavier,77.0,66.0,2018-12-06,6.0,11.0,1
NorthernIowa,LoyolaChicago,67.0,62.0,2018-12-06,4.5,5.0,1
Drake,MissouriSt,71.0,69.0,2018-12-06,4.5,2.0,0
UNLV,SanDiegoState,67.0,71.0,2018-12-06,-8.0,-4.0,1
Valparaiso,Evansville,67.0,65.0,2018-12-06,13.5,2.0,0
Oregon,UCLA,96.0,75.0,2018-12-06,12.5,21.0,1
California,Stanford,52.0,50.0,2018-12-06,-8.0,2.0,1
Northwestern,OhioState,59.0,71.0,2018-12-06,-6.5,-12.0,0
NCState,NorthCarolina,65.0,75.0,2018-12-07,5.5,-10.0,0
NorthernArizona,SacramentoState,69.0,54.0,2018-12-07,3.0,15.0,1
Iowa,Wisconsin,68.0,62.0,2018-12-07,6.0,6.0,2
OklahomaState,Kansas,50.0,65.0,2018-12-07,-9.0,-15.0,0
E.Washington,No.Colorado,89.0,84.0,2018-12-07,-1.0,5.0,1
IdahoU,SouthernUtah,45.0,73.0,2018-12-07,-8.0,-28.0,0
American,Lehigh,77.0,56.0,2018-12-07,7.5,21.0,1
NorfolkSt,FloridaA&M,95.0,67.0,2018-12-07,5.0,28.0,1
SoCarolinaSt,BethuneCookman,74.0,78.0,2018-12-07,1.0,-4.0,0
CoppinState,Howard,82.0,75.0,2018-12-07,11.5,7.0,0
MDEasternShore,MorganState,50.0,56.0,2018-12-07,-6.5,-6.0,1
N.CarolinaA&T,DelawareState,82.0,67.0,2018-12-07,15.0,15.0,2
Southern,AlabamaA&M,67.0,46.0,2018-12-07,5.5,21.0,1
TexasSouthern,ArkPineBluff,68.0,57.0,2018-12-07,15.0,11.0,0
AlcornState,AlabamaState,63.0,60.0,2018-12-07,8.5,3.0,0
PrairieViewA&M,MissValleySt,102.0,83.0,2018-12-07,22.0,19.0,0
St.Johns,Villanova,59.0,79.0,2018-12-08,-2.0,-20.0,0
Tennessee,TexasA&M,58.0,63.0,2018-12-08,11.5,-5.0,0
Florida,MississippiSt,71.0,78.0,2018-12-08,4.0,-7.0,0
Akron,Buffalo,74.0,77.0,2018-12-08,8.5,-3.0,0
Toledo,KentState,70.0,83.0,2018-12-08,4.0,-13.0,0
Clemson,Syracuse,71.0,70.0,2018-12-08,1.0,1.0,2
Virginia,FloridaState,61.0,56.0,2018-12-08,1.0,5.0,1
Nebraska,Michigan,68.0,79.0,2018-12-08,-3.0,-11.0,0
GeorgeMason,RhodeIsland,64.0,78.0,2018-12-08,-5.5,-14.0,0
VaCommonwealth,Richmond,87.0,68.0,2018-12-08,7.5,19.0,1
Cincinnati,SMU,65.0,43.0,2018-12-08,6.5,22.0,1
BowlingGreen,BallState,67.0,61.0,2018-12-08,1.0,6.0,1
Rutgers,Purdue,70.0,63.0,2018-12-08,3.0,7.0,1
MiamiFlorida,VirginiaTech,71.0,61.0,2018-12-08,-1.5,10.0,1
NoIllinois,Ohio,61.0,59.0,2018-12-08,4.0,2.0,0
Missouri,Georgia,72.0,69.0,2018-12-08,4.0,3.0,0
AirForce,FresnoState,68.0,79.0,2018-12-08,4.0,-11.0,0
Mississippi,Auburn,82.0,83.0,2018-12-08,-5.0,-1.0,1
Duke,Pittsburgh,79.0,67.0,2018-12-08,16.0,12.0,0
Georgetown,Butler,64.0,69.0,2018-12-08,1.0,-5.0,0
Wyoming,UtahState,45.0,68.0,2018-12-08,-13.5,-23.0,0
SetonHall,Depaul,64.0,57.0,2018-12-09,11.0,7.0,0
MichiganState,Northwestern,79.0,50.0,2018-12-09,17.0,29.0,1
Kentucky,Vanderbilt,71.0,62.0,2018-12-09,21.0,9.0,0
ETennesseeSt,Mercer,55.0,71.0,2018-12-09,15.0,-16.0,0
Furman,VMI,74.0,72.0,2018-12-09,17.0,2.0,0
TheCitadel,Wofford,56.0,79.0,2018-12-09,-7.5,-23.0,0
Connecticut,Temple,78.0,63.0,2018-12-09,5.5,15.0,1
EastCarolina,HoustonU,59.0,69.0,2018-12-09,-13.0,-10.0,1
CentralFlorida,MemphisU,57.0,59.0,2018-12-09,-2.0,-2.0,2
Duquesne,Dayton,69.0,73.0,2018-12-09,-9.0,-4.0,1
Fordham,St.Bonaventure,55.0,62.0,2018-12-09,-5.0,-7.0,0
Massachusetts,St.Josephs,91.0,76.0,2018-12-09,6.0,15.0,1
GeoWashington,Davidson,107.0,104.0,2018-12-09,-3.5,3.0,1
NotreDame,WakeForest,90.0,80.0,2018-12-09,9.0,10.0,1
LSU,Alabama,90.0,76.0,2018-12-09,4.0,14.0,1
WesternCarolina,NCGreensboro,58.0,72.0,2018-12-09,-4.0,-14.0,0
NorthernIowa,MissouriSt,95.0,66.0,2018-12-09,9.5,29.0,1
Bradley,Valparaiso,80.0,69.0,2018-12-09,6.5,11.0,1
IndianaState,Drake,58.0,56.0,2018-12-09,4.0,2.0,0
St.Peter's,Monmouth,66.0,63.0,2018-12-09,2.0,3.0,1
Samford,Chattanooga,84.0,92.0,2018-12-09,-4.0,-8.0,0
OralRoberts,SouthDakotaState,61.0,76.0,2018-12-09,4.5,-15.0,0
SoIllinois,LoyolaChicago,68.0,63.0,2018-12-09,-4.0,5.0,1
IllinoisState,Evansville,77.0,66.0,2018-12-09,6.0,11.0,1
LaSalle,SaintLouis,76.0,77.0,2018-12-09,-4.5,-1.0,1
TexasTech,WestVirginia,89.0,81.0,2018-12-09,2.5,8.0,1
KansasState,Oklahoma,61.0,53.0,2018-12-09,1.0,8.0,1
TCU,Texas,61.0,62.0,2018-12-09,5.0,-1.0,0
Tulane,SouthFlorida,52.0,66.0,2018-12-09,1.0,-14.0,0
Arkansas,SouthCarolina,77.0,79.0,2018-12-09,7.5,-2.0,0
Xavier,Marquette,82.0,84.0,2018-12-09,2.0,-2.0,0
PennState,IndianaU,64.0,49.0,2018-12-09,6.0,15.0,1
UtahValley,CaliforniaBaptist,61.0,65.0,2018-12-09,0.0,-4.0,0
IowaState,Baylor,53.0,67.0,2018-12-09,-5.5,-14.0,0
BostonCollege,Louisville,69.0,86.0,2018-12-09,-13.0,-17.0,0
NewMexico,SanDiegoState,57.0,85.0,2018-12-09,-10.0,-28.0,0
ColoradoState,Nevada,92.0,91.0,2018-12-09,4.0,1.0,0
BoiseState,SanJoseState,99.0,71.0,2018-12-09,16.0,28.0,1
WashingtonState,ArizonaState,67.0,65.0,2018-12-09,-2.5,2.0,1
Army,Bucknell,68.0,59.0,2018-12-09,0.0,9.0,1
MDBaltimoreCo,AlbanyNY,63.0,67.0,2018-12-09,-1.0,-4.0,0
Hartford,Binghamton,73.0,57.0,2018-12-09,8.0,16.0,1
Navy,HolyCross,81.0,66.0,2018-12-09,11.0,15.0,1
Colgate,Lafayette,78.0,80.0,2018-12-09,9.0,-2.0,0
BostonU,LoyolaMaryland,92.0,77.0,2018-12-09,9.0,15.0,1
NewHampshire,Vermont,43.0,56.0,2018-12-09,-10.0,-13.0,0
UMassLowell,StonyBrook,76.0,84.0,2018-12-09,-5.0,-8.0,0
McNeeseState,NichollsState,80.0,74.0,2018-12-09,1.0,6.0,1
SamHoustonSt,TexasA&MCorpus,80.0,61.0,2018-12-09,11.0,19.0,1
NewOrleansU,NorthwesternSt,74.0,82.0,2018-12-09,3.0,-8.0,0
HoustonBaptist,IncarnateWord,82.0,84.0,2018-12-09,7.0,-2.0,0
CentralArkansas,SELouisiana,88.0,68.0,2018-12-09,6.0,20.0,1
StephenF.Austin,AbileneChristian,71.0,61.0,2018-12-09,9.0,10.0,1
YoungstownState,IllinoisChicago,83.0,90.0,2019-01-30,1.5,-7.0,0
FloridaIntl,Marshall,74.0,84.0,2019-01-30,2.0,-10.0,0
GeorgiaState,SouthAlabama,76.0,73.0,2019-01-30,7.0,3.0,0
GeorgiaSouthern,Troy,86.0,57.0,2019-01-30,12.5,29.0,1
MoreheadState,SEMissouriSt,90.0,74.0,2019-01-30,4.5,16.0,1
ClevelandState,IUPUI,72.0,62.0,2019-01-30,6.0,10.0,1
Towson,NCWilmington,77.0,66.0,2019-01-30,11.0,11.0,2
FlaAtlantic,WesternKentucky,69.0,65.0,2019-01-30,-3.0,4.0,1
JamesMadison,CollCharleston,68.0,87.0,2019-01-30,-5.0,-19.0,0
William&Mary,Northeastern,59.0,58.0,2019-01-30,2.0,1.0,0
Elon,Hofstra,63.0,86.0,2019-01-30,-6.5,-23.0,0
ArkansasLR,CoastalCarolina,96.0,79.0,2019-01-30,7.5,17.0,1
EasternKentucky,TennMartin,99.0,86.0,2019-01-30,4.5,13.0,1
Illinois,Minnesota,59.0,51.0,2019-01-30,5.0,8.0,1
LouisianaTech,CharlotteU,72.0,59.0,2019-01-30,10.0,13.0,1
IPFW,NorthDakota,72.0,68.0,2019-01-30,2.0,4.0,1
TexasState,ULMonroe,71.0,51.0,2019-01-30,13.0,20.0,1
SouthernMiss,OldDominion,58.0,68.0,2019-01-30,-1.0,-10.0,0
MurrayState,EasternIllinois,73.0,70.0,2019-01-30,10.0,3.0,0
ArkansasState,AppalachianSt,64.0,71.0,2019-01-30,3.0,-7.0,0
UTRioGrandeValley,GrandCanyon,79.0,87.0,2019-01-30,1.5,-8.0,0
TexSanAntonio,UAB,68.0,76.0,2019-01-30,5.0,-8.0,0
UTArlington,ULLafayette,65.0,66.0,2019-01-30,11.5,-1.0,0
Maryland,Iowa,82.0,72.0,2019-01-30,5.0,10.0,1
JacksonvilleSt,TennesseeState,62.0,72.0,2019-01-30,4.5,-10.0,0
AustinPeay,SIUEdwardsville,82.0,58.0,2019-01-30,17.5,24.0,1
WesternIllinois,NorthDakotaState,49.0,70.0,2019-01-30,-8.5,-21.0,0
BYU,Pepperdine,107.0,80.0,2019-01-30,13.5,27.0,1
NewMexicoState,CSBakersfield,61.0,57.0,2019-01-30,12.0,4.0,0
No.Colorado,IdahoState,83.0,67.0,2019-01-30,14.0,16.0,1
California,Oregon,72.0,77.0,2019-01-30,-11.0,-5.0,1
WashingtonU,Arizona,72.0,75.0,2019-01-30,-2.5,-3.0,0
SouthernUtah,WeberState,65.0,75.0,2019-01-30,10.0,-10.0,0
DenverU,SouthDakota,87.0,93.0,2019-01-30,-6.0,-6.0,2
TennesseeTech,Belmont,84.0,92.0,2019-01-30,-15.0,-8.0,1
UTEP,MiddleTennSt,67.0,66.0,2019-01-30,12.0,1.0,0
USC,UtahU,56.0,52.0,2019-01-30,9.5,4.0,0
CSNorthridge,CalSantaBarb,79.0,67.0,2019-01-30,-1.0,12.0,1
SanDiego,SanFrancisco,44.0,69.0,2019-01-30,-5.5,-25.0,0
SaintMarysCA,PortlandU,86.0,64.0,2019-01-30,19.5,22.0,1
UCDavis,CalIrvine,65.0,80.0,2019-01-30,-4.0,-15.0,0
CalPolySLO,CSFullerton,101.0,100.0,2019-01-30,-1.5,1.0,1
Pacific,LoyolaMarymount,62.0,50.0,2019-01-30,6.5,12.0,1
CalRiverside,LongBeachState,77.0,69.0,2019-01-30,8.0,8.0,2
PortlandState,Montana,88.0,81.0,2019-01-30,0.0,7.0,1
SantaClara,Gonzaga,72.0,87.0,2019-01-30,-15.5,-15.0,1
UCLA,Colorado,72.0,68.0,2019-01-30,-5.0,4.0,1
Stanford,OregonState,63.0,68.0,2019-01-30,8.5,-5.0,0
SacredHeart,MountStMarys,58.0,53.0,2019-01-30,6.5,5.0,0
NCAsheville,GardnerWebb,56.0,70.0,2019-01-30,3.5,-14.0,0
Wagner,FairDickinson,63.0,68.0,2019-01-30,2.5,-5.0,0
St.FrancisPA,CentralConn,84.0,77.0,2019-01-30,19.5,7.0,0
Liberty,KennesawSt,83.0,45.0,2019-01-30,27.0,38.0,1
Presbyterian,USCUpstate,74.0,77.0,2019-01-30,2.5,-3.0,0
NJIT,NorthAlabama,74.0,78.0,2019-01-30,4.5,-4.0,0
RobertMorris,Bryant,64.0,54.0,2019-01-30,2.0,10.0,1
Longwood,Radford,55.0,67.0,2019-01-30,-7.0,-12.0,0
Jacksonville,FlaGulfCoast,61.0,63.0,2019-01-30,8.0,-2.0,0
Merrimack,St.FrancisNY,61.0,50.0,2019-01-30,6.0,11.0,1
Campbell,HighPoint,57.0,62.0,2019-01-30,11.5,-5.0,0
NorthFlorida,Stetson,78.0,65.0,2019-01-30,9.5,13.0,1
CharlestonSou,Winthrop,60.0,77.0,2019-01-30,-8.0,-17.0,0
Pennsylvania,Harvard,75.0,72.0,2019-01-31,-1.5,3.0,1
KentState,Akron,68.0,67.0,2019-01-31,2.5,1.0,0
Buffalo,BowlingGreen,77.0,78.0,2019-01-31,5.0,-1.0,0
Yale,Columbia,93.0,62.0,2019-01-31,17.0,31.0,1
Iona,Siena,64.0,87.0,2019-01-31,0.0,-23.0,0
Princeton,Dartmouth,66.0,44.0,2019-01-31,5.0,22.0,1
Niagara,Marist,48.0,67.0,2019-01-31,6.0,-19.0,0
Rider,Fairfield,68.0,52.0,2019-01-31,6.5,16.0,1
St.Peter's,Manhattan,70.0,53.0,2019-01-31,4.0,17.0,1
Brown,Cornell,74.0,63.0,2019-01-31,10.0,11.0,1
Canisius,Quinnipiac,73.0,90.0,2019-01-31,5.0,-17.0,0
