home,away,home_score,away_score,home_off,home_def,home_tempo,home_luck,away_off,away_def,away_tempo,away_luck
DePaul,Connecticut,53,60,105.3,97.2,72.7,-0.151,111.5,91.8,65.4,-0.051
Wyoming,Boise St.,60,83,103.8,106.2,70.1,0.121,108.8,97.6,69.2,0.052
Northern Iowa,Bradley,73,75,105.6,101.2,71.9,-0.071,102.1,96.6,66.5,-0.136
Utah,Colorado,58,65,108.3,96.4,66.7,-0.078,112.3,92.1,67.8,-0.041
Indiana St.,Loyola Chicago,48,58,102.0,100.7,70.9,0.039,108.4,93.4,67.5,-0.116
SMU,Temple,79,68,109.5,95.3,71.1,0.004,100.0,98.9,70.1,-0.013
Prairie View A&M,Texas Southern,71,67,93.3,104.5,69.8,0.007,99.7,105.1,69.6,0.075
