home,away,predict_kp,date,lasso,linear,rf,draft_kings
Syracuse,N.C. State,5,2021-01-31,7.0,7.0,4.0,5.0
Marquette,St. John's,4,2021-01-31,4.0,7.0,14.0,4.5
Ohio St.,Michigan St.,9,2021-01-31,9.0,8.0,-0.0,6.5
Houston,SMU,10,2021-01-31,13.0,14.0,4.0,10.0
Missouri St.,Loyola Chicago,-8,2021-01-31,-10.0,-9.0,-5.0,-6.5
Nevada,UNLV,2,2021-01-31,2.0,5.0,10.0,2.5
Indiana St.,Bradley,1,2021-01-31,1.0,-4.0,1.0,-1.0
Washington,Washington St.,3,2021-01-31,1.0,-4.0,-2.0,2.5
James Madison,Drexel,-1,2021-01-31,-1.0,-3.0,-5.0,2.5
Southern Illinois,Northern Iowa,-2,2021-01-31,-3.0,-3.0,-5.0,-2.5
UNC Wilmington,Hofstra,-1,2021-01-31,-1.0,-1.0,-1.0,-2.0
Stephen F. Austin,Sam Houston St.,4,2021-01-31,7.0,11.0,15.0,6.0
Loyola MD,Navy,-4,2021-01-31,-3.0,-0.0,-7.0,-3.0
Stony Brook,Hartford,1,2021-01-31,1.0,2.0,-1.0,3.0
Evansville,Valparaiso,-2,2021-01-31,-2.0,-1.0,2.0,-1.5
Marist,Siena,-5,2021-01-31,-6.0,-5.0,-1.0,-6.0
Coppin St.,Morgan St.,-2,2021-01-31,-2.0,-2.0,0.0,-2.5
Towson,William & Mary,2,2021-01-31,3.0,5.0,-1.0,3.5
North Carolina A&T,Florida A&M,2,2021-01-31,2.0,1.0,-2.0,2.5
Delaware,Elon,5,2021-01-31,4.0,0.0,7.0,6.5
Temple,Tulane,7,2021-01-31,8.0,7.0,-0.0,7.5
Canisius,Quinnipiac,4,2021-01-31,5.0,3.0,7.0,3.0
North Texas,Rice,9,2021-01-31,11.0,9.0,10.0,11.5
Binghamton,New Hampshire,-3,2021-01-31,-4.0,-3.0,5.0,-4.0
Eastern Washington,Sacramento St.,8,2021-01-31,8.0,10.0,3.0,9.5
Mount St. Mary's,Sacred Heart,5,2021-01-31,7.0,7.0,9.0,5.0
Bucknell,Lehigh,6,2021-01-31,5.0,4.0,12.0,5.5
St. Francis PA,Central Connecticut,7,2021-01-31,8.0,6.0,1.0,7.5
Drake,Illinois St.,18,2021-01-31,20.0,18.0,24.0,18.5
UAB,Middle Tennessee,15,2021-01-31,16.0,19.0,20.0,14.5
Holy Cross,Colgate,-15,2021-01-31,-15.0,-17.0,-10.0,-14.5
