home,away,predict_kp,date,lasso,linear,rf,draft_kings
Indiana,Purdue,3,2021-01-14,-0.0,39.0,-5.0,3.5
Utah St.,San Diego St.,1,2021-01-14,-16.0,-34.0,6.0,1.0
Utah,Stanford,-2,2021-01-14,2.0,21.0,0.0,-1.0
Saint Mary's,BYU,1,2021-01-14,-5.0,-24.0,8.0,-0.5
Oregon St.,Arizona,-7,2021-01-14,-20.0,-13.0,-5.0,-8.0
Temple,UCF,-3,2021-01-14,10.0,32.0,6.0,-3.5
Pacific,Santa Clara,1,2021-01-14,-26.0,-93.0,11.0,-3.0
UCLA,Washington St.,12,2021-01-14,11.0,-18.0,7.0,9.0
Eastern Washington,Southern Utah,6,2021-01-14,0.0,-49.0,-12.0,5.5
St. Francis PA,Bryant,-3,2021-01-14,5.0,11.0,1.0,-6.0
Samford,UNC Greensboro,-6,2021-01-14,-23.0,-100.0,-4.0,-6.5
FIU,Florida Atlantic,6,2021-01-14,-3.0,-59.0,-6.0,5.0
USC,Washington,15,2021-01-14,-1.0,-31.0,13.0,14.0
USC Upstate,Hampton,4,2021-01-14,8.0,2.0,-3.0,4.5
Colorado,California,15,2021-01-14,16.0,0.0,19.0,15.0
Eastern Illinois,Morehead St.,6,2021-01-14,3.0,27.0,11.0,6.0
Mount St. Mary's,Merrimack,4,2021-01-14,-6.0,-3.0,2.0,3.5
Jacksonville St.,Tennessee St.,6,2021-01-14,-11.0,-3.0,15.0,6.5
Idaho,Northern Colorado,-7,2021-01-14,-2.0,-47.0,3.0,-6.0
Montana St.,Portland St.,9,2021-01-14,-18.0,-120.0,-4.0,6.5
Gonzaga,Pepperdine,25,2021-01-14,23.0,-59.0,5.0,25.5
Portland,San Francisco,-12,2021-01-14,-2.0,13.0,2.0,-13.0
UNC Asheville,Charleston Southern,9,2021-01-14,-2.0,-36.0,5.0,10.0
Campbell,Presbyterian,9,2021-01-14,4.0,19.0,0.0,7.5
Tennessee Tech,Belmont,-13,2021-01-14,1.0,23.0,1.0,-12.5
Montana,Northern Arizona,12,2021-01-14,11.0,5.0,9.0,12.5
San Jose St.,Colorado St.,-16,2021-01-14,10.0,72.0,2.0,-19.0
Winthrop,Longwood,15,2021-01-14,-2.0,-52.0,16.0,16.5
