teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Arizona,P12,113.2,94.8,69.3,16.3,17.9,51.9,47.7,17.6,19.5,35.0,23.1,38.2,32.5,1.31,78.7,4,1
Arkansas,SEC,111.5,93.1,72.9,15.7,15.9,51.9,47.7,17.2,20.0,33.8,25.1,34.5,30.5,1.57,77.9,3,0
Oregon,P12,111.3,93.1,69.5,16.2,17.3,53.1,47.8,17.0,21.2,27.9,24.0,34.7,29.4,2.24,77.4,3,0
UCLA,P12,114.4,96.2,64.1,18.6,18.1,51.5,49.6,16.5,18.5,33.3,24.1,37.3,31.9,1.51,77.5,4,1
North Carolina,ACC,110.3,92.2,70.6,15.9,17.6,47.7,49.7,20.7,19.3,40.9,25.0,30.5,35.8,1.11,78.8,4,1
Penn St.,B10,114.2,96.1,70.1,16.4,17.7,50.3,52.9,16.2,20.1,33.1,28.1,36.6,31.0,2.2,76.1,3,1
Oklahoma St.,B12,110.2,92.3,70.9,15.7,17.4,52.3,47.5,20.8,19.1,33.4,29.1,33.1,33.2,1.12,77.6,4,1
Missouri,SEC,111.5,93.7,69.6,16.5,17.2,51.3,46.1,19.0,17.3,30.6,29.9,30.1,29.5,2.49,77.6,4,1
LSU,SEC,117.7,100.3,70.7,16.1,16.9,53.8,48.8,17.3,19.9,32.3,32.5,34.3,30.4,1.06,77.6,2,0
Minnesota,B10,110.7,93.8,70.4,16.3,17.1,46.9,47.7,15.2,18.5,28.3,32.1,29.9,33.2,1.89,78.0,1,0
Louisville,ACC,110.1,93.3,66.2,17.5,18.7,50.8,47.6,18.4,18.0,30.0,25.5,31.5,31.0,1.0,77.4,2,0
Saint Louis,A10,110.5,93.8,69.4,15.8,17.6,56.6,48.2,17.4,23.1,34.8,21.8,39.5,34.6,1.88,76.2,3,0
Xavier,BE,111.1,94.7,68.6,16.3,17.6,54.6,45.3,17.2,16.7,27.4,27.2,36.4,32.2,1.95,77.2,3,1
Stanford,P12,106.7,90.5,70.5,16.5,16.9,50.3,46.7,21.6,20.8,28.8,28.6,30.5,33.6,1.33,78.8,2,0
Maryland,B10,111.7,95.4,66.2,17.8,18.5,52.7,50.5,16.1,16.4,23.0,25.0,35.1,36.0,1.84,78.3,3,0
Syracuse,ACC,111.7,95.5,70.2,15.5,17.4,51.0,46.8,16.2,20.7,28.2,31.5,31.4,29.9,1.54,77.9,2,0
Seton Hall,BE,113.8,97.7,67.9,17.1,17.7,52.8,51.0,18.9,17.8,28.4,28.3,34.1,38.4,2.37,79.2,1,0
St. Bonaventure,A10,109.6,93.8,67.0,17.9,17.7,48.8,45.3,17.7,20.4,35.2,28.9,30.5,29.1,1.93,77.3,5,1
BYU,WCC,109.3,93.8,68.4,16.9,16.6,52.9,45.6,19.5,16.4,29.0,24.4,33.2,32.0,2.03,78.0,4,1
Utah St.,MWC,105.0,89.6,70.0,16.6,17.3,50.6,45.7,20.2,21.2,35.4,20.1,34.7,33.8,1.48,78.2,3,1
Georgia Tech,ACC,111.2,95.7,67.3,17.8,16.7,54.2,51.8,16.2,22.3,24.0,28.5,37.2,36.7,2.56,76.2,3,1
SMU,Amer,112.5,97.2,68.9,16.0,17.5,53.3,47.5,18.4,20.1,30.3,28.0,36.0,35.4,2.15,77.4,3,1
Kentucky,SEC,105.4,90.1,66.7,17.5,17.3,45.7,45.8,21.4,17.4,34.7,30.5,29.0,30.2,0.94,78.9,1,0
Auburn,SEC,111.0,96.0,72.2,16.2,16.1,52.6,48.4,22.1,19.2,34.3,30.5,33.1,30.5,0.77,78.7,3,0
Richmond,A10,112.7,97.8,69.5,16.3,17.7,54.6,53.0,15.1,22.3,20.8,28.4,34.9,33.2,2.46,76.2,3,1
Drake,MVC,110.0,95.4,67.3,17.1,17.8,57.2,44.5,16.8,21.1,34.6,23.3,41.5,28.4,2.05,76.2,5,1
Memphis,Amer,103.0,88.4,70.8,16.1,17.2,49.6,44.2,21.4,21.9,33.2,24.5,35.1,28.3,1.11,77.8,3,0
Michigan St.,B10,108.5,94.1,69.7,16.3,17.4,49.9,47.7,19.9,16.5,30.9,25.6,33.7,32.5,1.7,77.9,2,0
Toledo,MAC,115.7,101.3,67.8,17.3,17.1,54.4,48.4,16.4,18.1,32.0,30.9,38.8,28.6,1.78,76.8,4,1
Boise St.,MWC,110.0,95.8,69.6,16.0,17.7,53.6,46.9,15.7,21.5,30.6,21.3,34.1,30.5,2.05,78.2,4,1
VCU,A10,104.2,90.1,71.1,15.6,17.4,51.9,45.1,21.6,25.3,29.6,31.2,34.0,30.1,1.27,77.3,3,1
Clemson,ACC,105.4,91.3,65.7,17.4,18.6,48.0,49.8,19.4,23.0,27.4,28.3,30.6,35.2,1.77,77.0,1,0
Providence,BE,110.5,96.9,66.6,18.1,17.4,49.3,49.6,16.5,17.2,30.1,29.9,32.5,30.9,1.86,78.1,2,0
Davidson,A10,113.1,99.6,63.7,19.1,18.2,55.9,49.4,17.5,15.2,29.3,18.8,35.8,32.4,1.76,78.4,4,1
Wright St.,Horz,107.2,94.2,71.3,16.1,17.0,54.9,43.4,18.4,17.1,34.7,25.7,35.5,29.1,1.32,77.4,5,1
Mississippi,SEC,104.4,91.5,66.1,17.6,17.1,48.3,48.6,19.7,24.9,34.1,26.8,27.8,36.3,1.99,77.1,2,0
Colorado St.,MWC,108.4,95.6,70.5,16.4,17.3,56.3,47.8,20.0,20.0,20.9,26.0,39.2,29.9,1.19,75.8,3,0
Mississippi St.,SEC,108.7,96.0,66.2,18.3,17.5,50.2,47.6,20.0,18.6,37.7,25.5,36.4,33.8,1.27,78.9,2,1
Notre Dame,ACC,112.7,100.0,67.3,17.8,18.3,53.9,50.1,16.0,12.8,19.4,28.1,38.4,35.3,2.16,78.7,3,1
Rhode Island,A10,105.4,92.9,69.7,16.9,16.9,50.6,46.2,21.1,18.0,29.3,26.0,32.8,31.4,1.92,76.4,3,0
Marquette,BE,109.1,96.9,67.2,18.0,17.1,51.2,46.6,20.3,15.3,31.4,28.1,35.1,34.6,1.7,78.1,2,0
N.C. State,ACC,108.9,96.9,69.8,16.4,17.4,53.2,52.0,17.8,24.3,28.4,32.3,37.1,35.3,1.77,77.0,1,1
Utah,P12,108.8,97.0,67.6,17.8,17.5,51.1,49.7,17.6,20.7,25.8,29.3,32.6,35.6,1.38,77.5,3,1
Northwestern,B10,108.3,96.6,69.5,15.8,18.0,52.4,51.2,14.7,16.2,18.9,26.0,36.4,34.9,1.51,77.8,0,0
Dayton,A10,107.5,96.4,65.1,19.1,17.6,55.3,48.0,21.3,19.0,22.6,29.2,36.6,30.7,1.98,77.9,4,1
Saint Mary's,WCC,104.7,93.6,63.1,20.2,16.2,49.9,46.9,16.6,17.9,27.3,21.1,32.7,35.0,1.57,77.7,2,1
Marshall,CUSA,107.0,96.1,72.4,14.6,17.5,52.5,48.9,16.8,21.3,25.7,28.0,32.7,35.6,1.93,77.2,3,1
Wichita St.,Amer,108.3,97.7,69.3,16.9,17.4,45.8,48.5,15.5,18.6,30.0,33.5,30.7,32.0,1.85,76.5,3,1
Arizona St.,P12,108.6,98.0,73.5,15.8,16.9,50.2,51.6,15.2,22.4,20.2,30.8,31.9,34.5,1.76,76.7,2,1
St. John's,BE,109.3,98.8,74.1,14.6,17.2,50.6,54.2,16.7,23.4,28.9,30.0,34.3,36.9,1.49,77.0,4,1
South Carolina,SEC,107.2,96.7,73.6,15.3,17.2,49.4,51.4,20.9,22.2,36.3,31.8,33.8,33.3,1.64,77.5,1,0
San Francisco,WCC,106.8,96.4,68.8,17.6,16.6,52.7,46.6,17.9,20.0,26.0,24.4,36.4,28.7,2.07,77.8,2,0
Cincinnati,Amer,105.1,95.3,71.3,16.4,16.8,48.1,50.1,20.8,18.7,28.6,24.4,28.2,30.8,1.65,77.5,1,0
Pittsburgh,ACC,105.5,95.7,69.6,16.7,16.9,47.7,48.1,18.1,18.6,35.0,27.3,32.1,30.2,1.23,77.7,2,0
Western Kentucky,CUSA,108.2,98.5,68.3,17.6,16.1,50.1,49.8,20.3,19.0,32.0,22.3,33.1,36.3,2.16,76.3,4,1
UC Santa Barbara,BW,107.4,97.9,66.1,17.2,17.8,54.4,46.4,15.8,21.7,26.9,25.1,37.0,31.9,2.32,77.3,5,1
Tulsa,Amer,103.4,94.4,66.0,17.4,18.1,49.1,46.6,20.2,22.1,26.5,34.4,28.9,32.4,2.27,77.2,2,1
Furman,SC,109.9,101.5,68.5,16.0,17.2,57.6,51.9,18.1,21.8,27.8,30.9,35.9,35.5,1.95,76.6,3,1
UAB,CUSA,105.3,96.9,67.9,17.1,17.7,50.2,44.9,14.2,25.1,29.4,26.6,29.9,30.3,2.27,76.8,4,1
North Texas,CUSA,104.0,95.9,65.0,17.7,17.4,55.5,45.8,20.1,21.3,26.0,26.2,38.8,32.0,2.35,76.9,4,1
Georgia,SEC,106.6,98.8,72.9,15.6,16.6,50.9,50.5,22.4,22.7,36.0,35.5,31.6,31.9,1.91,76.0,3,1
TCU,B12,106.3,98.7,67.5,18.3,16.8,51.8,50.0,20.6,17.0,28.5,28.5,35.2,31.5,1.13,77.7,0,0
Belmont,OVC,110.3,102.7,71.3,16.0,17.1,58.6,49.6,16.5,21.4,23.7,27.5,36.6,35.5,1.36,77.0,5,1
Butler,BE,102.8,95.4,65.1,19.7,17.3,47.5,53.2,16.9,17.9,25.0,21.0,33.3,37.2,1.62,76.5,2,0
Boston College,ACC,107.3,99.9,70.8,16.6,16.7,51.6,54.3,19.5,18.8,25.5,28.2,34.5,34.2,1.81,76.7,1,0
UCF,Amer,104.2,96.8,67.2,17.6,17.4,48.6,50.0,21.4,19.2,28.5,31.6,34.7,31.9,1.46,77.6,1,0
Akron,MAC,105.3,98.2,68.9,17.2,17.3,54.0,46.7,19.0,16.7,28.4,23.4,33.5,28.6,1.92,75.7,5,1
South Dakota St.,Sum,111.2,104.2,70.1,16.2,17.3,56.8,48.7,16.4,14.6,21.6,23.9,42.9,32.0,1.54,77.2,5,1
Vermont,AE,104.6,97.5,67.5,17.6,17.8,53.9,45.4,19.4,20.7,28.9,21.9,34.2,29.4,2.4,76.3,0,0
Duquesne,A10,102.4,95.4,67.9,17.5,18.0,47.2,44.9,19.1,19.3,30.6,30.4,29.7,27.3,1.74,76.2,3,1
Kent St.,MAC,107.6,100.7,72.3,17.2,16.2,53.4,49.1,19.3,17.0,36.2,27.6,35.4,33.8,2.24,77.3,4,1
South Florida,Amer,101.8,95.0,67.0,17.8,17.1,46.8,48.3,21.9,19.5,35.0,24.8,34.2,28.3,1.9,78.3,2,1
Yale,Ivy,107.4,100.6,68.5,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Abilene Christian,Slnd,99.3,92.6,68.9,17.1,16.4,50.4,43.9,19.7,28.3,29.3,30.1,33.6,27.0,2.24,75.1,4,1
Liberty,ASun,105.9,99.3,63.5,19.0,17.8,55.5,46.9,15.8,17.9,22.3,23.6,35.8,31.5,1.77,75.8,4,1
Colgate,Pat,107.8,101.2,70.9,15.4,17.3,57.9,43.1,13.6,17.1,26.5,25.3,39.5,23.8,1.83,76.5,5,1
DePaul,BE,101.2,94.6,72.0,15.5,17.8,47.5,48.3,21.8,20.7,32.1,29.4,31.3,29.3,1.91,76.8,2,0
Louisiana Tech,CUSA,101.4,95.0,70.4,16.4,16.7,49.7,45.7,17.9,18.4,26.4,22.9,33.5,30.0,2.13,76.2,4,1
Wake Forest,ACC,105.0,98.7,68.7,18.5,16.3,52.2,52.7,21.6,20.9,28.1,24.6,36.3,36.0,1.72,77.5,2,1
Georgetown,BE,104.8,98.6,69.2,16.3,16.9,48.7,47.6,20.9,13.4,31.4,25.7,34.7,33.3,2.18,78.1,1,1
Massachusetts,A10,106.1,100.0,73.0,16.4,16.0,48.7,52.5,15.8,21.1,24.9,23.1,32.9,36.0,1.03,76.8,3,0
UNC Greensboro,SC,102.4,96.3,68.6,16.8,16.7,47.8,47.0,17.1,21.5,35.1,25.6,28.7,30.7,1.73,77.2,5,1
Buffalo,MAC,105.7,100.0,74.2,14.5,17.1,50.9,46.6,18.2,17.6,34.7,29.0,33.6,27.2,2.34,76.8,2,0
UC Irvine,BW,99.7,94.1,67.5,18.3,16.8,46.3,46.0,21.0,20.0,33.2,23.7,31.3,31.6,0.99,77.5,4,0
Ohio,MAC,109.6,104.1,69.3,16.9,16.9,55.1,52.6,16.7,20.7,28.2,27.7,36.0,35.5,1.44,77.0,4,1
Missouri St.,MVC,105.8,100.5,71.3,16.6,16.8,55.1,46.3,18.2,14.2,23.0,23.9,33.5,33.2,1.62,77.5,3,0
Grand Canyon,WAC,104.6,99.5,64.9,18.3,17.3,54.5,45.9,20.8,17.2,31.9,21.8,31.0,31.3,2.13,77.4,5,1
Loyola Marymount,WCC,101.8,96.8,68.1,17.7,17.1,49.7,47.9,24.0,18.5,32.8,20.3,31.8,34.4,1.8,78.3,2,1
Bradley,MVC,101.8,96.9,67.2,16.9,18.7,49.6,47.7,19.9,18.1,30.5,26.9,31.5,36.3,1.6,77.3,1,0
Winthrop,BSth,104.1,99.2,74.8,14.4,17.7,53.0,50.7,19.3,23.5,35.3,21.6,35.2,33.7,1.98,76.7,4,0
Miami FL,ACC,101.4,96.6,68.2,18.1,16.4,47.5,50.8,19.8,18.9,26.8,26.1,28.4,37.5,1.49,78.6,1,0
Texas A&M,SEC,100.7,96.0,64.6,17.8,18.4,47.9,52.3,23.4,23.5,32.0,29.8,30.2,33.3,1.57,77.4,2,1
UNLV,MWC,105.4,100.7,68.2,17.6,16.8,50.5,51.4,19.5,19.9,25.6,27.7,35.0,37.6,1.58,77.4,4,0
Nebraska,B10,103.5,99.0,72.3,14.7,17.8,47.2,51.0,17.8,19.5,26.4,29.1,31.5,33.2,2.0,78.2,0,0
Oregon St.,P12,105.7,101.2,64.8,18.7,17.2,46.7,49.6,16.7,17.2,29.5,30.0,34.4,30.8,1.99,78.3,3,0
Nevada,MWC,103.9,99.4,70.3,16.8,17.4,49.4,47.7,19.1,17.8,26.3,23.9,32.8,32.6,1.04,78.2,2,0
Pepperdine,WCC,104.3,100.4,71.4,15.7,17.3,48.3,51.4,17.9,18.4,22.6,28.2,30.6,29.4,1.93,76.7,3,0
Vanderbilt,SEC,107.2,103.3,69.4,17.6,16.4,51.3,53.7,20.0,18.1,31.6,26.0,34.4,35.1,1.38,77.1,1,1
Pacific,WCC,102.0,98.2,66.8,18.9,16.4,44.3,51.5,16.6,19.1,29.0,26.2,29.8,35.2,2.27,77.0,2,0
Wofford,SC,105.8,102.0,66.1,17.9,17.2,54.8,51.4,19.5,18.0,28.5,29.2,35.7,34.5,1.52,75.6,4,1
Iowa St.,B12,103.3,99.7,70.0,16.7,16.8,50.6,51.5,22.4,19.9,22.8,35.2,31.3,30.0,1.79,76.4,0,0
Georgia St.,SB,104.7,101.1,70.0,15.3,18.1,50.7,48.3,17.3,20.5,29.0,35.5,32.3,33.6,1.62,76.4,2,0
Temple,Amer,100.9,97.4,69.1,17.6,17.3,45.7,47.6,19.7,16.2,26.8,26.1,33.5,36.2,1.61,77.5,3,1
East Tennessee St.,SC,101.3,97.9,67.3,17.7,16.6,50.5,49.0,21.6,21.0,31.9,27.0,34.2,33.6,1.88,77.1,4,1
New Mexico St.,WAC,102.3,99.1,66.7,19.4,17.3,38.6,49.1,19.3,15.2,30.3,24.8,22.4,28.1,2.44,76.4,2,0
UC Riverside,BW,99.6,96.4,66.4,19.5,16.8,52.9,42.2,19.0,16.1,28.7,24.3,37.5,28.8,2.0,78.7,3,1
Washington St.,P12,98.4,95.3,68.3,17.6,16.9,47.9,44.9,21.3,17.9,28.1,27.0,34.2,30.7,1.1,78.7,0,0
Washington,P12,104.4,101.3,70.5,16.6,17.7,47.8,49.8,18.9,16.8,25.7,38.1,32.4,33.3,1.93,77.9,2,1
Bowling Green,MAC,106.0,103.3,71.0,16.0,16.7,48.2,52.0,14.5,19.0,29.8,29.9,32.6,34.8,1.8,76.3,1,0
Eastern Washington,BSky,104.5,102.0,72.4,15.3,17.6,50.5,50.2,16.6,16.2,21.6,26.5,32.7,33.8,1.81,77.2,3,1
Indiana St.,MVC,102.2,100.0,68.4,17.2,17.3,48.8,52.7,20.4,22.1,25.1,28.5,34.7,33.0,1.84,76.7,4,1
Northern Iowa,MVC,104.9,102.9,70.2,17.2,17.3,50.3,53.8,19.1,15.0,24.5,20.5,33.7,35.6,1.39,76.6,2,1
California,P12,103.1,101.2,65.5,18.7,17.1,51.1,53.3,19.8,18.5,22.6,26.4,34.0,40.1,1.97,77.4,1,0
Princeton,Ivy,104.3,102.5,67.2,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Santa Clara,WCC,97.1,95.3,70.2,15.3,18.4,44.5,43.8,18.5,17.0,23.0,24.9,28.0,30.6,1.98,79.1,3,1
Siena,MAAC,101.6,100.0,66.2,19.3,16.9,51.3,45.6,18.3,16.6,27.1,26.1,35.6,35.3,1.79,76.4,3,0
Old Dominion,CUSA,100.8,99.3,67.1,17.6,17.4,47.5,52.1,19.0,20.5,28.6,26.6,30.2,36.1,2.33,76.8,4,1
Cal St. Bakersfield,BW,101.2,99.8,66.2,18.8,16.7,46.6,48.5,20.0,20.8,39.3,24.7,31.7,32.8,2.7,77.0,3,1
George Mason,A10,100.3,99.0,67.5,17.1,17.6,48.7,50.1,19.1,19.0,30.5,25.5,32.2,35.0,1.61,76.1,3,0
East Carolina,Amer,99.5,98.4,68.7,17.6,17.2,46.4,48.4,19.7,21.0,27.8,27.0,31.1,31.9,1.99,77.7,0,0
Drexel,CAA,103.4,102.4,64.8,19.0,16.5,51.6,49.4,18.3,19.4,29.4,20.8,31.5,29.1,1.79,77.3,2,1
Northeastern,CAA,99.2,98.3,68.0,18.1,16.4,52.7,48.4,20.3,17.1,18.1,24.0,35.8,30.8,1.12,77.6,4,0
North Dakota St.,Sum,100.7,99.9,64.4,19.2,16.9,49.9,48.4,19.7,13.9,27.5,20.1,33.8,32.1,1.46,78.1,3,0
Mercer,SC,106.2,105.4,70.3,16.7,16.8,55.3,50.4,17.9,16.0,27.8,27.4,36.5,33.1,1.96,77.3,3,0
Coastal Carolina,SB,103.5,102.8,71.5,16.9,16.6,53.1,47.7,22.8,18.8,35.7,27.8,39.5,33.4,1.65,76.6,3,0
Texas St.,SB,101.1,100.6,63.4,19.5,17.3,52.2,51.1,20.5,23.4,28.6,27.2,39.5,35.5,2.39,75.7,3,0
Harvard,Ivy,102.2,101.7,68.7,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Murray St.,OVC,102.1,101.7,67.2,17.0,17.9,53.6,48.8,21.5,19.8,29.8,27.3,33.4,30.0,1.57,76.7,3,0
South Dakota,Sum,104.5,104.5,68.2,17.6,17.0,52.6,48.3,15.3,16.2,21.5,23.7,38.8,33.8,1.66,76.5,5,1
Morehead St.,OVC,97.3,97.3,66.3,18.3,16.6,51.0,47.2,24.1,19.4,30.4,25.6,32.5,28.8,1.69,77.3,5,1
Miami OH,MAC,104.3,104.3,66.4,18.4,16.8,51.2,51.1,15.8,18.8,26.4,29.0,37.1,32.6,1.95,75.1,4,1
Ball St.,MAC,101.1,101.1,70.3,16.8,17.0,50.0,48.8,19.4,18.8,25.3,31.1,33.8,30.5,1.92,76.8,2,0
Hofstra,CAA,104.0,104.1,67.7,16.9,18.0,49.8,49.9,18.1,17.5,28.7,28.2,31.0,31.5,1.72,76.7,4,1
Stephen F. Austin,Slnd,101.9,102.0,71.3,16.4,16.0,56.7,52.7,25.3,25.2,34.9,28.5,33.1,36.5,2.42,76.7,4,0
Eastern Kentucky,OVC,99.1,99.3,76.1,15.1,15.9,49.8,48.0,17.0,26.2,29.7,31.1,32.7,29.1,1.31,75.8,5,1
Navy,Pat,102.6,102.7,66.2,18.5,16.8,49.7,52.5,17.4,21.1,31.5,23.8,33.3,32.9,1.69,76.0,4,1
Monmouth,MAAC,102.8,103.1,75.8,14.5,17.5,51.2,47.9,17.9,20.0,25.7,26.8,39.9,30.9,2.01,75.9,4,0
Saint Peter's,MAAC,94.8,95.2,67.7,17.6,16.8,46.9,44.6,21.8,21.8,29.7,29.6,35.5,34.4,1.28,76.0,3,1
Little Rock,SB,102.5,103.0,67.8,17.1,17.3,51.8,49.7,22.6,20.9,32.5,29.5,31.3,33.3,1.95,77.8,3,1
Louisiana,SB,99.6,100.2,71.1,16.2,17.4,50.6,47.1,20.9,18.1,29.4,28.3,35.1,32.6,1.76,77.7,5,1
UTEP,CUSA,101.5,102.2,67.4,17.3,18.1,47.3,50.2,15.8,18.2,25.2,27.1,32.5,34.8,1.93,77.8,2,1
Cleveland St.,Horz,97.8,98.5,66.4,17.9,17.2,49.1,47.1,20.3,21.3,30.6,32.9,32.4,29.0,2.0,76.9,3,1
Charlotte,CUSA,98.2,98.9,62.8,18.9,18.2,51.4,47.9,21.0,19.9,21.4,25.3,34.2,29.8,1.86,77.5,4,1
Montana,BSky,98.3,99.3,65.2,18.8,17.6,47.4,47.2,19.4,17.9,23.2,32.2,36.4,31.2,1.06,77.2,3,0
La Salle,A10,100.1,101.4,68.5,16.9,17.4,50.6,50.9,21.5,20.7,24.4,29.7,35.2,30.5,1.35,76.6,2,0
Weber St.,BSky,100.4,101.7,72.1,15.7,17.0,55.3,47.6,18.4,19.8,23.1,26.4,37.9,32.1,2.11,77.5,4,1
Army,Pat,98.8,100.4,68.8,16.8,16.8,53.0,51.1,18.4,20.5,22.9,25.5,33.0,34.0,1.99,75.1,3,1
UMBC,AE,98.1,100.0,68.5,16.0,18.0,49.6,45.2,19.0,19.3,25.3,25.6,31.1,33.0,2.45,75.7,3,1
Oral Roberts,Sum,107.4,109.4,70.5,16.3,16.8,52.7,51.5,17.1,17.8,27.0,32.6,38.2,35.6,1.62,76.5,4,0
Detroit,Horz,104.8,107.0,67.8,17.5,17.1,52.7,54.0,17.1,18.3,26.7,30.4,36.9,37.9,2.47,77.5,4,1
Bryant,NEC,102.6,104.8,76.0,14.5,16.0,54.5,46.3,21.0,17.6,28.3,31.4,39.2,29.6,1.63,75.8,3,0
Florida Atlantic,CUSA,100.7,103.2,67.6,17.0,18.3,50.6,52.4,20.0,19.4,33.8,23.1,33.7,38.4,1.64,76.9,3,0
Kansas St.,B12,100.7,103.3,65.6,18.5,17.5,48.4,55.5,23.0,18.7,30.8,28.5,30.4,38.8,1.04,76.9,0,0
Sam Houston St.,Slnd,100.5,103.3,71.5,16.2,16.1,49.3,50.4,21.4,21.6,29.8,33.3,36.7,30.7,1.86,75.2,5,1
Montana St.,BSky,97.2,100.0,68.5,17.1,17.9,49.5,45.5,18.1,20.1,20.2,29.0,32.0,30.7,1.97,76.7,5,1
Fresno St.,MWC,97.8,100.6,66.8,17.7,17.3,48.4,49.6,21.9,19.8,31.0,26.9,29.6,33.1,1.25,77.2,2,1
Chattanooga,SC,101.9,104.8,67.7,17.7,16.4,50.9,53.0,16.3,19.1,21.5,25.4,36.2,33.4,1.9,77.2,2,0
