teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,123.5,90.6,75.3,14.2,17.4,60.6,48.2,15.4,20.2,33.9,23.9,34.3,35.0,1.5,78.3,5,1
Baylor,B12,118.5,86.0,69.8,15.8,17.5,58.4,45.6,17.2,26.9,38.2,28.9,42.3,30.0,1.94,76.7,5,1
Iowa,B10,123.4,95.8,71.4,15.5,17.2,56.7,48.1,13.5,19.0,34.2,31.6,39.3,34.9,1.67,77.8,4,1
Villanova,BE,119.4,92.7,63.6,18.3,17.5,56.0,52.8,11.6,19.0,27.3,21.4,37.5,36.2,1.87,77.9,5,1
Michigan,B10,115.7,90.0,68.2,16.7,17.6,57.8,43.8,18.6,15.0,30.6,24.1,36.4,33.7,2.06,77.9,4,0
Tennessee,SEC,111.9,86.8,65.9,17.2,17.8,52.0,44.8,14.6,25.4,32.5,24.5,34.7,30.3,1.61,77.5,4,1
Virginia,ACC,114.8,89.8,59.5,19.7,19.2,58.6,47.6,13.3,16.4,23.9,22.1,38.5,33.1,1.86,77.8,5,1
Texas,B12,113.8,89.1,69.8,16.3,18.0,52.8,43.3,18.8,17.3,32.0,27.4,35.2,28.7,1.91,77.9,4,1
Wisconsin,B10,113.0,88.9,64.9,18.2,17.9,51.6,45.1,12.4,18.0,23.7,24.1,39.1,32.8,2.34,78.1,3,1
Illinois,B10,116.3,92.2,71.1,16.5,16.7,57.7,46.9,18.4,15.9,33.9,21.0,40.5,33.2,1.63,77.0,3,0
Houston,Amer,112.5,88.4,65.7,19.1,16.5,47.4,41.1,18.2,23.4,40.4,26.4,32.5,26.0,1.77,77.1,4,1
Creighton,BE,115.3,92.4,70.2,15.9,17.6,57.8,45.7,15.8,17.9,24.3,28.5,38.0,33.7,2.2,77.0,4,0
Colorado,P12,112.9,90.1,68.1,16.8,18.4,51.9,46.5,16.3,20.7,31.5,24.1,36.7,30.9,2.3,77.3,4,1
Texas Tech,B12,110.9,88.2,67.1,17.8,17.6,49.1,45.4,16.7,26.1,35.1,28.9,32.6,32.1,1.41,76.9,3,0
Kansas,B12,112.4,89.9,68.6,16.3,17.5,49.9,47.7,18.2,18.2,35.1,25.7,34.6,33.0,1.43,78.2,3,0
Ohio St.,B10,117.4,95.3,66.5,18.2,17.3,51.9,47.6,15.0,16.1,32.7,26.7,34.1,33.8,1.98,77.4,4,1
