teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,126.2,89.3,75.0,14.2,17.5,60.9,47.3,16.3,20.5,31.5,23.3,35.5,32.8,1.52,78.1,5,1
Baylor,B12,123.0,89.9,68.8,16.2,17.4,58.6,47.6,17.3,25.9,37.7,29.7,43.2,32.8,1.96,76.6,5,1
Michigan,B10,121.3,88.6,67.5,17.1,17.9,56.7,44.0,17.0,14.7,30.9,24.4,39.1,33.0,2.14,77.9,5,1
Houston,Amer,117.0,88.3,65.7,18.9,17.0,49.7,42.4,17.0,22.5,39.6,27.6,34.7,27.6,1.81,77.1,4,1
Iowa,B10,125.8,97.2,69.7,16.2,17.5,55.0,48.3,13.6,16.0,32.2,30.4,40.1,35.1,1.7,78.0,4,0
Illinois,B10,118.4,91.1,70.3,16.6,17.0,56.1,46.9,18.4,16.7,32.7,22.3,37.8,33.3,1.64,77.0,4,1
Ohio St.,B10,124.5,97.7,67.2,18.1,17.3,53.6,48.8,15.3,15.9,29.9,26.7,36.6,34.1,1.99,77.5,3,0
Villanova,BE,121.3,96.2,64.9,18.4,17.1,54.4,52.3,13.8,19.5,28.7,24.8,37.7,35.5,1.9,77.9,4,1
Alabama,SEC,112.9,88.3,74.3,14.0,17.5,52.0,45.6,18.9,20.6,30.3,28.9,35.9,29.2,1.87,77.8,3,0
Florida St.,ACC,119.1,94.8,69.7,16.7,17.8,54.8,47.0,18.9,19.1,35.9,29.2,39.1,34.3,1.98,79.6,4,1
Loyola Chicago,MVC,110.4,86.3,64.5,18.1,19.0,56.2,46.3,18.4,21.8,25.9,21.4,34.7,31.9,2.25,76.2,4,1
Wisconsin,B10,112.6,89.2,64.7,18.7,17.6,49.6,47.0,13.6,17.8,23.8,23.7,35.9,33.5,2.37,78.0,2,1
Virginia,ACC,116.1,92.9,60.0,20.1,18.7,56.6,48.5,15.6,15.7,22.3,21.9,39.3,34.1,1.94,77.7,2,0
Creighton,BE,117.4,94.2,69.0,16.0,17.9,56.9,46.2,16.1,18.6,24.5,29.4,36.7,32.8,2.24,77.0,4,1
Purdue,B10,113.6,90.7,66.4,18.5,17.3,51.3,48.6,18.9,17.3,32.1,23.8,33.6,32.0,1.04,78.3,4,1
USC,P12,113.8,91.5,67.5,17.4,18.0,52.1,44.8,18.2,17.2,36.5,27.8,35.1,32.9,1.71,79.4,3,0
Colorado,P12,115.0,92.9,66.9,17.4,18.6,52.5,47.1,17.0,20.1,29.9,25.6,36.9,32.4,2.29,77.4,3,1
Arkansas,SEC,112.9,91.0,72.3,16.0,15.9,51.0,47.4,17.1,20.6,32.5,26.0,33.7,31.8,1.58,78.2,5,1
San Diego St.,MWC,111.8,90.0,66.1,16.8,18.6,53.7,47.2,17.6,22.9,31.1,23.7,38.4,33.2,2.42,76.6,5,1
West Virginia,B12,118.1,96.4,69.4,17.4,16.6,49.1,50.2,16.3,19.9,35.7,29.9,36.8,32.7,1.83,77.2,4,1
Tennessee,SEC,109.1,87.9,67.1,17.2,17.3,50.3,46.2,17.7,23.0,30.6,27.3,34.3,31.8,1.53,77.5,3,1
Texas,B12,114.2,93.2,68.9,16.3,18.1,52.1,45.9,19.4,17.4,31.6,26.6,34.2,32.4,1.91,77.8,3,1
Kansas,B12,110.7,89.9,68.6,16.4,17.9,49.6,47.1,17.6,20.2,31.3,26.7,34.0,32.4,1.46,78.3,4,0
BYU,WCC,114.1,93.4,67.7,17.0,17.0,55.5,46.5,19.2,16.4,29.3,24.0,36.9,32.8,2.01,78.0,4,1
Texas Tech,B12,112.4,92.0,65.9,17.9,17.8,48.9,47.4,16.1,24.0,33.8,29.2,33.7,34.1,1.43,77.0,2,0
Rutgers,B10,110.5,90.2,67.9,17.1,17.8,50.9,47.7,16.2,19.1,28.4,28.6,32.2,33.4,2.01,77.9,2,1
Florida,SEC,112.5,92.7,69.1,16.1,17.1,52.5,47.2,20.0,21.0,31.4,31.4,35.5,31.2,1.55,77.3,3,1
Maryland,B10,112.0,92.7,65.4,18.2,18.3,52.6,48.8,16.6,16.8,21.8,24.2,34.7,34.4,1.88,78.3,4,1
LSU,SEC,120.8,101.5,70.8,16.1,16.8,53.7,49.0,16.7,19.4,31.3,32.9,34.6,30.1,1.06,77.6,3,0
Duke,ACC,116.8,97.8,68.8,17.2,17.2,54.2,52.3,18.6,19.6,32.7,27.6,36.4,37.5,0.86,77.1,4,1
Oklahoma,B12,111.7,92.9,67.4,17.2,17.6,50.3,47.7,15.3,18.7,28.6,27.4,32.7,35.3,2.08,76.9,3,0
Connecticut,BE,111.8,93.1,65.4,18.9,17.4,48.8,46.8,18.5,19.5,36.9,29.3,34.1,31.5,1.86,77.9,3,1
St. Bonaventure,A10,112.2,93.6,65.0,18.5,18.3,51.4,45.8,17.3,18.9,33.1,28.8,37.1,30.2,1.93,77.3,4,1
Georgia Tech,ACC,114.3,95.6,67.2,17.7,17.6,54.1,52.0,15.8,22.4,23.1,29.5,36.0,37.1,2.55,76.3,3,1
Indiana,B10,112.0,93.9,66.3,18.0,17.4,50.0,48.9,17.5,17.6,26.2,26.7,35.0,34.1,1.36,77.2,2,0
North Carolina,ACC,110.1,92.2,71.4,15.6,18.0,48.5,49.6,20.3,19.1,39.5,24.7,31.5,35.6,1.07,78.8,3,0
Clemson,ACC,106.8,89.1,65.2,17.9,18.3,49.1,48.1,19.9,22.1,27.5,26.5,32.2,33.0,1.78,76.9,4,1
Arizona,P12,114.4,97.1,68.0,16.8,18.3,50.8,48.7,17.5,18.2,34.8,24.6,37.9,33.5,1.22,78.7,3,1
UCLA,P12,114.1,97.0,64.4,18.5,18.0,51.8,50.0,16.2,18.1,30.7,23.9,37.0,34.9,1.45,77.3,4,1
Oklahoma St.,B12,108.1,91.1,71.2,15.8,17.4,50.9,45.9,21.0,19.7,31.4,29.7,33.5,31.2,1.11,77.6,4,1
Penn St.,B10,112.0,95.3,69.5,16.6,17.9,47.8,53.7,16.5,20.5,31.3,26.4,33.8,34.2,2.23,76.1,1,0
Seton Hall,BE,112.7,96.3,67.1,17.1,18.1,51.0,49.7,18.8,19.4,29.2,29.6,32.5,36.6,2.37,79.2,3,0
Oregon,P12,111.8,95.3,67.3,17.1,17.6,52.4,48.6,17.4,20.9,29.4,27.4,35.4,32.8,2.25,77.5,4,1
VCU,A10,106.5,90.2,69.7,15.9,17.7,51.2,45.6,20.7,24.3,28.8,31.5,33.6,29.4,1.25,77.3,4,1
Drake,MVC,114.6,98.4,67.0,17.7,18.1,55.5,47.6,15.6,19.1,32.3,24.6,37.9,29.6,2.01,76.1,5,1
Saint Louis,A10,110.9,94.9,68.2,16.5,18.0,52.1,47.6,17.4,20.0,36.0,21.9,34.7,34.0,1.9,76.3,3,1
Memphis,Amer,103.1,87.1,71.9,16.0,17.0,50.3,43.5,22.6,23.0,33.8,24.4,35.4,26.6,1.12,77.8,4,1
Louisville,ACC,109.3,93.4,66.3,17.8,18.0,48.9,48.0,18.2,17.1,31.8,26.0,30.6,31.1,0.99,77.6,3,1
Kentucky,SEC,107.9,92.0,68.0,17.1,17.1,46.7,46.0,20.5,17.0,33.6,30.2,33.2,30.7,0.97,78.9,3,1
SMU,Amer,111.6,95.8,68.6,16.1,17.7,52.0,46.0,19.7,19.9,29.9,28.8,34.0,33.5,2.19,77.3,3,1
Missouri,SEC,111.9,96.2,68.8,16.7,17.1,51.3,47.5,18.8,17.7,28.5,29.6,31.6,32.1,2.46,77.6,1,0
Mississippi,SEC,106.4,91.1,65.5,18.0,17.0,48.7,48.9,20.5,24.3,34.3,27.7,28.5,36.4,1.98,77.1,4,1
Minnesota,B10,111.6,96.3,69.8,16.7,17.0,46.1,49.5,15.6,19.1,29.2,32.2,29.0,34.4,1.85,77.9,1,0
Richmond,A10,113.8,98.5,68.4,16.6,17.7,53.8,52.9,14.5,21.7,19.9,28.4,35.0,32.3,2.47,76.1,3,0
Virginia Tech,ACC,110.6,95.4,65.7,18.2,18.1,51.7,48.8,17.7,17.2,29.2,23.6,34.3,32.8,1.58,76.4,3,0
Utah St.,MWC,107.3,92.3,69.5,16.8,17.4,51.0,46.7,20.1,20.3,35.1,20.8,35.1,34.5,1.49,78.2,3,1
Boise St.,MWC,110.5,95.6,69.2,16.3,17.7,52.7,48.5,16.1,20.7,27.8,23.4,34.9,31.5,2.08,78.3,4,0
Michigan St.,B10,108.6,93.7,69.0,17.0,17.2,49.1,47.9,19.2,15.5,30.8,26.5,33.3,31.4,1.71,78.0,3,1
Syracuse,ACC,112.8,98.2,69.2,15.9,17.7,50.3,48.9,16.1,21.1,29.7,31.9,33.3,31.9,1.56,78.0,3,0
Wright St.,Horz,110.0,95.4,71.0,16.3,17.0,54.4,44.9,17.9,16.8,34.4,25.3,37.2,30.1,1.35,77.4,0,0
Toledo,MAC,116.2,101.7,68.5,17.0,17.0,54.1,48.4,16.2,17.7,30.4,31.6,38.2,29.8,1.79,76.8,3,1
Xavier,BE,111.5,97.2,69.1,16.4,17.6,52.9,47.0,16.2,16.7,26.7,27.6,33.5,33.3,1.88,77.3,2,0
Notre Dame,ACC,115.2,101.1,66.8,17.7,18.4,54.5,50.0,15.3,12.7,20.2,28.6,37.4,36.2,2.21,78.6,2,0
Stanford,P12,106.6,92.8,69.5,16.7,17.5,52.5,47.2,21.0,20.5,25.6,28.2,32.2,32.8,1.36,78.8,2,0
Auburn,SEC,111.6,98.6,71.9,16.1,16.3,51.5,49.8,22.0,19.0,34.6,31.6,32.8,32.8,0.76,78.7,1,0
Mississippi St.,SEC,107.4,94.4,65.9,18.1,17.4,50.4,47.1,21.9,18.5,35.9,26.3,35.8,32.7,1.2,78.9,3,1
UC Santa Barbara,BW,109.8,96.9,65.3,17.6,18.4,54.0,46.9,16.6,21.2,28.1,25.6,36.6,32.5,2.34,77.4,5,1
N.C. State,ACC,110.6,97.7,68.3,16.9,17.9,53.1,51.8,19.1,22.6,30.0,31.2,36.2,34.9,1.66,77.1,3,1
North Texas,CUSA,106.6,93.7,64.2,18.5,17.1,55.7,45.8,21.1,21.2,27.3,25.5,36.7,30.7,2.33,76.9,4,1
Providence,BE,109.9,97.3,66.3,18.2,17.4,48.9,48.9,17.1,16.8,29.9,29.7,33.3,30.4,1.87,78.1,3,1
Northwestern,B10,106.4,93.8,68.9,16.2,18.1,50.6,50.0,17.0,17.2,19.4,26.3,34.4,32.8,1.51,77.9,1,1
