teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,124.3,90.2,75.0,14.2,17.5,60.4,46.9,15.4,20.0,34.0,24.3,35.3,33.9,1.48,78.3,5,1
Baylor,B12,120.6,86.8,68.9,16.1,17.5,58.4,46.4,17.7,26.5,38.3,30.0,42.6,32.0,1.96,76.6,5,1
Michigan,B10,116.8,88.7,68.4,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Iowa,B10,124.4,97.4,71.1,15.7,17.1,56.4,48.6,13.7,17.8,34.3,30.1,38.4,34.8,1.68,77.8,4,0
Villanova,BE,119.2,93.0,64.9,18.2,17.4,54.8,52.9,11.9,19.9,27.2,21.2,36.9,36.2,1.88,77.9,5,1
Houston,Amer,113.5,87.3,66.3,19.2,16.5,48.4,41.6,18.2,23.8,41.0,26.6,33.9,26.1,1.77,77.0,5,1
Virginia,ACC,115.7,89.9,60.4,19.7,18.8,58.6,47.5,13.9,16.0,23.6,20.3,39.6,33.5,1.86,77.8,5,1
Illinois,B10,116.5,91.7,71.1,16.5,16.7,57.3,46.4,18.5,16.3,33.3,22.2,39.7,33.6,1.62,77.0,3,1
Texas,B12,114.1,89.4,69.3,16.3,18.0,52.8,43.3,18.8,17.3,32.0,27.4,35.2,28.7,1.91,77.9,4,1
Alabama,SEC,114.6,90.3,74.6,14.2,17.4,52.5,45.6,18.1,21.1,31.8,30.2,36.2,29.7,1.9,77.9,5,1
Wisconsin,B10,112.8,89.2,64.9,18.3,17.9,51.4,45.9,12.6,17.8,23.1,23.2,37.9,32.6,2.39,78.0,3,0
Ohio St.,B10,118.3,95.4,66.7,18.2,17.4,52.1,47.8,15.2,16.0,31.2,26.3,34.5,32.6,1.97,77.5,4,1
Texas Tech,B12,113.0,90.2,67.2,17.8,17.5,49.4,46.9,15.8,25.5,34.6,28.4,33.2,34.0,1.41,76.9,3,0
