teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,123.8,90.8,75.3,14.2,17.4,60.6,48.2,15.4,20.2,33.9,23.9,34.3,35.0,1.5,78.3,5,1
Baylor,B12,119.8,87.0,69.5,16.0,17.5,58.6,46.4,17.9,26.7,38.4,29.1,42.6,31.7,1.95,76.7,5,1
Iowa,B10,125.0,96.1,71.2,15.5,17.1,57.4,48.2,13.4,18.2,33.7,30.5,39.5,34.2,1.67,77.8,5,1
Villanova,BE,119.8,93.1,63.6,18.3,17.5,56.0,52.8,11.6,19.0,27.3,21.4,37.5,36.2,1.87,77.9,5,1
Michigan,B10,116.1,90.4,68.1,16.7,17.6,57.8,43.8,18.6,15.0,30.6,24.1,36.4,33.7,2.06,77.9,4,0
Tennessee,SEC,112.2,87.1,65.9,17.2,17.8,52.0,44.8,14.6,25.4,32.5,24.5,34.7,30.3,1.61,77.5,4,1
Virginia,ACC,115.2,90.2,59.4,19.7,19.2,58.6,47.6,13.3,16.4,23.9,22.1,38.5,33.1,1.86,77.8,5,1
Texas,B12,114.1,89.4,69.8,16.3,18.0,52.8,43.3,18.8,17.3,32.0,27.4,35.2,28.7,1.91,77.9,4,1
Houston,Amer,113.2,88.6,65.8,19.3,16.5,47.5,41.7,17.8,24.0,40.6,27.5,32.4,25.6,1.78,77.1,4,1
Illinois,B10,116.6,92.6,71.0,16.5,16.7,57.7,46.9,18.4,15.9,33.9,21.0,40.5,33.2,1.63,77.0,3,0
Wisconsin,B10,113.3,89.3,64.9,18.2,17.9,51.6,45.1,12.4,18.0,23.7,24.1,39.1,32.8,2.34,78.1,3,1
Creighton,BE,115.7,92.7,70.2,15.9,17.6,57.8,45.7,15.8,17.9,24.3,28.5,38.0,33.7,2.2,77.0,4,0
Colorado,P12,113.3,90.5,68.1,16.8,18.4,51.9,46.5,16.3,20.7,31.5,24.1,36.7,30.9,2.3,77.3,4,1
Texas Tech,B12,111.2,88.5,67.1,17.8,17.6,49.1,45.4,16.7,26.1,35.1,28.9,32.6,32.1,1.41,76.9,3,0
Kansas,B12,113.3,90.9,68.2,16.4,17.6,50.4,48.7,18.6,18.9,34.9,26.5,35.8,33.9,1.44,78.2,2,0
Ohio St.,B10,117.7,95.6,66.5,18.2,17.3,51.9,47.6,15.0,16.1,32.7,26.7,34.1,33.8,1.98,77.4,4,1
Alabama,SEC,113.0,91.2,74.4,14.2,17.5,50.7,45.9,17.8,21.5,32.4,29.8,34.1,30.6,1.91,77.9,5,1
West Virginia,B12,113.2,91.7,68.6,17.4,16.5,46.8,48.2,16.7,20.0,38.3,30.8,34.3,29.1,1.83,77.5,2,0
Florida St.,ACC,114.8,93.7,69.5,17.1,17.2,54.3,47.9,19.3,20.7,34.4,30.8,38.6,35.2,1.98,79.6,4,1
USC,P12,112.2,91.3,69.0,17.0,17.6,52.7,43.2,17.8,17.8,35.8,28.5,33.5,31.8,1.75,79.7,5,1
Oregon,P12,113.0,92.5,69.7,16.3,17.1,53.7,47.6,17.6,21.5,29.1,23.2,35.5,29.4,2.32,77.5,4,1
LSU,SEC,117.9,98.0,70.5,16.0,16.6,56.2,47.1,18.5,21.1,34.1,31.5,36.7,27.6,1.07,77.5,4,1
Minnesota,B10,112.2,92.5,71.5,16.1,16.7,47.4,47.1,14.8,18.7,29.1,31.5,29.9,32.1,1.89,78.0,2,1
Duke,ACC,112.6,93.2,69.0,16.3,17.1,52.0,52.6,19.5,21.0,33.9,24.3,34.0,37.7,0.9,76.9,3,0
UCLA,P12,116.3,97.2,64.9,18.5,17.6,52.7,49.5,16.1,18.1,33.9,24.9,38.6,31.0,1.55,77.5,5,1
Purdue,B10,111.3,92.3,67.1,18.4,17.1,52.5,48.7,19.7,16.5,31.6,23.4,35.7,30.7,1.08,78.4,3,1
Connecticut,BE,110.5,91.6,64.5,18.9,17.2,49.1,46.5,19.2,22.5,39.2,31.1,35.7,30.4,1.97,77.9,4,0
Oklahoma,B12,112.7,94.3,68.5,17.0,17.4,51.4,49.5,15.1,19.7,30.4,27.2,34.3,37.7,2.11,77.1,2,1
Arizona,P12,113.6,95.2,69.8,16.3,17.9,51.1,47.1,16.4,19.4,37.1,23.6,36.3,31.2,1.34,78.6,3,1
Saint Louis,A10,111.1,92.9,68.7,16.1,17.3,56.8,47.2,17.9,24.0,38.1,22.9,41.0,32.9,1.84,76.2,4,1
Oklahoma St.,B12,110.2,92.2,71.3,15.8,17.6,51.5,47.0,19.2,19.7,31.6,30.0,32.5,32.6,1.12,77.6,3,1
