teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,126.8,88.6,74.8,14.1,17.5,61.1,47.1,16.1,20.7,31.7,23.5,35.8,32.8,1.51,78.2,5,1
Baylor,B12,123.0,89.9,68.8,16.2,17.4,58.6,47.6,17.3,25.9,37.7,29.7,43.2,32.8,1.96,76.6,5,1
Michigan,B10,120.9,90.2,67.5,17.0,17.9,56.9,44.2,17.4,14.8,30.7,24.7,38.7,33.1,2.14,77.9,5,1
Iowa,B10,126.9,97.2,69.7,16.1,17.4,55.6,48.1,13.6,16.3,32.7,30.3,40.3,34.7,1.7,78.0,4,1
Houston,Amer,116.5,88.9,65.6,18.9,16.9,49.4,42.2,17.1,22.1,39.8,27.4,34.2,27.8,1.8,77.1,3,1
Illinois,B10,118.4,91.0,70.0,16.6,17.1,56.3,46.8,18.4,16.5,32.6,22.7,38.9,33.7,1.64,77.1,4,0
Ohio St.,B10,125.0,97.8,67.0,18.2,17.2,53.9,48.7,15.2,15.6,30.3,26.6,36.8,34.3,2.0,77.5,4,0
Villanova,BE,121.3,96.3,64.8,18.4,17.1,54.4,52.3,13.8,19.5,28.7,24.8,37.7,35.5,1.9,77.9,4,1
Loyola Chicago,MVC,111.4,86.6,64.4,18.2,18.8,56.8,46.0,18.3,21.4,25.8,21.6,35.8,30.4,2.25,76.3,4,1
Alabama,SEC,113.0,88.4,74.2,14.0,17.5,52.0,45.6,18.9,20.6,30.3,28.9,35.9,29.2,1.87,77.8,3,0
Florida St.,ACC,119.1,94.9,69.6,16.7,17.8,54.8,47.0,18.9,19.1,35.9,29.2,39.1,34.3,1.98,79.6,4,1
USC,P12,114.4,90.9,67.2,17.4,18.0,52.5,44.3,18.3,17.2,36.7,27.8,35.2,32.0,1.71,79.4,4,1
Wisconsin,B10,112.4,89.1,64.6,18.7,17.6,49.6,47.0,13.6,17.8,23.8,23.7,35.9,33.5,2.37,78.0,2,1
Virginia,ACC,116.2,93.0,59.9,20.1,18.7,56.6,48.5,15.6,15.7,22.3,21.9,39.3,34.1,1.94,77.7,2,0
Creighton,BE,117.4,94.3,68.9,16.0,17.9,56.9,46.2,16.1,18.6,24.5,29.4,36.7,32.8,2.24,77.0,4,1
Arkansas,SEC,112.9,91.1,72.2,16.0,15.9,51.0,47.4,17.1,20.6,32.5,26.0,33.7,31.8,1.58,78.2,5,1
West Virginia,B12,118.1,96.4,69.3,17.4,16.6,49.1,50.2,16.3,19.9,35.7,29.9,36.8,32.7,1.83,77.2,4,1
Purdue,B10,113.3,91.9,66.2,18.5,17.3,51.0,49.0,18.9,17.3,32.4,24.2,33.5,32.6,1.04,78.4,3,1
BYU,WCC,113.2,92.0,67.9,16.9,16.9,54.9,46.5,19.2,16.6,29.2,23.6,36.1,32.8,2.02,78.0,4,1
San Diego St.,MWC,112.4,91.2,65.8,16.7,18.7,53.9,47.3,17.4,23.0,31.1,24.0,38.7,33.5,2.42,76.6,5,1
Colorado,P12,114.5,93.4,66.6,17.4,18.6,52.2,47.3,17.0,20.1,30.0,25.3,36.1,32.5,2.29,77.4,3,1
Tennessee,SEC,109.1,88.1,67.0,17.2,17.3,50.3,46.2,17.7,23.0,30.6,27.3,34.3,31.8,1.53,77.5,3,1
Texas,B12,114.2,93.3,68.9,16.3,18.1,52.1,45.9,19.4,17.4,31.6,26.6,34.2,32.4,1.91,77.8,3,1
Kansas,B12,110.8,90.0,68.5,16.4,17.9,49.6,47.2,17.6,20.2,31.1,26.7,34.2,32.6,1.46,78.3,4,0
Texas Tech,B12,112.5,92.1,65.8,17.9,17.8,48.9,47.5,16.1,24.0,33.8,28.9,33.8,34.3,1.43,77.0,2,0
Rutgers,B10,110.2,90.1,67.7,17.1,17.8,50.9,47.7,16.2,19.1,28.4,28.6,32.2,33.4,2.01,77.9,2,1
Florida,SEC,112.5,92.7,69.0,16.1,17.1,52.5,47.2,20.0,21.0,31.4,31.4,35.5,31.2,1.55,77.3,3,1
Maryland,B10,111.8,92.7,65.4,18.2,18.3,52.6,48.8,16.6,16.8,21.8,24.2,34.7,34.4,1.88,78.3,4,1
LSU,SEC,120.7,101.7,70.7,16.1,16.8,53.7,49.0,16.7,19.4,31.3,32.9,34.6,30.1,1.06,77.6,3,0
Duke,ACC,116.8,97.9,68.7,17.2,17.2,54.2,52.3,18.6,19.6,32.7,27.6,36.4,37.5,0.86,77.1,4,1
Oklahoma,B12,111.7,92.9,67.3,17.2,17.6,50.3,47.7,15.3,18.7,28.6,27.4,32.7,35.3,2.08,76.9,3,0
Connecticut,BE,111.8,93.2,65.4,18.9,17.4,48.8,46.8,18.5,19.5,36.9,29.3,34.1,31.5,1.86,77.9,3,1
Georgia Tech,ACC,114.3,95.8,67.1,17.7,17.6,54.1,52.0,15.8,22.4,23.1,29.5,36.0,37.1,2.55,76.3,3,1
Indiana,B10,111.9,93.9,66.2,18.0,17.4,50.0,48.9,17.5,17.6,26.2,26.7,35.0,34.1,1.36,77.2,2,0
