teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,125.6,87.9,74.5,14.2,17.5,60.9,46.9,15.8,20.4,31.4,23.4,35.6,33.3,1.51,78.2,5,1
Baylor,B12,122.7,87.8,68.6,16.2,17.4,59.1,47.0,17.4,25.9,37.9,29.8,43.9,31.8,1.96,76.6,5,1
Iowa,B10,127.4,98.5,69.7,16.0,17.5,55.4,48.7,13.0,16.8,33.2,30.8,39.6,34.6,1.65,77.9,3,1
Michigan,B10,117.8,89.3,67.6,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Illinois,B10,117.5,90.3,69.9,16.7,17.0,56.5,46.2,18.6,16.3,32.9,22.9,39.0,33.3,1.64,77.1,5,1
Ohio St.,B10,122.3,95.2,66.9,18.1,17.3,52.8,47.7,15.2,15.9,30.4,26.1,35.5,33.1,1.99,77.5,5,1
Houston,Amer,115.8,88.9,65.8,19.0,16.8,49.1,42.1,17.6,22.2,40.1,27.3,34.0,26.9,1.79,77.0,4,1
Alabama,SEC,112.9,86.7,74.3,14.1,17.4,52.3,45.1,19.1,20.8,30.5,29.1,36.6,28.5,1.87,77.8,3,1
Virginia,ACC,115.9,89.8,59.7,20.1,18.8,57.5,47.0,15.1,16.1,21.9,22.1,39.9,32.1,1.9,77.8,4,1
Loyola Chicago,MVC,113.4,88.1,65.2,17.9,18.6,58.3,46.1,17.8,21.9,24.5,21.8,36.1,31.2,2.24,76.3,5,1
Villanova,BE,121.1,97.0,64.4,18.5,17.2,54.6,53.8,13.5,19.7,29.1,25.1,38.2,37.8,1.9,77.9,3,0
Wisconsin,B10,112.2,88.6,65.0,18.5,17.6,50.5,46.4,13.7,18.0,23.1,23.6,35.9,31.9,2.39,78.0,3,1
USC,P12,112.6,89.1,67.6,17.2,18.0,51.9,43.6,18.3,17.6,36.5,27.4,33.4,30.4,1.72,79.5,5,1
Colorado,P12,116.0,93.5,66.6,17.3,18.6,53.0,47.6,16.2,20.1,29.3,25.3,37.5,33.1,2.28,77.4,3,0
Creighton,BE,116.0,93.6,69.3,15.9,18.0,56.8,46.5,16.0,18.3,24.3,29.5,36.8,33.0,2.24,77.0,4,1
