teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Florida,SEC,111.9,92.4,71.0,16.0,17.3,52.6,46.7,19.6,21.9,31.5,30.9,37.0,34.8,1.5,77.3,2,1
Oklahoma,B12,112.7,93.6,68.8,16.7,17.7,51.4,48.5,14.6,20.5,29.6,28.2,34.4,36.8,2.11,77.1,3,1
UCLA,P12,115.5,96.6,64.8,18.5,17.8,52.5,49.5,16.5,18.0,33.7,23.9,38.6,31.9,1.54,77.5,5,1
Connecticut,BE,110.7,92.1,64.6,18.9,17.2,49.1,46.5,19.2,22.5,39.2,31.1,35.7,30.4,1.97,77.9,4,0
Duke,ACC,112.4,94.0,69.2,16.2,17.0,51.1,52.6,19.0,20.5,33.4,24.1,33.3,37.3,0.86,76.9,3,0
Arizona,P12,114.1,95.8,69.7,16.3,17.8,51.5,47.8,16.6,19.5,36.5,23.7,37.7,32.7,1.33,78.6,3,1
Purdue,B10,110.2,92.1,67.0,18.4,17.2,51.2,48.8,19.6,16.8,32.2,23.8,34.5,31.8,1.07,78.4,4,0
LSU,SEC,117.6,99.5,70.7,16.0,16.5,54.8,49.3,18.2,21.0,34.0,31.2,35.2,30.5,1.07,77.5,4,0
Saint Louis,A10,111.1,93.1,68.5,16.1,17.3,56.8,47.2,17.9,24.0,38.1,22.9,41.0,32.9,1.84,76.2,4,1
Oklahoma St.,B12,110.3,92.5,71.2,15.8,17.6,51.5,47.0,19.2,19.7,31.6,30.0,32.5,32.6,1.12,77.6,3,1
Virginia Tech,ACC,111.1,93.4,66.8,17.7,18.0,53.2,48.1,18.0,18.6,30.5,24.7,34.9,32.9,1.64,76.3,4,1
San Diego St.,MWC,108.9,91.5,65.9,17.0,18.6,51.9,49.0,19.1,24.0,29.0,25.9,37.0,34.6,2.46,76.6,3,1
North Carolina,ACC,109.1,91.8,71.2,15.8,17.6,46.4,49.7,21.0,19.8,40.9,24.9,30.7,35.8,1.09,78.8,4,1
Louisville,ACC,111.4,94.3,66.3,17.4,18.6,52.0,47.5,18.5,17.7,30.1,26.5,32.3,32.3,0.99,77.5,3,0
Missouri,SEC,109.1,92.0,69.1,16.7,17.3,51.0,44.0,20.5,17.4,30.1,30.3,27.9,27.4,2.5,77.6,3,1
Seton Hall,BE,112.7,96.1,67.9,17.1,17.7,52.7,50.1,19.2,18.2,27.8,28.5,33.5,36.7,2.36,79.2,3,0
Michigan St.,B10,110.7,94.4,70.5,16.1,17.3,51.2,47.7,19.0,16.2,30.7,24.3,34.7,32.9,1.7,77.9,2,0
Syracuse,ACC,112.0,95.6,69.5,15.4,17.2,51.5,46.2,16.4,21.3,29.4,31.7,32.2,28.7,1.51,77.9,2,1
Arkansas,SEC,109.9,93.8,73.7,15.4,15.9,51.0,47.2,17.1,19.9,33.9,24.6,33.9,31.6,1.56,77.9,2,1
Penn St.,B10,112.2,96.2,69.2,16.5,17.7,49.6,52.2,16.5,20.1,34.2,28.6,35.5,30.3,2.2,76.0,1,1
Clemson,ACC,107.4,91.5,66.2,17.5,18.5,50.2,49.8,19.7,24.6,28.2,27.2,33.9,36.0,1.76,76.9,3,0
Rutgers,B10,109.2,93.2,69.1,16.8,17.4,51.2,49.0,15.0,18.3,28.9,28.2,35.3,31.8,1.91,77.9,0,0
Stanford,P12,106.6,90.9,71.4,16.2,16.8,50.1,45.8,21.7,20.5,29.1,29.2,31.1,33.0,1.33,78.8,3,0
BYU,WCC,110.1,94.5,68.8,16.8,16.5,53.5,46.5,20.1,17.4,29.7,24.4,33.7,33.0,2.03,78.0,4,1
Utah St.,MWC,105.9,90.4,69.8,16.8,17.2,51.0,45.4,20.1,21.3,35.5,19.8,34.4,32.8,1.45,78.1,4,0
Xavier,BE,111.0,95.6,68.9,16.2,17.4,54.2,46.0,16.9,17.3,27.8,26.9,35.4,33.3,1.94,77.2,3,1
Richmond,A10,112.7,97.5,70.0,16.5,17.6,54.9,52.5,15.2,21.7,21.0,29.4,34.8,31.5,2.52,76.2,3,1
Maryland,B10,112.7,97.7,66.7,17.6,18.6,53.4,51.5,16.2,16.1,23.9,25.8,35.6,36.9,1.83,78.4,2,0
Boise St.,MWC,110.7,95.9,69.5,16.0,17.8,53.8,44.9,15.1,20.8,32.0,20.2,34.5,28.9,2.04,78.2,5,1
Mississippi,SEC,106.1,91.3,66.9,17.3,16.9,49.3,47.4,19.5,24.7,33.7,25.8,29.6,36.1,1.98,77.2,2,1
St. Bonaventure,A10,108.8,94.1,66.7,17.5,18.0,47.6,45.6,17.2,21.8,34.3,28.3,30.7,28.5,1.93,77.2,5,1
Marquette,BE,111.6,97.0,67.4,18.0,17.0,51.9,47.1,20.4,15.7,33.6,28.7,36.6,35.5,1.71,78.1,3,1
SMU,Amer,110.8,96.3,70.4,15.5,17.3,53.1,45.7,18.3,20.1,31.0,27.4,35.9,33.2,2.11,77.4,3,1
Providence,BE,111.5,97.4,66.5,18.0,17.4,50.4,50.4,16.7,17.6,31.2,29.9,32.5,32.1,1.88,78.0,2,1
Kentucky,SEC,105.7,91.6,66.8,17.2,17.7,45.9,46.2,22.0,18.1,35.7,32.1,28.4,31.3,0.93,79.0,2,0
Georgia Tech,ACC,110.8,97.4,66.3,17.8,16.4,55.1,52.3,16.4,22.6,25.8,27.7,36.9,37.5,2.55,76.1,5,1
Drake,MVC,110.8,97.4,67.0,17.0,18.0,59.6,45.2,18.0,21.7,36.4,22.6,43.5,29.7,1.99,76.2,5,1
Pittsburgh,ACC,106.2,92.8,71.0,16.5,16.5,48.8,44.3,19.0,18.9,35.6,26.9,31.2,26.1,1.17,77.7,4,1
N.C. State,ACC,109.7,96.7,69.4,16.5,17.6,53.4,51.8,17.6,24.7,29.4,31.1,36.6,35.5,1.72,77.0,2,0
Memphis,Amer,102.5,89.5,71.7,15.8,17.1,47.5,43.9,21.3,22.1,33.9,23.3,32.4,28.0,1.1,77.8,3,1
Davidson,A10,113.2,100.3,64.1,19.1,18.2,55.8,49.9,17.6,15.3,30.1,18.7,36.2,32.2,1.76,78.4,4,1
Rhode Island,A10,106.7,93.8,70.5,16.6,16.7,50.9,46.5,20.6,18.1,29.0,26.5,32.7,32.1,1.94,76.4,2,0
Auburn,SEC,108.6,96.3,71.1,16.4,16.3,52.8,48.7,23.3,20.6,34.2,30.4,32.6,29.9,0.77,78.7,2,0
South Carolina,SEC,107.0,94.8,73.3,16.0,17.3,48.3,50.9,21.5,22.7,36.2,26.1,30.4,31.6,1.63,77.5,2,0
Toledo,MAC,114.0,101.9,67.9,17.4,17.2,53.3,48.3,16.4,18.7,32.9,31.1,39.3,28.6,1.73,76.7,4,1
VCU,A10,104.1,92.0,71.6,15.5,17.1,52.4,45.7,21.3,25.5,28.1,31.8,34.6,31.4,1.28,77.2,3,0
Utah,P12,107.9,95.9,67.2,17.7,17.7,50.0,48.1,17.3,21.5,25.7,29.8,31.1,33.1,1.39,77.4,2,1
Northwestern,B10,108.1,96.5,69.6,15.7,18.1,51.8,50.8,14.3,15.7,19.0,25.0,35.8,34.2,1.51,77.8,0,0
Arizona St.,P12,109.5,98.0,73.7,15.8,17.0,50.4,52.3,14.8,22.0,20.3,30.2,33.2,36.3,1.79,76.7,0,0
San Francisco,WCC,106.9,95.6,68.8,17.6,16.3,52.9,46.0,18.2,20.3,25.8,25.1,36.1,28.3,2.06,77.8,3,1
Dayton,A10,108.7,97.4,65.2,18.9,18.2,57.7,48.1,22.4,19.3,23.1,29.8,38.1,32.0,2.04,77.8,4,1
Wright St.,Horz,105.6,94.8,71.9,16.0,16.9,54.3,42.1,19.4,16.9,34.3,26.4,34.1,27.9,1.33,77.4,3,1
Colorado St.,MWC,107.9,97.2,70.8,16.2,17.6,55.7,47.2,19.1,20.1,19.6,26.6,39.1,29.7,1.18,75.8,4,1
Wichita St.,Amer,108.2,97.7,68.5,17.3,17.3,44.9,47.1,15.4,17.5,30.7,34.2,30.3,31.9,1.85,76.4,3,0
Mississippi St.,SEC,108.7,98.6,65.5,18.4,17.8,50.8,48.0,19.8,17.9,37.5,25.3,37.2,35.2,1.3,78.9,3,0
Saint Mary's,WCC,103.8,93.9,63.4,20.1,16.1,49.5,46.8,16.8,18.3,28.3,20.5,32.6,34.3,1.54,77.6,2,1
Cincinnati,Amer,105.4,95.6,71.5,16.4,16.8,48.1,50.1,20.8,18.7,28.6,24.4,28.2,30.8,1.65,77.5,1,0
St. John's,BE,108.4,98.7,74.2,14.4,17.3,50.3,54.6,17.6,23.0,28.9,29.0,34.8,37.4,1.49,77.0,2,1
Marshall,CUSA,106.0,96.3,72.8,14.4,17.5,52.6,48.3,17.4,21.2,24.5,28.1,32.4,36.2,1.95,77.2,2,1
Furman,SC,110.6,101.1,69.0,15.9,16.9,58.1,51.9,18.2,22.2,28.6,31.1,36.5,34.5,1.93,76.5,4,0
Notre Dame,ACC,112.7,103.5,67.2,18.1,18.2,53.2,52.4,15.7,12.6,20.6,28.8,37.4,38.0,2.16,78.7,1,1
Butler,BE,104.5,95.2,65.5,19.6,17.0,49.1,52.3,17.8,17.8,24.8,21.5,34.7,35.5,1.58,76.5,3,1
Tulsa,Amer,102.7,93.6,65.6,17.6,18.0,48.8,45.7,20.6,22.6,26.9,35.7,28.0,32.3,2.25,77.2,3,0
Western Kentucky,CUSA,107.5,98.7,68.9,17.5,16.0,49.4,50.9,20.1,19.1,32.5,22.3,32.6,37.3,2.15,76.3,3,1
Miami FL,ACC,104.3,95.6,68.8,17.8,16.4,47.9,49.4,20.4,18.5,29.3,24.9,26.9,36.1,1.45,78.4,2,0
Georgia,SEC,105.9,97.7,74.5,15.2,16.6,50.7,50.6,21.9,22.8,35.0,31.1,32.1,31.1,1.93,76.0,2,1
North Texas,CUSA,103.6,95.6,64.8,17.6,17.6,55.4,44.6,20.0,20.9,25.5,26.6,39.4,30.6,2.33,77.0,3,1
UC Santa Barbara,BW,106.1,98.2,66.9,17.1,17.9,52.7,46.9,15.4,23.2,28.5,25.3,35.6,31.5,2.32,77.4,5,1
UAB,CUSA,104.6,96.9,68.7,17.2,17.8,50.3,43.7,14.9,24.7,29.3,26.0,30.5,27.9,2.26,76.9,4,1
Boston College,ACC,107.4,99.7,71.2,16.6,16.7,51.6,54.3,19.5,18.8,25.5,28.2,34.5,34.2,1.81,76.7,1,0
UCF,Amer,103.6,96.0,66.9,17.5,18.0,46.5,48.8,21.1,20.5,28.0,33.4,33.3,32.3,1.46,77.7,1,0
South Dakota St.,Sum,111.7,104.1,70.8,16.2,17.3,56.5,48.5,17.0,14.9,22.0,24.5,42.4,31.9,1.52,77.2,4,1
Iowa St.,B12,106.4,98.9,69.3,16.8,17.1,52.9,49.5,22.5,19.2,23.8,33.3,33.0,28.3,1.93,76.6,1,0
TCU,B12,105.6,98.3,67.3,18.3,17.0,51.7,49.2,20.7,16.9,28.4,28.5,34.5,30.7,1.12,77.7,2,0
Belmont,OVC,108.3,101.4,71.6,16.2,16.6,56.6,49.3,16.8,21.5,24.9,26.7,34.0,34.6,1.35,76.9,5,1
South Florida,Amer,101.9,95.0,67.5,17.8,17.1,46.8,48.3,21.9,19.5,35.0,24.8,34.2,28.3,1.9,78.3,2,1
Yale,Ivy,107.5,100.7,68.8,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Vermont,AE,104.4,97.7,67.9,17.6,17.8,53.9,45.4,19.4,20.7,28.9,21.9,34.2,29.4,2.4,76.3,5,1
Massachusetts,A10,107.1,100.4,73.3,16.2,15.8,49.3,52.0,16.0,21.6,25.6,23.8,32.6,37.0,1.01,76.8,3,1
DePaul,BE,103.0,96.3,72.6,15.4,17.9,49.7,48.7,23.2,21.8,31.7,30.7,34.1,29.7,1.86,76.8,1,0
Winthrop,BSth,105.4,98.8,76.1,14.2,17.6,54.8,49.5,20.0,22.6,33.3,21.0,35.9,32.2,1.98,76.7,5,1
Liberty,ASun,106.6,100.1,64.2,19.0,17.7,56.6,47.1,15.6,17.7,21.7,24.0,37.3,31.6,1.75,75.8,4,1
Colgate,Pat,108.6,102.3,71.9,15.2,17.2,60.1,44.1,13.0,17.3,25.6,24.7,42.9,23.9,1.82,76.5,4,1
Georgetown,BE,104.5,98.4,70.0,16.2,16.7,49.0,47.5,21.7,13.7,30.3,25.7,35.4,33.0,2.2,78.0,0,0
Buffalo,MAC,106.4,100.4,75.3,14.4,17.1,51.1,45.6,18.2,17.2,35.4,29.1,33.9,26.9,2.34,76.9,3,1
Texas A&M,SEC,101.4,95.6,65.1,17.8,18.2,48.7,52.3,24.6,24.6,32.6,30.7,29.8,34.0,1.59,77.4,2,0
Duquesne,A10,102.2,96.6,67.9,17.3,18.1,46.8,46.6,20.2,19.4,29.8,31.4,29.8,27.4,1.84,76.2,2,1
Kent St.,MAC,106.6,101.1,72.0,17.2,16.4,54.1,47.5,19.9,17.7,36.3,28.5,35.3,33.3,2.26,77.2,4,1
Bradley,MVC,102.8,97.4,66.8,16.7,18.9,50.1,47.3,19.2,18.0,30.7,26.9,32.7,37.9,1.62,77.4,3,0
Nevada,MWC,103.8,98.4,70.4,16.9,17.4,49.5,46.8,19.7,18.2,26.2,23.9,33.3,32.6,1.03,78.2,2,0
UC Irvine,BW,102.2,96.8,68.2,18.1,16.4,48.2,47.8,21.5,18.4,32.9,24.6,33.6,32.2,0.96,77.4,5,1
Louisiana Tech,CUSA,102.4,97.1,69.7,16.5,16.5,49.4,46.1,17.7,18.1,27.3,24.0,34.0,30.5,2.12,76.2,3,0
Georgia St.,SB,105.5,100.5,70.7,15.2,17.8,51.4,48.6,17.0,21.0,29.5,34.8,33.5,34.2,1.61,76.4,3,0
New Mexico St.,WAC,103.0,98.0,67.7,17.7,14.3,37.3,37.9,18.4,13.2,20.0,25.0,26.9,22.2,2.22,76.6,2,0
UNC Greensboro,SC,101.9,97.1,69.2,16.6,16.5,47.0,46.4,18.0,21.6,35.2,26.8,28.0,30.4,1.74,77.3,4,1
Missouri St.,MVC,106.3,101.6,70.5,16.7,16.6,58.8,46.6,18.2,15.1,21.9,23.0,35.6,34.1,1.61,77.5,5,1
Wake Forest,ACC,104.4,99.7,69.6,18.4,16.2,51.7,53.1,21.2,21.8,27.5,25.2,33.7,32.3,1.79,77.4,0,0
Wofford,SC,106.2,101.6,66.2,18.2,17.2,54.9,50.1,21.1,18.9,31.1,30.9,37.1,32.0,1.54,75.8,4,1
Nebraska,B10,103.6,99.2,72.6,14.7,17.8,47.2,51.0,17.8,19.5,26.4,29.1,31.5,33.2,2.0,78.2,0,0
Loyola Marymount,WCC,100.8,96.4,69.1,17.2,17.0,49.0,47.7,24.6,19.2,31.3,22.2,29.8,35.0,1.76,78.1,3,0
Abilene Christian,Slnd,98.1,93.9,68.4,17.5,16.3,49.2,43.3,20.5,28.9,28.4,30.7,34.7,24.6,2.24,74.9,4,0
UNLV,MWC,105.4,101.2,68.1,17.5,17.0,51.1,52.4,19.3,19.6,26.4,26.1,33.9,37.8,1.59,77.3,4,1
Pacific,WCC,101.7,97.7,67.1,19.0,16.7,46.2,48.8,16.9,20.2,29.7,23.0,30.7,32.6,2.28,77.0,4,0
Akron,MAC,104.6,100.8,68.6,17.5,17.5,53.2,47.3,20.6,14.8,30.2,27.2,33.6,29.4,1.95,75.6,3,1
Ohio,MAC,108.8,105.1,69.2,17.0,17.0,56.0,53.5,16.8,20.6,26.6,28.7,38.2,35.3,1.47,76.9,3,0
Pepperdine,WCC,105.3,101.9,71.2,15.7,17.5,50.7,51.0,19.3,18.7,22.6,30.1,32.1,29.8,1.91,76.7,2,1
East Carolina,Amer,100.6,97.3,68.0,17.5,17.4,47.9,45.6,19.8,20.9,27.0,25.9,34.5,28.8,1.99,77.8,2,0
Washington,P12,103.9,101.0,70.6,16.6,17.7,46.7,49.3,19.1,16.4,25.5,38.4,30.9,33.0,1.93,78.0,1,1
Bowling Green,MAC,105.9,103.0,70.4,16.2,16.7,48.5,51.0,15.1,19.6,29.8,30.0,33.4,34.2,1.81,76.3,2,0
Washington St.,P12,98.3,95.5,69.0,17.4,16.7,47.8,43.7,21.0,17.7,28.3,27.8,33.7,28.5,1.14,78.6,1,0
Cal St. Bakersfield,BW,99.5,96.9,64.8,19.4,16.5,44.3,46.9,19.7,21.8,39.9,25.7,30.9,30.4,2.71,77.0,5,1
Temple,Amer,100.7,98.1,68.8,17.4,17.3,44.9,46.6,19.8,15.6,28.4,27.7,34.1,35.3,1.65,77.5,2,1
Vanderbilt,SEC,104.9,102.3,69.7,17.7,16.8,50.7,51.4,19.3,17.7,31.1,25.1,34.2,32.5,1.31,77.1,1,0
UC Riverside,BW,98.8,96.4,66.0,19.5,16.7,53.2,41.7,19.4,15.8,29.0,23.4,37.6,28.2,2.01,78.7,3,0
Eastern Washington,BSky,104.4,102.0,72.0,15.3,17.7,50.6,49.4,16.5,15.8,19.5,27.7,33.0,33.5,1.82,77.2,2,0
California,P12,103.3,101.0,66.1,18.5,17.2,52.2,53.4,19.6,18.9,20.9,25.2,34.6,40.3,2.02,77.3,2,0
Oregon St.,P12,105.7,103.4,64.5,18.6,17.1,46.6,50.7,15.9,17.7,29.6,29.2,34.6,31.7,2.01,78.3,3,1
Ball St.,MAC,103.1,101.1,70.3,16.9,16.9,50.8,48.4,18.7,19.1,26.6,30.8,33.8,31.0,1.97,76.9,2,0
Texas St.,SB,100.1,98.2,64.0,19.1,17.4,53.0,49.6,22.1,24.7,27.0,29.0,39.9,33.6,2.35,75.7,4,1
Indiana St.,MVC,101.9,100.1,69.4,17.0,17.1,47.6,52.9,20.1,22.3,24.2,29.0,34.1,33.3,1.86,76.6,3,1
Siena,MAAC,104.0,102.1,67.6,19.3,15.9,54.3,47.2,17.6,15.9,27.2,26.8,38.6,35.6,1.8,76.5,4,0
Princeton,Ivy,104.4,102.6,67.5,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Northeastern,CAA,100.2,98.5,67.7,18.3,16.5,51.9,47.8,19.8,17.1,18.7,25.1,36.2,28.4,1.12,77.6,5,1
Grand Canyon,WAC,103.1,101.5,65.5,18.0,16.9,54.1,47.9,21.9,15.7,32.9,19.5,30.6,35.3,2.11,77.5,5,1
Old Dominion,CUSA,101.1,99.6,67.5,17.6,17.4,47.5,52.1,19.0,20.5,28.6,26.6,30.2,36.1,2.33,76.8,4,1
George Mason,A10,100.1,98.7,67.6,17.4,17.4,48.2,49.8,19.4,19.7,30.9,24.7,30.8,35.7,1.64,76.0,2,1
Santa Clara,WCC,96.7,95.3,70.7,15.4,18.1,44.0,43.9,19.0,17.0,24.0,23.4,28.1,30.7,1.98,79.1,2,0
Northern Iowa,MVC,104.9,103.5,70.8,17.1,17.4,49.9,54.3,19.4,14.9,24.3,21.3,34.2,36.1,1.41,76.6,1,0
East Tennessee St.,SC,99.5,98.1,67.6,17.4,16.9,49.0,47.7,22.8,21.3,30.1,27.4,31.9,33.7,1.89,77.0,4,1
Mercer,SC,105.4,104.1,71.5,16.5,16.3,54.8,49.1,18.3,16.3,29.6,26.4,34.4,32.2,1.96,77.4,2,1
Murray St.,OVC,102.2,100.9,68.1,16.5,18.0,54.0,49.5,22.7,20.9,28.8,29.6,33.5,30.3,1.63,76.8,1,0
Coastal Carolina,SB,105.0,104.2,71.0,17.2,16.2,52.7,49.2,21.0,18.3,37.3,27.9,39.3,35.3,1.6,76.6,3,1
Little Rock,SB,104.6,104.0,67.9,17.2,16.9,53.8,50.7,22.6,21.0,30.7,29.8,34.4,34.0,1.93,77.9,2,1
North Dakota St.,Sum,101.8,101.3,64.7,19.4,16.3,48.9,48.7,19.4,13.4,27.8,19.7,33.6,31.5,1.45,78.1,4,1
Harvard,Ivy,102.3,101.8,68.9,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,0
Eastern Kentucky,OVC,99.2,98.9,76.2,15.1,15.9,49.8,48.0,17.0,26.2,29.7,31.1,32.7,29.1,1.31,75.8,5,1
Stephen F. Austin,Slnd,101.1,100.9,70.6,16.5,15.9,56.7,55.7,25.3,27.5,34.4,25.4,31.2,39.3,2.41,76.8,5,1
UTEP,CUSA,102.6,102.8,67.9,17.3,18.2,48.1,51.2,14.7,19.1,25.1,28.2,33.8,35.8,1.94,77.8,2,1
Drexel,CAA,102.7,102.8,65.2,19.0,16.3,50.5,50.0,18.2,19.7,29.1,19.2,31.5,29.7,1.79,77.3,2,0
Saint Peter's,MAAC,97.5,97.7,67.3,17.3,16.5,48.1,46.2,21.2,21.8,29.7,31.4,35.3,36.3,1.27,76.1,3,1
Montana,BSky,98.3,98.5,65.2,18.6,17.5,47.2,47.3,20.1,18.8,22.8,32.1,36.2,30.8,1.07,77.3,4,1
Kansas St.,B12,102.1,102.4,65.1,18.4,17.9,49.2,55.0,21.6,19.3,31.9,28.3,31.5,36.6,1.08,76.8,0,0
Louisiana,SB,98.5,98.9,71.9,16.0,16.9,48.6,47.6,20.8,18.6,30.2,25.5,30.9,32.4,1.75,77.7,3,1
Monmouth,MAAC,101.6,102.1,76.2,14.5,17.1,50.9,47.1,18.0,21.0,26.4,27.4,40.0,30.7,2.01,75.9,4,1
Oral Roberts,Sum,107.9,108.5,71.5,16.2,16.2,52.0,49.9,16.8,16.9,27.7,33.7,37.9,33.8,1.58,76.7,4,1
Navy,Pat,102.7,103.5,65.6,18.4,17.1,50.4,54.0,16.8,21.8,30.8,24.8,33.5,34.2,1.67,75.9,5,1
Cleveland St.,Horz,97.4,98.4,66.4,17.8,17.2,47.9,46.4,21.0,22.0,31.0,34.6,30.1,28.9,1.92,77.1,4,1
Charlotte,CUSA,98.2,99.4,63.2,18.9,18.2,50.8,48.8,21.0,20.5,22.1,24.1,33.8,31.0,1.79,77.5,2,0
Miami OH,MAC,103.3,104.9,65.9,18.5,16.7,50.1,51.8,15.6,20.1,26.7,30.6,37.8,33.8,1.96,75.2,3,1
Hofstra,CAA,101.6,103.2,69.3,16.6,17.5,48.1,50.4,18.4,18.0,26.3,26.8,27.9,32.8,1.73,76.8,2,1
Bryant,NEC,102.9,104.5,76.7,14.4,16.0,54.4,45.8,20.6,17.4,27.9,30.9,39.1,28.6,1.62,75.8,4,1
South Dakota,Sum,101.8,103.5,68.3,17.7,17.3,49.9,47.5,16.2,17.1,21.3,24.1,37.7,31.3,1.68,76.5,5,1
UMBC,AE,97.9,99.9,69.1,16.0,18.0,49.6,45.2,19.0,19.3,25.3,25.6,31.1,33.0,2.45,75.7,3,1
Florida Atlantic,CUSA,100.1,102.1,67.4,16.9,18.1,50.6,52.4,19.7,19.8,33.2,23.6,34.5,38.6,1.66,76.9,3,1
La Salle,A10,98.7,101.0,68.9,16.6,17.6,50.3,50.4,20.9,20.2,23.5,29.6,35.3,29.3,1.38,76.6,2,1
Chattanooga,SC,101.7,104.2,68.1,17.6,16.3,50.9,53.2,16.4,19.5,21.6,24.1,36.4,34.1,1.88,77.2,3,1
Fresno St.,MWC,99.7,102.2,66.5,17.9,16.8,48.4,51.9,21.5,18.7,31.9,23.4,29.1,35.3,1.3,77.2,2,0
Montana St.,BSky,98.5,101.3,68.3,17.2,17.7,49.3,45.7,17.9,20.1,21.2,30.1,32.0,31.3,1.96,76.7,5,1
Gardner Webb,BSth,102.3,105.1,68.4,16.5,16.9,50.8,50.5,17.7,17.8,25.1,26.7,35.4,34.9,1.17,75.9,2,1
Sam Houston St.,Slnd,100.2,103.0,72.1,16.1,15.9,49.2,50.0,22.0,21.6,30.0,33.7,37.0,29.7,1.85,75.2,5,1
Saint Joseph's,A10,102.8,105.6,74.0,16.0,16.6,49.5,54.1,20.5,18.8,22.1,34.3,30.2,37.9,1.18,78.0,1,0
Wyoming,MWC,104.8,107.6,69.8,16.8,17.4,53.8,51.1,15.2,18.4,23.5,29.1,37.4,30.9,1.08,77.9,2,1
San Diego,WCC,97.9,100.8,70.3,16.5,16.9,44.0,50.8,17.2,18.0,19.7,25.5,31.3,41.1,2.13,77.6,1,0
