teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,125.2,90.6,74.8,14.1,17.6,60.7,47.1,15.5,20.2,33.5,23.6,35.7,34.6,1.48,78.3,5,1
Baylor,B12,121.8,87.3,69.5,15.9,17.5,59.2,46.0,17.6,26.5,38.5,29.1,44.0,31.4,1.95,76.6,5,1
Michigan,B10,117.4,89.2,68.3,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Iowa,B10,125.1,98.0,71.1,15.7,17.1,56.4,48.6,13.7,17.8,34.3,30.1,38.4,34.8,1.68,77.8,4,0
Houston,Amer,114.8,88.0,66.3,19.2,16.5,49.1,41.1,18.1,23.2,41.3,27.7,34.5,25.4,1.75,77.0,5,1
Villanova,BE,119.8,93.7,64.9,18.2,17.4,54.8,52.9,11.9,19.9,27.2,21.2,36.9,36.2,1.88,77.9,5,1
Virginia,ACC,116.4,90.7,60.2,19.7,18.8,58.6,47.5,13.9,16.0,23.6,20.3,39.6,33.5,1.86,77.8,5,1
Illinois,B10,117.1,92.2,70.9,16.5,16.7,57.3,46.4,18.5,16.3,33.3,22.2,39.7,33.6,1.62,77.0,3,1
Alabama,SEC,115.0,90.2,74.6,14.3,17.5,52.2,45.4,18.2,21.2,31.1,29.6,36.0,30.2,1.89,77.8,5,1
Texas,B12,114.7,90.4,69.8,16.2,18.0,52.5,43.6,18.7,17.0,32.0,27.4,34.4,28.4,1.89,78.0,3,0
Wisconsin,B10,113.0,89.3,65.0,18.4,17.9,51.2,45.8,13.0,17.6,23.0,22.5,37.9,32.3,2.39,78.0,3,1
Ohio St.,B10,119.6,96.6,66.9,18.2,17.3,52.4,48.1,15.8,16.0,31.5,26.5,34.4,33.3,1.98,77.5,4,1
Texas Tech,B12,113.6,90.7,67.1,17.8,17.5,49.4,46.9,15.8,25.5,34.6,28.4,33.2,34.0,1.41,76.9,3,0
Florida St.,ACC,116.3,93.4,69.7,17.0,17.3,54.9,46.6,19.6,20.3,35.6,29.3,38.7,33.6,1.99,79.6,5,1
Creighton,BE,117.1,94.4,70.2,15.8,17.9,57.3,46.4,15.2,18.0,23.8,30.0,37.4,33.3,2.22,77.0,3,1
West Virginia,B12,114.9,92.8,68.9,17.3,16.7,48.3,48.3,16.8,20.2,36.2,30.9,36.6,29.5,1.87,77.3,3,1
Colorado,P12,115.4,93.4,67.1,17.1,18.5,52.0,47.5,16.1,20.7,31.0,25.0,36.3,33.0,2.31,77.3,4,1
Kansas,B12,112.3,90.5,68.4,16.3,17.7,50.2,48.6,18.6,19.5,32.4,26.3,35.2,34.4,1.46,78.2,2,1
Tennessee,SEC,108.9,87.6,66.3,17.4,17.8,49.8,45.4,16.4,24.7,32.4,28.0,32.5,30.8,1.62,77.5,3,1
Oklahoma,B12,114.2,93.7,69.2,16.9,17.4,51.3,48.9,14.6,19.9,28.8,27.1,33.9,35.8,2.12,77.0,4,1
USC,P12,112.4,92.0,68.6,17.2,17.9,52.0,43.6,18.1,17.3,37.2,27.9,33.9,32.2,1.74,79.6,4,1
Loyola Chicago,MVC,110.8,90.6,66.0,17.9,18.0,57.0,46.8,17.9,22.4,25.2,22.0,35.7,32.4,2.22,76.2,5,1
Indiana,B10,111.8,92.5,66.6,17.7,17.4,51.6,48.4,16.8,18.2,23.4,26.2,34.9,33.3,1.36,77.2,2,0
San Diego St.,MWC,110.4,91.4,66.6,16.8,18.6,53.7,48.5,19.1,23.6,30.2,24.3,39.3,33.7,2.44,76.6,3,1
Florida,SEC,113.6,94.6,70.4,16.1,17.2,54.1,48.1,19.7,21.8,32.6,31.6,37.8,34.6,1.51,77.3,4,1
Connecticut,BE,111.2,92.3,64.3,19.2,17.3,49.0,46.8,18.9,21.0,38.2,29.0,36.0,30.7,1.98,77.8,3,1
UCLA,P12,116.1,97.3,64.3,18.5,17.9,52.3,49.5,16.8,18.1,33.6,24.3,38.4,31.7,1.52,77.5,4,0
Rutgers,B10,110.4,91.7,68.6,16.9,17.5,51.4,48.1,15.3,19.2,29.4,28.2,34.8,32.6,1.96,77.9,2,1
Oregon,P12,112.0,93.6,69.7,16.2,17.3,53.1,47.8,17.0,21.2,27.9,24.0,34.7,29.4,2.24,77.4,3,0
Purdue,B10,110.9,92.5,67.0,18.4,17.3,51.2,48.8,19.6,16.8,32.2,23.8,34.5,31.8,1.07,78.4,4,0
Arkansas,SEC,112.0,93.7,72.9,15.6,16.0,51.9,47.2,17.0,19.7,34.0,24.5,34.6,30.3,1.57,77.9,3,1
Minnesota,B10,111.2,93.0,71.0,16.1,16.9,46.9,47.3,15.0,18.6,28.5,31.2,29.5,32.3,1.89,78.0,2,0
Oklahoma St.,B12,110.9,92.7,71.1,15.8,17.5,52.0,47.2,20.4,19.1,33.1,29.0,33.0,33.1,1.13,77.6,3,1
North Carolina,ACC,110.9,92.6,70.7,15.9,17.6,47.7,49.7,20.7,19.3,40.9,25.0,30.5,35.8,1.11,78.8,4,1
Missouri,SEC,110.5,92.6,69.8,16.6,17.0,50.1,44.8,19.4,17.8,30.4,30.0,28.6,28.6,2.5,77.6,3,0
Arizona,P12,113.8,95.9,69.7,16.2,17.7,51.5,47.8,17.6,19.1,35.0,23.3,37.9,32.5,1.31,78.7,3,0
LSU,SEC,118.3,100.7,70.9,16.1,16.8,54.0,48.8,17.3,20.0,32.6,31.7,34.0,30.4,1.07,77.6,3,1
Duke,ACC,112.1,94.6,69.7,16.4,17.0,51.1,52.3,19.3,20.0,32.3,23.6,33.1,36.9,0.87,76.9,2,1
Louisville,ACC,110.7,93.8,66.3,17.5,18.7,50.8,47.6,18.4,18.0,30.0,25.5,31.5,31.0,1.0,77.4,2,0
Virginia Tech,ACC,110.1,93.2,66.7,17.8,17.8,51.6,47.8,17.6,18.1,30.1,23.9,33.8,31.8,1.62,76.3,4,1
Stanford,P12,107.2,90.4,70.8,16.6,17.0,50.5,46.2,21.2,20.8,28.5,29.0,31.5,33.7,1.33,78.8,3,1
Saint Louis,A10,111.1,94.4,69.5,15.8,17.6,56.6,48.2,17.4,23.1,34.8,21.8,39.5,34.6,1.88,76.2,3,0
Penn St.,B10,113.7,97.0,69.8,16.5,17.6,50.2,53.2,16.9,20.3,34.2,28.3,36.8,31.6,2.2,76.1,2,0
Maryland,B10,112.4,95.9,66.3,17.8,18.5,52.7,50.5,16.1,16.4,23.0,25.0,35.1,36.0,1.84,78.3,3,0
Syracuse,ACC,112.4,96.0,70.2,15.5,17.4,51.0,46.8,16.2,20.7,28.2,31.5,31.4,29.9,1.54,77.9,2,0
Seton Hall,BE,114.1,97.7,67.8,17.2,17.6,53.0,50.8,19.1,17.8,28.1,28.2,33.7,37.9,2.36,79.2,2,0
Utah St.,MWC,105.7,90.1,70.2,16.6,17.3,50.6,45.7,20.2,21.2,35.4,20.1,34.7,33.8,1.48,78.2,3,1
Clemson,ACC,106.7,91.1,66.0,17.5,18.4,48.6,49.4,19.4,23.7,27.3,27.9,31.0,35.5,1.78,77.0,2,1
BYU,WCC,109.3,93.8,68.8,16.9,16.4,52.6,45.4,19.7,16.5,28.7,24.2,32.8,31.6,2.03,78.0,4,0
SMU,Amer,113.0,97.7,69.2,16.0,17.5,53.3,47.5,18.4,20.1,30.3,28.0,36.0,35.4,2.15,77.4,3,1
Xavier,BE,111.3,96.0,68.8,16.2,17.4,54.2,46.0,16.9,17.3,27.8,26.9,35.4,33.3,1.94,77.2,3,1
St. Bonaventure,A10,109.0,93.9,66.8,17.7,17.9,47.1,45.0,17.7,21.3,35.0,28.8,30.0,27.8,1.93,77.3,5,1
Drake,MVC,111.1,96.2,67.5,17.1,17.8,57.2,44.5,16.8,21.1,34.6,23.3,41.5,28.4,2.05,76.2,5,1
Kentucky,SEC,105.7,90.9,66.9,17.5,17.3,45.7,45.8,21.4,17.4,34.7,30.5,29.0,30.2,0.94,78.9,1,0
Auburn,SEC,111.3,96.5,72.6,16.2,16.0,53.1,48.2,22.3,19.6,33.9,30.0,33.5,30.0,0.77,78.7,4,1
Richmond,A10,113.3,98.5,69.7,16.3,17.7,54.6,53.0,15.1,22.3,20.8,28.4,34.9,33.2,2.46,76.2,3,1
Memphis,Amer,103.7,89.1,71.0,16.1,17.2,49.6,44.2,21.4,21.9,33.2,24.5,35.1,28.3,1.11,77.8,3,0
Georgia Tech,ACC,111.6,97.3,67.0,17.8,16.8,54.5,52.3,15.9,21.8,23.6,27.7,37.9,37.6,2.61,76.0,3,0
Providence,BE,110.6,96.5,66.8,18.1,17.4,49.3,49.9,16.9,17.6,30.5,29.0,32.1,31.2,1.86,78.1,2,1
VCU,A10,104.7,90.7,71.4,15.5,17.3,52.1,44.9,21.4,25.2,28.9,31.3,34.3,30.3,1.27,77.2,3,1
Michigan St.,B10,109.0,95.0,69.8,16.3,17.4,49.9,47.7,19.9,16.5,30.9,25.6,33.7,32.5,1.7,77.9,2,0
Mississippi,SEC,105.5,91.7,66.6,17.5,17.0,49.1,47.7,19.4,24.6,32.5,26.3,28.3,35.5,1.98,77.2,2,0
Davidson,A10,113.6,100.1,63.7,19.1,18.2,55.9,49.4,17.5,15.2,29.3,18.8,35.8,32.4,1.76,78.4,4,1
Boise St.,MWC,109.8,96.5,69.5,16.0,17.8,53.1,46.1,15.6,21.2,30.9,21.0,33.6,29.7,2.05,78.2,4,0
Rhode Island,A10,106.4,93.2,70.1,16.8,16.8,51.1,45.8,21.3,18.2,29.2,26.1,33.6,31.4,1.93,76.4,3,1
Colorado St.,MWC,109.0,95.9,70.5,16.4,17.4,56.2,46.9,19.7,20.2,20.5,26.0,39.1,29.2,1.19,75.8,4,1
Toledo,MAC,115.7,103.1,67.7,17.4,17.2,54.2,48.9,16.4,18.6,32.3,31.3,39.3,29.1,1.74,76.7,4,1
