teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,124.8,90.1,74.7,14.1,17.5,61.0,47.1,15.7,20.1,32.7,23.5,35.4,34.4,1.5,78.2,5,1
Baylor,B12,121.4,87.1,69.2,16.0,17.5,58.6,46.0,17.3,26.0,38.6,29.9,43.4,30.8,1.96,76.6,5,1
Michigan,B10,116.8,88.7,68.0,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Houston,Amer,113.9,85.9,65.7,19.3,16.5,48.6,40.7,17.9,22.9,40.9,27.1,34.3,24.8,1.76,77.0,5,1
Iowa,B10,124.6,97.7,70.6,15.8,17.1,55.9,49.1,13.5,18.0,34.1,30.2,38.5,35.1,1.68,77.8,3,0
Villanova,BE,119.9,93.5,64.9,18.3,17.3,54.8,52.6,12.3,19.6,27.5,22.2,37.5,36.5,1.89,77.9,5,1
Illinois,B10,116.9,91.2,70.4,16.5,16.7,57.3,46.6,18.6,16.0,33.3,22.8,39.9,34.0,1.63,77.0,3,1
Alabama,SEC,113.6,88.9,74.1,14.3,17.6,52.0,45.5,18.4,21.2,30.4,29.8,36.0,30.6,1.89,77.8,4,0
Virginia,ACC,115.4,90.9,59.9,19.8,18.9,57.7,48.3,14.0,16.3,23.1,20.1,39.3,34.4,1.86,77.7,4,0
Ohio St.,B10,119.6,95.6,66.8,18.2,17.2,52.4,47.5,15.6,15.9,30.7,26.3,34.3,32.6,1.98,77.5,4,1
Texas,B12,113.9,90.1,69.6,16.2,18.0,52.5,43.6,18.7,17.0,32.0,27.4,34.4,28.4,1.89,78.0,3,0
Texas Tech,B12,113.0,90.2,66.8,17.7,17.5,49.3,47.1,16.0,25.0,35.2,28.4,33.0,34.3,1.42,76.9,3,1
Wisconsin,B10,112.4,89.6,65.1,18.3,17.8,51.1,46.1,13.2,17.0,23.2,22.3,37.0,32.4,2.39,78.0,3,0
Tennessee,SEC,109.4,86.6,66.0,17.6,17.6,50.5,45.3,16.7,23.8,32.2,27.0,34.0,30.4,1.6,77.5,3,1
Creighton,BE,116.1,93.8,69.5,15.9,17.9,56.7,46.1,15.5,17.9,24.3,30.3,36.9,32.8,2.22,77.0,3,1
Loyola Chicago,MVC,110.5,88.8,65.7,17.8,18.1,56.9,45.7,17.6,22.2,24.6,22.2,35.0,31.6,2.21,76.2,5,1
Florida St.,ACC,114.7,93.0,69.9,16.8,17.4,54.2,46.9,20.2,20.2,35.8,29.3,37.9,33.2,1.99,79.6,4,0
Colorado,P12,115.2,94.0,66.9,17.0,18.6,52.3,48.1,16.1,20.5,30.6,24.7,37.0,33.7,2.31,77.3,3,0
West Virginia,B12,114.6,93.6,68.7,17.4,16.7,48.1,48.7,16.6,20.1,36.3,31.0,35.8,30.3,1.87,77.2,3,0
Oklahoma,B12,113.0,92.3,68.6,17.0,17.2,51.0,48.8,15.0,20.1,29.1,26.5,34.2,35.8,2.09,77.0,5,1
USC,P12,112.1,91.7,68.2,17.2,17.9,52.0,43.6,18.1,17.3,37.2,27.9,33.9,32.2,1.74,79.6,4,1
