teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,127.1,88.8,74.6,14.1,17.5,61.1,47.1,16.1,20.7,31.7,23.5,35.8,32.8,1.51,78.2,5,1
Baylor,B12,123.7,88.9,68.5,16.2,17.4,59.1,47.0,17.4,25.9,37.9,29.8,43.9,31.8,1.96,76.6,5,1
Michigan,B10,121.1,90.5,67.4,17.0,17.9,56.9,44.2,17.4,14.8,30.7,24.7,38.7,33.1,2.14,77.9,5,1
Iowa,B10,127.1,97.4,69.5,16.1,17.4,55.6,48.1,13.6,16.3,32.7,30.3,40.3,34.7,1.7,78.0,4,1
Illinois,B10,119.0,90.2,69.8,16.6,17.0,56.9,46.3,18.5,16.7,32.3,22.6,39.3,33.4,1.64,77.1,5,1
Houston,Amer,116.6,89.1,65.4,18.9,16.9,49.4,42.2,17.1,22.1,39.8,27.4,34.2,27.8,1.8,77.1,3,1
Ohio St.,B10,125.3,98.0,66.9,18.2,17.2,53.9,48.7,15.2,15.6,30.3,26.6,36.8,34.3,2.0,77.5,4,0
Alabama,SEC,113.6,88.2,74.0,14.1,17.5,52.3,45.4,18.8,20.7,30.3,29.0,36.0,29.2,1.88,77.8,4,1
Virginia,ACC,116.7,92.1,59.7,20.1,18.7,57.3,48.4,15.7,15.7,22.0,21.9,40.0,33.8,1.91,77.8,3,0
Loyola Chicago,MVC,111.5,86.9,64.2,18.2,18.8,56.8,46.0,18.3,21.4,25.8,21.6,35.8,30.4,2.25,76.3,4,1
Villanova,BE,121.7,97.7,64.3,18.6,17.3,54.2,53.1,13.4,19.4,29.0,25.2,37.4,36.9,1.9,77.9,3,1
Florida St.,ACC,118.2,94.5,69.3,16.8,17.7,54.4,47.5,19.0,19.6,35.4,28.6,39.4,34.2,1.99,79.6,4,1
USC,P12,114.6,91.0,67.1,17.4,18.0,52.5,44.3,18.3,17.2,36.7,27.8,35.2,32.0,1.71,79.4,4,1
Wisconsin,B10,112.6,89.4,64.5,18.7,17.6,49.6,47.0,13.6,17.8,23.8,23.7,35.9,33.5,2.37,78.0,2,1
Creighton,BE,117.1,94.9,68.9,15.9,18.0,56.8,46.5,16.0,18.3,24.3,29.5,36.8,33.0,2.24,77.0,4,1
West Virginia,B12,118.4,96.8,69.1,17.4,16.6,49.1,50.0,16.4,20.0,35.8,30.6,37.4,32.6,1.84,77.2,4,1
Purdue,B10,113.5,92.2,66.0,18.5,17.3,51.0,49.0,18.9,17.3,32.4,24.2,33.5,32.6,1.04,78.4,3,1
Colorado,P12,114.7,93.5,66.5,17.4,18.6,52.2,47.3,17.0,20.1,30.0,25.3,36.1,32.5,2.29,77.4,3,1
BYU,WCC,113.3,92.2,67.8,16.9,16.9,54.9,46.5,19.2,16.6,29.2,23.6,36.1,32.8,2.02,78.0,4,1
San Diego St.,MWC,112.5,91.4,65.6,16.7,18.7,53.9,47.3,17.4,23.0,31.1,24.0,38.7,33.5,2.42,76.6,5,1
Texas,B12,114.7,93.6,68.7,16.3,18.1,52.7,45.9,19.3,17.6,31.7,27.0,35.0,32.3,1.91,77.9,2,0
Kansas,B12,111.3,90.6,68.3,16.3,18.0,49.8,47.4,17.7,20.1,31.7,26.4,34.2,33.3,1.47,78.3,5,1
Arkansas,SEC,112.6,92.0,72.0,15.9,16.0,51.1,47.5,17.1,20.6,32.7,25.8,33.8,31.7,1.55,78.0,4,1
Tennessee,SEC,109.4,88.8,66.8,17.3,17.2,50.3,45.9,17.3,22.8,30.4,27.5,34.4,31.2,1.54,77.5,3,0
Texas Tech,B12,112.5,92.0,65.6,17.9,17.8,48.9,47.5,16.1,24.0,33.8,28.9,33.8,34.3,1.43,77.0,2,0
Oklahoma,B12,113.3,93.1,67.0,17.2,17.5,50.7,47.8,15.2,18.5,28.8,27.2,33.3,35.9,2.08,76.9,4,1
LSU,SEC,121.4,101.4,70.3,16.2,16.8,54.1,48.8,16.8,19.7,31.5,32.7,35.1,30.2,1.06,77.6,3,1
Rutgers,B10,110.3,90.8,67.2,17.1,17.8,50.5,48.0,16.0,19.1,28.7,28.6,31.8,32.9,2.01,77.9,2,0
North Carolina,ACC,111.2,91.8,70.7,15.7,17.9,48.7,49.1,20.1,18.9,39.8,24.6,31.6,35.5,1.08,78.8,3,1
Duke,ACC,117.1,97.8,68.4,17.2,17.2,54.2,52.3,18.6,19.6,32.7,27.6,36.4,37.5,0.86,77.1,4,1
Maryland,B10,111.9,92.9,65.3,18.2,18.3,52.6,48.8,16.6,16.8,21.8,24.2,34.7,34.4,1.88,78.3,4,1
Florida,SEC,112.7,94.2,68.9,16.1,17.1,52.7,47.5,20.0,20.5,31.3,31.4,35.5,32.0,1.55,77.3,3,1
Indiana,B10,112.5,94.1,65.7,18.0,17.4,50.4,48.5,17.5,17.5,26.1,26.9,34.6,33.8,1.37,77.2,3,0
Penn St.,B10,113.0,94.9,68.8,16.6,18.1,48.1,52.9,16.3,20.5,31.8,27.5,34.3,33.2,2.23,76.1,1,0
Connecticut,BE,111.9,94.5,65.0,18.9,17.5,48.9,47.2,18.4,19.3,36.2,29.7,34.7,32.2,1.87,77.9,2,0
Virginia Tech,ACC,111.6,94.2,65.9,18.1,18.0,52.0,48.2,17.2,17.4,28.6,23.4,34.3,32.5,1.58,76.3,3,1
Seton Hall,BE,113.8,96.8,66.9,17.1,18.0,51.3,49.7,18.8,19.1,29.5,29.7,33.1,37.0,2.37,79.2,4,0
Arizona,P12,114.8,97.8,67.9,16.8,18.2,50.7,49.2,17.4,18.1,34.6,24.0,37.9,34.0,1.22,78.7,2,1
Georgia Tech,ACC,113.5,96.5,67.4,17.5,17.5,53.9,52.2,16.0,22.1,22.9,28.9,35.8,37.2,2.56,76.2,3,1
Oklahoma St.,B12,108.1,91.4,71.0,15.8,17.4,50.9,45.9,21.0,19.7,31.4,29.7,33.5,31.2,1.11,77.6,4,1
Oregon,P12,111.3,94.8,67.4,17.0,17.6,52.6,48.2,17.7,21.1,29.2,27.1,35.7,32.2,2.24,77.5,4,0
Clemson,ACC,107.4,90.8,65.2,17.8,18.1,49.1,48.9,19.7,22.3,27.4,27.5,32.3,33.8,1.77,76.9,4,1
St. Bonaventure,A10,112.2,95.7,65.2,18.3,18.2,50.1,46.1,17.7,18.7,33.8,30.2,33.9,30.9,1.93,77.3,3,1
UCLA,P12,113.7,97.4,64.2,18.4,18.1,51.2,49.8,16.2,18.2,31.1,24.3,36.0,34.5,1.46,77.3,3,1
