teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Baylor,B12,122.8,87.3,69.0,16.2,17.4,59.1,47.0,17.4,25.9,37.9,29.8,43.9,31.8,1.96,76.6,5,1
Gonzaga,WCC,124.7,90.1,74.7,14.1,17.5,61.0,47.1,15.7,20.1,32.7,23.5,35.4,34.4,1.5,78.2,5,1
Michigan,B10,116.9,88.8,67.9,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Houston,Amer,113.9,86.0,65.6,19.3,16.5,48.6,40.7,17.9,22.9,40.9,27.1,34.3,24.8,1.76,77.0,5,1
Iowa,B10,125.6,99.0,70.1,15.8,17.2,55.9,49.1,13.2,17.7,34.2,31.1,38.2,35.5,1.65,77.8,3,1
Villanova,BE,119.8,93.5,64.8,18.3,17.3,54.8,52.6,12.3,19.6,27.5,22.2,37.5,36.5,1.89,77.9,5,1
Illinois,B10,116.9,90.8,70.2,16.6,16.9,56.6,46.5,18.3,16.3,33.0,23.2,39.7,34.4,1.63,77.0,3,1
Alabama,SEC,113.8,89.1,74.1,14.3,17.6,52.0,45.5,18.4,21.2,30.4,29.8,36.0,30.6,1.89,77.8,4,0
Virginia,ACC,115.5,91.0,59.9,19.8,18.9,57.7,48.3,14.0,16.3,23.1,20.1,39.3,34.4,1.86,77.7,4,0
Ohio St.,B10,119.7,95.6,66.8,18.2,17.2,52.4,47.5,15.6,15.9,30.7,26.3,34.3,32.6,1.98,77.5,4,1
Wisconsin,B10,112.9,89.1,64.9,18.5,17.8,51.4,46.0,13.8,17.2,24.1,23.0,37.6,31.9,2.39,78.0,3,1
Texas,B12,114.3,91.2,69.3,16.2,18.1,53.2,45.3,19.1,17.0,31.8,27.1,35.1,30.2,1.9,78.0,2,0
Texas Tech,B12,112.4,89.4,66.3,17.9,17.7,48.8,46.7,16.1,24.7,35.4,28.5,33.1,33.9,1.42,76.9,3,1
Loyola Chicago,MVC,111.2,88.2,65.1,17.9,18.2,57.5,45.5,17.9,22.2,24.4,22.4,36.1,30.3,2.22,76.2,5,1
Tennessee,SEC,108.3,86.0,66.0,17.6,17.7,50.2,45.1,17.1,23.9,31.2,27.1,34.5,30.2,1.59,77.5,2,0
Creighton,BE,116.1,93.9,69.4,15.9,17.9,56.7,46.1,15.5,17.9,24.3,30.3,36.9,32.8,2.22,77.0,3,1
Florida St.,ACC,114.8,93.2,69.7,16.8,17.4,54.2,46.9,20.2,20.2,35.8,29.3,37.9,33.2,1.99,79.6,4,0
Colorado,P12,115.2,94.1,66.9,17.0,18.6,52.3,48.1,16.1,20.5,30.6,24.7,37.0,33.7,2.31,77.3,3,0
USC,P12,112.8,91.8,67.9,17.2,18.0,52.0,44.3,18.0,17.6,36.8,27.7,33.3,32.7,1.73,79.6,4,1
Oklahoma,B12,112.3,91.7,68.1,17.2,17.4,50.4,48.2,15.2,19.9,29.1,27.1,33.8,35.8,2.07,77.0,4,0
West Virginia,B12,114.2,93.8,69.0,17.3,16.6,48.2,48.9,16.9,20.1,36.5,30.5,35.9,31.0,1.87,77.2,3,1
Kansas,B12,111.6,91.3,68.2,16.3,18.0,49.9,48.7,17.7,19.6,31.4,26.3,34.2,34.8,1.47,78.2,2,1
Florida,SEC,114.4,94.4,70.1,16.1,17.3,54.2,47.9,19.6,21.2,32.5,32.0,38.3,33.9,1.51,77.3,4,1
Purdue,B10,111.7,91.7,66.3,18.7,17.3,51.2,49.0,19.6,16.9,33.1,23.4,34.7,32.2,1.06,78.3,3,0
San Diego St.,MWC,111.2,91.5,66.2,16.7,18.6,54.8,48.8,18.7,23.2,30.6,24.0,39.8,33.7,2.43,76.6,4,1
Rutgers,B10,109.2,89.9,68.5,16.9,17.5,51.5,48.0,15.9,19.8,28.9,27.8,33.9,31.8,1.97,77.9,3,1
Arkansas,SEC,110.1,90.9,73.0,15.8,15.9,51.1,47.2,17.5,20.8,34.0,24.9,33.7,30.3,1.56,78.0,4,1
Indiana,B10,111.1,92.0,66.1,17.9,17.4,51.2,48.1,17.1,17.9,23.8,26.4,35.3,33.5,1.35,77.3,2,0
Virginia Tech,ACC,110.4,91.5,66.5,17.9,18.0,52.1,47.7,17.8,17.9,29.6,23.5,34.6,32.2,1.62,76.3,4,1
Connecticut,BE,110.8,92.2,64.2,19.2,17.3,49.0,46.8,18.9,21.0,38.2,29.0,36.0,30.7,1.98,77.8,3,1
Arizona,P12,113.2,94.9,69.1,16.3,17.9,51.9,47.7,17.6,19.5,35.0,23.1,38.2,32.5,1.31,78.7,4,1
Duke,ACC,112.8,94.5,69.3,16.6,17.1,51.2,51.8,18.9,20.0,32.6,24.8,32.7,36.7,0.88,77.0,2,0
UCLA,P12,114.5,96.3,63.9,18.6,18.1,51.5,49.6,16.5,18.5,33.3,24.1,37.3,31.9,1.51,77.5,4,1
Oregon,P12,111.4,93.2,69.3,16.2,17.3,53.1,47.8,17.0,21.2,27.9,24.0,34.7,29.4,2.24,77.4,3,0
Oklahoma St.,B12,110.5,92.5,70.7,15.7,17.4,52.3,47.5,20.8,19.1,33.4,29.1,33.1,33.2,1.12,77.6,4,1
Louisville,ACC,110.3,92.5,66.3,17.7,18.4,50.2,46.8,18.1,17.6,31.2,25.5,31.9,30.9,0.98,77.5,2,1
Missouri,SEC,111.9,94.1,69.5,16.5,17.2,51.3,46.1,19.0,17.3,30.6,29.9,30.1,29.5,2.49,77.6,4,1
Penn St.,B10,114.2,96.7,69.7,16.5,17.9,49.9,53.1,16.5,20.3,33.3,29.1,35.8,32.1,2.2,76.1,3,0
LSU,SEC,117.9,100.5,70.6,16.1,16.9,53.8,48.8,17.3,19.9,32.3,32.5,34.3,30.4,1.06,77.6,2,0
Minnesota,B10,110.7,93.7,70.3,16.3,17.1,46.9,47.7,15.2,18.5,28.3,32.1,29.9,33.2,1.89,78.0,1,0
Maryland,B10,111.8,95.2,66.0,17.8,18.7,52.8,50.4,16.2,16.9,22.5,25.4,35.1,35.5,1.85,78.3,3,1
Saint Louis,A10,110.6,94.0,69.3,15.8,17.6,56.6,48.2,17.4,23.1,34.8,21.8,39.5,34.6,1.88,76.2,3,0
North Carolina,ACC,108.8,92.2,70.4,15.8,17.7,47.6,49.6,21.0,18.9,40.0,24.2,30.2,35.8,1.11,78.9,3,0
Xavier,BE,111.1,94.8,68.6,16.3,17.6,54.6,45.3,17.2,16.7,27.4,27.2,36.4,32.2,1.95,77.2,3,1
Seton Hall,BE,113.9,97.9,67.8,17.1,17.7,52.8,51.0,18.9,17.8,28.4,28.3,34.1,38.4,2.37,79.2,1,0
Syracuse,ACC,112.2,96.3,69.7,15.6,17.5,51.1,46.9,16.1,20.5,28.4,31.7,31.7,29.7,1.55,77.9,3,1
St. Bonaventure,A10,109.7,93.9,66.8,17.9,17.7,48.8,45.3,17.7,20.4,35.2,28.9,30.5,29.1,1.93,77.3,5,1
Stanford,P12,107.0,91.3,70.1,16.7,16.9,50.8,47.0,21.7,20.5,28.6,28.7,31.3,33.2,1.32,78.8,2,0
BYU,WCC,109.5,93.9,68.3,16.9,16.6,52.9,45.6,19.5,16.4,29.0,24.4,33.2,32.0,2.03,78.0,4,1
Memphis,Amer,103.7,88.2,71.6,16.0,17.0,50.7,44.3,21.7,22.7,33.0,24.9,36.2,28.7,1.11,77.8,4,1
Drake,MVC,110.9,95.5,67.4,17.3,17.6,56.5,45.1,16.3,21.3,34.9,24.0,38.7,28.9,2.06,76.2,5,1
Kentucky,SEC,105.6,90.3,66.5,17.5,17.3,45.7,45.8,21.4,17.4,34.7,30.5,29.0,30.2,0.94,78.9,1,0
Toledo,MAC,117.0,101.8,67.8,17.3,17.1,54.7,48.4,16.3,17.8,32.2,30.8,39.1,28.8,1.78,76.8,5,1
Utah St.,MWC,105.0,89.8,69.9,16.6,17.3,50.6,45.7,20.2,21.2,35.4,20.1,34.7,33.8,1.48,78.2,3,1
Richmond,A10,112.9,97.9,69.4,16.3,17.7,54.6,53.0,15.1,22.3,20.8,28.4,34.9,33.2,2.46,76.2,3,1
Clemson,ACC,105.3,90.4,65.3,17.6,18.3,47.9,49.5,18.9,23.2,26.4,28.0,30.9,34.7,1.77,77.0,2,1
Auburn,SEC,111.4,97.0,72.1,16.1,16.1,52.8,48.7,21.8,19.1,33.6,30.7,32.9,31.0,0.77,78.7,2,0
Georgia Tech,ACC,110.6,96.1,67.5,17.6,16.9,52.9,51.1,15.9,21.6,24.1,29.9,36.6,36.7,2.56,76.3,2,0
SMU,Amer,111.4,97.1,68.5,16.0,17.7,52.1,47.0,18.5,19.7,29.3,28.6,34.9,35.1,2.16,77.4,3,0
Boise St.,MWC,110.2,95.9,69.4,16.0,17.7,53.6,46.9,15.7,21.5,30.6,21.3,34.1,30.5,2.05,78.2,4,1
VCU,A10,104.3,90.3,70.9,15.6,17.4,51.9,45.1,21.6,25.3,29.6,31.2,34.0,30.1,1.27,77.3,3,1
Michigan St.,B10,108.8,95.0,69.3,16.5,17.4,49.0,48.3,19.1,15.7,31.3,25.9,33.4,32.4,1.71,77.9,1,0
Notre Dame,ACC,113.4,99.8,67.0,17.8,18.4,54.2,49.5,15.8,12.6,20.0,27.6,38.7,35.5,2.16,78.7,4,1
Providence,BE,110.5,97.1,66.4,18.1,17.4,49.3,49.6,16.5,17.2,30.1,29.9,32.5,30.9,1.86,78.1,2,0
Davidson,A10,113.1,99.8,63.6,19.1,18.2,55.9,49.4,17.5,15.2,29.3,18.8,35.8,32.4,1.76,78.4,4,1
Mississippi,SEC,103.9,90.6,65.9,17.6,17.1,48.0,48.4,20.1,24.9,33.8,26.2,27.7,36.7,1.98,77.2,3,1
Wright St.,Horz,107.4,94.3,71.1,16.1,17.0,54.9,43.4,18.4,17.1,34.7,25.7,35.5,29.1,1.32,77.4,5,1
Colorado St.,MWC,108.4,95.8,70.5,16.4,17.3,56.3,47.8,20.0,20.0,20.9,26.0,39.2,29.9,1.19,75.8,3,0
Rhode Island,A10,105.5,93.1,69.5,16.9,16.9,50.6,46.2,21.1,18.0,29.3,26.0,32.8,31.4,1.92,76.4,3,0
Mississippi St.,SEC,107.0,94.8,66.2,18.1,17.4,49.6,47.0,20.8,18.8,36.8,26.2,35.7,33.0,1.27,78.9,1,0
N.C. State,ACC,109.5,97.6,69.4,16.6,17.4,52.9,52.1,17.7,23.7,28.9,32.3,36.2,35.6,1.74,77.0,1,0
Utah,P12,108.9,97.2,67.4,17.8,17.5,51.1,49.7,17.6,20.7,25.8,29.3,32.6,35.6,1.38,77.5,3,1
Northwestern,B10,107.2,95.9,69.6,15.8,17.9,52.0,51.3,15.6,16.9,18.9,25.6,35.4,34.1,1.51,77.8,0,0
Marquette,BE,109.0,97.8,67.2,18.1,17.0,51.6,47.0,20.8,15.4,31.4,28.5,34.8,35.7,1.73,78.1,2,1
Saint Mary's,WCC,104.9,93.8,62.8,20.2,16.2,49.9,46.9,16.6,17.9,27.3,21.1,32.7,35.0,1.57,77.7,2,1
Marshall,CUSA,107.1,96.1,72.2,14.6,17.5,52.5,48.9,16.8,21.3,25.7,28.0,32.7,35.6,1.93,77.2,3,1
St. John's,BE,109.9,99.1,73.7,14.7,17.2,50.6,53.8,16.9,23.1,29.4,30.4,35.0,36.6,1.49,77.0,4,1
Wichita St.,Amer,108.5,97.8,69.0,16.9,17.4,45.8,48.5,15.5,18.6,30.0,33.5,30.7,32.0,1.85,76.5,3,1
Arizona St.,P12,108.7,98.1,73.4,15.8,16.9,50.2,51.6,15.2,22.4,20.2,30.8,31.9,34.5,1.76,76.7,2,1
San Francisco,WCC,107.0,96.4,68.7,17.6,16.6,52.7,46.6,17.9,20.0,26.0,24.4,36.4,28.7,2.07,77.8,2,0
South Carolina,SEC,107.3,96.8,73.4,15.3,17.2,49.4,51.4,20.9,22.2,36.3,31.8,33.8,33.3,1.64,77.5,1,0
Dayton,A10,107.2,96.8,65.3,18.9,17.7,54.7,48.3,21.1,18.9,22.1,28.9,35.1,30.2,1.95,77.9,3,0
Cincinnati,Amer,105.3,95.5,71.1,16.4,16.8,48.1,50.1,20.8,18.7,28.6,24.4,28.2,30.8,1.65,77.5,1,0
Western Kentucky,CUSA,108.4,98.6,68.1,17.6,16.1,50.1,49.8,20.3,19.0,32.0,22.3,33.1,36.3,2.16,76.3,4,1
Pittsburgh,ACC,105.5,95.9,69.5,16.7,16.9,47.7,48.1,18.1,18.6,35.0,27.3,32.1,30.2,1.23,77.7,2,0
North Texas,CUSA,105.2,95.7,64.5,17.8,17.5,56.2,45.3,19.9,21.2,26.5,26.5,39.1,31.0,2.33,76.9,4,1
UC Santa Barbara,BW,107.5,98.1,65.9,17.2,17.8,54.4,46.4,15.8,21.7,26.9,25.1,37.0,31.9,2.32,77.3,5,1
Tulsa,Amer,103.7,94.5,65.8,17.4,18.1,49.1,46.6,20.2,22.1,26.5,34.4,28.9,32.4,2.27,77.2,2,1
Georgia,SEC,107.9,99.1,72.9,15.6,16.5,51.1,50.7,22.0,22.4,35.9,34.7,32.2,31.7,1.91,76.0,3,1
Furman,SC,110.0,101.6,68.4,16.0,17.2,57.6,51.9,18.1,21.8,27.8,30.9,35.9,35.5,1.95,76.6,3,1
UAB,CUSA,105.1,96.9,67.3,17.2,17.8,49.8,44.6,14.4,24.6,29.5,26.6,30.1,29.9,2.27,76.8,4,1
Belmont,OVC,110.4,102.6,71.3,16.0,17.1,58.6,49.6,16.5,21.4,23.7,27.5,36.6,35.5,1.36,77.0,5,1
TCU,B12,106.5,98.8,67.3,18.3,16.8,51.8,50.0,20.6,17.0,28.5,28.5,35.2,31.5,1.13,77.7,0,0
Kent St.,MAC,107.9,100.4,72.0,17.2,16.3,53.5,48.8,19.0,16.7,35.5,27.5,36.1,33.3,2.22,77.3,4,1
