teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,123.5,91.7,75.1,14.2,17.3,60.8,48.9,14.7,20.6,34.8,24.5,33.7,34.5,1.48,78.3,5,1
Baylor,B12,119.3,87.4,69.3,15.6,17.6,59.0,46.1,16.7,26.8,38.7,27.5,42.8,30.5,1.88,76.8,5,1
Iowa,B10,123.4,96.0,71.3,15.5,17.2,56.7,48.1,13.5,19.0,34.2,31.6,39.3,34.9,1.67,77.8,4,1
Michigan,B10,117.3,90.1,68.0,16.7,17.7,59.0,43.2,17.7,15.2,30.7,24.3,37.3,34.5,2.11,77.9,5,1
Villanova,BE,119.6,92.9,63.5,18.3,17.5,56.0,52.8,11.6,19.0,27.3,21.4,37.5,36.2,1.87,77.9,5,1
Texas,B12,113.7,88.9,69.4,16.4,18.0,52.0,42.8,19.2,17.0,32.8,27.6,34.8,28.0,1.89,77.9,4,0
Tennessee,SEC,111.8,87.2,65.8,17.4,17.7,51.7,44.9,14.7,25.6,33.4,24.5,34.9,31.2,1.62,77.5,4,1
Illinois,B10,116.0,91.3,70.9,16.5,16.6,57.9,45.7,18.7,15.6,34.0,20.7,41.2,31.7,1.63,77.0,4,0
Houston,Amer,112.6,88.5,65.7,19.1,16.5,47.4,41.1,18.2,23.4,40.4,26.4,32.5,26.0,1.77,77.1,4,1
Wisconsin,B10,114.0,89.9,64.9,18.2,17.9,52.4,45.7,12.3,17.8,24.0,22.2,40.5,34.6,2.33,78.1,3,0
Creighton,BE,116.4,92.4,70.6,15.7,17.3,58.3,46.0,15.6,18.5,24.9,28.7,38.8,33.8,2.2,77.0,5,1
Texas Tech,B12,112.0,89.0,66.9,17.8,17.7,49.8,45.1,15.9,26.3,34.6,28.6,33.3,31.6,1.41,76.9,4,1
Kansas,B12,112.5,90.0,68.5,16.3,17.5,49.9,47.7,18.2,18.2,35.1,25.7,34.6,33.0,1.43,78.2,3,0
West Virginia,B12,113.0,91.7,68.7,17.4,16.5,46.8,48.2,16.7,20.0,38.3,30.8,34.3,29.1,1.83,77.5,2,0
Virginia,ACC,111.7,90.6,59.3,19.4,19.2,57.0,47.8,13.4,16.5,23.7,22.7,36.4,34.2,1.87,77.6,4,1
Ohio St.,B10,116.1,95.2,66.3,18.2,17.4,51.1,46.9,14.6,16.2,33.0,26.3,32.8,33.7,1.98,77.3,3,1
Colorado,P12,112.0,91.3,67.9,17.0,18.5,51.2,46.8,17.0,20.5,31.9,24.4,35.4,30.6,2.31,77.3,3,1
Clemson,ACC,107.5,86.9,66.4,17.3,17.9,49.7,44.7,18.9,26.4,28.6,27.6,33.9,29.9,1.75,76.8,4,1
Oregon,P12,112.9,92.3,69.8,16.3,17.1,53.7,47.6,17.6,21.5,29.1,23.2,35.5,29.4,2.32,77.5,4,1
Alabama,SEC,112.6,92.2,74.4,14.2,17.6,49.9,46.6,17.8,21.4,32.8,30.4,33.3,31.1,1.92,78.0,5,1
LSU,SEC,117.9,97.6,70.2,16.1,16.7,56.6,46.8,18.7,21.3,34.7,31.4,36.5,27.6,1.07,77.5,4,1
USC,P12,110.5,90.4,67.9,17.1,17.8,52.6,41.9,18.8,17.1,34.9,28.7,33.3,30.9,1.75,79.7,4,1
