teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Baylor,B12,122.4,87.1,68.9,16.2,17.4,59.1,47.0,17.4,25.9,37.9,29.8,43.9,31.8,1.96,76.6,5,1
Gonzaga,WCC,124.0,89.1,74.7,14.1,17.6,60.7,46.8,15.8,20.1,32.1,23.5,35.0,34.0,1.5,78.2,5,1
Michigan,B10,117.0,88.9,67.9,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Iowa,B10,126.0,99.8,70.3,15.8,17.3,55.8,49.6,13.0,17.2,33.7,31.1,38.5,36.1,1.73,78.0,2,0
Illinois,B10,117.0,90.8,70.1,16.6,16.9,56.6,46.5,18.3,16.3,33.0,23.2,39.7,34.4,1.63,77.0,3,1
Houston,Amer,114.0,88.0,65.7,19.1,16.6,48.5,41.8,17.9,22.2,40.3,27.1,34.1,26.4,1.78,77.0,4,0
Alabama,SEC,113.0,87.7,74.3,14.3,17.5,52.0,44.8,18.6,20.9,30.3,29.0,35.5,30.3,1.88,77.8,4,1
Ohio St.,B10,120.6,95.6,66.9,18.2,17.1,52.7,47.9,15.2,15.5,30.7,26.2,35.0,33.4,1.98,77.5,4,1
Virginia,ACC,115.7,90.9,59.9,19.9,18.9,57.5,48.2,14.3,16.6,22.5,21.1,39.1,34.2,1.86,77.7,4,1
Villanova,BE,118.2,93.5,64.8,18.2,17.2,53.5,52.4,13.2,19.5,28.2,23.0,36.6,36.9,1.89,77.9,4,0
Wisconsin,B10,113.1,89.3,64.9,18.5,17.8,51.4,46.0,13.8,17.2,24.1,23.0,37.6,31.9,2.39,78.0,3,1
Texas,B12,114.2,91.3,69.3,16.2,18.1,53.2,45.3,19.1,17.0,31.8,27.1,35.0,30.2,1.9,78.0,2,0
Loyola Chicago,MVC,111.0,88.2,65.1,17.9,18.2,57.5,45.5,17.9,22.2,24.4,22.4,36.1,30.3,2.22,76.2,5,1
Texas Tech,B12,112.2,89.4,66.2,17.9,17.7,48.8,46.7,16.1,24.7,35.4,28.5,33.1,33.9,1.42,76.9,3,1
Tennessee,SEC,108.2,86.1,65.9,17.6,17.7,50.2,45.1,17.1,23.9,31.2,27.1,34.5,30.2,1.59,77.5,2,0
Florida St.,ACC,114.7,93.1,69.7,16.8,17.4,54.2,46.9,20.2,20.2,35.8,29.3,37.9,33.2,1.99,79.6,4,0
USC,P12,112.8,91.5,67.9,17.2,18.0,52.0,44.3,18.0,17.6,36.8,27.7,33.3,32.7,1.73,79.6,4,1
Colorado,P12,115.1,94.0,66.9,17.0,18.6,52.3,48.1,16.1,20.5,30.6,24.7,37.0,33.7,2.31,77.3,3,0
Creighton,BE,116.0,95.2,69.8,15.8,17.9,56.7,46.7,15.7,17.9,24.1,30.1,37.0,33.6,2.22,77.0,3,0
Oklahoma,B12,112.3,91.7,68.0,17.2,17.4,50.4,48.2,15.2,19.9,29.1,27.1,33.8,35.8,2.07,77.0,4,0
West Virginia,B12,114.2,93.9,69.0,17.3,16.6,48.2,48.9,16.9,20.1,36.5,30.5,35.9,31.0,1.87,77.2,3,1
Kansas,B12,111.4,91.3,68.2,16.3,18.0,49.9,48.7,17.7,19.6,31.4,26.3,34.2,34.8,1.47,78.2,2,1
Purdue,B10,111.7,91.7,66.3,18.7,17.3,51.2,49.0,19.6,16.9,33.1,23.4,34.7,32.2,1.06,78.3,3,0
San Diego St.,MWC,111.2,91.2,66.3,16.7,18.6,54.8,48.8,18.7,23.2,30.6,24.0,39.8,33.7,2.43,76.6,4,1
Rutgers,B10,110.1,90.5,68.1,16.9,17.6,51.9,47.8,16.1,19.7,29.4,28.6,34.2,31.9,2.01,77.9,4,1
Arkansas,SEC,110.1,91.0,73.0,15.8,15.9,51.1,47.2,17.5,20.8,34.0,24.9,33.7,30.3,1.56,78.0,4,1
Indiana,B10,111.1,92.1,66.1,17.9,17.4,51.2,48.1,17.1,17.9,23.8,26.4,35.3,33.5,1.35,77.3,2,0
Florida,SEC,113.4,94.5,69.9,16.1,17.2,53.6,47.9,19.4,21.0,31.7,32.1,37.5,33.1,1.51,77.3,4,0
Connecticut,BE,110.6,92.1,64.1,19.2,17.3,49.0,46.8,18.9,21.0,38.2,29.0,36.0,30.7,1.98,77.8,3,1
Duke,ACC,112.6,94.3,69.3,16.6,17.1,51.2,51.8,18.9,20.0,32.6,24.8,32.7,36.7,0.88,77.0,2,0
UCLA,P12,114.4,96.2,63.9,18.6,18.1,51.5,49.6,16.5,18.5,33.3,24.1,37.3,31.9,1.51,77.5,4,1
Penn St.,B10,112.8,94.9,69.6,16.6,17.9,49.1,52.3,16.7,20.6,33.2,28.1,34.9,31.3,2.21,76.1,3,1
Louisville,ACC,110.1,92.3,66.3,17.7,18.4,50.2,46.8,18.1,17.6,31.2,25.5,31.9,30.9,0.98,77.5,2,1
Missouri,SEC,111.7,93.9,70.0,16.5,17.2,51.0,46.6,18.8,17.7,30.0,29.2,31.0,30.5,2.49,77.7,4,1
Virginia Tech,ACC,110.9,93.1,66.4,18.0,18.0,51.8,48.3,17.4,17.5,29.3,23.3,34.2,32.6,1.62,76.3,3,0
Seton Hall,BE,113.5,96.3,67.4,17.2,17.8,52.2,50.5,18.6,18.2,28.5,28.4,33.0,38.1,2.37,79.1,2,1
BYU,WCC,110.7,93.5,68.1,16.9,16.8,54.2,45.9,19.4,16.3,30.1,23.5,34.8,33.2,2.03,78.0,4,1
Oklahoma St.,B12,110.5,93.4,70.8,15.7,17.5,52.5,47.9,20.4,19.1,32.6,29.3,34.1,33.2,1.11,77.6,3,0
Oregon,P12,111.2,94.3,69.3,16.3,17.4,52.7,48.1,17.5,21.3,29.2,24.4,34.4,30.6,2.25,77.4,2,0
Arizona,P12,112.6,95.7,68.8,16.4,18.0,51.2,48.3,17.7,19.4,35.0,23.4,37.8,33.3,1.3,78.7,3,0
LSU,SEC,116.6,99.8,70.8,16.2,16.7,52.5,49.0,17.3,20.0,31.1,32.2,33.8,30.1,1.05,77.6,1,0
Minnesota,B10,111.2,94.4,70.0,16.4,17.1,46.8,48.2,15.3,18.6,28.9,32.4,30.0,33.5,1.89,78.0,1,0
North Carolina,ACC,108.7,92.1,70.4,15.8,17.7,47.6,49.6,21.0,18.9,40.0,24.2,30.2,35.8,1.11,78.9,3,0
Maryland,B10,110.0,93.4,65.9,17.8,18.7,52.1,49.6,16.6,17.0,22.0,25.7,34.4,34.7,1.82,78.4,2,0
Xavier,BE,111.1,94.9,68.6,16.3,17.6,54.6,45.3,17.2,16.7,27.4,27.2,36.4,32.2,1.95,77.2,3,1
Stanford,P12,106.8,90.7,70.2,16.7,17.0,51.1,46.7,21.5,20.7,28.0,28.3,31.3,32.9,1.32,78.8,3,1
Syracuse,ACC,111.9,95.9,69.7,15.6,17.5,51.1,46.9,16.1,20.5,28.4,31.7,31.7,29.7,1.55,77.9,3,1
St. Bonaventure,A10,109.8,93.8,66.8,17.9,17.7,48.8,45.3,17.7,20.4,35.2,28.9,30.5,29.1,1.93,77.3,5,1
Memphis,Amer,103.8,87.8,71.5,15.9,17.1,50.8,44.4,21.9,23.1,33.4,25.4,35.7,28.0,1.11,77.8,4,1
Utah St.,MWC,105.6,89.7,69.5,16.7,17.5,50.8,45.4,20.2,21.1,35.2,20.7,35.0,33.3,1.49,78.2,3,1
Drake,MVC,111.1,95.6,67.3,17.3,17.6,56.5,45.1,16.3,21.3,34.9,24.0,38.7,28.9,2.06,76.2,5,1
Toledo,MAC,117.0,101.8,67.7,17.3,17.1,54.7,48.4,16.3,17.8,32.2,30.8,39.1,28.8,1.78,76.8,5,1
Richmond,A10,112.8,97.8,69.3,16.3,17.7,54.6,53.0,15.1,22.3,20.8,28.4,34.9,33.2,2.46,76.2,3,1
Saint Louis,A10,110.3,95.2,69.8,15.7,17.6,55.2,49.0,17.5,22.8,35.3,22.5,37.4,35.3,1.88,76.2,2,0
Kentucky,SEC,105.3,90.3,66.9,17.5,17.2,46.3,45.8,21.5,17.3,33.8,30.0,30.2,31.0,0.93,78.9,1,0
Clemson,ACC,105.4,90.5,65.3,17.6,18.3,47.9,49.5,18.9,23.2,26.4,28.0,30.9,34.7,1.77,77.0,2,1
VCU,A10,104.5,89.8,70.6,15.6,17.5,51.4,45.2,21.5,25.2,29.8,31.5,33.9,29.8,1.27,77.3,4,1
Auburn,SEC,111.5,97.0,72.0,16.1,16.1,52.8,48.7,21.8,19.1,33.6,30.7,32.9,31.0,0.77,78.7,2,0
Georgia Tech,ACC,110.4,96.0,67.5,17.6,16.9,52.9,51.1,15.9,21.6,24.1,29.9,36.6,36.7,2.56,76.3,2,0
SMU,Amer,110.7,96.4,68.8,16.0,17.7,52.4,46.9,19.5,19.9,29.9,28.5,35.1,34.4,2.19,77.3,3,1
Boise St.,MWC,110.3,96.1,69.2,16.1,17.6,53.8,47.8,15.9,20.9,30.1,20.6,34.8,30.9,2.06,78.2,3,0
Wright St.,Horz,107.3,93.1,70.9,16.2,17.0,54.6,43.2,18.2,17.3,34.7,25.3,35.5,28.2,1.32,77.4,5,1
Michigan St.,B10,108.5,94.6,69.3,16.5,17.4,49.0,48.3,19.1,15.7,31.3,25.9,33.4,32.4,1.71,77.9,1,0
Notre Dame,ACC,113.1,99.4,66.9,17.8,18.4,54.2,49.5,15.8,12.6,20.0,27.6,38.7,35.5,2.16,78.7,4,1
Davidson,A10,113.1,99.8,63.6,19.1,18.2,55.9,49.4,17.5,15.2,29.3,18.8,35.8,32.4,1.76,78.4,4,1
Mississippi,SEC,103.8,90.6,65.9,17.6,17.1,48.0,48.4,20.1,24.9,33.8,26.2,27.7,36.7,1.98,77.2,3,1
Utah,P12,109.4,96.3,67.1,17.9,17.6,51.5,49.0,17.6,20.6,26.0,29.7,33.7,35.2,1.38,77.5,3,1
