teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Baylor,B12,122.4,87.3,68.8,16.2,17.4,59.1,47.0,17.4,25.9,37.9,29.8,43.9,31.8,1.96,76.6,5,1
Gonzaga,WCC,123.7,88.9,74.6,14.1,17.6,60.7,46.8,15.8,20.1,32.1,23.5,35.0,34.0,1.5,78.2,5,1
Michigan,B10,117.0,88.9,67.7,16.8,17.7,57.6,43.0,18.4,15.5,30.4,25.1,37.7,32.2,2.08,77.9,4,1
Illinois,B10,117.0,89.8,70.5,16.6,16.9,56.6,46.4,18.7,16.2,33.3,22.2,39.3,33.2,1.64,77.0,4,1
Iowa,B10,126.1,99.8,70.2,15.8,17.3,55.8,49.6,13.0,17.2,33.7,31.1,38.5,36.1,1.73,78.0,2,0
Houston,Amer,113.9,88.1,65.7,19.1,16.6,48.5,41.8,17.9,22.2,40.3,27.1,34.1,26.4,1.78,77.0,4,1
Alabama,SEC,111.9,86.8,74.1,14.2,17.5,51.4,45.0,18.5,20.9,30.0,28.7,35.5,29.6,1.87,77.8,3,0
Ohio St.,B10,120.7,95.7,66.8,18.2,17.1,52.7,47.9,15.2,15.5,30.7,26.2,35.0,33.4,1.98,77.5,4,1
Virginia,ACC,116.3,91.7,59.9,19.9,18.9,58.0,48.1,14.6,16.4,22.2,22.3,39.8,33.9,1.87,77.8,4,1
Villanova,BE,118.1,93.5,64.8,18.2,17.2,53.5,52.4,13.2,19.5,28.2,23.0,36.6,36.9,1.89,77.9,4,0
Wisconsin,B10,112.3,89.3,65.2,18.4,17.8,51.0,46.6,13.8,17.6,23.0,23.7,36.5,31.9,2.38,78.0,2,0
Tennessee,SEC,108.9,86.0,66.7,17.5,17.6,50.2,44.8,17.0,23.5,31.0,27.0,34.0,29.9,1.58,77.5,3,1
Loyola Chicago,MVC,111.5,88.8,65.2,17.9,18.5,57.6,46.1,17.5,22.4,24.2,22.4,35.7,31.4,2.23,76.2,5,1
USC,P12,112.5,89.9,67.8,17.3,18.1,51.8,43.8,18.0,17.5,37.0,28.0,33.4,31.9,1.72,79.5,4,1
Texas Tech,B12,112.2,89.9,66.3,17.9,17.7,49.1,47.1,16.0,24.9,34.7,28.4,34.1,34.5,1.43,76.9,3,1
Texas,B12,112.4,90.2,69.3,16.2,18.0,51.1,44.8,19.4,17.6,32.3,27.4,33.2,30.6,1.89,77.9,1,0
Florida St.,ACC,114.7,92.9,69.7,16.8,17.4,54.2,46.9,20.2,20.2,35.8,29.3,37.9,33.2,1.99,79.6,4,0
Colorado,P12,116.2,95.0,66.7,17.1,18.6,53.0,48.5,16.1,20.2,30.2,25.4,37.9,34.1,2.32,77.3,3,1
West Virginia,B12,115.2,94.5,69.3,17.3,16.5,48.8,49.0,16.9,20.4,36.5,31.1,36.9,31.2,1.87,77.2,4,1
Creighton,BE,115.4,94.9,69.6,15.9,18.0,56.5,47.1,15.7,17.9,24.6,29.3,36.9,33.4,2.23,77.0,4,1
Oklahoma,B12,112.2,92.2,68.1,17.1,17.4,50.9,48.3,15.5,19.6,29.0,26.9,33.7,37.0,2.07,77.0,4,1
Purdue,B10,111.7,91.8,66.4,18.6,17.3,51.1,49.2,19.5,17.1,32.7,23.4,34.7,32.4,1.05,78.4,3,1
San Diego St.,MWC,111.3,91.4,66.3,16.7,18.6,54.8,48.8,18.7,23.2,30.6,24.0,39.8,33.7,2.43,76.6,4,1
Rutgers,B10,110.2,90.7,68.0,16.9,17.6,51.9,47.8,16.1,19.7,29.4,28.6,34.2,31.9,2.01,77.9,4,1
Arkansas,SEC,110.2,91.0,73.0,15.8,15.9,51.1,47.2,17.5,20.8,34.0,24.9,33.7,30.3,1.56,78.0,4,1
Kansas,B12,111.5,92.4,68.4,16.3,18.0,49.9,49.3,18.0,19.5,32.0,26.8,34.3,35.7,1.47,78.2,2,0
Indiana,B10,111.2,92.3,66.1,17.9,17.4,51.2,48.1,17.1,17.9,23.8,26.4,35.3,33.5,1.35,77.3,2,0
Florida,SEC,113.4,94.6,69.8,16.1,17.2,53.6,47.9,19.4,21.0,31.7,32.1,37.5,33.1,1.51,77.3,4,0
Missouri,SEC,111.3,92.8,69.8,16.6,16.9,50.8,46.2,18.9,17.6,29.5,29.0,30.0,30.9,2.5,77.6,4,1
Penn St.,B10,112.9,94.9,69.5,16.6,17.9,49.1,52.3,16.7,20.6,33.2,28.1,34.9,31.3,2.21,76.1,3,1
Seton Hall,BE,114.9,97.1,67.4,17.2,17.9,52.5,50.7,18.7,18.2,29.0,28.5,33.8,37.8,2.43,79.2,2,1
Louisville,ACC,110.0,92.2,66.1,17.7,18.4,50.2,46.8,18.1,17.6,31.2,25.5,31.9,30.9,0.98,77.5,2,1
Oklahoma St.,B12,109.4,91.7,70.8,15.8,17.4,51.6,46.5,20.7,19.4,32.4,29.9,34.3,31.6,1.13,77.6,3,1
