teams,conf,adj_off,adj_def,adj_tempo,poss_off,poss_def,fg_off,fg_def,turnover_off,turnover_def,reb_off,reb_def,three_off,three_def,experience,height,wins_five,wins_last
Gonzaga,WCC,127.0,88.7,74.7,14.1,17.5,61.1,47.1,16.1,20.7,31.7,23.5,35.8,32.8,1.51,78.2,5,1
Baylor,B12,123.1,90.1,68.6,16.2,17.4,58.6,47.6,17.3,25.9,37.7,29.7,43.2,32.8,1.96,76.6,5,1
Michigan,B10,121.0,90.4,67.4,17.0,17.9,56.9,44.2,17.4,14.8,30.7,24.7,38.7,33.1,2.14,77.9,5,1
Iowa,B10,127.0,97.2,69.6,16.1,17.4,55.6,48.1,13.6,16.3,32.7,30.3,40.3,34.7,1.7,78.0,4,1
Houston,Amer,116.5,89.0,65.4,18.9,16.9,49.4,42.2,17.1,22.1,39.8,27.4,34.2,27.8,1.8,77.1,3,1
Illinois,B10,118.5,91.1,69.8,16.6,17.1,56.3,46.8,18.4,16.5,32.6,22.7,38.9,33.7,1.64,77.1,4,0
Ohio St.,B10,125.1,97.9,66.9,18.2,17.2,53.9,48.7,15.2,15.6,30.3,26.6,36.8,34.3,2.0,77.5,4,0
Alabama,SEC,113.6,88.3,74.1,14.1,17.5,52.3,45.4,18.8,20.7,30.3,29.0,36.0,29.2,1.88,77.8,4,1
Virginia,ACC,116.7,91.9,59.8,20.1,18.7,57.3,48.4,15.7,15.7,22.0,21.9,40.0,33.8,1.91,77.8,3,0
Loyola Chicago,MVC,111.4,86.7,64.2,18.2,18.8,56.8,46.0,18.3,21.4,25.8,21.6,35.8,30.4,2.25,76.3,4,1
Villanova,BE,121.1,96.6,64.7,18.4,17.1,54.4,52.3,13.8,19.5,28.7,24.8,37.7,35.5,1.9,77.9,4,1
Florida St.,ACC,118.4,94.3,69.4,16.8,17.7,54.4,47.5,19.0,19.6,35.4,28.6,39.4,34.2,1.99,79.6,4,1
USC,P12,114.5,91.0,67.1,17.4,18.0,52.5,44.3,18.3,17.2,36.7,27.8,35.2,32.0,1.71,79.4,4,1
Wisconsin,B10,112.4,89.2,64.5,18.7,17.6,49.6,47.0,13.6,17.8,23.8,23.7,35.9,33.5,2.37,78.0,2,1
Creighton,BE,117.2,95.1,68.9,15.9,18.0,56.8,46.5,16.0,18.3,24.3,29.5,36.8,33.0,2.24,77.0,4,1
West Virginia,B12,118.2,96.6,69.2,17.4,16.6,49.1,50.2,16.3,19.9,35.7,29.9,36.8,32.7,1.83,77.2,4,1
Purdue,B10,113.4,92.0,66.1,18.5,17.3,51.0,49.0,18.9,17.3,32.4,24.2,33.5,32.6,1.04,78.4,3,1
BYU,WCC,113.3,92.1,67.8,16.9,16.9,54.9,46.5,19.2,16.6,29.2,23.6,36.1,32.8,2.02,78.0,4,1
San Diego St.,MWC,112.5,91.3,65.6,16.7,18.7,53.9,47.3,17.4,23.0,31.1,24.0,38.7,33.5,2.42,76.6,5,1
Colorado,P12,114.6,93.5,66.5,17.4,18.6,52.2,47.3,17.0,20.1,30.0,25.3,36.1,32.5,2.29,77.4,3,1
Texas,B12,114.3,93.3,68.8,16.3,18.1,52.1,45.9,19.4,17.4,31.6,26.6,34.2,32.4,1.91,77.8,3,1
Arkansas,SEC,112.7,92.1,72.1,15.9,16.0,51.1,47.5,17.1,20.6,32.7,25.8,33.8,31.7,1.55,78.0,4,1
Kansas,B12,110.8,90.2,68.4,16.4,17.9,49.6,47.2,17.6,20.2,31.1,26.7,34.2,32.6,1.46,78.3,4,0
Tennessee,SEC,109.4,88.8,66.9,17.3,17.2,50.3,45.9,17.3,22.8,30.4,27.5,34.4,31.2,1.54,77.5,3,0
Texas Tech,B12,112.6,92.3,65.6,17.9,17.8,48.9,47.5,16.1,24.0,33.8,28.9,33.8,34.3,1.43,77.0,2,0
Florida,SEC,112.5,92.7,68.9,16.1,17.1,52.5,47.2,20.0,21.0,31.4,31.4,35.5,31.2,1.55,77.3,3,1
