home,away,predict_kp,date,draft_kings,home_cover,percent_chance,bet
Tulsa,UCF,5,2021-02-06,4.5,1.0,0.8845,Tulsa
East Tennessee St.,Chattanooga,6,2021-02-06,6.0,1.0,0.8593,East Tennessee St.
South Alabama,Coastal Carolina,-1,2021-02-06,-1.0,1.0,0.8437,South Alabama
Illinois Chicago,Wright St.,-13,2021-02-06,-11.5,0.0,0.8309,Wright St.
UAB,UTEP,8,2021-02-06,8.5,1.0,0.8141,UAB
Arkansas St.,Louisiana,-3,2021-02-06,-3.5,1.0,0.7949,Arkansas St.
UC Irvine,Cal St. Bakersfield,6,2021-02-06,7.0,1.0,0.7764,UC Irvine
Alabama A&M,Mississippi Valley St.,20,2021-02-06,24.5,0.0,0.7531,Mississippi Valley St.
Portland,Pepperdine,-11,2021-02-06,-13.0,0.0,0.751,Pepperdine
Texas St.,Little Rock,3,2021-02-06,3.5,1.0,0.7485,Texas St.
Bradley,Southern Illinois,7,2021-02-06,8.0,1.0,0.7481,Bradley
Cal St. Northridge,UC Davis,-2,2021-02-06,-1.0,1.0,0.7338,Cal St. Northridge
Fresno St.,Utah St.,-10,2021-02-06,-11.5,0.0,0.7318,Utah St.
Portland St.,Montana,-4,2021-02-06,-2.5,0.0,0.7301,Montana
Auburn,Mississippi,4,2021-02-06,4.0,1.0,0.7291,Auburn
Saint Louis,St. Bonaventure,2,2021-02-06,3.5,1.0,0.7281,Saint Louis
Valparaiso,Drake,-12,2021-02-06,-12.5,0.0,0.7269,Drake
Troy,Georgia Southern,3,2021-02-06,1.0,1.0,0.7255,Troy
Denver,North Dakota,-2,2021-02-06,-2.5,0.0,0.7187,North Dakota
Marquette,Creighton,-5,2021-02-06,-4.5,1.0,0.7169,Marquette
Wyoming,Colorado St.,-9,2021-02-06,-7.5,1.0,0.7162,Wyoming
Oklahoma St.,Texas,-2,2021-02-06,-2.5,1.0,0.7138,Oklahoma St.
Purdue,Northwestern,8,2021-02-06,8.0,1.0,0.7109,Purdue
Bellarmine,Jacksonville,8,2021-02-06,9.0,1.0,0.7105,Bellarmine
Georgia,Vanderbilt,6,2021-02-06,5.5,0.0,0.7104,Vanderbilt
West Virginia,Kansas,2,2021-02-06,2.0,1.0,0.705,West Virginia
Duke,North Carolina,4,2021-02-06,4.0,1.0,0.6961,Duke
Hofstra,Drexel,2,2021-02-06,4.0,0.0,0.6904,Drexel
Morehead St.,Austin Peay,5,2021-02-06,2.0,1.0,0.6902,Morehead St.
Virginia,Pittsburgh,10,2021-02-06,10.0,1.0,0.6902,Virginia
Miami FL,Virginia Tech,-6,2021-02-06,-4.5,1.0,0.6864,Miami FL
New Mexico St.,Cal Baptist,9,2021-02-06,8.0,1.0,0.6858,New Mexico St.
Robert Morris,Youngstown St.,1,2021-02-06,1.5,0.0,0.6857,Youngstown St.
Clemson,Syracuse,2,2021-02-06,4.0,1.0,0.6803,Clemson
Southern,Grambling St.,6,2021-02-06,6.0,1.0,0.6716,Southern
Illinois St.,Missouri St.,-5,2021-02-06,-8.0,0.0,0.6706,Missouri St.
