home,away,predict_kp,date,draft_kings,home_cover,percent_chance,bet
San Diego St.,San Jose St.,26,2021-02-10,29.0,1.0,0.7978,San Diego St.
Northwestern,Indiana,-2,2021-02-10,-4.0,1.0,0.7472,Northwestern
The Citadel,East Tennessee St.,-7,2021-02-10,-7.5,0.0,0.6984,East Tennessee St.
Abilene Christian,Houston Baptist,19,2021-02-10,18.0,1.0,0.6951,Abilene Christian
San Francisco,Pepperdine,6,2021-02-10,4.0,0.0,0.6661,Pepperdine
Charlotte,Old Dominion,1,2021-02-10,1.0,1.0,0.6581,Charlotte
George Mason,Fordham,8,2021-02-10,9.0,0.0,0.6404,Fordham
Samford,Mercer,-4,2021-02-10,-5.0,0.0,0.6303,Mercer
Tulsa,Tulane,8,2021-02-10,8.0,1.0,0.6132,Tulsa
Missouri St.,Southern Illinois,7,2021-02-10,6.5,1.0,0.6122,Missouri St.
Boston College,Wake Forest,3,2021-02-10,-1.0,0.0,0.6053,Wake Forest
Western Carolina,VMI,-2,2021-02-10,0.0,0.0,0.6017,VMI
Georgia Tech,Virginia,-4,2021-02-10,-4.0,1.0,0.6004,Georgia Tech
Mississippi,Missouri,-1,2021-02-10,0.0,1.0,0.5909,Mississippi
Stephen F. Austin,Texas A&M Corpus Chris,15,2021-02-10,18.0,1.0,0.5869,Stephen F. Austin
Drake,Northern Iowa,11,2021-02-10,10.0,1.0,0.568,Drake
Mississippi St.,LSU,1,2021-02-10,1.5,1.0,0.5635,Mississippi St.
Saint Louis,Rhode Island,5,2021-02-10,8.5,1.0,0.5631,Saint Louis
UNC Greensboro,Furman,1,2021-02-10,1.5,0.0,0.5616,Furman
Valparaiso,Bradley,-3,2021-02-10,-3.5,1.0,0.5593,Valparaiso
Lamar,Nicholls St.,-7,2021-02-10,-6.5,1.0,0.5556,Lamar
Nebraska,Wisconsin,-11,2021-02-10,-12.0,1.0,0.5534,Nebraska
Sam Houston St.,Southeastern Louisiana,11,2021-02-10,11.5,0.0,0.5362,Southeastern Louisiana
Tennessee,Georgia,12,2021-02-10,12.5,0.0,0.5305,Georgia
Incarnate Word,Northwestern St.,1,2021-02-10,0.0,0.0,0.5278,Northwestern St.
UCF,Wichita St.,1,2021-02-10,-2.5,1.0,0.5238,UCF
Wofford,Chattanooga,6,2021-02-10,4.5,1.0,0.514,Wofford
South Florida,Houston,-10,2021-02-10,-11.5,0.0,0.5089,Houston
Villanova,Marquette,11,2021-02-10,10.5,0.0,0.5087,Marquette
