home,away,predict_kp,date,draft_kings,home_cover,percent_chance,bet
UMKC,Denver,11,2021-02-20,10.0,1.0,0.8377,UMKC
UAB,Old Dominion,7,2021-02-20,7.0,1.0,0.8012,UAB
Portland,Pacific,-11,2021-02-20,-12.5,0.0,0.7977,Pacific
Cal St. Northridge,Hawaii,-4,2021-02-20,-4.0,1.0,0.7972,Cal St. Northridge
North Carolina,Louisville,1,2021-02-20,5.0,1.0,0.7694,North Carolina
Detroit,Robert Morris,9,2021-02-20,9.5,1.0,0.7694,Detroit
Purdue Fort Wayne,Cleveland St.,-5,2021-02-20,-3.0,1.0,0.7458,Purdue Fort Wayne
Lipscomb,Kennesaw St.,12,2021-02-20,12.5,1.0,0.7413,Lipscomb
Cal St. Fullerton,UC Irvine,-9,2021-02-20,-9.0,0.0,0.7304,UC Irvine
Austin Peay,Eastern Illinois,9,2021-02-20,8.0,1.0,0.7243,Austin Peay
Northern Kentucky,Wright St.,-8,2021-02-20,-9.0,1.0,0.7013,Northern Kentucky
Syracuse,Notre Dame,2,2021-02-20,3.0,0.0,0.6978,Notre Dame
UC Santa Barbara,Cal St. Bakersfield,7,2021-02-20,7.5,0.0,0.6885,Cal St. Bakersfield
Weber St.,Northern Arizona,14,2021-02-20,14.5,1.0,0.6767,Weber St.
South Carolina,Missouri,-2,2021-02-20,-3.0,1.0,0.6758,South Carolina
Fairfield,Canisius,-6,2021-02-20,-5.5,0.0,0.6661,Canisius
Long Beach St.,Cal Poly,9,2021-02-20,7.5,0.0,0.6661,Cal Poly
Washington St.,Stanford,-2,2021-02-20,-5.5,1.0,0.6657,Washington St.
Florida,Georgia,9,2021-02-20,8.0,0.0,0.6642,Georgia
Dixie St.,Tarleton St.,-2,2021-02-20,-2.0,0.0,0.6621,Tarleton St.
Tennessee Martin,Morehead St.,-13,2021-02-20,-13.0,0.0,0.6609,Morehead St.
LSU,Auburn,5,2021-02-20,4.5,0.0,0.6527,Auburn
American,Navy,-3,2021-02-20,-3.0,0.0,0.6525,Navy
Miami FL,Georgia Tech,-5,2021-02-20,-3.5,1.0,0.6523,Miami FL
FIU,Southern Miss,-1,2021-02-20,3.0,0.0,0.6495,Southern Miss
UC San Diego,UC Riverside,-6,2021-02-20,-7.5,1.0,0.6314,UC San Diego
Albany,Stony Brook,3,2021-02-20,3.0,0.0,0.627,Stony Brook
Santa Clara,Pepperdine,-2,2021-02-20,-3.0,0.0,0.6228,Pepperdine
Youngstown St.,IUPUI,3,2021-02-20,6.5,1.0,0.6153,Youngstown St.
Montana,Eastern Washington,-3,2021-02-20,-4.5,0.0,0.6146,Eastern Washington
Milwaukee,Oakland,1,2021-02-20,1.0,0.0,0.6117,Oakland
Mercer,Furman,-2,2021-02-20,-3.0,0.0,0.6114,Furman
