home,away,predict_kp,date,draft_kings,home_cover,percent_chance,bet
Central Connecticut,Mount St. Mary's,-5,2021-01-22,-5.5,0.0,0.8547,Mount St. Mary's
Florida Atlantic,Charlotte,1,2021-01-22,1.5,0.0,0.8266,Charlotte
UAB,Rice,10,2021-01-22,8.0,1.0,0.8171,UAB
Robert Morris,Northern Kentucky,2,2021-01-22,1.5,0.0,0.8066,Northern Kentucky
Purdue,Michigan,-3,2021-01-22,-4.5,1.0,0.7555,Purdue
Oakland,Detroit,1,2021-01-22,1.0,1.0,0.7516,Oakland
UTEP,Louisiana Tech,-3,2021-01-22,-2.0,1.0,0.7444,UTEP
UC Irvine,Cal Poly,18,2021-01-22,16.5,1.0,0.7429,UC Irvine
IUPUI,Wright St.,-11,2021-01-22,-12.5,0.0,0.7395,Wright St.
Louisiana Monroe,Texas St.,-7,2021-01-22,-5.5,0.0,0.7328,Texas St.
Boise St.,Fresno St.,14,2021-01-22,15.5,1.0,0.7301,Boise St.
FIU,Marshall,-8,2021-01-22,-8.0,0.0,0.7236,Marshall
Appalachian St.,Georgia St.,-4,2021-01-22,-4.5,1.0,0.7148,Appalachian St.
UC Riverside,Cal St. Bakersfield,3,2021-01-22,4.5,0.0,0.667,Cal St. Bakersfield
UTSA,Southern Miss,5,2021-01-22,5.0,0.0,0.6611,Southern Miss
Louisiana,Arkansas St.,10,2021-01-22,9.0,1.0,0.6545,Louisiana
Western Illinois,South Dakota,-8,2021-01-22,-7.0,0.0,0.6351,South Dakota
Sacred Heart,St. Francis PA,-3,2021-01-22,1.5,0.0,0.6315,St. Francis PA
Green Bay,Purdue Fort Wayne,-2,2021-01-22,-1.0,1.0,0.6299,Green Bay
Coastal Carolina,Troy,10,2021-01-22,11.5,1.0,0.6242,Coastal Carolina
Dixie St.,Grand Canyon,-9,2021-01-22,-11.0,0.0,0.6227,Grand Canyon
Youngstown St.,Illinois Chicago,1,2021-01-22,-1.5,0.0,0.6204,Illinois Chicago
South Dakota St.,North Dakota,15,2021-01-22,14.5,1.0,0.6167,South Dakota St.
North Alabama,Jacksonville,5,2021-01-22,4.0,1.0,0.5996,North Alabama
UT Arlington,Little Rock,-1,2021-01-22,1.0,1.0,0.5928,UT Arlington
Quinnipiac,Niagara,1,2021-01-22,-1.0,0.0,0.5825,Niagara
North Dakota St.,Denver,14,2021-01-22,13.5,1.0,0.5807,North Dakota St.
Cal St. Fullerton,Hawaii,-3,2021-01-22,-4.0,0.0,0.577,Hawaii
Cleveland St.,Milwaukee,5,2021-01-22,4.0,0.0,0.5709,Milwaukee
UC San Diego,UC Davis,-1,2021-01-22,-3.0,1.0,0.5608,UC San Diego
Wyoming,Nevada,-4,2021-01-22,-3.5,1.0,0.5548,Wyoming
Lipscomb,Florida Gulf Coast,5,2021-01-22,6.0,0.0,0.5543,Florida Gulf Coast
Ohio,Ball St.,3,2021-01-22,5.0,0.0,0.5497,Ball St.
Air Force,San Diego St.,-14,2021-01-22,-14.5,0.0,0.5264,San Diego St.
North Florida,Kennesaw St.,9,2021-01-22,8.0,0.0,0.5095,Kennesaw St.
South Alabama,Georgia Southern,5,2021-01-22,2.5,0.0,0.5057,Georgia Southern
Cal St. Northridge,UC Santa Barbara,-9,2021-01-22,-8.5,0.0,0.5007,UC Santa Barbara
Bellarmine,Stetson,2,2021-01-22,3.5,1.0,0.5003,Bellarmine
