home,away,predict_kp,date,draft_kings,home_cover,percent_chance,bet
Coppin St.,Morgan St.,-1,2021-01-30,-2.0,1.0,0.6209,Coppin St.
Canisius,Quinnipiac,5,2021-01-30,2.5,0.0,0.6185,Quinnipiac
Holy Cross,Colgate,-15,2021-01-30,-15.0,0.0,0.6178,Colgate
Tennessee,Kansas,2,2021-01-30,3.0,0.0,0.6135,Kansas
St. Francis PA,Central Connecticut,8,2021-01-30,8.5,1.0,0.6102,St. Francis PA
UMKC,North Dakota St.,-2,2021-01-30,-5.0,0.0,0.6086,North Dakota St.
UNC Greensboro,VMI,8,2021-01-30,9.5,1.0,0.6076,UNC Greensboro
Bowling Green,Toledo,-4,2021-01-30,-4.0,0.0,0.6072,Toledo
Akron,Ball St.,4,2021-01-30,5.0,0.0,0.6062,Ball St.
Utah Valley,Tarleton St.,8,2021-01-30,7.5,1.0,0.6017,Utah Valley
West Virginia,Florida,4,2021-01-30,4.5,1.0,0.5962,West Virginia
Jackson St.,Mississippi Valley St.,23,2021-01-30,26.5,1.0,0.5939,Jackson St.
Kennesaw St.,Bellarmine,-9,2021-01-30,-8.0,0.0,0.5927,Bellarmine
Florida Gulf Coast,Stetson,1,2021-01-30,2.0,0.0,0.5889,Stetson
Delaware,Elon,2,2021-01-30,6.0,1.0,0.5877,Delaware
Murray St.,Belmont,-3,2021-01-30,-2.5,1.0,0.5876,Murray St.
UTEP,UTSA,4,2021-01-30,4.0,1.0,0.5836,UTEP
Alcorn St.,Southern,-3,2021-01-30,-4.0,1.0,0.582,Alcorn St.
San Diego,Loyola Marymount,-3,2021-01-30,-3.5,1.0,0.5819,San Diego
Georgia Tech,Florida St.,-3,2021-01-30,-4.0,1.0,0.5813,Georgia Tech
Grambling St.,Arkansas Pine Bluff,11,2021-01-30,10.0,0.0,0.5811,Arkansas Pine Bluff
Western Carolina,Furman,-8,2021-01-30,-9.0,0.0,0.5784,Furman
Arizona,California,13,2021-01-30,10.0,0.0,0.5756,California
Purdue Fort Wayne,Oakland,1,2021-01-30,-1.0,1.0,0.5747,Purdue Fort Wayne
Virginia Tech,Virginia,-3,2021-01-30,-4.5,0.0,0.5717,Virginia
Georgetown,Providence,-3,2021-01-30,-4.0,1.0,0.57,Georgetown
Lamar,McNeese St.,4,2021-01-30,5.0,1.0,0.5685,Lamar
Wofford,Mercer,4,2021-01-30,4.0,1.0,0.5682,Wofford
Central Arkansas,Northwestern St.,3,2021-01-30,3.5,1.0,0.5659,Central Arkansas
Towson,William & Mary,4,2021-01-30,4.5,1.0,0.5642,Towson
Hawaii,UC Irvine,-5,2021-01-30,-2.5,1.0,0.5635,Hawaii
Louisiana Tech,Southern Miss,12,2021-01-30,11.5,1.0,0.5627,Louisiana Tech
Pepperdine,Gonzaga,-21,2021-01-30,-21.0,0.0,0.5625,Gonzaga
Tennessee Martin,SIU Edwardsville,-3,2021-01-30,-4.0,1.0,0.5615,Tennessee Martin
Cal St. Bakersfield,Cal St. Fullerton,10,2021-01-30,9.0,1.0,0.5574,Cal St. Bakersfield
Penn St.,Wisconsin,-2,2021-01-30,-4.5,0.0,0.5571,Wisconsin
IUPUI,Milwaukee,-1,2021-01-30,-3.0,0.0,0.5569,Milwaukee
Butler,Xavier,-2,2021-01-30,0.5,1.0,0.5554,Butler
Kansas St.,Texas A&M,-2,2021-01-30,-2.0,0.0,0.5454,Texas A&M
LSU,Texas Tech,-1,2021-01-30,-3.5,0.0,0.5453,Texas Tech
North Carolina A&T,Florida A&M,1,2021-01-30,2.5,1.0,0.5382,North Carolina A&T
Pittsburgh,Notre Dame,4,2021-01-30,4.0,0.0,0.5362,Notre Dame
Oklahoma,Alabama,-1,2021-01-30,-1.0,1.0,0.5348,Oklahoma
South Dakota,Nebraska Omaha,10,2021-01-30,10.0,1.0,0.5306,South Dakota
Colorado,Utah,9,2021-01-30,8.5,1.0,0.5291,Colorado
Navy,Loyola MD,7,2021-01-30,3.5,1.0,0.528,Navy
American,Lafayette,1,2021-01-30,0.0,0.0,0.522,Lafayette
Baylor,Auburn,16,2021-01-30,14.5,0.0,0.5219,Auburn
Prairie View A&M,Alabama A&M,7,2021-01-30,8.5,0.0,0.5218,Alabama A&M
Mississippi St.,Iowa St.,6,2021-01-30,9.5,1.0,0.5206,Mississippi St.
Miami OH,Western Michigan,9,2021-01-30,9.5,0.0,0.5197,Western Michigan
St. Francis NY,LIU,1,2021-01-30,-1.0,0.0,0.5197,LIU
Missouri,TCU,9,2021-01-30,10.0,1.0,0.5125,Missouri
Marist,Siena,-5,2021-01-30,-6.0,0.0,0.5089,Siena
Texas Southern,Alabama St.,14,2021-01-30,14.0,0.0,0.5077,Alabama St.
UCLA,Oregon St.,11,2021-01-30,11.5,0.0,0.5072,Oregon St.
Vanderbilt,South Carolina,-5,2021-01-30,-4.0,0.0,0.5063,South Carolina
