home,away,line,draft_kings,diff
Southern Utah,Dixie St.,11.0,8.0,3.0
Texas Tech,Kansas,1.0,3.0,2.0
St. John's,Creighton,-9.0,-7.5,1.5
Southern Illinois,North Dakota,6.0,7.5,1.5
Loyola Marymount,UC Irvine,5.0,4.0,1.0
Coastal Carolina,Delaware St.,20.0,21.0,1.0
Oregon,San Francisco,8.0,7.0,1.0
Bryant,Wagner,7.0,8.0,1.0
North Texas,Houston Baptist,23.0,23.5,0.5
Bradley,Jackson St.,17.0,17.5,0.5
