home,away,line,draft_kings,diff
Washington St.,Northwestern St.,13.0,18.5,5.5
DePaul,Western Illinois,22.0,16.5,5.5
Tennessee,USC Upstate,29.0,34.0,5.0
BYU,Weber St.,18.0,13.0,5.0
Boise St.,New Mexico,14.0,11.5,2.5
Iona,Coppin St.,11.0,12.5,1.5
Indiana,Northwestern,7.0,8.5,1.5
Penn St.,Illinois,-3.0,-4.0,1.0
Butler,Providence,-0.0,-1.0,1.0
Marquette,Villanova,-6.0,-5.5,0.5
Creighton,Xavier,6.0,6.5,0.5
