home,away,line,draft_kings,diff
Tulsa,Houston,-11.0,-7.5,3.5
USC,Santa Clara,13.0,10.0,3.0
Memphis,South Florida,6.0,9.0,3.0
Lamar,Southeastern Louisiana,2.0,5.0,3.0
Baylor,Central Arkansas,32.0,34.0,2.0
Mercer,Wofford,0.0,2.0,2.0
Gonzaga,Dixie St.,36.0,37.5,1.5
Eastern Michigan,Central Michigan,6.0,4.5,1.5
LSU,Texas A&M,8.0,6.5,1.5
West Virginia,Northeastern,19.0,18.0,1.0
Iowa,Northwestern,10.0,10.5,0.5
Texas Tech,Incarnate Word,34.0,34.5,0.5
Clemson,Florida St.,2.0,1.5,0.5
