home,away,line,draft_kings,diff
San Jose St.,Boise St.,-16.0,-21.5,5.5
Idaho,Northern Arizona,-2.0,-4.0,2.0
Wisconsin,Minnesota,7.0,8.5,1.5
UCLA,Utah,6.0,7.5,1.5
Air Force,Utah St.,-11.0,-12.5,1.5
Maryland,Michigan,-1.0,-2.0,1.0
Oregon,California,15.0,14.0,1.0
Winthrop,Campbell,13.0,14.0,1.0
Presbyterian,Radford,-6.0,-5.0,1.0
Washington,Arizona,-9.0,-8.5,0.5
USC,Colorado,1.0,1.5,0.5
New Mexico,Nevada,-5.0,-5.5,0.5
San Francisco,San Diego,13.0,12.5,0.5
