home,away,line,draft_kings,diff
Michigan St.,Wisconsin,-4.0,2.0,6.0
Nebraska,Michigan,-13.0,-8.0,5.0
Purdue,Maryland,2.0,5.5,3.5
Minnesota,Iowa,-8.0,-6.5,1.5
