home,away,line,draft_kings,diff
Colorado St.,Northern Arizona,19.0,15.5,3.5
LSU,Sam Houston St.,29.0,26.0,3.0
George Washington,William & Mary,4.0,6.5,2.5
San Diego,Nevada,-2.0,-3.5,1.5
UNLV,Pepperdine,-1.0,-2.5,1.5
Morehead St.,Eastern Kentucky,-5.0,-6.0,1.0
Colorado,Northern Colorado,15.0,14.5,0.5
Creighton,Marquette,7.0,7.0,0.0
Radford,Longwood,4.0,4.0,0.0
