home,away,line,draft_kings,diff
Indiana St.,Loyola Chicago,-9.0,-6.5,2.5
Prairie View A&M,Texas Southern,-3.0,-1.0,2.0
Grambling St.,Alcorn St.,6.0,7.5,1.5
Utah,Colorado,-5.0,-3.5,1.5
Northern Iowa,Bradley,1.0,2.0,1.0
SMU,Temple,12.0,11.0,1.0
Wyoming,Boise St.,-8.0,-8.5,0.5
Florida A&M,South Carolina St.,15.0,14.5,0.5
