home_team,away_team,home_score,away_score
Central Michigan,Akron,67,80
Penn,Brown,63,75
Toledo,Buffalo,67,83
Dartmouth,Columbia,65,63
Harvard,Cornell,85,63
St. Bonaventure,Davidson,64,93
South Dakota State,Denver,90,78
Marist,Fairfield,53,57
Wright State,UIC,75,58
North Dakota State,Purdue-Fort Wayne,80,70
Northern Kentucky,IUPUI,84,70
Iona,Manhattan,80,57
Canisius,Monmouth,71,85
St. Peter's,Quinnipiac,84,72
Siena,Rider,73,64
Princeton,Yale,64,88
