home_team,away_team,home_score,away_score
Virginia,Gonzaga,75,98
UCF,Houston,54,63
Illinois,Indiana,69,60
Northwestern,Ohio State,71,70
Towson,Coppin State,78,73
Wright State,Green Bay,67,53
Louisville,Kentucky,62,59
LSU,Nicholls State,86,80
George Mason,Norfolk State,65,68
Detroit,Oakland,75,77
Purdue-Fort Wayne,Robert Morris,88,102
Cleveland State,Youngstown State,87,69
