home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Dayton,VCU,-1,2021-02-09,-1.5,1.0,0.7704,Dayton,VCU,-9.0
Bowling Green,Kent St.,-1,2021-02-09,-1.0,0.0,0.7059,Kent St.,Kent St.,-4.0
Kansas St.,Texas,-15,2021-02-09,-14.0,1.0,0.6919,Kansas St.,,
St. Bonaventure,La Salle,13,2021-02-09,13.0,1.0,0.6758,St. Bonaventure,La Salle,13.0
Duke,Notre Dame,5,2021-02-09,7.5,0.0,0.6606,Notre Dame,Notre Dame,-4.0
Butler,St. John's,-2,2021-02-09,1.0,0.0,0.6248,St. John's,St. John's,3.0
Kentucky,Arkansas,-1,2021-02-09,1.0,1.0,0.6234,Kentucky,Arkansas,-1.0
Elon,James Madison,-3,2021-02-09,-5.0,1.0,0.5985,Elon,James Madison,-9.0
Michigan St.,Penn St.,-1,2021-02-09,3.0,1.0,0.5818,Michigan St.,Penn St.,2.0
N.C. State,Syracuse,1,2021-02-09,1.5,1.0,0.5706,N.C. State,Syracuse,-9.0
Georgia St.,South Alabama,7,2021-02-09,5.5,1.0,0.5442,Georgia St.,South Alabama,-3.0
TCU,Iowa St.,5,2021-02-09,6.5,1.0,0.5429999999999999,TCU,Iowa St.,3.0
South Carolina,Alabama,-10,2021-02-09,-6.0,0.0,0.5397,Alabama,Alabama,-3.0
Georgetown,Creighton,-7,2021-02-09,-7.5,1.0,0.5234,Georgetown,Creighton,-15.0
Florida A&M,North Carolina Central,3,2021-02-09,-2.0,1.0,0.5202,Florida A&M,North Carolina Central,13.0
Vanderbilt,Auburn,-5,2021-02-09,-5.5,1.0,0.5076,Vanderbilt,Auburn,-6.0
Texas Tech,West Virginia,4,2021-02-09,5.5,1.0,0.5022,Texas Tech,West Virginia,-11.0
Colorado St.,New Mexico,17,2021-02-09,17.5,0.0,0.5006,New Mexico,,
