home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Oregon,UCLA,2,2021-03-03,4.5,1.0,0.6659999999999999,Oregon,UCLA,8.0
Northwestern,Maryland,-3,2021-03-03,-4.5,1.0,0.6507,Northwestern,Maryland,5.0
Utah,Oregon St.,4,2021-03-03,4.0,0.0,0.6493,Oregon St.,Oregon St.,-5.0
North Carolina Central,Florida A&M,1,2021-03-03,4.0,1.0,0.6448,North Carolina Central,Florida A&M,-7.0
Wagner,Merrimack,6,2021-03-03,4.5,1.0,0.6328,Wagner,Merrimack,5.0
New Orleans,Northwestern St.,4,2021-03-03,5.5,0.0,0.6208,Northwestern St.,Northwestern St.,9.0
Notre Dame,N.C. State,3,2021-03-03,2.0,1.0,0.617,Notre Dame,N.C. State,-11.0
USC,Stanford,9,2021-03-03,7.5,1.0,0.6011,USC,Stanford,37.0
Villanova,Creighton,3,2021-03-03,5.0,1.0,0.5946,Villanova,Creighton,12.0
Tulane,Wichita St.,-4,2021-03-03,-4.5,0.0,0.5835,Wichita St.,Wichita St.,-8.0
St. John's,Providence,2,2021-03-03,1.5,1.0,0.5774,St. John's,Providence,14.0
Florida,Missouri,5,2021-03-03,4.0,1.0,0.5742,Florida,Missouri,-2.0
Central Arkansas,Southeastern Louisiana,2,2021-03-03,1.5,1.0,0.5709,Central Arkansas,Southeastern Louisiana,17.0
Stephen F. Austin,Abilene Christian,-3,2021-03-03,1.0,1.0,0.5693,Stephen F. Austin,Abilene Christian,-2.0
Morehead St.,Southeast Missouri St.,9,2021-03-03,7.5,0.0,0.5579,Southeast Missouri St.,Southeast Missouri St.,7.0
Houston Baptist,Incarnate Word,2,2021-03-03,3.0,0.0,0.5566,Incarnate Word,Incarnate Word,5.0
Sam Houston St.,Texas A&M Corpus Chris,16,2021-03-03,15.0,1.0,0.5553,Sam Houston St.,Texas A&M Corpus Chris,23.0
Florida St.,Boston College,16,2021-03-03,18.5,0.0,0.5443,Boston College,Boston College,29.0
North Carolina A&T,South Carolina St.,12,2021-03-03,13.0,0.0,0.5405,South Carolina St.,,
Colorado St.,New Mexico,20,2021-03-03,18.0,1.0,0.5388,Colorado St.,New Mexico,14.0
Texas A&M,Mississippi St.,-3,2021-03-03,-5.0,1.0,0.5332,Texas A&M,Mississippi St.,-6.0
Syracuse,Clemson,1,2021-03-03,2.0,1.0,0.5301,Syracuse,Clemson,10.0
Boston University,Lehigh,7,2021-03-03,6.5,1.0,0.529,Boston University,Lehigh,11.0
Belmont,SIU Edwardsville,17,2021-03-03,20.0,1.0,0.5255,Belmont,SIU Edwardsville,17.0
Penn St.,Minnesota,3,2021-03-03,4.5,1.0,0.5082,Penn St.,Minnesota,19.0
Eastern Washington,Idaho St.,14,2021-03-03,13.5,1.0,0.5082,Eastern Washington,Idaho St.,-5.0
UNLV,San Diego St.,-11,2021-03-03,-9.5,0.0,0.5041,San Diego St.,San Diego St.,-9.0
George Washington,Fordham,5,2021-03-03,7.0,1.0,0.5024,George Washington,Fordham,4.0
