home,away_x,predict_kp,date,draft_kings,home_cover,percent_chance,bet,away_y,score
Creighton,DePaul,14,2021-02-24,15.0,0.0,0.7164,DePaul,DePaul,24
Arkansas,Alabama,-1,2021-02-24,2.0,1.0,0.7115,Arkansas,Alabama,15
Furman,The Citadel,15,2021-02-24,17.0,1.0,0.6995,Furman,The Citadel,9
Southern,Alabama A&M,7,2021-02-24,7.5,0.0,0.6804,Alabama A&M,Alabama A&M,16
Incarnate Word,Lamar,4,2021-02-24,1.5,1.0,0.6637,Incarnate Word,Lamar,-22
Mercer,Chattanooga,4,2021-02-24,3.5,0.0,0.6505,Chattanooga,Chattanooga,4
Miami FL,Florida St.,-12,2021-02-24,-11.5,1.0,0.6473,Miami FL,Florida St.,-17
Nicholls St.,Houston Baptist,11,2021-02-24,11.5,0.0,0.6444,Houston Baptist,Houston Baptist,15
North Carolina,Marquette,8,2021-02-24,9.5,0.0,0.6436,Marquette,Marquette,-13
UNC Greensboro,Western Carolina,13,2021-02-24,14.0,1.0,0.6352,UNC Greensboro,Western Carolina,-1
Southeastern Louisiana,McNeese St.,5,2021-02-24,3.5,0.0,0.6298,McNeese St.,McNeese St.,-4
Mississippi St.,South Carolina,5,2021-02-24,5.5,0.0,0.6219,South Carolina,South Carolina,21
Saint Joseph's,Dayton,-9,2021-02-24,-8.0,0.0,0.6158,Dayton,Dayton,13
Southern Utah,Northern Arizona,12,2021-02-24,12.5,1.0,0.6123,Southern Utah,Northern Arizona,5
Vanderbilt,Tennessee,-7,2021-02-24,-8.0,0.0,0.6067,Tennessee,Tennessee,-12
Providence,Xavier,-1,2021-02-24,-1.5,1.0,0.6046,Providence,Xavier,15
South Florida,Temple,4,2021-02-24,4.5,1.0,0.5966,South Florida,Temple,-18
Texas A&M Corpus Chris,New Orleans,-2,2021-02-24,-1.5,1.0,0.5844,Texas A&M Corpus Chris,New Orleans,-8
Air Force,New Mexico,-1,2021-02-24,-1.5,0.0,0.5782,New Mexico,New Mexico,7
UNLV,Fresno St.,6,2021-02-24,7.0,0.0,0.5624,Fresno St.,Fresno St.,-3
Virginia,N.C. State,11,2021-02-24,11.0,1.0,0.5601,Virginia,N.C. State,-7
La Salle,Duquesne,-4,2021-02-24,-4.0,1.0,0.5515,La Salle,Duquesne,20
North Carolina Central,North Carolina A&T,2,2021-02-24,4.0,1.0,0.5496,North Carolina Central,North Carolina A&T,-16
Davidson,St. Bonaventure,-1,2021-02-24,2.5,1.0,0.5493,Davidson,St. Bonaventure,-3
Loyola MD,American,4,2021-02-24,9.5,0.0,0.5475,American,American,11
Norfolk St.,Delaware St.,13,2021-02-24,14.0,1.0,0.5391,Norfolk St.,Delaware St.,31
Boston University,Holy Cross,6,2021-02-24,8.5,1.0,0.535,Boston University,Holy Cross,-11
Alcorn St.,Alabama St.,7,2021-02-24,5.5,1.0,0.531,Alcorn St.,Alabama St.,9
Abilene Christian,Sam Houston St.,8,2021-02-24,8.5,1.0,0.5295,Abilene Christian,Sam Houston St.,14
Memphis,Tulane,12,2021-02-24,10.0,0.0,0.5249,Tulane,Tulane,15
Northwestern St.,Stephen F. Austin,-7,2021-02-24,-10.5,0.0,0.5225,Stephen F. Austin,Stephen F. Austin,-26
Longwood,Hampton,8,2021-02-24,7.0,1.0,0.5189,Longwood,Hampton,-6
Wake Forest,Clemson,-6,2021-02-24,-2.5,1.0,0.5152,Wake Forest,Clemson,-21
George Mason,George Washington,7,2021-02-24,7.5,1.0,0.5044,George Mason,George Washington,5
Tulsa,Cincinnati,2,2021-02-24,2.0,0.0,0.5036,Cincinnati,Cincinnati,-1
